tag,alignment_score_orig,sil_with_orig,sil_without_orig,alignment_score_delex,sil_with_delex,sil_without_delex
PUNISHMENT,1.07155924032831,0.44081664860248565,0.4110242170095444,0.7043881608277435,0.37060632586479186,0.40708415091037753
REWARD,0.9247405113003226,0.4215264013409615,0.4549474409222603,0.8230515123970791,0.3769492867588997,0.3880392947793007
COMMUNICATION,0.904467248419752,0.4077428647875786,0.47285582304000856,0.6198057393140384,0.37738518744707106,0.39158950120210645
