metric,num_treatments,mae,rmse,spearman
final_round_normalized_efficiency,40,0.3546053589737202,0.43675035052862193,0.05234521575984991
final_total_contribution_rate,40,0.30309794933880535,0.37566208748089563,0.17083352896508294
first_round_normalized_efficiency,40,0.1067861031211121,0.13225279603290427,0.39305816135084437
first_round_total_contribution_rate,40,0.08426101841932435,0.10721065405160544,0.4588610563842762
mean_round_normalized_efficiency,40,0.15413166353275182,0.19491972518145476,0.017260787992495315
mean_total_contribution_rate,40,0.12017856795062673,0.15403923026933572,0.15872420262664166
