task_name,n_overlap_rows,baseline_mean_tvd,twin_mean_tvd,raw_mean_tvd,raw_available,gold_distribution_json,baseline_distribution_json,twin_distribution_json,raw_distribution_json,plot_file
Choices13k,500,0.17485732011312324,0.2198706934632067,0.21620329675831504,True,"{""A"": 0.4705788283192, ""B"": 0.5294211716807999}","{""A"": 0.5, ""B"": 0.5}","{""A"": 0.6378265625, ""B"": 0.3621734375}","{""A"": 0.516131195335277, ""B"": 0.48386880466472304}",choices13k_distribution_diagnosis.png
DICES,247,0.17083828780990903,0.1522151487079551,,False,"{""A"": 0.05219083126910086, ""B"": 0.9305716400582236, ""C"": 0.017237528672675643}","{""A"": 0.1417004048582996, ""B"": 0.8068421052631579, ""C"": 0.05145748987854251}","{""A"": 0.11783337550607288, ""B"": 0.8298513410931174, ""C"": 0.052315283400809716}",,dices_distribution_diagnosis.png
OSPsychBig5,40,0.14000902165196466,0.22095078540680166,0.1652224411780024,True,"{""A"": 0.1476772826211479, ""B"": 0.18606942375988086, ""C"": 0.2081624470156948, ""D"": 0.251188566846145, ""E"": 0.20690227975713144}","{""A"": 0.1405, ""B"": 0.20600000000000002, ""C"": 0.24, ""D"": 0.26275, ""E"": 0.15075}","{""A"": 0.2213968253968254, ""B"": 0.15632149057539682, ""C"": 0.15816629464285714, ""D"": 0.2239698040674603, ""E"": 0.24014558531746033}","{""A"": 0.0976390763088435, ""B"": 0.2052057538768485, ""C"": 0.280569233595994, ""D"": 0.27141238862606454, ""E"": 0.1451735475922494}",ospsychbig5_distribution_diagnosis.png
OSPsychRWAS,22,0.31980534788596243,0.2051823589012337,,False,"{""A"": 0.25764598666522587, ""B"": 0.10912358514340874, ""C"": 0.06973612143941564, ""D"": 0.04324718479339638, ""E"": 0.05640971028221021, ""F"": 0.05889890782436418, ""G"": 0.07180385008073169, ""H"": 0.10543750208344913, ""I"": 0.22769715168779817}","{""A"": 0.14545454545454548, ""B"": 0.12772727272727272, ""C"": 0.10136363636363636, ""D"": 0.09454545454545454, ""E"": 0.12272727272727274, ""F"": 0.10454545454545454, ""G"": 0.125, ""H"": 0.10590909090909091, ""I"": 0.07272727272727274}","{""A"": 0.19985266163224996, ""B"": 0.11832135601914762, ""C"": 0.09096242725645025, ""D"": 0.0686663237016562, ""E"": 0.0786476934533365, ""F"": 0.07805270434463898, ""G"": 0.12193407022706561, ""H"": 0.13344864663109762, ""I"": 0.11011411673435724}",,ospsychrwas_distribution_diagnosis.png
OpinionQA,310,0.16477843476154286,0.15508333328878574,,False,"{""A"": 0.3278372832801941, ""B"": 0.4001532274568124, ""C"": 0.17895462740409548, ""D"": 0.07575764969945141, ""E"": 0.013598361612822234, ""F"": 0.003661496725909355, ""G"": 3.7353820715016285e-05}","{""A"": 0.3086451612903226, ""B"": 0.37648387096774194, ""C"": 0.19483870967741934, ""D"": 0.08612903225806451, ""E"": 0.029548387096774195, ""F"": 0.0038064516129032258, ""G"": 0.0005483870967741936}","{""A"": 0.3202572143104227, ""B"": 0.38449870073238185, ""C"": 0.18254123607710426, ""D"": 0.08198506918353768, ""E"": 0.027606364347718102, ""F"": 0.002815365128894119, ""G"": 0.000296050219941349}",,opinionqa_distribution_diagnosis.png
