custom_id,estimated_input_chars,estimated_input_tokens_char4
persona_match__pid_1173__game_GgqMbe6kLtHq97cqW__p026__g028,24472,6118
persona_match__pid_1173__game_BJWpJtN2jP8jHntmQ__p026__g029,18424,4606
persona_match__pid_1173__game_RpshqXWYZ9p7q7JZw__p026__g030,21391,5348
persona_match__pid_1173__game_YkcNraHtf4nHSiwYQ__p026__g031,17748,4437
persona_match__pid_1173__game_3EQGxadfbmAKaACgZ__p026__g032,17346,4336
persona_match__pid_1173__game_SMZBbZw2az8XaF5qY__p026__g033,17852,4463
persona_match__pid_1173__game_JbBvp4oGtGfqAvYzK__p026__g034,22148,5537
persona_match__pid_1173__game_XXp5gLR8saMAt2pbb__p026__g035,18816,4704
persona_match__pid_1173__game_Dykb225N5mCo3B33S__p026__g036,20919,5230
persona_match__pid_1173__game_qAS7ooo4pQoNr7irP__p026__g037,16938,4234
persona_match__pid_1173__game_yX8NPNKTbyWzsKLSx__p026__g038,16823,4206
persona_match__pid_1173__game_nz83XQYEwXs7AZGxo__p026__g039,21071,5268
persona_match__pid_1173__game_9KfTAYXHFSCbkq5ws__p026__g040,19685,4921
persona_match__pid_1397__game_5mhtM66ewYHNxSp4q__p027__g001,15903,3976
persona_match__pid_1397__game_5bJPLPSiwHm63WZS4__p027__g002,19751,4938
persona_match__pid_1397__game_6B7rSLCwjDoRiGG4z__p027__g003,15598,3900
persona_match__pid_1397__game_NtGt92nYGEjWzrKCe__p027__g004,16229,4057
persona_match__pid_1397__game_PmcxhmDRj2tN3cECC__p027__g005,27015,6754
persona_match__pid_1397__game_925LF9k9CXpz8KjQm__p027__g006,32484,8121
persona_match__pid_1397__game_a2PCpqs4NBBS3qsDJ__p027__g007,16370,4092
persona_match__pid_1397__game_jLW7uN5mLX4JmjFo7__p027__g008,18513,4628
persona_match__pid_1397__game_CbDvrXGkphmfGtH3G__p027__g009,24506,6126
persona_match__pid_1397__game_FvbM5EM5aB5pcjLpA__p027__g010,21428,5357
persona_match__pid_1397__game_qifdzNTJxMn9kXwzv__p027__g011,24042,6010
persona_match__pid_1397__game_FYHQtKWP82LiMEuKo__p027__g012,19526,4882
persona_match__pid_1397__game_Lb5CGirJ4pRHAdHzC__p027__g013,19710,4928
persona_match__pid_1397__game_zXKx7QTLiHXMeeBKe__p027__g014,22303,5576
persona_match__pid_1397__game_qn3ZZ26WLFCPKeBWM__p027__g015,18612,4653
persona_match__pid_1397__game_FchxXr9pWNRHCAWnu__p027__g016,19537,4884
persona_match__pid_1397__game_r7Bk7fEwX3HSRrXMZ__p027__g017,16879,4220
persona_match__pid_1397__game_7FQezekfKk3zctLN8__p027__g018,23034,5758
persona_match__pid_1397__game_2khRAszouj8vP8ZfP__p027__g019,18406,4602
persona_match__pid_1397__game_sX9yfB3XHqdTLM3Ru__p027__g020,20635,5159
persona_match__pid_1397__game_2KKC9nMd8nRXfgH5G__p027__g021,19544,4886
persona_match__pid_1397__game_mf69tavvQcoqC5iaR__p027__g022,19558,4890
persona_match__pid_1397__game_ubqE84hRkjXyn8o9L__p027__g023,16490,4122
persona_match__pid_1397__game_QdqBfTFqaaH2BmeGf__p027__g024,17426,4356
persona_match__pid_1397__game_cubAELfJtEiE7Ryz6__p027__g025,17594,4398
persona_match__pid_1397__game_MPJPiSumwWJfssC9c__p027__g026,17665,4416
persona_match__pid_1397__game_urf8ouXom7YTA2ASn__p027__g027,19248,4812
persona_match__pid_1397__game_GgqMbe6kLtHq97cqW__p027__g028,23927,5982
persona_match__pid_1397__game_BJWpJtN2jP8jHntmQ__p027__g029,17879,4470
persona_match__pid_1397__game_RpshqXWYZ9p7q7JZw__p027__g030,20846,5212
persona_match__pid_1397__game_YkcNraHtf4nHSiwYQ__p027__g031,17203,4301
persona_match__pid_1397__game_3EQGxadfbmAKaACgZ__p027__g032,16801,4200
persona_match__pid_1397__game_SMZBbZw2az8XaF5qY__p027__g033,17307,4327
persona_match__pid_1397__game_JbBvp4oGtGfqAvYzK__p027__g034,21603,5401
persona_match__pid_1397__game_XXp5gLR8saMAt2pbb__p027__g035,18271,4568
persona_match__pid_1397__game_Dykb225N5mCo3B33S__p027__g036,20374,5094
persona_match__pid_1397__game_qAS7ooo4pQoNr7irP__p027__g037,16393,4098
persona_match__pid_1397__game_yX8NPNKTbyWzsKLSx__p027__g038,16278,4070
persona_match__pid_1397__game_nz83XQYEwXs7AZGxo__p027__g039,20526,5132
persona_match__pid_1397__game_9KfTAYXHFSCbkq5ws__p027__g040,19140,4785
persona_match__pid_516__game_5mhtM66ewYHNxSp4q__p028__g001,15829,3957
persona_match__pid_516__game_5bJPLPSiwHm63WZS4__p028__g002,19677,4919
persona_match__pid_516__game_6B7rSLCwjDoRiGG4z__p028__g003,15524,3881
persona_match__pid_516__game_NtGt92nYGEjWzrKCe__p028__g004,16155,4039
persona_match__pid_516__game_PmcxhmDRj2tN3cECC__p028__g005,26941,6735
persona_match__pid_516__game_925LF9k9CXpz8KjQm__p028__g006,32410,8102
persona_match__pid_516__game_a2PCpqs4NBBS3qsDJ__p028__g007,16296,4074
persona_match__pid_516__game_jLW7uN5mLX4JmjFo7__p028__g008,18439,4610
persona_match__pid_516__game_CbDvrXGkphmfGtH3G__p028__g009,24432,6108
persona_match__pid_516__game_FvbM5EM5aB5pcjLpA__p028__g010,21354,5338
persona_match__pid_516__game_qifdzNTJxMn9kXwzv__p028__g011,23968,5992
persona_match__pid_516__game_FYHQtKWP82LiMEuKo__p028__g012,19452,4863
persona_match__pid_516__game_Lb5CGirJ4pRHAdHzC__p028__g013,19636,4909
persona_match__pid_516__game_zXKx7QTLiHXMeeBKe__p028__g014,22229,5557
persona_match__pid_516__game_qn3ZZ26WLFCPKeBWM__p028__g015,18538,4634
persona_match__pid_516__game_FchxXr9pWNRHCAWnu__p028__g016,19463,4866
persona_match__pid_516__game_r7Bk7fEwX3HSRrXMZ__p028__g017,16805,4201
persona_match__pid_516__game_7FQezekfKk3zctLN8__p028__g018,22960,5740
persona_match__pid_516__game_2khRAszouj8vP8ZfP__p028__g019,18332,4583
persona_match__pid_516__game_sX9yfB3XHqdTLM3Ru__p028__g020,20561,5140
persona_match__pid_516__game_2KKC9nMd8nRXfgH5G__p028__g021,19470,4868
persona_match__pid_516__game_mf69tavvQcoqC5iaR__p028__g022,19484,4871
persona_match__pid_516__game_ubqE84hRkjXyn8o9L__p028__g023,16416,4104
persona_match__pid_516__game_QdqBfTFqaaH2BmeGf__p028__g024,17352,4338
persona_match__pid_516__game_cubAELfJtEiE7Ryz6__p028__g025,17520,4380
persona_match__pid_516__game_MPJPiSumwWJfssC9c__p028__g026,17591,4398
persona_match__pid_516__game_urf8ouXom7YTA2ASn__p028__g027,19174,4794
persona_match__pid_516__game_GgqMbe6kLtHq97cqW__p028__g028,23853,5963
persona_match__pid_516__game_BJWpJtN2jP8jHntmQ__p028__g029,17805,4451
persona_match__pid_516__game_RpshqXWYZ9p7q7JZw__p028__g030,20772,5193
persona_match__pid_516__game_YkcNraHtf4nHSiwYQ__p028__g031,17129,4282
persona_match__pid_516__game_3EQGxadfbmAKaACgZ__p028__g032,16727,4182
persona_match__pid_516__game_SMZBbZw2az8XaF5qY__p028__g033,17233,4308
persona_match__pid_516__game_JbBvp4oGtGfqAvYzK__p028__g034,21529,5382
persona_match__pid_516__game_XXp5gLR8saMAt2pbb__p028__g035,18197,4549
persona_match__pid_516__game_Dykb225N5mCo3B33S__p028__g036,20300,5075
persona_match__pid_516__game_qAS7ooo4pQoNr7irP__p028__g037,16319,4080
persona_match__pid_516__game_yX8NPNKTbyWzsKLSx__p028__g038,16204,4051
persona_match__pid_516__game_nz83XQYEwXs7AZGxo__p028__g039,20452,5113
persona_match__pid_516__game_9KfTAYXHFSCbkq5ws__p028__g040,19066,4766
persona_match__pid_1192__game_5mhtM66ewYHNxSp4q__p029__g001,15748,3937
persona_match__pid_1192__game_5bJPLPSiwHm63WZS4__p029__g002,19596,4899
persona_match__pid_1192__game_6B7rSLCwjDoRiGG4z__p029__g003,15443,3861
persona_match__pid_1192__game_NtGt92nYGEjWzrKCe__p029__g004,16074,4018
persona_match__pid_1192__game_PmcxhmDRj2tN3cECC__p029__g005,26860,6715
persona_match__pid_1192__game_925LF9k9CXpz8KjQm__p029__g006,32329,8082
persona_match__pid_1192__game_a2PCpqs4NBBS3qsDJ__p029__g007,16215,4054
persona_match__pid_1192__game_jLW7uN5mLX4JmjFo7__p029__g008,18358,4590
persona_match__pid_1192__game_CbDvrXGkphmfGtH3G__p029__g009,24351,6088
persona_match__pid_1192__game_FvbM5EM5aB5pcjLpA__p029__g010,21273,5318
persona_match__pid_1192__game_qifdzNTJxMn9kXwzv__p029__g011,23887,5972
persona_match__pid_1192__game_FYHQtKWP82LiMEuKo__p029__g012,19371,4843
persona_match__pid_1192__game_Lb5CGirJ4pRHAdHzC__p029__g013,19555,4889
persona_match__pid_1192__game_zXKx7QTLiHXMeeBKe__p029__g014,22148,5537
persona_match__pid_1192__game_qn3ZZ26WLFCPKeBWM__p029__g015,18457,4614
persona_match__pid_1192__game_FchxXr9pWNRHCAWnu__p029__g016,19382,4846
persona_match__pid_1192__game_r7Bk7fEwX3HSRrXMZ__p029__g017,16724,4181
persona_match__pid_1192__game_7FQezekfKk3zctLN8__p029__g018,22879,5720
persona_match__pid_1192__game_2khRAszouj8vP8ZfP__p029__g019,18251,4563
persona_match__pid_1192__game_sX9yfB3XHqdTLM3Ru__p029__g020,20480,5120
persona_match__pid_1192__game_2KKC9nMd8nRXfgH5G__p029__g021,19389,4847
persona_match__pid_1192__game_mf69tavvQcoqC5iaR__p029__g022,19403,4851
persona_match__pid_1192__game_ubqE84hRkjXyn8o9L__p029__g023,16335,4084
persona_match__pid_1192__game_QdqBfTFqaaH2BmeGf__p029__g024,17271,4318
persona_match__pid_1192__game_cubAELfJtEiE7Ryz6__p029__g025,17439,4360
persona_match__pid_1192__game_MPJPiSumwWJfssC9c__p029__g026,17510,4378
persona_match__pid_1192__game_urf8ouXom7YTA2ASn__p029__g027,19093,4773
persona_match__pid_1192__game_GgqMbe6kLtHq97cqW__p029__g028,23772,5943
persona_match__pid_1192__game_BJWpJtN2jP8jHntmQ__p029__g029,17724,4431
persona_match__pid_1192__game_RpshqXWYZ9p7q7JZw__p029__g030,20691,5173
persona_match__pid_1192__game_YkcNraHtf4nHSiwYQ__p029__g031,17048,4262
persona_match__pid_1192__game_3EQGxadfbmAKaACgZ__p029__g032,16646,4162
persona_match__pid_1192__game_SMZBbZw2az8XaF5qY__p029__g033,17152,4288
persona_match__pid_1192__game_JbBvp4oGtGfqAvYzK__p029__g034,21448,5362
persona_match__pid_1192__game_XXp5gLR8saMAt2pbb__p029__g035,18116,4529
persona_match__pid_1192__game_Dykb225N5mCo3B33S__p029__g036,20219,5055
persona_match__pid_1192__game_qAS7ooo4pQoNr7irP__p029__g037,16238,4060
persona_match__pid_1192__game_yX8NPNKTbyWzsKLSx__p029__g038,16123,4031
persona_match__pid_1192__game_nz83XQYEwXs7AZGxo__p029__g039,20371,5093
persona_match__pid_1192__game_9KfTAYXHFSCbkq5ws__p029__g040,18985,4746
persona_match__pid_98__game_5mhtM66ewYHNxSp4q__p030__g001,15821,3955
persona_match__pid_98__game_5bJPLPSiwHm63WZS4__p030__g002,19669,4917
persona_match__pid_98__game_6B7rSLCwjDoRiGG4z__p030__g003,15516,3879
persona_match__pid_98__game_NtGt92nYGEjWzrKCe__p030__g004,16147,4037
persona_match__pid_98__game_PmcxhmDRj2tN3cECC__p030__g005,26933,6733
persona_match__pid_98__game_925LF9k9CXpz8KjQm__p030__g006,32402,8100
persona_match__pid_98__game_a2PCpqs4NBBS3qsDJ__p030__g007,16288,4072
persona_match__pid_98__game_jLW7uN5mLX4JmjFo7__p030__g008,18431,4608
persona_match__pid_98__game_CbDvrXGkphmfGtH3G__p030__g009,24424,6106
persona_match__pid_98__game_FvbM5EM5aB5pcjLpA__p030__g010,21346,5336
persona_match__pid_98__game_qifdzNTJxMn9kXwzv__p030__g011,23960,5990
persona_match__pid_98__game_FYHQtKWP82LiMEuKo__p030__g012,19444,4861
persona_match__pid_98__game_Lb5CGirJ4pRHAdHzC__p030__g013,19628,4907
persona_match__pid_98__game_zXKx7QTLiHXMeeBKe__p030__g014,22221,5555
persona_match__pid_98__game_qn3ZZ26WLFCPKeBWM__p030__g015,18530,4632
persona_match__pid_98__game_FchxXr9pWNRHCAWnu__p030__g016,19455,4864
persona_match__pid_98__game_r7Bk7fEwX3HSRrXMZ__p030__g017,16797,4199
persona_match__pid_98__game_7FQezekfKk3zctLN8__p030__g018,22952,5738
persona_match__pid_98__game_2khRAszouj8vP8ZfP__p030__g019,18324,4581
persona_match__pid_98__game_sX9yfB3XHqdTLM3Ru__p030__g020,20553,5138
persona_match__pid_98__game_2KKC9nMd8nRXfgH5G__p030__g021,19462,4866
persona_match__pid_98__game_mf69tavvQcoqC5iaR__p030__g022,19476,4869
persona_match__pid_98__game_ubqE84hRkjXyn8o9L__p030__g023,16408,4102
persona_match__pid_98__game_QdqBfTFqaaH2BmeGf__p030__g024,17344,4336
persona_match__pid_98__game_cubAELfJtEiE7Ryz6__p030__g025,17512,4378
persona_match__pid_98__game_MPJPiSumwWJfssC9c__p030__g026,17583,4396
persona_match__pid_98__game_urf8ouXom7YTA2ASn__p030__g027,19166,4792
persona_match__pid_98__game_GgqMbe6kLtHq97cqW__p030__g028,23845,5961
persona_match__pid_98__game_BJWpJtN2jP8jHntmQ__p030__g029,17797,4449
persona_match__pid_98__game_RpshqXWYZ9p7q7JZw__p030__g030,20764,5191
persona_match__pid_98__game_YkcNraHtf4nHSiwYQ__p030__g031,17121,4280
persona_match__pid_98__game_3EQGxadfbmAKaACgZ__p030__g032,16719,4180
persona_match__pid_98__game_SMZBbZw2az8XaF5qY__p030__g033,17225,4306
persona_match__pid_98__game_JbBvp4oGtGfqAvYzK__p030__g034,21521,5380
persona_match__pid_98__game_XXp5gLR8saMAt2pbb__p030__g035,18189,4547
persona_match__pid_98__game_Dykb225N5mCo3B33S__p030__g036,20292,5073
persona_match__pid_98__game_qAS7ooo4pQoNr7irP__p030__g037,16311,4078
persona_match__pid_98__game_yX8NPNKTbyWzsKLSx__p030__g038,16196,4049
persona_match__pid_98__game_nz83XQYEwXs7AZGxo__p030__g039,20444,5111
persona_match__pid_98__game_9KfTAYXHFSCbkq5ws__p030__g040,19058,4764
persona_match__pid_810__game_5mhtM66ewYHNxSp4q__p031__g001,15729,3932
persona_match__pid_810__game_5bJPLPSiwHm63WZS4__p031__g002,19577,4894
persona_match__pid_810__game_6B7rSLCwjDoRiGG4z__p031__g003,15424,3856
persona_match__pid_810__game_NtGt92nYGEjWzrKCe__p031__g004,16055,4014
persona_match__pid_810__game_PmcxhmDRj2tN3cECC__p031__g005,26841,6710
persona_match__pid_810__game_925LF9k9CXpz8KjQm__p031__g006,32310,8078
persona_match__pid_810__game_a2PCpqs4NBBS3qsDJ__p031__g007,16196,4049
persona_match__pid_810__game_jLW7uN5mLX4JmjFo7__p031__g008,18339,4585
persona_match__pid_810__game_CbDvrXGkphmfGtH3G__p031__g009,24332,6083
persona_match__pid_810__game_FvbM5EM5aB5pcjLpA__p031__g010,21254,5314
persona_match__pid_810__game_qifdzNTJxMn9kXwzv__p031__g011,23868,5967
persona_match__pid_810__game_FYHQtKWP82LiMEuKo__p031__g012,19352,4838
persona_match__pid_810__game_Lb5CGirJ4pRHAdHzC__p031__g013,19536,4884
persona_match__pid_810__game_zXKx7QTLiHXMeeBKe__p031__g014,22129,5532
persona_match__pid_810__game_qn3ZZ26WLFCPKeBWM__p031__g015,18438,4610
persona_match__pid_810__game_FchxXr9pWNRHCAWnu__p031__g016,19363,4841
persona_match__pid_810__game_r7Bk7fEwX3HSRrXMZ__p031__g017,16705,4176
persona_match__pid_810__game_7FQezekfKk3zctLN8__p031__g018,22860,5715
persona_match__pid_810__game_2khRAszouj8vP8ZfP__p031__g019,18232,4558
persona_match__pid_810__game_sX9yfB3XHqdTLM3Ru__p031__g020,20461,5115
persona_match__pid_810__game_2KKC9nMd8nRXfgH5G__p031__g021,19370,4842
persona_match__pid_810__game_mf69tavvQcoqC5iaR__p031__g022,19384,4846
persona_match__pid_810__game_ubqE84hRkjXyn8o9L__p031__g023,16316,4079
persona_match__pid_810__game_QdqBfTFqaaH2BmeGf__p031__g024,17252,4313
persona_match__pid_810__game_cubAELfJtEiE7Ryz6__p031__g025,17420,4355
persona_match__pid_810__game_MPJPiSumwWJfssC9c__p031__g026,17491,4373
persona_match__pid_810__game_urf8ouXom7YTA2ASn__p031__g027,19074,4768
persona_match__pid_810__game_GgqMbe6kLtHq97cqW__p031__g028,23753,5938
persona_match__pid_810__game_BJWpJtN2jP8jHntmQ__p031__g029,17705,4426
persona_match__pid_810__game_RpshqXWYZ9p7q7JZw__p031__g030,20672,5168
persona_match__pid_810__game_YkcNraHtf4nHSiwYQ__p031__g031,17029,4257
persona_match__pid_810__game_3EQGxadfbmAKaACgZ__p031__g032,16627,4157
persona_match__pid_810__game_SMZBbZw2az8XaF5qY__p031__g033,17133,4283
persona_match__pid_810__game_JbBvp4oGtGfqAvYzK__p031__g034,21429,5357
persona_match__pid_810__game_XXp5gLR8saMAt2pbb__p031__g035,18097,4524
persona_match__pid_810__game_Dykb225N5mCo3B33S__p031__g036,20200,5050
persona_match__pid_810__game_qAS7ooo4pQoNr7irP__p031__g037,16219,4055
persona_match__pid_810__game_yX8NPNKTbyWzsKLSx__p031__g038,16104,4026
persona_match__pid_810__game_nz83XQYEwXs7AZGxo__p031__g039,20352,5088
persona_match__pid_810__game_9KfTAYXHFSCbkq5ws__p031__g040,18966,4742
persona_match__pid_1092__game_5mhtM66ewYHNxSp4q__p032__g001,15648,3912
persona_match__pid_1092__game_5bJPLPSiwHm63WZS4__p032__g002,19496,4874
persona_match__pid_1092__game_6B7rSLCwjDoRiGG4z__p032__g003,15343,3836
persona_match__pid_1092__game_NtGt92nYGEjWzrKCe__p032__g004,15974,3994
persona_match__pid_1092__game_PmcxhmDRj2tN3cECC__p032__g005,26760,6690
persona_match__pid_1092__game_925LF9k9CXpz8KjQm__p032__g006,32229,8057
persona_match__pid_1092__game_a2PCpqs4NBBS3qsDJ__p032__g007,16115,4029
persona_match__pid_1092__game_jLW7uN5mLX4JmjFo7__p032__g008,18258,4564
persona_match__pid_1092__game_CbDvrXGkphmfGtH3G__p032__g009,24251,6063
persona_match__pid_1092__game_FvbM5EM5aB5pcjLpA__p032__g010,21173,5293
persona_match__pid_1092__game_qifdzNTJxMn9kXwzv__p032__g011,23787,5947
persona_match__pid_1092__game_FYHQtKWP82LiMEuKo__p032__g012,19271,4818
persona_match__pid_1092__game_Lb5CGirJ4pRHAdHzC__p032__g013,19455,4864
persona_match__pid_1092__game_zXKx7QTLiHXMeeBKe__p032__g014,22048,5512
persona_match__pid_1092__game_qn3ZZ26WLFCPKeBWM__p032__g015,18357,4589
persona_match__pid_1092__game_FchxXr9pWNRHCAWnu__p032__g016,19282,4820
persona_match__pid_1092__game_r7Bk7fEwX3HSRrXMZ__p032__g017,16624,4156
persona_match__pid_1092__game_7FQezekfKk3zctLN8__p032__g018,22779,5695
persona_match__pid_1092__game_2khRAszouj8vP8ZfP__p032__g019,18151,4538
persona_match__pid_1092__game_sX9yfB3XHqdTLM3Ru__p032__g020,20380,5095
persona_match__pid_1092__game_2KKC9nMd8nRXfgH5G__p032__g021,19289,4822
persona_match__pid_1092__game_mf69tavvQcoqC5iaR__p032__g022,19303,4826
persona_match__pid_1092__game_ubqE84hRkjXyn8o9L__p032__g023,16235,4059
persona_match__pid_1092__game_QdqBfTFqaaH2BmeGf__p032__g024,17171,4293
persona_match__pid_1092__game_cubAELfJtEiE7Ryz6__p032__g025,17339,4335
persona_match__pid_1092__game_MPJPiSumwWJfssC9c__p032__g026,17410,4352
persona_match__pid_1092__game_urf8ouXom7YTA2ASn__p032__g027,18993,4748
persona_match__pid_1092__game_GgqMbe6kLtHq97cqW__p032__g028,23672,5918
persona_match__pid_1092__game_BJWpJtN2jP8jHntmQ__p032__g029,17624,4406
persona_match__pid_1092__game_RpshqXWYZ9p7q7JZw__p032__g030,20591,5148
persona_match__pid_1092__game_YkcNraHtf4nHSiwYQ__p032__g031,16948,4237
persona_match__pid_1092__game_3EQGxadfbmAKaACgZ__p032__g032,16546,4136
persona_match__pid_1092__game_SMZBbZw2az8XaF5qY__p032__g033,17052,4263
persona_match__pid_1092__game_JbBvp4oGtGfqAvYzK__p032__g034,21348,5337
persona_match__pid_1092__game_XXp5gLR8saMAt2pbb__p032__g035,18016,4504
persona_match__pid_1092__game_Dykb225N5mCo3B33S__p032__g036,20119,5030
persona_match__pid_1092__game_qAS7ooo4pQoNr7irP__p032__g037,16138,4034
persona_match__pid_1092__game_yX8NPNKTbyWzsKLSx__p032__g038,16023,4006
persona_match__pid_1092__game_nz83XQYEwXs7AZGxo__p032__g039,20271,5068
persona_match__pid_1092__game_9KfTAYXHFSCbkq5ws__p032__g040,18885,4721
persona_match__pid_312__game_5mhtM66ewYHNxSp4q__p033__g001,15662,3916
persona_match__pid_312__game_5bJPLPSiwHm63WZS4__p033__g002,19510,4878
persona_match__pid_312__game_6B7rSLCwjDoRiGG4z__p033__g003,15357,3839
persona_match__pid_312__game_NtGt92nYGEjWzrKCe__p033__g004,15988,3997
persona_match__pid_312__game_PmcxhmDRj2tN3cECC__p033__g005,26774,6694
persona_match__pid_312__game_925LF9k9CXpz8KjQm__p033__g006,32243,8061
persona_match__pid_312__game_a2PCpqs4NBBS3qsDJ__p033__g007,16129,4032
persona_match__pid_312__game_jLW7uN5mLX4JmjFo7__p033__g008,18272,4568
persona_match__pid_312__game_CbDvrXGkphmfGtH3G__p033__g009,24265,6066
persona_match__pid_312__game_FvbM5EM5aB5pcjLpA__p033__g010,21187,5297
persona_match__pid_312__game_qifdzNTJxMn9kXwzv__p033__g011,23801,5950
persona_match__pid_312__game_FYHQtKWP82LiMEuKo__p033__g012,19285,4821
persona_match__pid_312__game_Lb5CGirJ4pRHAdHzC__p033__g013,19469,4867
persona_match__pid_312__game_zXKx7QTLiHXMeeBKe__p033__g014,22062,5516
persona_match__pid_312__game_qn3ZZ26WLFCPKeBWM__p033__g015,18371,4593
persona_match__pid_312__game_FchxXr9pWNRHCAWnu__p033__g016,19296,4824
persona_match__pid_312__game_r7Bk7fEwX3HSRrXMZ__p033__g017,16638,4160
persona_match__pid_312__game_7FQezekfKk3zctLN8__p033__g018,22793,5698
persona_match__pid_312__game_2khRAszouj8vP8ZfP__p033__g019,18165,4541
persona_match__pid_312__game_sX9yfB3XHqdTLM3Ru__p033__g020,20394,5098
persona_match__pid_312__game_2KKC9nMd8nRXfgH5G__p033__g021,19303,4826
persona_match__pid_312__game_mf69tavvQcoqC5iaR__p033__g022,19317,4829
persona_match__pid_312__game_ubqE84hRkjXyn8o9L__p033__g023,16249,4062
persona_match__pid_312__game_QdqBfTFqaaH2BmeGf__p033__g024,17185,4296
persona_match__pid_312__game_cubAELfJtEiE7Ryz6__p033__g025,17353,4338
persona_match__pid_312__game_MPJPiSumwWJfssC9c__p033__g026,17424,4356
persona_match__pid_312__game_urf8ouXom7YTA2ASn__p033__g027,19007,4752
persona_match__pid_312__game_GgqMbe6kLtHq97cqW__p033__g028,23686,5922
persona_match__pid_312__game_BJWpJtN2jP8jHntmQ__p033__g029,17638,4410
persona_match__pid_312__game_RpshqXWYZ9p7q7JZw__p033__g030,20605,5151
persona_match__pid_312__game_YkcNraHtf4nHSiwYQ__p033__g031,16962,4240
persona_match__pid_312__game_3EQGxadfbmAKaACgZ__p033__g032,16560,4140
persona_match__pid_312__game_SMZBbZw2az8XaF5qY__p033__g033,17066,4266
persona_match__pid_312__game_JbBvp4oGtGfqAvYzK__p033__g034,21362,5340
persona_match__pid_312__game_XXp5gLR8saMAt2pbb__p033__g035,18030,4508
persona_match__pid_312__game_Dykb225N5mCo3B33S__p033__g036,20133,5033
persona_match__pid_312__game_qAS7ooo4pQoNr7irP__p033__g037,16152,4038
persona_match__pid_312__game_yX8NPNKTbyWzsKLSx__p033__g038,16037,4009
persona_match__pid_312__game_nz83XQYEwXs7AZGxo__p033__g039,20285,5071
persona_match__pid_312__game_9KfTAYXHFSCbkq5ws__p033__g040,18899,4725
persona_match__pid_1275__game_5mhtM66ewYHNxSp4q__p034__g001,16205,4051
persona_match__pid_1275__game_5bJPLPSiwHm63WZS4__p034__g002,20053,5013
persona_match__pid_1275__game_6B7rSLCwjDoRiGG4z__p034__g003,15900,3975
persona_match__pid_1275__game_NtGt92nYGEjWzrKCe__p034__g004,16531,4133
persona_match__pid_1275__game_PmcxhmDRj2tN3cECC__p034__g005,27317,6829
persona_match__pid_1275__game_925LF9k9CXpz8KjQm__p034__g006,32786,8196
persona_match__pid_1275__game_a2PCpqs4NBBS3qsDJ__p034__g007,16672,4168
persona_match__pid_1275__game_jLW7uN5mLX4JmjFo7__p034__g008,18815,4704
persona_match__pid_1275__game_CbDvrXGkphmfGtH3G__p034__g009,24808,6202
persona_match__pid_1275__game_FvbM5EM5aB5pcjLpA__p034__g010,21730,5432
persona_match__pid_1275__game_qifdzNTJxMn9kXwzv__p034__g011,24344,6086
persona_match__pid_1275__game_FYHQtKWP82LiMEuKo__p034__g012,19828,4957
persona_match__pid_1275__game_Lb5CGirJ4pRHAdHzC__p034__g013,20012,5003
persona_match__pid_1275__game_zXKx7QTLiHXMeeBKe__p034__g014,22605,5651
persona_match__pid_1275__game_qn3ZZ26WLFCPKeBWM__p034__g015,18914,4728
persona_match__pid_1275__game_FchxXr9pWNRHCAWnu__p034__g016,19839,4960
persona_match__pid_1275__game_r7Bk7fEwX3HSRrXMZ__p034__g017,17181,4295
persona_match__pid_1275__game_7FQezekfKk3zctLN8__p034__g018,23336,5834
persona_match__pid_1275__game_2khRAszouj8vP8ZfP__p034__g019,18708,4677
persona_match__pid_1275__game_sX9yfB3XHqdTLM3Ru__p034__g020,20937,5234
persona_match__pid_1275__game_2KKC9nMd8nRXfgH5G__p034__g021,19846,4962
persona_match__pid_1275__game_mf69tavvQcoqC5iaR__p034__g022,19860,4965
persona_match__pid_1275__game_ubqE84hRkjXyn8o9L__p034__g023,16792,4198
persona_match__pid_1275__game_QdqBfTFqaaH2BmeGf__p034__g024,17728,4432
persona_match__pid_1275__game_cubAELfJtEiE7Ryz6__p034__g025,17896,4474
persona_match__pid_1275__game_MPJPiSumwWJfssC9c__p034__g026,17967,4492
persona_match__pid_1275__game_urf8ouXom7YTA2ASn__p034__g027,19550,4888
persona_match__pid_1275__game_GgqMbe6kLtHq97cqW__p034__g028,24229,6057
persona_match__pid_1275__game_BJWpJtN2jP8jHntmQ__p034__g029,18181,4545
persona_match__pid_1275__game_RpshqXWYZ9p7q7JZw__p034__g030,21148,5287
persona_match__pid_1275__game_YkcNraHtf4nHSiwYQ__p034__g031,17505,4376
persona_match__pid_1275__game_3EQGxadfbmAKaACgZ__p034__g032,17103,4276
persona_match__pid_1275__game_SMZBbZw2az8XaF5qY__p034__g033,17609,4402
persona_match__pid_1275__game_JbBvp4oGtGfqAvYzK__p034__g034,21905,5476
persona_match__pid_1275__game_XXp5gLR8saMAt2pbb__p034__g035,18573,4643
persona_match__pid_1275__game_Dykb225N5mCo3B33S__p034__g036,20676,5169
persona_match__pid_1275__game_qAS7ooo4pQoNr7irP__p034__g037,16695,4174
persona_match__pid_1275__game_yX8NPNKTbyWzsKLSx__p034__g038,16580,4145
persona_match__pid_1275__game_nz83XQYEwXs7AZGxo__p034__g039,20828,5207
persona_match__pid_1275__game_9KfTAYXHFSCbkq5ws__p034__g040,19442,4860
