run_id,label,n_games,mae_normalized_efficiency,rmse_normalized_efficiency,corr_normalized_efficiency,mean_human_normalized_efficiency,mean_sim_normalized_efficiency
260310_valraw417_exact_sequence_clustercal_archetype,exact_sequence_clustercal,40,0.2085054941892019,0.24427918765697104,0.4238216973434574,0.6953506016417896,0.8791593643793151
260310_valraw417_exact_sequence_oracle_treatment,exact_sequence_oracle,40,0.2167590615620023,0.2508837264123608,0.37212081483312914,0.6953506016417896,0.8947753528694525
260310_valraw417_archetype_cluster,archetype_cluster,40,0.10605429369221517,0.12410245622608498,0.6911820853747408,0.6953506016417896,0.6108954095407455
260310_valraw417_archetype_cluster_oracle_treatment,archetype_cluster_oracle,40,0.09701073946468095,0.12442125840943802,0.4535419964689276,0.6953506016417896,0.6573113917386892
linear_config_baseline,linear_config,40,0.09822393526144012,0.12298100280280917,0.4475741664090286,0.6953506016417896,0.6899522069967899
