run,condition,n_rows,share_in_action_rows,llm_action_exact_match,llm_target_f1,llm_target_hit_any,repeat_prev_action_exact_match,repeat_prev_target_f1,repeat_prev_target_hit_any
no_archetype,change,617,0.32473684210526316,0.05834683954619125,0.2904067119626277,0.4246353322528363,0.0,0.19128754980361423,0.26742301458670986
oracle_archetype,change,1293,0.3554150632215503,0.08352668213457076,0.3378483894592304,0.47641144624903325,0.0,0.20659213606629345,0.2985305491105955
random_archetype,change,1393,0.362006237006237,0.06173725771715721,0.2577403679075964,0.40344580043072503,0.0,0.2120751766827293,0.3065326633165829
retrieved_archetype,change,1409,0.36389462809917356,0.07310149041873669,0.27242165026486126,0.3846699787083038,0.0,0.21558130195342456,0.3094393186657204
no_archetype,repeat,1283,0.6752631578947368,0.3117692907248636,0.33092780606420513,0.3367108339828527,1.0,1.0,1.0
oracle_archetype,repeat,2345,0.6445849367784497,0.7484008528784648,0.7589423630148576,0.7628997867803838,1.0,1.0,1.0
random_archetype,repeat,2455,0.637993762993763,0.5596741344195519,0.577560502604335,0.584928716904277,1.0,1.0,1.0
retrieved_archetype,repeat,2463,0.6361053719008265,0.7425903369874137,0.7546954759500435,0.759642712139667,1.0,1.0,1.0
