model,folds_ok,fit_eval_seconds_mean,pred_true_cosine_mean_mean,pred_true_cosine_mean_std,retrieved_true_cosine_mean_mean,retrieved_true_cosine_mean_std,oracle_true_cosine_mean_mean,oracle_true_cosine_mean_std,retrieval_cosine_regret_mean_mean,retrieval_cosine_regret_mean_std,oracle_hit_at_1_mean,oracle_hit_at_1_std,oracle_hit_at_5_mean,oracle_hit_at_5_std,embedding_mse_mean_mean,embedding_mse_mean_std
elastic_net,5,55.000620000000005,0.906596052646637,0.0023245861503962914,0.8621924996376038,0.0024751422060527374,0.9239128589630127,0.00199785932902273,0.06172035560011864,0.0009859737786357741,0.013000000000000001,0.006,0.053000000000000005,0.0116619037896906,0.00011600613943301142,2.762444534449422e-06
mlp,5,334.39144,0.8005579590797425,0.010164567587715606,0.8578445076942444,0.00471604003438205,0.9239128589630127,0.00199785932902273,0.06606834381818771,0.0027988583187211506,0.008,0.004,0.031000000000000007,0.007348469228349535,0.0002788728685118258,2.2478240770130752e-05
