metric,rmse,mae,r2,n_pairs
mean_contribution_rate,0.25279522477430993,0.20386410279287442,-6.184338069390927,40
punishment_rate,0.3885010568180965,0.23198002527374084,-16.216675829842405,40
reward_rate,0.43869182788079947,0.30724342509712416,-11.298910732428679,40
normalized_efficiency,0.45366785682873073,0.3661197816659547,-18.194418474021024,40
