domain,feature_name,feature_label,feature_value,metric_label,model_name,mean_wd,stderr,num_treatments
macro,reward_enabled,Reward enabled,True,Mean eff,gpt-5.1 baseline,0.19915466946877702,0.024705223538888297,22
macro,reward_enabled,Reward enabled,False,Mean eff,gpt-5.1 twin,0.22519672223248804,0.026775049685311424,18
macro,reward_enabled,Reward enabled,True,Mean eff,gpt-5.1 twin,0.18712700829858128,0.021949353672132608,22
macro,show_actor_id,Show actor IDs,False,Final-round contrib,gpt-5-mini baseline,0.5607063263069572,0.045617265223028385,20
macro,show_actor_id,Show actor IDs,True,Final-round contrib,gpt-5-mini baseline,0.514264207425571,0.05808093495642463,20
macro,show_actor_id,Show actor IDs,False,Final-round contrib,gpt-5-mini twin,0.3192902644920951,0.036449552337338945,20
macro,show_actor_id,Show actor IDs,True,Final-round contrib,gpt-5-mini twin,0.3336959371541758,0.04312912424183536,20
macro,show_actor_id,Show actor IDs,False,Final-round contrib,gpt-5.1 baseline,0.35541987948064974,0.04883244113419356,20
macro,show_actor_id,Show actor IDs,True,Final-round contrib,gpt-5.1 baseline,0.4364778473735861,0.06079386902671331,20
macro,show_actor_id,Show actor IDs,False,Final-round contrib,gpt-5.1 twin,0.2989178160985554,0.04004236153612271,20
macro,show_actor_id,Show actor IDs,True,Final-round contrib,gpt-5.1 twin,0.3697304090480226,0.04523577851550602,20
macro,show_actor_id,Show actor IDs,False,Final-round eff,gpt-5-mini baseline,0.6903637479910301,0.06488884088824247,20
macro,show_actor_id,Show actor IDs,True,Final-round eff,gpt-5-mini baseline,0.6335521658915891,0.1068753430383776,20
macro,show_actor_id,Show actor IDs,False,Final-round eff,gpt-5-mini twin,0.46871009236617917,0.05049542264407524,20
macro,show_actor_id,Show actor IDs,True,Final-round eff,gpt-5-mini twin,0.4737402794635326,0.09990365047337627,20
macro,show_actor_id,Show actor IDs,False,Final-round eff,gpt-5.1 baseline,0.48986350203919893,0.05811522881150792,20
macro,show_actor_id,Show actor IDs,True,Final-round eff,gpt-5.1 baseline,0.561969462355725,0.112141603150684,20
macro,show_actor_id,Show actor IDs,False,Final-round eff,gpt-5.1 twin,0.4198366174224587,0.054027202614307504,20
macro,show_actor_id,Show actor IDs,True,Final-round eff,gpt-5.1 twin,0.502261988047415,0.10444929978642949,20
macro,show_actor_id,Show actor IDs,False,First-round contrib,gpt-5-mini baseline,0.13861957888602622,0.014448745115688975,20
macro,show_actor_id,Show actor IDs,True,First-round contrib,gpt-5-mini baseline,0.13351400046712542,0.01280817448783346,20
macro,show_actor_id,Show actor IDs,False,First-round contrib,gpt-5-mini twin,0.08026915920336969,0.009400633627922815,20
macro,show_actor_id,Show actor IDs,True,First-round contrib,gpt-5-mini twin,0.06419847051097045,0.00658664947077292,20
macro,show_actor_id,Show actor IDs,False,First-round contrib,gpt-5.1 baseline,0.18194178883981513,0.017026373177010605,20
macro,show_actor_id,Show actor IDs,True,First-round contrib,gpt-5.1 baseline,0.14395371757871758,0.019492988940929757,20
macro,show_actor_id,Show actor IDs,False,First-round contrib,gpt-5.1 twin,0.12357279526029523,0.014254712052665198,20
macro,show_actor_id,Show actor IDs,True,First-round contrib,gpt-5.1 twin,0.09243730979668476,0.010736386836316269,20
macro,show_actor_id,Show actor IDs,False,First-round eff,gpt-5-mini baseline,0.1516239408041366,0.01869661471852153,20
macro,show_actor_id,Show actor IDs,True,First-round eff,gpt-5-mini baseline,0.13128773742289251,0.012733190994564405,20
macro,show_actor_id,Show actor IDs,False,First-round eff,gpt-5-mini twin,0.11960907645110637,0.013885725968597665,20
macro,show_actor_id,Show actor IDs,True,First-round eff,gpt-5-mini twin,0.07920350981665701,0.00941309528823242,20
macro,show_actor_id,Show actor IDs,False,First-round eff,gpt-5.1 baseline,0.19213491572809147,0.015561358654754848,20
macro,show_actor_id,Show actor IDs,True,First-round eff,gpt-5.1 baseline,0.1617512867768842,0.01874135055057404,20
macro,show_actor_id,Show actor IDs,False,First-round eff,gpt-5.1 twin,0.1501518322727073,0.01500934963041405,20
macro,show_actor_id,Show actor IDs,True,First-round eff,gpt-5.1 twin,0.1124268542918142,0.013718717438038331,20
macro,show_actor_id,Show actor IDs,False,Mean contrib,gpt-5-mini baseline,0.291599641222364,0.02424649646001553,20
macro,show_actor_id,Show actor IDs,True,Mean contrib,gpt-5-mini baseline,0.2963991871332113,0.04188230366234104,20
macro,show_actor_id,Show actor IDs,False,Mean contrib,gpt-5-mini twin,0.15589235760554043,0.019905369845109506,20
macro,show_actor_id,Show actor IDs,True,Mean contrib,gpt-5-mini twin,0.20126466647329858,0.02918318654947797,20
macro,show_actor_id,Show actor IDs,False,Mean contrib,gpt-5.1 baseline,0.17831063353145477,0.023544313339022533,20
macro,show_actor_id,Show actor IDs,True,Mean contrib,gpt-5.1 baseline,0.18510070429867598,0.032434231800343834,20
macro,show_actor_id,Show actor IDs,False,Mean contrib,gpt-5.1 twin,0.1317046263524835,0.01647739643255587,20
macro,show_actor_id,Show actor IDs,True,Mean contrib,gpt-5.1 twin,0.17530915477121897,0.01815510358072936,20
macro,show_actor_id,Show actor IDs,False,Mean eff,gpt-5-mini baseline,0.3661512707300568,0.030570809938018997,20
macro,show_actor_id,Show actor IDs,True,Mean eff,gpt-5-mini baseline,0.3416999984850343,0.04780022426192411,20
macro,show_actor_id,Show actor IDs,False,Mean eff,gpt-5-mini twin,0.23784552730704203,0.02572279998447954,20
macro,show_actor_id,Show actor IDs,True,Mean eff,gpt-5-mini twin,0.24937640327786487,0.034834436094894276,20
macro,show_actor_id,Show actor IDs,False,Mean eff,gpt-5.1 baseline,0.24339389329549693,0.029294400474098977,20
macro,show_actor_id,Show actor IDs,True,Mean eff,gpt-5.1 baseline,0.24077976319302116,0.03697506423162279,20
macro,show_actor_id,Show actor IDs,False,Mean eff,gpt-5.1 twin,0.199438382860527,0.022877856266423337,20
macro,show_actor_id,Show actor IDs,True,Mean eff,gpt-5.1 twin,0.20907837627715153,0.025979762430804187,20
macro,show_n_rounds,Show # rounds,False,Final-round contrib,gpt-5-mini baseline,0.3415043825212168,0.06925613387532266,12
macro,show_n_rounds,Show # rounds,True,Final-round contrib,gpt-5-mini baseline,0.6214770744427129,0.03258395991407043,28
macro,show_n_rounds,Show # rounds,False,Final-round contrib,gpt-5-mini twin,0.23809924813891534,0.04228686385005162,12
macro,show_n_rounds,Show # rounds,True,Final-round contrib,gpt-5-mini twin,0.36437618054494403,0.033408507207003904,28
macro,show_n_rounds,Show # rounds,False,Final-round contrib,gpt-5.1 baseline,0.28964327767701087,0.07973747948979834,12
macro,show_n_rounds,Show # rounds,True,Final-round contrib,gpt-5.1 baseline,0.4415084001771637,0.04215273060169079,28
macro,show_n_rounds,Show # rounds,False,Final-round contrib,gpt-5.1 twin,0.2509142009187158,0.04836742656610926,12
macro,show_n_rounds,Show # rounds,True,Final-round contrib,gpt-5.1 twin,0.37007121756810607,0.036532023555877605,28
macro,show_n_rounds,Show # rounds,False,Final-round eff,gpt-5-mini baseline,0.39001846238222776,0.06925596983618627,12
macro,show_n_rounds,Show # rounds,True,Final-round eff,gpt-5-mini baseline,0.7785034546094874,0.07339032282635218,28
macro,show_n_rounds,Show # rounds,False,Final-round eff,gpt-5-mini twin,0.2952045180042335,0.04120761152023714,12
macro,show_n_rounds,Show # rounds,True,Final-round eff,gpt-5-mini twin,0.5466626150194084,0.0727989782908034,28
macro,show_n_rounds,Show # rounds,False,Final-round eff,gpt-5.1 baseline,0.3264620757684632,0.08113762321865706,12
macro,show_n_rounds,Show # rounds,True,Final-round eff,gpt-5.1 baseline,0.6113969420956044,0.07769158173654447,28
macro,show_n_rounds,Show # rounds,False,Final-round eff,gpt-5.1 twin,0.2942444400798257,0.0479717059761481,12
macro,show_n_rounds,Show # rounds,True,Final-round eff,gpt-5.1 twin,0.5325371010156987,0.07751135264854322,28
macro,show_n_rounds,Show # rounds,False,First-round contrib,gpt-5-mini baseline,0.15503197703855595,0.017196441890365,12
macro,show_n_rounds,Show # rounds,True,First-round contrib,gpt-5-mini baseline,0.12793885223572724,0.01131148374164305,28
macro,show_n_rounds,Show # rounds,False,First-round contrib,gpt-5-mini twin,0.06352589174957592,0.01160981407844417,12
macro,show_n_rounds,Show # rounds,True,First-round contrib,gpt-5-mini twin,0.07596578190328185,0.006662499092744346,28
macro,show_n_rounds,Show # rounds,False,First-round contrib,gpt-5.1 baseline,0.19765010695931748,0.028342042955341765,12
macro,show_n_rounds,Show # rounds,True,First-round contrib,gpt-5.1 baseline,0.14807531588781586,0.013719935299956612,28
macro,show_n_rounds,Show # rounds,False,First-round contrib,gpt-5.1 twin,0.1117645202020202,0.018138516432327865,12
macro,show_n_rounds,Show # rounds,True,First-round contrib,gpt-5.1 twin,0.10639385209697703,0.010730003082518324,28
macro,show_n_rounds,Show # rounds,False,First-round eff,gpt-5-mini baseline,0.13313606791348584,0.014571266730587541,12
macro,show_n_rounds,Show # rounds,True,First-round eff,gpt-5-mini baseline,0.1450214553420983,0.014967672333537676,28
macro,show_n_rounds,Show # rounds,False,First-round eff,gpt-5-mini twin,0.08261196804481567,0.012744171188456565,12
macro,show_n_rounds,Show # rounds,True,First-round eff,gpt-5-mini twin,0.1066038610291957,0.011326785929856625,28
macro,show_n_rounds,Show # rounds,False,First-round eff,gpt-5.1 baseline,0.202851104954641,0.02374411807883874,12
macro,show_n_rounds,Show # rounds,True,First-round eff,gpt-5.1 baseline,0.1658396710944222,0.014029227105361076,28
macro,show_n_rounds,Show # rounds,False,First-round eff,gpt-5.1 twin,0.1303026914092126,0.019564380596886453,12
macro,show_n_rounds,Show # rounds,True,First-round eff,gpt-5.1 twin,0.13171219408499563,0.012641469876376557,28
macro,show_n_rounds,Show # rounds,False,Mean contrib,gpt-5-mini baseline,0.2632143246386418,0.05190434749372909,12
macro,show_n_rounds,Show # rounds,True,Mean contrib,gpt-5-mini baseline,0.30719302398027865,0.02618450986962387,28
macro,show_n_rounds,Show # rounds,False,Mean contrib,gpt-5-mini twin,0.18783111773260208,0.029678430220580945,12
macro,show_n_rounds,Show # rounds,True,Mean contrib,gpt-5-mini twin,0.17461310959948412,0.022332481701627202,28
macro,show_n_rounds,Show # rounds,False,Mean contrib,gpt-5.1 baseline,0.20372122089163583,0.04601376764882305,12
macro,show_n_rounds,Show # rounds,True,Mean contrib,gpt-5.1 baseline,0.17227043235367798,0.020672308024126847,28
macro,show_n_rounds,Show # rounds,False,Mean contrib,gpt-5.1 twin,0.16567626096990218,0.023135244253931708,12
macro,show_n_rounds,Show # rounds,True,Mean contrib,gpt-5.1 twin,0.14829144610125802,0.015181698836477507,28
macro,show_n_rounds,Show # rounds,False,Mean eff,gpt-5-mini baseline,0.29032209286863675,0.050902303764909326,12
macro,show_n_rounds,Show # rounds,True,Mean eff,gpt-5-mini baseline,0.38118429535279214,0.032893858914105206,28
macro,show_n_rounds,Show # rounds,False,Mean eff,gpt-5-mini twin,0.21512112308094725,0.03101344789182911,12
macro,show_n_rounds,Show # rounds,True,Mean eff,gpt-5-mini twin,0.2558208976688133,0.02753043796534235,28
macro,show_n_rounds,Show # rounds,False,Mean eff,gpt-5.1 baseline,0.23066848746894053,0.04432716078010981,12
macro,show_n_rounds,Show # rounds,True,Mean eff,gpt-5.1 baseline,0.24698040286225265,0.027795726249075597,28
macro,show_n_rounds,Show # rounds,False,Mean eff,gpt-5.1 twin,0.17558845303103696,0.025087275718985325,12
macro,show_n_rounds,Show # rounds,True,Mean eff,gpt-5.1 twin,0.21654549094218314,0.021795475004089734,28
macro,show_other_summaries,Show outcome summaries,False,Final-round contrib,gpt-5-mini baseline,0.6489498887055705,0.05855120453133012,14
macro,show_other_summaries,Show outcome summaries,True,Final-round contrib,gpt-5-mini baseline,0.4774658551066376,0.04301470401712352,26
macro,show_other_summaries,Show outcome summaries,False,Final-round contrib,gpt-5-mini twin,0.4504815341434661,0.04665188289049277,14
macro,show_other_summaries,Show outcome summaries,True,Final-round contrib,gpt-5-mini twin,0.2597300982660343,0.027359707237387558,26
macro,show_other_summaries,Show outcome summaries,False,Final-round contrib,gpt-5.1 baseline,0.514351761138693,0.06660752560374639,14
macro,show_other_summaries,Show outcome summaries,True,Final-round contrib,gpt-5.1 baseline,0.332193456967039,0.04414812947996548,26
macro,show_other_summaries,Show outcome summaries,False,Final-round contrib,gpt-5.1 twin,0.4643842807024625,0.0495170673508629,14
macro,show_other_summaries,Show outcome summaries,True,Final-round contrib,gpt-5.1 twin,0.26429171434988785,0.031044071991366835,26
macro,show_other_summaries,Show outcome summaries,False,Final-round eff,gpt-5-mini baseline,0.8334406108856333,0.13732132406742764,14
macro,show_other_summaries,Show outcome summaries,True,Final-round eff,gpt-5-mini baseline,0.5696211432789814,0.0541708229762501,26
macro,show_other_summaries,Show outcome summaries,False,Final-round eff,gpt-5-mini twin,0.6373731981420391,0.1317845109707778,14
macro,show_other_summaries,Show outcome summaries,True,Final-round eff,gpt-5-mini twin,0.38176087163868033,0.03934967435676414,26
macro,show_other_summaries,Show outcome summaries,False,Final-round eff,gpt-5.1 baseline,0.7050479922247918,0.14455812748415114,14
macro,show_other_summaries,Show outcome summaries,True,Final-round eff,gpt-5.1 baseline,0.42946105372120746,0.049919722322851585,26
macro,show_other_summaries,Show outcome summaries,False,Final-round eff,gpt-5.1 twin,0.6489682222055988,0.1399010748560305,14
macro,show_other_summaries,Show outcome summaries,True,Final-round eff,gpt-5.1 twin,0.3598621922507342,0.03922412925214596,26
macro,show_other_summaries,Show outcome summaries,False,First-round contrib,gpt-5-mini baseline,0.10576439185814182,0.010849050435655296,14
macro,show_other_summaries,Show outcome summaries,True,First-round contrib,gpt-5-mini baseline,0.15238346542496337,0.01244875431767233,26
macro,show_other_summaries,Show outcome summaries,False,First-round contrib,gpt-5-mini twin,0.05435210622710617,0.005992137376931743,14
macro,show_other_summaries,Show outcome summaries,True,First-round contrib,gpt-5-mini twin,0.08186242719643524,0.0077685775075597525,26
macro,show_other_summaries,Show outcome summaries,False,First-round contrib,gpt-5.1 baseline,0.1612385531135531,0.014869835703924309,14
macro,show_other_summaries,Show outcome summaries,True,First-round contrib,gpt-5.1 baseline,0.16386809172234268,0.018756650016169673,26
macro,show_other_summaries,Show outcome summaries,False,First-round contrib,gpt-5.1 twin,0.09162460803085797,0.010452005364542511,14
macro,show_other_summaries,Show outcome summaries,True,First-round contrib,gpt-5.1 twin,0.11682529187336875,0.012712798760577161,26
macro,show_other_summaries,Show outcome summaries,False,First-round eff,gpt-5-mini baseline,0.11077701294524676,0.01536140107907257,14
macro,show_other_summaries,Show outcome summaries,True,First-round eff,gpt-5-mini baseline,0.1579752070502741,0.014430836042606504,26
macro,show_other_summaries,Show outcome summaries,False,First-round eff,gpt-5-mini twin,0.07382354971658753,0.011523296374747312,14
macro,show_other_summaries,Show outcome summaries,True,First-round eff,gpt-5-mini twin,0.1131816165124247,0.011435576247413568,26
macro,show_other_summaries,Show outcome summaries,False,First-round eff,gpt-5.1 baseline,0.17766341358216578,0.01687668323395582,14
macro,show_other_summaries,Show outcome summaries,True,First-round eff,gpt-5.1 baseline,0.1765552407672766,0.01677326396879027,26
macro,show_other_summaries,Show outcome summaries,False,First-round eff,gpt-5.1 twin,0.11686337068052899,0.013902627978840808,14
macro,show_other_summaries,Show outcome summaries,True,First-round eff,gpt-5.1 twin,0.1390571746831932,0.014234071747798508,26
macro,show_other_summaries,Show outcome summaries,False,Mean contrib,gpt-5-mini baseline,0.3663556842681688,0.03707681007468479,14
macro,show_other_summaries,Show outcome summaries,True,Mean contrib,gpt-5-mini baseline,0.25503834566758243,0.028480527273748477,26
macro,show_other_summaries,Show outcome summaries,False,Mean contrib,gpt-5-mini twin,0.24162304499317444,0.03406512274352072,14
macro,show_other_summaries,Show outcome summaries,True,Mean contrib,gpt-5-mini twin,0.14463145583355144,0.01745217151429937,26
macro,show_other_summaries,Show outcome summaries,False,Mean contrib,gpt-5.1 baseline,0.19827162303219661,0.03579417246483503,14
macro,show_other_summaries,Show outcome summaries,True,Mean contrib,gpt-5.1 baseline,0.17278553977507155,0.0239154612936023,26
macro,show_other_summaries,Show outcome summaries,False,Mean contrib,gpt-5.1 twin,0.19097465073980627,0.023279105332672162,14
macro,show_other_summaries,Show outcome summaries,True,Mean contrib,gpt-5.1 twin,0.1333319427737216,0.013506180993635462,26
macro,show_other_summaries,Show outcome summaries,False,Mean eff,gpt-5-mini baseline,0.4284488189161425,0.04409621995377507,14
macro,show_other_summaries,Show outcome summaries,True,Mean eff,gpt-5-mini baseline,0.3137977661336856,0.03410055872624784,26
macro,show_other_summaries,Show outcome summaries,False,Mean eff,gpt-5-mini twin,0.30666786790216494,0.03994492023350993,14
macro,show_other_summaries,Show outcome summaries,True,Mean eff,gpt-5-mini twin,0.20965724850260883,0.022797723065755372,26
macro,show_other_summaries,Show outcome summaries,False,Mean eff,gpt-5.1 baseline,0.26589401472146734,0.03909304248623898,14
macro,show_other_summaries,Show outcome summaries,True,Mean eff,gpt-5.1 baseline,0.22926757398730074,0.02922951298716255,26
macro,show_other_summaries,Show outcome summaries,False,Mean eff,gpt-5.1 twin,0.2502955135219026,0.029152300188240655,14
macro,show_other_summaries,Show outcome summaries,True,Mean eff,gpt-5.1 twin,0.1794691535941129,0.019844675851603488,26
micro,all_or_nothing,All-or-nothing,False,Player mean contrib,gpt-5-mini baseline,0.3158894646733255,0.031023445500935585,22
micro,all_or_nothing,All-or-nothing,True,Player mean contrib,gpt-5-mini baseline,0.23918347869313872,0.03381748923475363,18
micro,all_or_nothing,All-or-nothing,False,Player mean contrib,gpt-5-mini twin,0.19956078981041864,0.02572464637074944,22
micro,all_or_nothing,All-or-nothing,True,Player mean contrib,gpt-5-mini twin,0.1082604823874941,0.0204660297130053,18
micro,all_or_nothing,All-or-nothing,False,Player mean contrib,gpt-5.1 baseline,0.17633206692491868,0.025030067312765025,22
micro,all_or_nothing,All-or-nothing,True,Player mean contrib,gpt-5.1 baseline,0.17904159000679604,0.02582377794768088,18
micro,all_or_nothing,All-or-nothing,False,Player mean contrib,gpt-5.1 twin,0.16461665218175345,0.017190258565085083,22
micro,all_or_nothing,All-or-nothing,True,Player mean contrib,gpt-5.1 twin,0.10951806148315874,0.015375845602089346,18
micro,all_or_nothing,All-or-nothing,False,Player mean payoff,gpt-5-mini baseline,0.38595177959708615,0.035565815155863455,22
micro,all_or_nothing,All-or-nothing,True,Player mean payoff,gpt-5-mini baseline,0.31680187443510743,0.04259979963767999,18
micro,all_or_nothing,All-or-nothing,False,Player mean payoff,gpt-5-mini twin,0.2727229685994808,0.030740375446886386,22
micro,all_or_nothing,All-or-nothing,True,Player mean payoff,gpt-5-mini twin,0.18928612075359613,0.02488931938444368,18
micro,all_or_nothing,All-or-nothing,False,Player mean payoff,gpt-5.1 baseline,0.23546506489119112,0.030645426068767717,22
micro,all_or_nothing,All-or-nothing,True,Player mean payoff,gpt-5.1 baseline,0.25346202567251463,0.03554085454277153,18
micro,all_or_nothing,All-or-nothing,False,Player mean payoff,gpt-5.1 twin,0.21750428444473816,0.023254115155157736,22
micro,all_or_nothing,All-or-nothing,True,Player mean payoff,gpt-5.1 twin,0.18603694958408962,0.024043869195847486,18
micro,all_or_nothing,All-or-nothing,False,Round contrib,gpt-5-mini baseline,0.33281655203147326,0.031649200888077586,22
micro,all_or_nothing,All-or-nothing,True,Round contrib,gpt-5-mini baseline,0.2737294801370276,0.030467781245707284,18
micro,all_or_nothing,All-or-nothing,False,Round contrib,gpt-5-mini twin,0.22315851153946528,0.026184545982882244,22
micro,all_or_nothing,All-or-nothing,True,Round contrib,gpt-5-mini twin,0.1606086992700553,0.01594882001075757,18
micro,all_or_nothing,All-or-nothing,False,Round contrib,gpt-5.1 baseline,0.20836038288286682,0.024491824189516728,22
micro,all_or_nothing,All-or-nothing,True,Round contrib,gpt-5.1 baseline,0.23794642148571754,0.02494009614743285,18
micro,all_or_nothing,All-or-nothing,False,Round contrib,gpt-5.1 twin,0.18229757729609242,0.01727937018334314,22
micro,all_or_nothing,All-or-nothing,True,Round contrib,gpt-5.1 twin,0.1749791223050225,0.01346051979592831,18
micro,all_or_nothing,All-or-nothing,False,Round eff,gpt-5-mini baseline,0.4094396622989299,0.03861853946151173,22
micro,all_or_nothing,All-or-nothing,True,Round eff,gpt-5-mini baseline,0.35214231367691246,0.03625164366781036,18
micro,all_or_nothing,All-or-nothing,False,Round eff,gpt-5-mini twin,0.3078252436036584,0.03390252243752946,22
micro,all_or_nothing,All-or-nothing,True,Round eff,gpt-5-mini twin,0.24277140193846203,0.02169119889920315,18
micro,all_or_nothing,All-or-nothing,False,Round eff,gpt-5.1 baseline,0.2944017808254245,0.03296187384567328,22
micro,all_or_nothing,All-or-nothing,True,Round eff,gpt-5.1 baseline,0.30585092901339705,0.030335024632292297,18
micro,all_or_nothing,All-or-nothing,False,Round eff,gpt-5.1 twin,0.26468960650767426,0.028627685795074038,22
micro,all_or_nothing,All-or-nothing,True,Round eff,gpt-5.1 twin,0.24478866823206819,0.020445983834518306,18
micro,all_or_nothing,All-or-nothing,False,Round-to-round contrib change,gpt-5-mini baseline,0.08092496045619714,0.007501543822705003,22
micro,all_or_nothing,All-or-nothing,True,Round-to-round contrib change,gpt-5-mini baseline,0.12488179316820723,0.011209542872493847,18
micro,all_or_nothing,All-or-nothing,False,Round-to-round contrib change,gpt-5-mini twin,0.074023836862739,0.0066418906166771695,22
micro,all_or_nothing,All-or-nothing,True,Round-to-round contrib change,gpt-5-mini twin,0.09494181509433249,0.007403791444160033,18
micro,all_or_nothing,All-or-nothing,False,Round-to-round contrib change,gpt-5.1 baseline,0.08280041731008746,0.007276324220576348,22
micro,all_or_nothing,All-or-nothing,True,Round-to-round contrib change,gpt-5.1 baseline,0.10974420287784908,0.009890966249385763,18
micro,all_or_nothing,All-or-nothing,False,Round-to-round contrib change,gpt-5.1 twin,0.07697255453715254,0.006624698973191426,22
micro,all_or_nothing,All-or-nothing,True,Round-to-round contrib change,gpt-5.1 twin,0.09501146836626825,0.008201262729145174,18
micro,all_or_nothing,All-or-nothing,False,Round-to-round eff change,gpt-5-mini baseline,0.13862092978750662,0.022911053995732008,22
micro,all_or_nothing,All-or-nothing,True,Round-to-round eff change,gpt-5-mini baseline,0.1708614324716086,0.017582585210038217,18
micro,all_or_nothing,All-or-nothing,False,Round-to-round eff change,gpt-5-mini twin,0.12710513984578442,0.01810691813842771,22
micro,all_or_nothing,All-or-nothing,True,Round-to-round eff change,gpt-5-mini twin,0.1476242202515608,0.01795093928616839,18
micro,all_or_nothing,All-or-nothing,False,Round-to-round eff change,gpt-5.1 baseline,0.12962972112906643,0.013662152328354087,22
micro,all_or_nothing,All-or-nothing,True,Round-to-round eff change,gpt-5.1 baseline,0.15277303912906715,0.016579320321593427,18
micro,all_or_nothing,All-or-nothing,False,Round-to-round eff change,gpt-5.1 twin,0.12891608237280391,0.014589412253242775,22
micro,all_or_nothing,All-or-nothing,True,Round-to-round eff change,gpt-5.1 twin,0.14836030872002542,0.019079897536559837,18
micro,chat_enabled,Chat enabled,False,Player mean contrib,gpt-5-mini baseline,0.28289938851111923,0.0381391079486602,14
micro,chat_enabled,Chat enabled,True,Player mean contrib,gpt-5-mini baseline,0.28054920769746106,0.03007851551947357,26
micro,chat_enabled,Chat enabled,False,Player mean contrib,gpt-5-mini twin,0.17113865663294078,0.03228061977233072,14
micro,chat_enabled,Chat enabled,True,Player mean contrib,gpt-5-mini twin,0.15165711022857437,0.022302871896889058,26
micro,chat_enabled,Chat enabled,False,Player mean contrib,gpt-5.1 baseline,0.1686380521495003,0.03229379754979891,14
micro,chat_enabled,Chat enabled,True,Player mean contrib,gpt-5.1 baseline,0.1823508216299052,0.021557154190189633,26
micro,chat_enabled,Chat enabled,False,Player mean contrib,gpt-5.1 twin,0.12984285057186845,0.025852644580818606,14
micro,chat_enabled,Chat enabled,True,Player mean contrib,gpt-5.1 twin,0.14519582871881825,0.013309070232760381,26
micro,chat_enabled,Chat enabled,False,Player mean payoff,gpt-5-mini baseline,0.33725562921847557,0.04128442723142513,14
micro,chat_enabled,Chat enabled,True,Player mean payoff,gpt-5-mini baseline,0.364299772381122,0.03658897488230629,26
micro,chat_enabled,Chat enabled,False,Player mean payoff,gpt-5-mini twin,0.22726894786845492,0.03735910925732098,14
micro,chat_enabled,Chat enabled,True,Player mean payoff,gpt-5-mini twin,0.2394342389459592,0.02600866699465031,26
micro,chat_enabled,Chat enabled,False,Player mean payoff,gpt-5.1 baseline,0.2223226783165845,0.04069779075429359,14
micro,chat_enabled,Chat enabled,True,Player mean payoff,gpt-5.1 baseline,0.25500116897228015,0.028078149406130126,26
micro,chat_enabled,Chat enabled,False,Player mean payoff,gpt-5.1 twin,0.18856350554238757,0.030220313998274045,14
micro,chat_enabled,Chat enabled,True,Player mean payoff,gpt-5.1 twin,0.21130270279632413,0.020214698799350724,26
micro,chat_enabled,Chat enabled,False,Round contrib,gpt-5-mini baseline,0.3060164464537767,0.035291411719200506,14
micro,chat_enabled,Chat enabled,True,Round contrib,gpt-5-mini baseline,0.306340943723309,0.029213077716959513,26
micro,chat_enabled,Chat enabled,False,Round contrib,gpt-5-mini twin,0.20015400539938327,0.029061770020462528,14
micro,chat_enabled,Chat enabled,True,Round contrib,gpt-5-mini twin,0.1922418371206871,0.020719594434303178,26
micro,chat_enabled,Chat enabled,False,Round contrib,gpt-5.1 baseline,0.2245241978776668,0.030587272847722204,14
micro,chat_enabled,Chat enabled,True,Round contrib,gpt-5.1 baseline,0.220139432303025,0.021685871754511334,26
micro,chat_enabled,Chat enabled,False,Round contrib,gpt-5.1 twin,0.17832169662880792,0.021782489851383084,14
micro,chat_enabled,Chat enabled,True,Round contrib,gpt-5.1 twin,0.17937181343081263,0.012863222110535439,26
micro,chat_enabled,Chat enabled,False,Round eff,gpt-5-mini baseline,0.3677740203825105,0.046748553494727924,14
micro,chat_enabled,Chat enabled,True,Round eff,gpt-5-mini baseline,0.3922076127463744,0.03329318719984898,26
micro,chat_enabled,Chat enabled,False,Round eff,gpt-5-mini twin,0.27755134389725705,0.0421611739447507,14
micro,chat_enabled,Chat enabled,True,Round eff,gpt-5-mini twin,0.27908929921581555,0.024599814254187596,26
micro,chat_enabled,Chat enabled,False,Round eff,gpt-5.1 baseline,0.29270411668484936,0.04342689903993718,14
micro,chat_enabled,Chat enabled,True,Round eff,gpt-5.1 baseline,0.3032422410312537,0.026035351201163407,26
micro,chat_enabled,Chat enabled,False,Round eff,gpt-5.1 twin,0.2452578756319274,0.04121903708806981,14
micro,chat_enabled,Chat enabled,True,Round eff,gpt-5.1 twin,0.2613752735576568,0.017492263419093674,26
micro,chat_enabled,Chat enabled,False,Round-to-round contrib change,gpt-5-mini baseline,0.08035071563882158,0.006515722894857528,14
micro,chat_enabled,Chat enabled,True,Round-to-round contrib change,gpt-5-mini baseline,0.11166582262002171,0.010147114568984022,26
micro,chat_enabled,Chat enabled,False,Round-to-round contrib change,gpt-5-mini twin,0.0764045412743789,0.00568606819637141,14
micro,chat_enabled,Chat enabled,True,Round-to-round contrib change,gpt-5-mini twin,0.08722359633988222,0.007289308410906336,26
micro,chat_enabled,Chat enabled,False,Round-to-round contrib change,gpt-5.1 baseline,0.08361160508551536,0.007123868113622862,14
micro,chat_enabled,Chat enabled,True,Round-to-round contrib change,gpt-5.1 baseline,0.1010170139009997,0.008734611423763031,26
micro,chat_enabled,Chat enabled,False,Round-to-round contrib change,gpt-5.1 twin,0.0795269094772366,0.006021292952162207,14
micro,chat_enabled,Chat enabled,True,Round-to-round contrib change,gpt-5.1 twin,0.08808561145111045,0.0075257213737060106,26
micro,chat_enabled,Chat enabled,False,Round-to-round eff change,gpt-5-mini baseline,0.13014761125019847,0.01988774627792562,14
