metric,num_treatments,mae,rmse,spearman
final_round_normalized_efficiency,40,0.5191515426502399,0.586147300003836,0.2187617260787993
final_total_contribution_rate,40,0.46605152920639925,0.5155684317017684,0.36540175470565517
first_round_normalized_efficiency,40,0.1210681489267087,0.1537031751350175,0.5172607879924954
first_round_total_contribution_rate,40,0.11740528130495238,0.13572826049225922,0.6023079088094568
mean_round_normalized_efficiency,40,0.30327963764108345,0.3617633430227677,0.039024390243902446
mean_total_contribution_rate,40,0.2567701436743997,0.30717986653615714,0.3292682926829269
