n_player_round_rows,share_any,mean_units,median_units,p95_units,p99_units,max_units,mean_targets,median_targets,p95_targets,conditional_mean_units_if_any,conditional_median_units_if_any
28187,0.1768545783517224,1.0196544506332708,0.0,4.0,15.0,201.0,0.5581651115762586,0.0,3.0,5.765496489468405,2.0
