config_feature,config_value,n_games,n_player_round_rows,share_any,mean_units,median_units,p95_units,mean_targets,conditional_mean_units_if_any,delta_vs_overall_mean_units,delta_vs_overall_share_any
CONFIG_MPCR,0.31,2,432,0.2222222222222222,0.7083333333333334,0.0,3.0,0.5185185185185185,3.1875,-0.3113211172999374,0.045367643870499796
CONFIG_MPCR,0.32,4,452,0.25442477876106195,0.588495575221239,0.0,3.0,0.4668141592920354,2.3130434782608695,-0.4311588754120318,0.07757020040933954
CONFIG_MPCR,0.34,4,620,0.2129032258064516,0.5274193548387097,0.0,3.0,0.47258064516129034,2.477272727272727,-0.49223509579456104,0.03604864745472919
CONFIG_MPCR,0.36,10,1398,0.15092989985693847,0.5801144492131617,0.0,4.0,0.413447782546495,3.843601895734597,-0.43954000142010907,-0.025924678494783943
CONFIG_MPCR,0.38,2,494,0.07894736842105263,0.7165991902834008,0.0,6.049999999999898,0.5344129554655871,9.076923076923077,-0.30305526034986996,-0.09790720993066979
CONFIG_MPCR,0.4,10,1750,0.25885714285714284,1.0131428571428571,0.0,6.0,0.8857142857142857,3.9139072847682117,-0.006511593490413636,0.08200256450542043
CONFIG_MPCR,0.42,4,248,0.06048387096774194,0.13306451612903225,0.0,1.0,0.11693548387096774,2.2,-0.8865899345042385,-0.11637070738398048
CONFIG_MPCR,0.43,4,283,0.05653710247349823,0.08833922261484099,0.0,1.0,0.06713780918727916,1.5625,-0.9313152280184298,-0.12031747587822418
CONFIG_MPCR,0.44,2,336,0.21428571428571427,0.6160714285714286,0.0,4.0,0.5833333333333334,2.875,-0.40358302206184216,0.03743113593399186
CONFIG_MPCR,0.45,6,638,0.1426332288401254,0.4702194357366771,0.0,2.0,0.3463949843260188,3.2967032967032965,-0.5494350148965936,-0.03422134951159703
CONFIG_MPCR,0.46,8,1498,0.2676902536715621,3.1221628838451267,0.0,16.0,1.4365821094793056,11.663341645885287,2.102508433211856,0.09083567531983966
CONFIG_MPCR,0.48,4,784,0.08545918367346939,0.13903061224489796,0.0,1.0,0.13392857142857142,1.626865671641791,-0.8806238383883728,-0.09139539467825303
CONFIG_MPCR,0.5,4,712,0.06741573033707865,0.7696629213483146,0.0,1.0,0.18117977528089887,11.416666666666666,-0.24999152928495616,-0.10943884801464376
CONFIG_MPCR,0.51,2,306,0.21241830065359477,1.0,0.0,8.0,0.9934640522875817,4.707692307692308,-0.01965445063327076,0.03556372230187235
CONFIG_MPCR,0.52,4,530,0.1792452830188679,0.6113207547169811,0.0,4.0,0.5471698113207547,3.4105263157894736,-0.40833369591628965,0.002390704667145499
CONFIG_MPCR,0.54,4,188,0.28191489361702127,0.7127659574468085,0.0,4.0,0.6861702127659575,2.5283018867924527,-0.3068884931864623,0.10506031526529885
CONFIG_MPCR,0.55,4,626,0.13099041533546327,0.5111821086261981,0.0,3.0,0.402555910543131,3.902439024390244,-0.5084723420070727,-0.045864163016259146
CONFIG_MPCR,0.56,4,464,0.15732758620689655,0.6012931034482759,0.0,3.0,0.5495689655172413,3.8219178082191783,-0.41836134718499485,-0.019526992144825867
CONFIG_MPCR,0.57,2,120,0.025,0.03333333333333333,0.0,0.0,0.03333333333333333,1.3333333333333333,-0.9863211172999374,-0.15185457835172242
CONFIG_MPCR,0.58,2,286,0.43356643356643354,5.104895104895105,0.0,24.75,1.9825174825174825,11.774193548387096,4.085240654261835,0.2567118552147111
CONFIG_MPCR,0.59,8,1012,0.22826086956521738,5.867588932806324,0.0,30.0,0.7786561264822134,25.705627705627705,4.847934482173054,0.051406291213494965
CONFIG_MPCR,0.6,2,48,0.22916666666666666,0.4375,0.0,2.6499999999999986,0.4375,1.9090909090909092,-0.5821544506332708,0.052312088314944244
CONFIG_MPCR,0.61,2,448,0.12276785714285714,0.5,0.0,2.6499999999999773,0.40625,4.072727272727272,-0.5196544506332708,-0.05408672120886528
CONFIG_MPCR,0.62,4,1070,0.202803738317757,0.8121495327102803,0.0,4.0,0.7,4.0046082949308754,-0.20750491792299042,0.025949159966034585
CONFIG_MPCR,0.63,2,72,0.013888888888888888,0.05555555555555555,0.0,0.0,0.05555555555555555,4.0,-0.9640988950777152,-0.16296568946283352
CONFIG_MPCR,0.64,4,384,0.1171875,0.6354166666666666,0.0,3.0,0.59375,5.4222222222222225,-0.38423778396660413,-0.059667078351722413
CONFIG_MPCR,0.65,5,124,0.12903225806451613,0.1935483870967742,0.0,1.8499999999999943,0.14516129032258066,1.5,-0.8261060635364965,-0.04782232028720629
CONFIG_MPCR,0.66,2,180,0.21666666666666667,1.4388888888888889,0.0,8.0,1.2,6.641025641025641,0.4192344382556181,0.03981208831494426
CONFIG_MPCR,0.67,4,1602,0.18664169787765295,0.813358302122347,0.0,3.0,0.5112359550561798,4.357859531772576,-0.2062961485109237,0.009787119525930532
CONFIG_MPCR,0.68,4,922,0.12689804772234273,0.3210412147505423,0.0,2.0,0.27006507592190887,2.52991452991453,-0.6986132358827284,-0.049956530629379686
CONFIG_MPCR,0.69,2,380,0.3,4.315789473684211,0.0,24.05000000000001,1.4105263157894736,14.385964912280702,3.29613502305094,0.12314542164827758
CONFIG_MPCR,0.7,2,324,0.3950617283950617,1.1512345679012346,0.0,4.0,0.9876543209876543,2.9140625,0.13158011726796381,0.2182071500433393
CONFIG_allOrNothing,False,91,13983,0.16927697918901524,1.1802188371594078,0.0,4.0,0.47943931917328186,6.97211660329531,0.16056438652613703,-0.0075775991627071715
CONFIG_allOrNothing,True,91,14204,0.18431427766826247,0.8615882849901436,0.0,4.0,0.6356660095747677,4.674560733384263,-0.15806616564312714,0.007459699316540058
CONFIG_chat,False,96,14931,0.2080235751121827,0.8529904226106758,0.0,4.0,0.5962092291206216,4.100450740502254,-0.16666402802259495,0.031168996760460282
CONFIG_chat,True,86,13256,0.14174713337356667,1.2073777911888957,0.0,5.0,0.5153138201569101,8.517828632251197,0.1877233405556249,-0.03510744497815574
