metric,rmse,mae,r2,n_pairs
mean_contribution_rate,0.32439084888937086,0.2899295602570322,-10.830040104443745,40
punishment_rate,0.2469846865616442,0.12995541780655584,-5.958328816697586,40
reward_rate,0.4007276057934034,0.2598621595973225,-9.26233255625381,40
normalized_efficiency,1.6459907630759465,0.667562450367156,-251.670027020338,40
