target,style_source,eval_granularity,group_col,model,k_clusters,baseline_r2,baseline_rmse,baseline_mae,augmented_r2,augmented_rmse,augmented_mae,delta_r2,delta_rmse,delta_mae,missing_style_games_learn,missing_style_games_val,n_train_eval_rows,n_val_eval_rows,style_map_val_rmse,style_map_val_mae
itt_relative_efficiency,oracle,config_treatment,CONFIG_treatmentName,linear,4,-0.15408383170522155,0.12998357115436918,0.10862984581745208,-0.4815648640260455,0.14727536954948933,0.1182187436490935,-0.32748103232082393,0.017291798395120156,0.009588897831641421,0,0,96,20,0.0,0.0
itt_relative_efficiency,oracle,config_treatment,CONFIG_treatmentName,linear,6,-0.15408383170522155,0.12998357115436918,0.10862984581745208,-0.8303006016497192,0.16369333520212528,0.14308562206589676,-0.6762167699444976,0.03370976404775611,0.034455776248444675,0,0,96,20,0.0,0.0
itt_relative_efficiency,oracle,config_treatment,CONFIG_treatmentName,linear,12,-0.15408383170522155,0.12998357115436918,0.10862984581745208,-0.9241788518669107,0.1678388537020053,0.13239367538438743,-0.7700950201616892,0.03785528254763612,0.023763829566935346,0,0,96,20,0.0,0.0
itt_relative_efficiency,oracle,config_treatment,CONFIG_treatmentName,linear,8,-0.15408383170522155,0.12998357115436918,0.10862984581745208,-0.9727612813199509,0.16994447656653666,0.15017028982806024,-0.8186774496147293,0.039960905412167486,0.04154044401060816,0,0,96,20,0.0,0.0
itt_relative_efficiency,oracle,config_treatment,CONFIG_treatmentName,linear,10,-0.15408383170522155,0.12998357115436918,0.10862984581745208,-1.222901621443572,0.18039724778864796,0.14116736164119206,-1.0688177897383504,0.05041367663427879,0.03253751582373998,0,0,96,20,0.0,0.0
itt_relative_efficiency,oracle,config_treatment,CONFIG_treatmentName,linear,16,-0.15408383170522155,0.12998357115436918,0.10862984581745208,-1.5653141866341023,0.19379388431943942,0.1645237886774845,-1.4112303549288807,0.06381031316507024,0.05589394286003241,0,0,96,20,0.0,0.0
itt_relative_efficiency,oracle,config_treatment,CONFIG_treatmentName,ridge,4,-0.11753218702582124,0.1279086179487159,0.10750749106007995,-0.4399714640411547,0.1451933511199888,0.11554519880375638,-0.3224392770153335,0.01728473317127288,0.008037707743676431,0,0,96,20,0.0,0.0
itt_relative_efficiency,oracle,config_treatment,CONFIG_treatmentName,ridge,12,-0.11753218702582124,0.1279086179487159,0.10750749106007995,-0.7604237207248847,0.16053820105029712,0.12381651765550623,-0.6428915336990635,0.032629583101581205,0.016309026595426282,0,0,96,20,0.0,0.0
itt_relative_efficiency,oracle,config_treatment,CONFIG_treatmentName,ridge,6,-0.11753218702582124,0.1279086179487159,0.10750749106007995,-0.8102919619898274,0.16279613791382314,0.14060034818084205,-0.6927597749640062,0.03488751996510722,0.0330928571207621,0,0,96,20,0.0,0.0
itt_relative_efficiency,oracle,config_treatment,CONFIG_treatmentName,ridge,8,-0.11753218702582124,0.1279086179487159,0.10750749106007995,-0.8968048758750158,0.1666407128875658,0.1448482881703028,-0.7792726888491945,0.03873209493884988,0.03734079711022284,0,0,96,20,0.0,0.0
itt_relative_efficiency,oracle,config_treatment,CONFIG_treatmentName,ridge,10,-0.11753218702582124,0.1279086179487159,0.10750749106007995,-1.1652690247542643,0.17804333381753645,0.14033029276473125,-1.047736837728443,0.05013471586882054,0.032822801704651294,0,0,96,20,0.0,0.0
itt_relative_efficiency,oracle,config_treatment,CONFIG_treatmentName,ridge,16,-0.11753218702582124,0.1279086179487159,0.10750749106007995,-1.4977552743532225,0.19122502595080162,0.16287268808032437,-1.3802230873274013,0.06331640800208571,0.05536519702024442,0,0,96,20,0.0,0.0
itt_relative_efficiency,oracle,game,,linear,4,0.006934094104254496,0.3127535037829184,0.24188958986125716,0.022300445326198792,0.3103243515372222,0.24086829507523747,0.015366351221944297,-0.0024291522456961756,-0.0010212947860196997,0,0,100,124,0.0,0.0
itt_relative_efficiency,oracle,game,,linear,8,0.006934094104254496,0.3127535037829184,0.24188958986125716,-0.07549024477736888,0.32547406315656224,0.25386412593413277,-0.08242433888162337,0.012720559373643858,0.011974536072875602,0,0,100,124,0.0,0.0
itt_relative_efficiency,oracle,game,,linear,10,0.006934094104254496,0.3127535037829184,0.24188958986125716,-0.11062850778632094,0.33074825096977384,0.24902197076693455,-0.11756260189057544,0.017994747186855453,0.007132380905677388,0,0,100,124,0.0,0.0
itt_relative_efficiency,oracle,game,,linear,6,0.006934094104254496,0.3127535037829184,0.24188958986125716,-0.13334882343333332,0.33411421013896125,0.26214201323878855,-0.14028291753758781,0.02136070635604287,0.020252423377531387,0,0,100,124,0.0,0.0
itt_relative_efficiency,oracle,game,,linear,12,0.006934094104254496,0.3127535037829184,0.24188958986125716,-0.21324212807377774,0.3456900575749449,0.2612368259802014,-0.22017622217803223,0.032936553792026535,0.01934723611894426,0,0,100,124,0.0,0.0
itt_relative_efficiency,oracle,game,,linear,16,0.006934094104254496,0.3127535037829184,0.24188958986125716,-0.2423133068054517,0.34980717760974184,0.2640249416939472,-0.2492474009097062,0.03705367382682345,0.022135351832690026,0,0,100,124,0.0,0.0
itt_relative_efficiency,oracle,game,,ridge,4,0.010741734002361336,0.31215334401220635,0.24038863225437582,0.033227076197437366,0.3085854089816185,0.23781468323439447,0.02248534219507603,-0.003567935030587832,-0.002573949019981342,0,0,100,124,0.0,0.0
itt_relative_efficiency,oracle,game,,ridge,8,0.010741734002361336,0.31215334401220635,0.24038863225437582,-0.043776544189969124,0.3206394201247375,0.24937743454296157,-0.05451827819233046,0.00848607611253116,0.008988802288585757,0,0,100,124,0.0,0.0
itt_relative_efficiency,oracle,game,,ridge,10,0.010741734002361336,0.31215334401220635,0.24038863225437582,-0.09000538163648986,0.327663049583527,0.24624663392484578,-0.10074711563885119,0.015509705571320642,0.005858001670469959,0,0,100,124,0.0,0.0
itt_relative_efficiency,oracle,game,,ridge,6,0.010741734002361336,0.31215334401220635,0.24038863225437582,-0.1080964272405398,0.3303710055243281,0.2587184302148466,-0.11883816124290114,0.01821766151212173,0.018329797960470767,0,0,100,124,0.0,0.0
itt_relative_efficiency,oracle,game,,ridge,12,0.010741734002361336,0.31215334401220635,0.24038863225437582,-0.16528045777998845,0.3387882811590868,0.25570754881864527,-0.1760221917823498,0.026634937146880477,0.015318916564269452,0,0,100,124,0.0,0.0
itt_relative_efficiency,oracle,game,,ridge,16,0.010741734002361336,0.31215334401220635,0.24038863225437582,-0.1891379021047943,0.34223881130067685,0.25807780866927094,-0.19987963610715564,0.030085467288470502,0.01768917641489512,0,0,100,124,0.0,0.0
itt_relative_efficiency,synthetic,config_treatment,CONFIG_treatmentName,linear,4,-0.15408383170522155,0.12998357115436918,0.10862984581745208,-0.14673100862804822,0.12956883812503264,0.10499705623251798,0.007352823077173332,-0.00041473302933653367,-0.0036327895849340985,0,0,96,20,0.2723943455759961,0.19550202122781907
itt_relative_efficiency,synthetic,config_treatment,CONFIG_treatmentName,linear,10,-0.15408383170522155,0.12998357115436918,0.10862984581745208,-0.4201875496160439,0.14419248838117196,0.1189061338197274,-0.2661037179108223,0.014208917226802786,0.010276288002275313,0,0,96,20,0.1995881116815652,0.12084693704297393
itt_relative_efficiency,synthetic,config_treatment,CONFIG_treatmentName,linear,8,-0.15408383170522155,0.12998357115436918,0.10862984581745208,-0.8110821970550219,0.16283166621064965,0.13069049620739515,-0.6569983653498004,0.032848095056280474,0.022060650389943065,0,0,96,20,0.22527408382199593,0.14386541277312812
itt_relative_efficiency,synthetic,config_treatment,CONFIG_treatmentName,linear,12,-0.15408383170522155,0.12998357115436918,0.10862984581745208,-0.87368393096942,0.16562197236711082,0.13240189550486817,-0.7196000992641984,0.035638401212741644,0.023772049687416086,0,0,96,20,0.18365614224677104,0.10378392656782182
itt_relative_efficiency,synthetic,config_treatment,CONFIG_treatmentName,linear,6,-0.15408383170522155,0.12998357115436918,0.10862984581745208,-0.8838607279821729,0.16607114596747694,0.13815529489222889,-0.7297768962769513,0.03608757481310776,0.029525449074776805,0,0,96,20,0.259156049682257,0.17002981424466226
itt_relative_efficiency,synthetic,config_treatment,CONFIG_treatmentName,linear,16,-0.15408383170522155,0.12998357115436918,0.10862984581745208,-1.2348286907240058,0.18088056473578515,0.14982796437424256,-1.0807448590187843,0.05089699358141597,0.04119811855679048,0,0,96,20,0.16710788294055495,0.08247659210726717
itt_relative_efficiency,synthetic,config_treatment,CONFIG_treatmentName,ridge,4,-0.11753218702582124,0.1279086179487159,0.10750749106007995,-0.06317149247587084,0.12475887437007961,0.10314157577317543,0.054360694549950406,-0.003149743578636302,-0.004365915286904526,0,0,96,20,0.2723943455759961,0.19550202122781907
itt_relative_efficiency,synthetic,config_treatment,CONFIG_treatmentName,ridge,10,-0.11753218702582124,0.1279086179487159,0.10750749106007995,-0.35109257059484955,0.1406411274010629,0.11809593991277552,-0.2335603835690283,0.012732509452346996,0.010588448852695567,0,0,96,20,0.1995881116815652,0.12084693704297393
itt_relative_efficiency,synthetic,config_treatment,CONFIG_treatmentName,ridge,6,-0.11753218702582124,0.1279086179487159,0.10750749106007995,-0.7033177587617829,0.1579129051385426,0.133094296999278,-0.5857855717359617,0.030004287189826673,0.025586805939198043,0,0,96,20,0.259156049682257,0.17002981424466226
itt_relative_efficiency,synthetic,config_treatment,CONFIG_treatmentName,ridge,12,-0.11753218702582124,0.1279086179487159,0.10750749106007995,-0.7149057480961352,0.15844915015706748,0.12744459425240295,-0.5973735610703139,0.030540532208351567,0.019937103192323002,0,0,96,20,0.18365614224677104,0.10378392656782182
itt_relative_efficiency,synthetic,config_treatment,CONFIG_treatmentName,ridge,8,-0.11753218702582124,0.1279086179487159,0.10750749106007995,-0.7353766896925298,0.15939205354201885,0.13326977601604556,-0.6178445026667085,0.03148343559330294,0.02576228495596561,0,0,96,20,0.22527408382199593,0.14386541277312812
itt_relative_efficiency,synthetic,config_treatment,CONFIG_treatmentName,ridge,16,-0.11753218702582124,0.1279086179487159,0.10750749106007995,-0.9545042550552685,0.16915626851173152,0.14466870499262668,-0.8369720680294472,0.0412476505630156,0.03716121393254673,0,0,96,20,0.16710788294055495,0.08247659210726717
itt_relative_efficiency,synthetic,game,,linear,4,0.006934094104254496,0.3127535037829184,0.24188958986125716,0.009553790468627366,0.31234071130637137,0.240593529128542,0.00261969636437287,-0.0004127924765470192,-0.001296060732715154,0,0,100,124,0.2723943455759961,0.19550202122781907
itt_relative_efficiency,synthetic,game,,linear,8,0.006934094104254496,0.3127535037829184,0.24188958986125716,-0.06238417199547808,0.32348484840804187,0.24571330950820214,-0.06931826609973257,0.010731344625123485,0.003823719646944973,0,0,100,124,0.22527408382199593,0.14386541277312812
itt_relative_efficiency,synthetic,game,,linear,10,0.006934094104254496,0.3127535037829184,0.24188958986125716,-0.06908254594435026,0.3245030383379872,0.24770284878945417,-0.07601664004860476,0.01174953455506883,0.005813258928197007,0,0,100,124,0.1995881116815652,0.12084693704297393
itt_relative_efficiency,synthetic,game,,linear,12,0.006934094104254496,0.3127535037829184,0.24188958986125716,-0.11282776622611101,0.33107556164787644,0.24664341646351753,-0.11976186033036551,0.018322057864958052,0.004753826602260369,0,0,100,124,0.18365614224677104,0.10378392656782182
itt_relative_efficiency,synthetic,game,,linear,6,0.006934094104254496,0.3127535037829184,0.24188958986125716,-0.11429458412716542,0.33129368508717155,0.2489974393734139,-0.12122867823141992,0.018540181304253167,0.007107849512156733,0,0,100,124,0.259156049682257,0.17002981424466226
itt_relative_efficiency,synthetic,game,,linear,16,0.006934094104254496,0.3127535037829184,0.24188958986125716,-0.17641677859625027,0.3404032931075713,0.26336597497968994,-0.18335087270050476,0.027649789324652896,0.021476385118432778,0,0,100,124,0.16710788294055495,0.08247659210726717
itt_relative_efficiency,synthetic,game,,ridge,4,0.010741734002361336,0.31215334401220635,0.24038863225437582,0.01819131420992859,0.31097579216580135,0.23828594364727157,0.007449580207567252,-0.0011775518464050005,-0.002102688607104247,0,0,100,124,0.2723943455759961,0.19550202122781907
itt_relative_efficiency,synthetic,game,,ridge,8,0.010741734002361336,0.31215334401220635,0.24038863225437582,-0.05537315486662364,0.3224156909329786,0.2439692951741751,-0.06611488886898498,0.01026234692077227,0.0035806629197992768,0,0,100,124,0.22527408382199593,0.14386541277312812
