model,folds_ok,fit_eval_seconds_mean,pred_true_cosine_mean_mean,pred_true_cosine_mean_std,retrieved_true_cosine_mean_mean,retrieved_true_cosine_mean_std,oracle_true_cosine_mean_mean,oracle_true_cosine_mean_std,retrieval_cosine_regret_mean_mean,retrieval_cosine_regret_mean_std,oracle_hit_at_1_mean,oracle_hit_at_1_std,oracle_hit_at_5_mean,oracle_hit_at_5_std,embedding_mse_mean_mean,embedding_mse_mean_std
elastic_net,3,1.8849,0.8809409340222677,0.009786805384423117,0.8419511119524637,0.008113506676016673,0.8871955871582031,0.0038995837264685306,0.045244513700405754,0.008093922943979568,0.03333333333333333,0.023570226039551584,0.2416666666666667,0.031180478223116183,0.00014816954111059508,1.2306488673422234e-05
mlp,3,6.721266666666666,0.24764858186244965,0.009148280585780797,0.8136959274609884,0.0065287175806848455,0.8871955871582031,0.0038995837264685306,0.07349966714779536,0.003639800616670026,0.05000000000000001,0.035355339059327376,0.10833333333333332,0.04714045207910316,0.005116078381737073,0.0002851217368104564
