tag,config_feature,config_value,n_player_game_rows,n_games,top_cluster_id,top_cluster_title,top_cluster_share,actual_mean_contribution,actual_mean_punish_units,actual_mean_reward_units,actual_punish_any_round_rate,actual_reward_any_round_rate,implied_mean_contribution,implied_mean_punish_units,implied_mean_reward_units,implied_punish_any_round_rate,implied_reward_any_round_rate
COMMUNICATION,CONFIG_allOrNothing,False,847,78,0,Unknown / Chat / Chat Content,0.08264462809917356,16.419391325694377,0.25815597556777503,0.3744186464402165,0.07193198755965796,0.05169355047898092,16.480986381526275,0.2813371656630292,0.35661886842385965,0.07761195678852514,0.06346843616251409
COMMUNICATION,CONFIG_allOrNothing,True,912,86,0,Unknown / Chat / Chat Content,0.06469298245614036,16.57972933257863,0.29591297953313056,0.3581123696453778,0.08218242038540814,0.0755267160850505,16.52252427524352,0.27438395759159523,0.37464352313206006,0.07690727352482643,0.06459104922764634
COMMUNICATION,CONFIG_defaultContribProp,0,905,85,0,Unknown / Chat / Chat Content,0.09060773480662983,16.455210153594777,0.21206929277835884,0.28924221979426346,0.06421129062474498,0.06077284954724346,16.551439155990654,0.28164333337653574,0.3638008904523054,0.07768507717552496,0.0634382974711013
COMMUNICATION,CONFIG_defaultContribProp,1,854,79,0,Unknown / Chat / Chat Content,0.05503512880562061,16.55266090769505,0.34731620453829715,0.4472679926670252,0.09106035461256241,0.06752385653982151,16.450685208434777,0.27358727392781695,0.3682567550258917,0.07678192741296537,0.06469923081254828
PUNISHMENT,CONFIG_chat,False,842,84,0,Punishment / Non / Use,0.08669833729216152,14.62372164431447,0.9676455102628757,0.36726150533199114,0.23989045341599394,0.07515517849148992,15.353776784143138,0.9626603858830322,0.2904399044933255,0.237475134098033,0.05891602254028663
PUNISHMENT,CONFIG_chat,True,854,80,0,Punishment / Non / Use,0.18266978922716628,17.164365439364165,0.5694641865419053,0.1865119779334058,0.15813047719108805,0.039214791584895596,16.444568685575245,0.5743792623356153,0.2622541183387413,0.16051185759591602,0.05522576267495787
PUNISHMENT,CONFIG_showRewardId,False,837,80,0,Punishment / Non / Use,0.14814814814814814,15.932160891883246,0.7136280750755922,0.22537411593192144,0.2028393180179809,0.049555916039915,15.76676719210526,0.759371819523924,0.26667018759435546,0.19575971522380553,0.05575312881387061
PUNISHMENT,CONFIG_showRewardId,True,859,84,0,Punishment / Non / Use,0.12223515715948778,15.87464847872352,0.8192936392431407,0.32581755717071814,0.19470859152084524,0.06436762581830792,16.03580625138263,0.7747214458749757,0.28557912645889366,0.20160687736336533,0.05832913095008808
PUNISHMENT,CONFIG_showNRounds,False,832,80,0,Punishment / Non / Use,0.13822115384615385,16.17487260438409,0.7189122530241563,0.386786672304783,0.17993369638927878,0.06713088657672749,15.751287538700044,0.7195820637682898,0.2743061517864307,0.18839219831103446,0.0559193016034448
PUNISHMENT,CONFIG_showNRounds,True,864,84,0,Punishment / Non / Use,0.13194444444444445,15.64125891537294,0.8135936810555909,0.16980197371190472,0.21681290960830568,0.0473578642031228,16.04915564529091,0.8129486781167956,0.2781165490258736,0.2086676855355039,0.05815420528850612
PUNISHMENT,CONFIG_showPunishmentId,False,837,80,0,Punishment / Non / Use,0.14814814814814814,15.932160891883246,0.7136280750755922,0.22537411593192144,0.2028393180179809,0.049555916039915,15.76676719210526,0.759371819523924,0.26667018759435546,0.19575971522380553,0.05575312881387061
PUNISHMENT,CONFIG_showPunishmentId,True,859,84,0,Punishment / Non / Use,0.12223515715948778,15.87464847872352,0.8192936392431407,0.32581755717071814,0.19470859152084524,0.06436762581830792,16.03580625138263,0.7747214458749757,0.28557912645889366,0.20160687736336533,0.05832913095008808
PUNISHMENT,CONFIG_rewardExists,False,884,86,0,Punishment / Non / Use,0.16063348416289594,15.6096574597662,0.8665221294702061,0.0,0.2117958931434417,0.0,15.721242034298763,0.7892766904994328,0.26276124782734506,0.2029501542432117,0.054914685194407044
PUNISHMENT,CONFIG_rewardExists,True,812,78,0,Punishment / Non / Use,0.10714285714285714,16.222419353813372,0.6589585868183083,0.5769894293653511,0.18448721645154387,0.11917499052134897,16.100940580553786,0.7430533750574259,0.2909291546370593,0.19411730658430654,0.05939102289591076
PUNISHMENT,CONFIG_showOtherSummaries,False,828,80,0,Punishment / Non / Use,0.10990338164251208,15.956440089634466,0.737151709007545,0.37304023271618514,0.19476967559078415,0.06122484583410371,15.850354051537092,0.7857834617440399,0.2842680192958973,0.1986589881244379,0.058091921839302854
PUNISHMENT,CONFIG_showOtherSummaries,True,868,84,0,Punishment / Non / Use,0.15898617511520738,15.852084464876086,0.7957584330528586,0.18391486630836848,0.20249066579295716,0.05308285708836117,15.953281745457454,0.7493677749125155,0.26859619431758325,0.1987805842516376,0.05607140670552143
PUNISHMENT,CONFIG_allOrNothing,False,818,78,0,Punishment / Non / Use,0.12836185819070906,15.539388346424047,0.7224923650838724,0.3165693521991163,0.19464732115802344,0.05419756537601352,15.841587306245199,0.7478454509357907,0.27833641444460716,0.1945037259775431,0.05715286093102957
PUNISHMENT,CONFIG_allOrNothing,True,878,86,0,Punishment / Non / Use,0.14123006833712984,16.241824649606958,0.8087484969356731,0.23868073638472437,0.20251672048996913,0.05972264672637391,15.960277099340784,0.7851279682034757,0.2743009449077181,0.2026505027879565,0.05696930758741819
PUNISHMENT,CONFIG_defaultContribProp,0,897,86,0,Punishment / Non / Use,0.13712374581939799,15.905928427535331,0.7521097669108254,0.27482251794110313,0.19033368226547934,0.052716924114614185,15.847315621559542,0.7678157160817539,0.2761893387919462,0.19806760951410846,0.0568023699442276
PUNISHMENT,CONFIG_defaultContribProp,1,799,78,0,Punishment / Non / Use,0.13266583229036297,15.899779612303616,0.7840268761315621,0.2778468311032486,0.2081375172782492,0.061931178188393526,15.965581473330253,0.7663945402037486,0.2763123651417891,0.19945499820187831,0.05734463887780125
REWARD,CONFIG_chat,False,876,87,0,Reward / Rewards / Rewarding,0.2317351598173516,14.256687096191948,0.378214269251226,0.9398013010841865,0.10313019728829041,0.2236401045358875,15.2136932263003,0.3181858592598201,1.0274557672053872,0.08908324418428948,0.21774043868901746
REWARD,CONFIG_chat,True,802,74,0,Reward / Rewards / Rewarding,0.12967581047381546,16.73448655025976,0.2582630997078874,0.802657200313526,0.07587892801427,0.1404798033980834,15.689178108894522,0.32383029067106883,0.7069149156225387,0.0912219840231289,0.14692382744030055
REWARD,CONFIG_punishmentExists,False,860,83,0,Reward / Rewards / Rewarding,0.25813953488372093,14.728106673492496,0.0,1.1609398423525543,0.0,0.24619780030468796,15.102226558511386,0.18509817668303344,1.1254758986224291,0.05449942312819146,0.23195862149791507
REWARD,CONFIG_punishmentExists,True,818,78,0,Reward / Rewards / Rewarding,0.1039119804400978,16.190396540793305,0.6582429166623468,0.5728468826136901,0.1848373509681992,0.11839049588834802,15.797067566323566,0.4636409216166148,0.6101317134302031,0.1275396689507852,0.13336078167541981
REWARD,CONFIG_showRewardId,False,815,76,0,Reward / Rewards / Rewarding,0.15460122699386503,15.588714011069642,0.337083840531488,0.776669970260818,0.09236095863877537,0.16849256471895124,15.333197668565187,0.2975895925626838,0.7642113879169684,0.08496932239071539,0.16492784199868615
REWARD,CONFIG_showRewardId,True,863,85,0,Reward / Rewards / Rewarding,0.20973348783314022,15.30140694154196,0.30558444472379714,0.9664090250737295,0.08797540185560256,0.19843811547248563,15.542711482841069,0.3428820253664106,0.9781746619337959,0.09495591580944833,0.20180456856288662
REWARD,CONFIG_showNRounds,False,814,78,0,Reward / Rewards / Rewarding,0.20884520884520885,15.337531570253919,0.32538115683239516,1.012198823090202,0.08102127249960069,0.20541212641714157,15.336020050896021,0.2845625447812375,0.9673272841764563,0.08092003162341974,0.2032506704435738
REWARD,CONFIG_showNRounds,True,864,83,0,Reward / Rewards / Rewarding,0.15856481481481483,15.538385892807616,0.31664634741693276,0.7442907088029755,0.09866393203392593,0.16362044328142028,15.53980993998045,0.3551027712706855,0.7865655151406943,0.09875931406310565,0.16565681499725843
REWARD,CONFIG_showPunishmentId,False,815,76,0,Reward / Rewards / Rewarding,0.15460122699386503,15.588714011069642,0.337083840531488,0.776669970260818,0.09236095863877537,0.16849256471895124,15.333197668565187,0.2975895925626838,0.7642113879169684,0.08496932239071539,0.16492784199868615
REWARD,CONFIG_showPunishmentId,True,863,85,0,Reward / Rewards / Rewarding,0.20973348783314022,15.30140694154196,0.30558444472379714,0.9664090250737295,0.08797540185560256,0.19843811547248563,15.542711482841069,0.3428820253664106,0.9781746619337959,0.09495591580944833,0.20180456856288662
REWARD,CONFIG_showOtherSummaries,False,806,76,0,Reward / Rewards / Rewarding,0.21588089330024815,15.99920475982587,0.3539761272087978,1.1158631773455032,0.08921400609925052,0.19480827268862486,15.391878844804557,0.2929931874881076,0.9399316504957748,0.08160585480992111,0.1907985751435464
REWARD,CONFIG_showOtherSummaries,True,872,85,0,Reward / Rewards / Rewarding,0.15252293577981652,14.924950771964241,0.2902958111232897,0.6509303824090822,0.09092943139448512,0.17380512168769346,15.486309358555042,0.3466630696265882,0.8135459909422027,0.09796173637063135,0.17751133295069033
REWARD,CONFIG_allOrNothing,False,809,76,0,Reward / Rewards / Rewarding,0.15451174289245984,14.987732287332745,0.3135175279476523,0.8389993953062802,0.08716383178702862,0.1625298882160231,15.409467574772833,0.3058550107252355,0.7655521761791731,0.08670212381450496,0.16619450656003198
REWARD,CONFIG_allOrNothing,True,869,85,0,Reward / Rewards / Rewarding,0.2094361334867664,15.862877662969252,0.32774111130051653,0.9070730766379914,0.09284397373565109,0.20378234100338052,15.470261037492806,0.3348745709471624,0.9754491413949875,0.09327380313699937,0.20037074579014325
REWARD,CONFIG_defaultContribProp,0,855,81,0,Reward / Rewards / Rewarding,0.17660818713450294,15.485971045665575,0.3077116731093514,0.8213723850199887,0.09284886493793429,0.18111718652613393,15.418659089066548,0.32707036131578476,0.848194673212373,0.09182230283854577,0.1795905811537507
REWARD,CONFIG_defaultContribProp,1,823,80,0,Reward / Rewards / Rewarding,0.18955042527339003,15.394180881565491,0.33456770998943397,0.9291903100961176,0.0872553749332359,0.18677805518694515,15.464110070984898,0.3144563145866387,0.9013251139788777,0.08832185196236977,0.18836401824087912
RESPONSE_TO_END_GAME,CONFIG_chat,False,861,88,0,End / End / Cooperation,0.19047619047619047,13.623348869680733,0.4715906514689137,0.3597930928281975,0.11910368020259733,0.10058547856110951,14.192818697475523,0.39341427187752215,0.26823928113910095,0.10645810282852373,0.07549141020626393
RESPONSE_TO_END_GAME,CONFIG_chat,True,955,88,0,End / End / Cooperation,0.18534031413612564,15.818788711279515,0.3148091837378813,0.3489898633305683,0.09068061781051788,0.05734446696757256,15.3053714110373,0.3852907154951465,0.4315320956492198,0.10208149961059888,0.07996854325398309
RESPONSE_TO_END_GAME,CONFIG_punishmentExists,False,943,92,0,End / End / Cooperation,0.23435843054082714,14.013083361125064,0.0,0.5263184168808963,0.0,0.10648024212476034,14.181436672390264,0.18230824128042597,0.35004986269083693,0.06019949544165778,0.07499809264594855
RESPONSE_TO_END_GAME,CONFIG_punishmentExists,True,873,84,0,End / End / Cooperation,0.13745704467353953,15.604019457647324,0.8094871951711473,0.16809725691533298,0.21666467200856915,0.04691545781385808,15.422167026349403,0.6125608818521991,0.35849960124663416,0.15163818380526645,0.08092194917527791
RESPONSE_TO_END_GAME,CONFIG_showRewardId,False,878,84,0,End / End / Cooperation,0.20501138952164008,14.511993931070895,0.3744113119203043,0.23655137841389215,0.11207827348322809,0.06144706139876215,14.559946926185113,0.37300658968338196,0.32431316836429697,0.10107035821006354,0.07593914750580959
RESPONSE_TO_END_GAME,CONFIG_showRewardId,True,938,92,0,End / End / Cooperation,0.17164179104477612,15.026776039005119,0.4029309056699193,0.4641525182925091,0.09674150804393031,0.09319567493287198,14.981890399655137,0.40424577360597236,0.3820044888933029,0.10704529227616748,0.07963058793714956
RESPONSE_TO_END_GAME,CONFIG_showPunishmentId,False,878,84,0,End / End / Cooperation,0.20501138952164008,14.511993931070895,0.3744113119203043,0.23655137841389215,0.11207827348322809,0.06144706139876215,14.559946926185113,0.37300658968338196,0.32431316836429697,0.10107035821006354,0.07593914750580959
RESPONSE_TO_END_GAME,CONFIG_showPunishmentId,True,938,92,0,End / End / Cooperation,0.17164179104477612,15.026776039005119,0.4029309056699193,0.4641525182925091,0.09674150804393031,0.09319567493287198,14.981890399655137,0.40424577360597236,0.3820044888933029,0.10704529227616748,0.07963058793714956
RESPONSE_TO_END_GAME,CONFIG_rewardExists,False,952,93,0,End / End / Cooperation,0.21218487394957983,14.087690320043347,0.45493684581531674,0.0,0.10914140901908495,0.0,14.185365140723205,0.3516877891228126,0.33358719575164897,0.09717670477577409,0.07324948830671303
RESPONSE_TO_END_GAME,CONFIG_rewardExists,True,864,83,0,End / End / Cooperation,0.16087962962962962,15.538385892807616,0.31664634741693276,0.7442907088029755,0.09866393203392593,0.16362044328142028,15.430762710762217,0.4304115117355253,0.3767270394099549,0.11184726356127772,0.08291035894346793
RESPONSE_TO_END_GAME,CONFIG_showOtherSummaries,False,896,85,0,End / End / Cooperation,0.23214285714285715,14.787330286274258,0.3474016787123225,0.47820077879394696,0.10058021879137106,0.07766591065786153,14.85594850424239,0.328544867442099,0.3608895880401763,0.09140705813060697,0.07590250313743574
RESPONSE_TO_END_GAME,CONFIG_showOtherSummaries,True,920,91,0,End / End / Cooperation,0.14456521739130435,14.768694195179686,0.42979393180235925,0.2332600810939068,0.10763954633305696,0.07802109461489473,14.701866017680288,0.4481588262568378,0.34751097991497054,0.11657340715049679,0.07973850020000509
RESPONSE_TO_END_GAME,CONFIG_allOrNothing,False,899,86,0,End / End / Cooperation,0.15239154616240266,14.286447352876726,0.3393151962676925,0.3805245104665105,0.10151388522472905,0.0716983722691969,14.455807393632012,0.3717838233538244,0.3665745082659989,0.10095818847129946,0.07907304682637933
RESPONSE_TO_END_GAME,CONFIG_allOrNothing,True,917,90,0,End / End / Cooperation,0.22246455834242093,15.259684215737044,0.43799123221347425,0.32821770719343274,0.10674730190452505,0.08387265684311786,15.093648581452419,0.4061599391377571,0.3418938816517315,0.10729209076094073,0.07664274143754861
RESPONSE_TO_END_GAME,CONFIG_defaultContribProp,0,952,91,0,End / End / Cooperation,0.17752100840336135,14.449629006588516,0.3761920735403693,0.23450254923382174,0.09884188829477258,0.06869027365031817,14.606416944559447,0.37283761600170573,0.34856562924922785,0.10069813931355057,0.07770457114166104
RESPONSE_TO_END_GAME,CONFIG_defaultContribProp,1,864,85,0,End / End / Cooperation,0.19907407407407407,15.139583080780993,0.4034114205717359,0.4859036406657089,0.11001247801719606,0.08793393805560668,14.966826000979692,0.40710753582267084,0.36022302472280776,0.10796716439465363,0.07800151767162707
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_chat,False,903,89,0,Punishment / Payoffs / High,0.18715393133997785,13.55041653378318,0.5035605169994335,0.4123366610690072,0.12238046657486336,0.10953283627151893,14.281954179220119,0.46457761046526636,0.3740380465696713,0.11402519436920482,0.10107335209782013
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_chat,True,869,81,0,Punishment / Payoffs / High,0.0379746835443038,16.300735636046404,0.2775180357185187,0.22470804202003009,0.0776513271091506,0.06058678361160776,15.540576264550948,0.31802616529314803,0.2645051063386725,0.08633350294541031,0.06937724875412792
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_punishmentExists,False,897,86,1,Punishment / Payoffs / Contributions,0.0011148272017837235,13.985216739745182,0.0,0.45473785526390464,0.0,0.11751261184575014,14.024038402706788,0.0413516303463134,0.4306371891305086,0.014075198935564578,0.11092498729201028
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_punishmentExists,True,875,84,0,Punishment / Payoffs / High,0.23085714285714284,15.836143979633269,0.7952895084455786,0.18252735690171104,0.20341550237137543,0.052742003755463805,15.796346229145772,0.7528981799648435,0.20723398264074672,0.18898641271971667,0.059495260012269145
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_showRewardId,False,885,85,0,Punishment / Payoffs / High,0.11638418079096045,15.26704682751493,0.3720806650340119,0.35731526140042696,0.1032888489862589,0.08234064909813527,14.900913670332036,0.3797018267581054,0.3268734747586016,0.09678642361242756,0.08712448362709523
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_showRewardId,True,887,85,0,Punishment / Payoffs / High,0.11161217587373168,14.532163422074213,0.41328853589039544,0.28341295053138865,0.09760759100576595,0.08871092633575989,14.897471025351397,0.4056845582964576,0.3137860972935256,0.1040953547665785,0.08393787835590694
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_showNRounds,False,852,79,0,Punishment / Payoffs / High,0.13380281690140844,15.040101805358251,0.3526618575489562,0.4143333554628232,0.09267626989265385,0.09363692378634457,15.031956760254944,0.39010452149373726,0.3570823356220787,0.09905890818428052,0.09441404868841778
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_showNRounds,True,920,91,0,Punishment / Payoffs / High,0.09565217391304348,14.768694195179686,0.42979393180235925,0.2332600810939068,0.10763954633305696,0.07802109461489473,14.77623721521014,0.3951187691056707,0.28627950381598755,0.10172866826298532,0.0773014093794965
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_showPunishmentId,False,885,85,0,Punishment / Payoffs / High,0.11638418079096045,15.26704682751493,0.3720806650340119,0.35731526140042696,0.1032888489862589,0.08234064909813527,14.900913670332036,0.3797018267581054,0.3268734747586016,0.09678642361242756,0.08712448362709523
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_showPunishmentId,True,887,85,0,Punishment / Payoffs / High,0.11161217587373168,14.532163422074213,0.41328853589039544,0.28341295053138865,0.09760759100576595,0.08871092633575989,14.897471025351397,0.4056845582964576,0.3137860972935256,0.1040953547665785,0.08393787835590694
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_rewardExists,False,900,85,0,Punishment / Payoffs / High,0.11666666666666667,14.874231471753024,0.49193374732263623,0.0,0.10966455599884718,0.0,14.451111323989124,0.4036680760472502,0.21965978127240363,0.10321704100554926,0.061253337580592
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_rewardExists,True,872,85,0,Punishment / Payoffs / High,0.11123853211009174,14.924950771964241,0.2902958111232897,0.6509303824090822,0.09092943139448512,0.17380512168769346,15.361657346491205,0.3813957012010964,0.4242173054077481,0.09758397668573299,0.11058493381781642
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_allOrNothing,False,917,85,0,Punishment / Payoffs / High,0.12431842966194111,14.669460498939458,0.34036430929721073,0.29991603935891575,0.09635582636288262,0.09303757974776002,14.884191199465352,0.38898898048284947,0.3667782343567275,0.09894389423155227,0.09707945815931782
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_allOrNothing,True,855,85,0,Punishment / Payoffs / High,0.10292397660818714,15.14557908795679,0.448847073993379,0.34220852089894027,0.10483072725168435,0.07747673155903252,14.915277272305044,0.3966964032597757,0.2704978392463164,0.10205498662528664,0.07314175787084713
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_defaultContribProp,0,959,92,0,Punishment / Payoffs / High,0.11991657977059438,15.14687443706229,0.37402826975965064,0.3459627976669227,0.09082730437037367,0.08791876439920693,14.940446757075241,0.3772323215331821,0.3316106959225345,0.09635207822014207,0.08801079156055502
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_defaultContribProp,1,813,78,0,Punishment / Payoffs / High,0.1070110701107011,14.607026829751295,0.41474195472371006,0.290077454487258,0.11178988890992023,0.08271091150409506,14.850525163216956,0.4109625135787941,0.30700693243666544,0.10527296625072234,0.08260235793984805
RESPONSE_TO_PUNISHER,CONFIG_chat,False,473,47,0,Punished / Unknown / Response,0.05708245243128964,14.763703762233174,1.0780020647302793,0.503881963787148,0.2432452029400241,0.09020343490059042,14.882667292669653,0.9398340691975581,0.3645280137427514,0.2189176528884775,0.06868231860497362
RESPONSE_TO_PUNISHER,CONFIG_chat,True,392,37,0,Punished / Unknown / Response,0.1913265306122449,17.17511715712239,0.4982754433116071,0.10615930120321236,0.13504660855700526,0.03239515102877695,17.03157187677429,0.6649934583294062,0.274308327659844,0.16440102481818264,0.05836323268139621
RESPONSE_TO_PUNISHER,CONFIG_showNRounds,False,413,40,0,Punished / Unknown / Response,0.10653753026634383,15.694845381105626,0.7924207285161933,0.46543678840735037,0.18704531961203594,0.07266839907658056,15.653936883931909,0.8597439796510803,0.323559157625915,0.2020205358126765,0.0646144576531173
RESPONSE_TO_PUNISHER,CONFIG_showNRounds,True,452,44,0,Punished / Unknown / Response,0.12831858407079647,16.00421828037974,0.8361707732707617,0.1940823480768684,0.20076003217966065,0.05609087409874352,16.041597062089355,0.7746563867249469,0.3237183248749499,0.18707692534146475,0.06344989579761591
RESPONSE_TO_PUNISHER,CONFIG_rewardExists,False,440,42,0,Punished / Unknown / Response,0.05454545454545454,15.691514288916673,1.0034081240884891,0.0,0.2092510903263465,0.0,15.452965423149184,0.8851493905105888,0.327723522121778,0.20565432755236088,0.06312166927089548
RESPONSE_TO_PUNISHER,CONFIG_rewardExists,True,425,42,0,Punished / Unknown / Response,0.18352941176470589,16.02732121883513,0.6205161783450281,0.6587073292776006,0.17864181600325887,0.1302708797911996,16.27428945633559,0.742948749578619,0.319417094610348,0.18236552334573805,0.0649213868989784
RESPONSE_TO_PUNISHER,CONFIG_showOtherSummaries,False,415,41,0,Punished / Unknown / Response,0.12771084337349398,16.21909741567914,0.8159807688211842,0.4765233021185635,0.19618148993460982,0.07600871846613434,15.81570699529093,0.8644424681494326,0.34406021070632414,0.20229356631485285,0.06659939516983465
RESPONSE_TO_PUNISHER,CONFIG_showOtherSummaries,True,450,43,0,Punished / Unknown / Response,0.10888888888888888,15.522116394714278,0.8146376251884017,0.18265209903061422,0.1923954071602542,0.05293667943958686,15.894132004627847,0.7699451691412391,0.3048125055552349,0.18675871449847453,0.06161416647950769
RESPONSE_TO_PUNISHER,CONFIG_allOrNothing,False,434,42,0,Punished / Unknown / Response,0.1152073732718894,15.592954453794452,0.801722844512896,0.4111849039312443,0.18996755561136147,0.057715542516979225,15.941439280235981,0.8605914068228779,0.33025461703403364,0.20106208969622388,0.064696807724893
RESPONSE_TO_PUNISHER,CONFIG_allOrNothing,True,431,42,0,Punished / Unknown / Response,0.12064965197215777,16.12189227884333,0.8289355820811493,0.23549040983020922,0.1984856900455837,0.07034008923176532,15.770981803957891,0.7696572617968518,0.31698401658981357,0.18731393182555986,0.06331023053052501
RESPONSE_TO_PUNISHER,CONFIG_defaultContribProp,0,453,45,0,Punished / Unknown / Response,0.10375275938189846,16.1772478396646,0.8509822714017266,0.37148238998898986,0.18850534203624306,0.06530266335946114,15.892782305570275,0.8408162135823067,0.3528195068136243,0.19843339030626875,0.06629451900319015
RESPONSE_TO_PUNISHER,CONFIG_defaultContribProp,1,412,39,0,Punished / Unknown / Response,0.13349514563106796,15.50384595572865,0.7760290811907525,0.27104148611157247,0.20048624175378482,0.062580139343262,15.816619953167312,0.7872068098125904,0.2915615979524476,0.18957020809766437,0.061489579618482275
RESPONSE_TO_REWARDER,CONFIG_chat,False,496,49,0,Rewarded / Unknown / Rewards,0.08064516129032258,14.124160794922487,0.3960311865493276,0.9782798369007719,0.11377182794507192,0.23699270532894903,15.007913516128603,0.287680809287517,1.1460805811369743,0.084501607396931,0.22523276956403607
RESPONSE_TO_REWARDER,CONFIG_chat,True,367,36,0,Rewarded / Unknown / Rewards,0.05449591280653951,16.892453504820594,0.1833457963710366,0.9503656390622496,0.05311156714067943,0.1463316398081645,15.698062906133305,0.32978118362405584,0.7235831618383904,0.09267023033380718,0.16222517697273348
RESPONSE_TO_REWARDER,CONFIG_punishmentExists,False,438,43,0,Rewarded / Unknown / Rewards,0.0593607305936073,14.597038065173017,0.0,1.2649780221361833,0.0,0.2645821226974777,15.050530766186988,0.2648502621773029,1.2179432391585117,0.08058451503647895,0.2403486508416607
RESPONSE_TO_REWARDER,CONFIG_punishmentExists,True,425,42,0,Rewarded / Unknown / Rewards,0.08,16.02732121883513,0.6205161783450281,0.6587073292776006,0.17864181600325887,0.1302708797911996,15.559956976378377,0.3475646140305371,0.7071808232640008,0.09559236285978172,0.15524561078613572
