tag,alignment_score,k_with,k_without,n_with,n_without,sil_with,sil_without,db_with,db_without,ch_with,ch_without
PUNISHMENT,1.0447961653384785,6,7,1812,1879,0.43986064195632935,0.40876567363739014,0.7051422797767944,0.7934746007800694,2272.772705078125,2173.789306640625
REWARD,0.9321677664303322,6,7,1815,1876,0.41849184036254883,0.4525707960128784,0.7298776778457055,0.7445483698061669,1946.0533447265625,2753.883056640625
COMMUNICATION,0.8860834831616803,7,6,1870,1821,0.40564778447151184,0.466750830411911,0.7444594728378969,0.7010443972046914,2145.79638671875,2986.69287109375
