,Unnamed: 0,_id,playerId,gameId,createdAt,data.age,data.gender,data.strength,data.fair,data.feedback,data.education
2114,2114,NryNW7MoKBSphbTNR,DCYZs2gcTtbAS2YcN,bac2ZjuZk92zQjPN4,2023-09-29T14:09:04Z,53.0,female,"My strategy was to donate the entire pot, and not deduct from anyone",yes,,bachelor
2115,2115,dFGZvExwRAT7CkHBM,PJLj66ad4dtJcFypb,6SoC6epyahaHq4Aqk,2023-09-29T14:09:05Z,32.0,male,started out to maxamize the pot then encorageotheres to max out. then max gains with no imput,yes,none,high-school
2116,2116,LDjoAFG6gMhm7YY62,vewabdFmSexer4RLQ,6SoC6epyahaHq4Aqk,2023-09-29T14:09:06Z,50.0,male,see what others did then try to maximise my reward,yes,interesting game never done anything like it,high-school
2117,2117,GbtFvyERqaHPQWHq9,SxGXyPc5An2s5KhXw,6SoC6epyahaHq4Aqk,2023-09-29T14:09:13Z,44.0,male,I always put the maximum in.  I rewarded a couple of players that I noticed also put in the maximum.,yes!,no issues,bachelor
2118,2118,6PBx7TxGkdbHWnQQg,YuFeZvmC6wnFQfike,6SoC6epyahaHq4Aqk,2023-09-29T14:09:23Z,53.0,Male,"I didn't have a strategy as such, just tried to get as much for everyone and share it around.",Yes,,bachelor
2119,2119,ZEpjd4yJpRmrpruQ7,Hr3rwFsedGyCMhHTR,AkKpXm5WKgPqgXTX5,2023-09-29T14:09:24Z,35.0,MALE,cONTRIBUTE MORE,Yes,,high-school
2120,2120,zHZipgiSTpEnHC2X5,43fXpmx8aYPL5phwn,AkKpXm5WKgPqgXTX5,2023-09-29T14:09:28Z,35.0,male,punishing people who did not contribute enough,yes,,high-school
2121,2121,DAoGyWhghaCdfP86r,Cm7G2Lp4KJfdXhJTD,bac2ZjuZk92zQjPN4,2023-09-29T14:09:32Z,57.0,male,"dont follow the vocal group ,punish those who don't contribute, give nothing on last round",yes ,it was fun,master
2122,2122,mBeSFzJxWZfJdfoJe,ruPYuqAKKH9W7jM3G,AkKpXm5WKgPqgXTX5,2023-09-29T14:09:34Z,31.0,Female,I didn’t have a strategy ,Yes,,high-school
2123,2123,mFbegG6RGkpnXj52Q,Wb8ssKfmE8vk9P6xD,AkKpXm5WKgPqgXTX5,2023-09-29T14:09:37Z,43.0,female,I stuck to a similar amount each time,yes,none,other
2124,2124,sXW2M2CkwN9icx8jg,KwsJYgDPJc54jWt8W,AkKpXm5WKgPqgXTX5,2023-09-29T14:09:48Z,38.0,male,i increased my contributions cautiously to maximise payoff for all and avoid penalties from others,not really,,master
2125,2125,FigQouhmYz5iGkY5c,pBAW9pnXsDRSQQ7JF,AkKpXm5WKgPqgXTX5,2023-09-29T14:09:50Z,40.0,Female,Bet small than large,Yes,Enjoyed the survey!,bachelor
2126,2126,Fw683tKG8XJrdxxFP,kFTaFg55p27RZkN37,AkKpXm5WKgPqgXTX5,2023-09-29T14:09:52Z,44.0,male,"invest high, deduct from low investers",yes,none,high-school
2127,2127,YbE8rbSNrCrZSKMX8,NDRzRMXkZojoDbBYP,bac2ZjuZk92zQjPN4,2023-09-29T14:09:55Z,34.0,Male,We all worked as a team. Contributing the most money to get the greatest payback was the strategy although it seemed that others in the lobby were purposely working against us. Everyone used the chat to agree to the same strategy which really helped,Yes,,master
2128,2128,Nj785ijJTAoSBom3N,joDAk64kDvNnaEGBc,AkKpXm5WKgPqgXTX5,2023-09-29T14:10:09Z,31.0,Male,Bet high and support the team,"Yes, thank you",,bachelor
2129,2129,4q8XSYSfMW4xH7rJ4,7aAWZH95prjh7C68A,AkKpXm5WKgPqgXTX5,2023-09-29T14:10:11Z,58.0,Male,Payed more if everyone put the full amount in - punished those being tight,yes,no issues,bachelor
2130,2130,SbXpz5uhpezHGyDFF,vtgakmtvePporRgQr,AkKpXm5WKgPqgXTX5,2023-09-29T14:10:20Z,44.0,FEMALE,I tried to be cooperative in the game because I felt that contributing the full amount would maximize everyone's payoff. ,yes,no problems,bachelor
2131,2131,LPy8LQtxDyiSHh7s6,RpbNK4N4nfwydxHHP,AkKpXm5WKgPqgXTX5,2023-09-29T14:10:32Z,43.0,Male,"Contribute the most coins to maximise gains, but punish those who don't contribute enough to try and encourage them to contribute more in subsequent rounds",yes,I had to go fullscreen with F11 to be able to see all of the buttons,high-school
2132,2132,SmXj5FdejZCDerE2u,2a8xcADEhRzN6kNnz,AkKpXm5WKgPqgXTX5,2023-09-29T14:10:37Z,41.0,male,Strategy was to give everything and hopefully people catch on that it was the best thing to do for optimal gains. ,It's fine. ,No issues on my end,bachelor
2133,2133,uDfBtRMXN5mkbW9o9,TmmAPhXZsektcKCNt,AkKpXm5WKgPqgXTX5,2023-09-29T14:10:43Z,38.0,Male,"Half in to start to check temperament. Then full in, and punish anyone who only puts in a few. Reward them if they turn a new leaf and start putting in the max.",Yes,"When I was mousing over the other players to see their stat breakdown, was accused of idling a few times, so had to click to say I wasn't. Could do without that bit as there's a timer anyway.",other
2134,2134,MJBPGRtEMwe2Yi4Nd,e9JTavTEBxZZ9c6fE,AkKpXm5WKgPqgXTX5,2023-09-29T14:11:46Z,25.0,Male,To maximise the group payoff by punishing those who undercontributed.,"Probably, although I think it was wrong to ask participants to submit on prolific at the start, as this is misleading to the site, and makes it harder to calculate of compensation was fair.",,bachelor
2135,2135,yLzYwLNABbgbg3a4E,f3PL4c8bCbaFHnpc4,AkKpXm5WKgPqgXTX5,2023-09-29T14:12:09Z,39.0,Female,"Through trial and error, I looked at how much others were giving away. I tried not to be the lowest bidder.",yes,no problems,master
2136,2136,zb9WC4DiiNhLnua3D,RPRZ5dJQN86sGdruo,6SoC6epyahaHq4Aqk,2023-09-29T14:12:52Z,41.0,female,I wanted to contribute the most coins so that the group payout would be increased,More than fairly. Thank you. This was fun. ,No problems at all. ,bachelor
2137,2137,Kr3Wfz8pDFpxK9HvT,ERy47ZcyWzgEFExyw,EEpd3uZzuS7TShmdH,2023-09-29T14:38:44Z,38.0,male,always contribute,it was too long,,master
2138,2138,agK7dDgv2rsGwm2W6,d35yXRzFQ5JJFEDv9,EEpd3uZzuS7TShmdH,2023-09-29T14:38:54Z,43.0,male,team player,yes,too long,high-school
2139,2139,FYfHkBF5Ae42yHzoy,xEvBxeR7azm37CoGc,EEpd3uZzuS7TShmdH,2023-09-29T14:39:04Z,27.0,Male,none,fair,none,bachelor
2140,2140,aT79iz2yzvceBqqQC,TemznF6XhD2xGLrzF,EEpd3uZzuS7TShmdH,2023-09-29T14:39:12Z,42.0,female,give my coins no matter what to help multiply them,yes,were the duck and the owl bots?,bachelor
2141,2141,3PFZwF7XRHKhSrudv,atfuQJt3dPEZq5TXv,EEpd3uZzuS7TShmdH,2023-09-29T14:39:20Z,40.0,male,max earnings,yes,none,other
2142,2142,oxDerhwyvFybiLq6B,xXr8hj854Wk282raK,EEpd3uZzuS7TShmdH,2023-09-29T14:39:21Z,23.0,Male,Always contribute the maximum amount,Yes,The chat feature was a plus,master
2143,2143,Df7vnA5pWaYD5BHc8,eQsfc22cgk2cEgbft,EEpd3uZzuS7TShmdH,2023-09-29T14:39:24Z,47.0,Male,"I put in the maximum in every round, and encouraged the other players to do the same.","Yes, but only because the majority of other players also cooperated with the group. If they hadn't it wouldn't have been worth my time.",,master
2144,2144,zk6ABcSZEw8XXpPhm,3qzFu3MNWZ9Ezfs84,EEpd3uZzuS7TShmdH,2023-09-29T14:39:29Z,34.0,Female,Put most in to get biggest output hoping others would do the same,yes,"good game, quite fun!",bachelor
2145,2145,NMxbhA4WaAqojvH6H,n3LWvaN74SDjH94yY,EEpd3uZzuS7TShmdH,2023-09-29T14:39:29Z,20.0,Female,"Sounds unfair, but try to freeload off of everyone else.",Yes.,,high-school
2146,2146,G9bjmiJxp9hMaK8vb,DS5TDmW3mJoWSo4dC,EEpd3uZzuS7TShmdH,2023-09-29T14:40:04Z,62.0,female,By adding the full amount it encouraged others to do the same,yes,none,high-school
2147,2147,pwQLhKxQ6AwyLQ4HP,xsqS9S3Nggzgfx63A,7errvqpTxvn2FkWnS,2023-09-29T14:40:05Z,29.0,Female,All in,Yeppers,Nope.,bachelor
2148,2148,yMcEQsrhAm2Cc7jFd,bMXtTNuN5pYEBrib5,7errvqpTxvn2FkWnS,2023-09-29T14:40:20Z,30.0,female,pay max and hope the rest do the same,yes,,bachelor
2149,2149,iuvy7NE7adpiTztpN,FAnyz6LoDRhPXY4BE,7errvqpTxvn2FkWnS,2023-09-29T14:40:23Z,25.0,female,I contributed 20 coins every time,Yes! thank you so much,,master
2150,2150,tbBmcJonLLrTXz5cr,qyYqoyeXsMTJrRPxw,7errvqpTxvn2FkWnS,2023-09-29T14:40:28Z,44.0,female,we all decided as a group to put 20 in every round ,yes,,high-school
2151,2151,ydCCnoYe67B2ahtZZ,4CpzTYNdGp5cyrh5Y,7errvqpTxvn2FkWnS,2023-09-29T14:40:29Z,36.0,Female,Give the max every time. Everyone else did the same so we all ended up gaining more,yes,no issues,high-school
2152,2152,FycbNQFuHJmpnnfCz,ZoJFABvWJaufsruyw,7errvqpTxvn2FkWnS,2023-09-29T14:40:31Z,47.0,male,all in all the time,i think so,none,bachelor
2153,2153,sqFvnjrKJ3zfwMMjx,C2sCKT8m3pZFEoa83,7errvqpTxvn2FkWnS,2023-09-29T14:40:32Z,56.0,male,"go all in, for best results for all",yes,the pot add page could be clearer.,bachelor
2154,2154,AdzRfdcyaZKpr9KGn,5KpPvHT3i7o6qXZdy,EEpd3uZzuS7TShmdH,2023-09-29T14:40:32Z,43.0,Male,"Contribute all my funds because it maximises profit for the whole team, even if a few people never contributed",Yes,No problems,master
2155,2155,h2o2MSRJAPB7DDJwj,YPCXoXEkNJHsSBjF4,7errvqpTxvn2FkWnS,2023-09-29T14:40:34Z,26.0,Male,We worked as a team and all went for the +20 each time. We agreed in the chat that this was the best option for us all.,Yes,No problems at all.,master
2156,2156,mMwGEgKqrpqtcpkg7,aBTjFBFRZBFeHZa2v,7errvqpTxvn2FkWnS,2023-09-29T14:40:37Z,25.0,Male,All in on every round to maximize return ,yes,,high-school
2157,2157,AEBSHkSoKNZEP63qq,zJQFwNfWrsDSivSX2,7errvqpTxvn2FkWnS,2023-09-29T14:40:39Z,32.0,female,"nothing to lose, just stick 20 in every time",yes,none,other
2158,2158,sxtqmtmSBzALMiRFi,d6ZpxFi87y7XcQbLT,7errvqpTxvn2FkWnS,2023-09-29T14:40:49Z,38.0,male,I decided to start off giving it all and only hold back if I started losing money.,yes.,It went fine.,bachelor
2159,2159,DsFGxb5nPnJiiLf6z,rNtrhyKRf4nRCvg4h,7errvqpTxvn2FkWnS,2023-09-29T14:41:05Z,43.0,Male,I wanted to maximise my earning,Yes it was fair,,master
2160,2160,HcjY8Z58a9BrHymwv,ny5hEQdf87TLCKvNP,7errvqpTxvn2FkWnS,2023-09-29T14:41:10Z,68.0,female,"put the full 20 in to end up withe biggest payout possible, provided everybody else did the same",yes,that was fun,high-school
2161,2161,ihPHqh7mPCQENKXJE,c78dHDQv99dSTz8ht,7errvqpTxvn2FkWnS,2023-09-29T14:41:23Z,45.0,Male,"As there was a 4.2x multiplier, it made sense to use the maximum number of coins in each round.",Yes,,high-school
2162,2162,98zBREELBtGxuJ9J3,ZtyYx5boTvqHzsvej,7errvqpTxvn2FkWnS,2023-09-29T14:41:59Z,22.0,female,Share the most,Yes,none,master
2163,2163,ThLCYykSGrpStKReY,KTqEmjj9CANicm9FA,PsMJzGW45eYzHhmrn,2023-09-29T14:48:05Z,30.0,male,give it all,yes,,bachelor
2164,2164,4fFNNPdYkCi9TiFf3,D7H3wqecuTBXWQzHG,PsMJzGW45eYzHhmrn,2023-09-29T14:48:08Z,37.0,Male,contribute max coins,yes,,master
2165,2165,ssqRNqqmxwPuHvWRn,sFL6gBY6HcipprpNt,PsMJzGW45eYzHhmrn,2023-09-29T14:48:08Z,48.0,F,Random,Yes,Interesting research!,master
2166,2166,tTaarK7dPszY4uAHW,82SE8esXBhmzzqHnA,7errvqpTxvn2FkWnS,2023-09-29T14:48:09Z,35.0,Male,My strategy was to contibute as much as possible so everyone could benefit.,"Yes, I do.","My internet connection dropped during the study, or I would have continued participating. I'm really upset that my internet went out.",high-school
2167,2167,BRv7XpQ8kScxAKwDw,xLZxSCw8wgyGk4XqY,PsMJzGW45eYzHhmrn,2023-09-29T14:48:10Z,45.0,femake,honest,yes,none,bachelor
2168,2168,QZnJkZhbj2qhgZaBk,zxdXfgR9cY5iFp2Eo,PsMJzGW45eYzHhmrn,2023-09-29T14:48:12Z,25.0,female,sometime would add sometimes wouldnot,yes,,bachelor
2169,2169,G4S4hxsX2BKzBkYCP,yohoaktuh6Mibs88Q,PsMJzGW45eYzHhmrn,2023-09-29T14:48:17Z,30.0,Male,I tried to always contribute.,Yes,I had a great time completing the game.,high-school
2170,2170,GEHsJvEdWPcSwfbmv,AYaLCZSKxvQmxob7X,PsMJzGW45eYzHhmrn,2023-09-29T14:48:29Z,20.0,female,discussed with the other members,"to an extent, yes",none,high-school
2171,2171,2t9zAEb5HTFK7ptSx,hTRG5nJrvKGASDQB4,PsMJzGW45eYzHhmrn,2023-09-29T14:48:37Z,48.0,female ,didn't have one,yes,,bachelor
2172,2172,cmpAwzm6dpjCYJwfe,kjux99WRHiT4dExqp,PsMJzGW45eYzHhmrn,2023-09-29T14:48:38Z,23.0,Female,Contribute every time and deduct from those who did not contribute,Yes,No problems,bachelor
2173,2173,5FtqFQa7ojX7do5YZ,4jcKQGxct2Ydfvtfj,PsMJzGW45eYzHhmrn,2023-09-29T14:48:38Z,40.0,male,"Max contibutions, everyone gets rich","yes I did, thank you ","adding the chat was great! awesome study, thank you <3",bachelor
2174,2174,2dsNfzBZHfLL48Qe2,nwuCSRf6hXqpdPaLs,PsMJzGW45eYzHhmrn,2023-09-29T14:48:39Z,21.0,Female,Work together to help eachother,Yeah definitely and it was fun,Really enjoyed the study!,other
2175,2175,GNZq3yowo72KBmMQX,cejyyCjzqJ9YkvdeP,PsMJzGW45eYzHhmrn,2023-09-29T14:48:39Z,23.0,male,"I kept adding all of my coins to the pot to maximize everyone's payout including mine. I did not deduct from anyone, even once. ",Yes!,Everything went well.,high-school
2176,2176,oztRHrX2A8K7G3qnG,TgL4WfGAkpYCDnm22,PsMJzGW45eYzHhmrn,2023-09-29T14:48:40Z,29.0,Male,I contributed the max amount of coins each time so that I could prevent getting deducted by others.,Yes.,Everything in the study worked fine.,bachelor
2177,2177,Y5Jpt2JtH2crMDZJb,iPnrWPGGigTvSWy5K,PsMJzGW45eYzHhmrn,2023-09-29T14:48:54Z,29.0,female,Community orientated.,Not sure. ,"I have a UK Bachelor's Degree, so I marked ""other""",other
2178,2178,z777SzbD7NkWbHkG4,A9GwpyM7tofiEFMNu,PsMJzGW45eYzHhmrn,2023-09-29T14:48:59Z,40.0,Male,Add the most to pile,Yes,No issues,master
2179,2179,HhywgFxdPQmGjxQw4,j6bdSb2T5JstxhBb8,PsMJzGW45eYzHhmrn,2023-09-29T14:49:23Z,44.0,Male,always bet,yes,none,high-school
2180,2180,Zq4ayt8zgTPdSiNnL,RYeH23iCDghX5uNvn,8g559tzcyHknHhGqS,2023-09-29T14:51:31Z,29.0,Man,Always contribute. I tried docking someone for not contributing once but then they retaliated against me so I didn't try that again.,"I don't remember how much the coins translate to in real money, so can't say",,bachelor
2181,2181,QiozQC5gpEZ7oJNSt,iCfDJiK4pnp5NGrRW,8g559tzcyHknHhGqS,2023-09-29T14:51:31Z,31.0,Male,Get everybody working together,If the bonus comes through it was a very fair & generous conpensation,,high-school
2182,2182,zmBMApb7krRqevwJm,p4CwRFZjQ6tSDJPsh,8g559tzcyHknHhGqS,2023-09-29T14:51:32Z,47.0,Female,I wanted to contribute most of the time but also a few times just for myself.,Yes,Everything was fine,bachelor
2183,2183,s8DR6RczSJcQsK7no,foSWPGWQhQShjBy2s,8g559tzcyHknHhGqS,2023-09-29T14:51:36Z,34.0,male,trying to remain as fair as possible,yes ,,
2184,2184,dy2zxTBFCZaJ9Nvr4,TxDNPFNxHfbhWZnoT,8g559tzcyHknHhGqS,2023-09-29T14:51:38Z,30.0,female,put in the most for bigger multiplyer,"no, not for the base rate of the study ",,bachelor
2185,2185,QJPFudKaXsk2yyNyR,qv6jsS4MhTBDFxBgC,8g559tzcyHknHhGqS,2023-09-29T14:51:47Z,40.0,FEMALE,CONTRIBUTE AS MUCH AS POSSIBLE TO BUILD THE POT,YES,NONE,bachelor
2186,2186,pPu8LfoCtCpLkj8Mq,hXFwwYhpGYXYdCFpg,8g559tzcyHknHhGqS,2023-09-29T14:52:09Z,52.0,Male,Contribute MAx for good of team and then look to spot those not contributing regularly and deduct.,Yes.,No problems.,bachelor
2187,2187,eyqkE26hCnkqzEY4T,kmw7m9uzunrbSKY7g,8g559tzcyHknHhGqS,2023-09-29T14:52:12Z,58.0,female,figured out what team work means,yes thank you!,I had a slow start but figured it out,bachelor
2188,2188,Fgh4n7jg9pM87Ajiy,BpMcpwwSSzatqcyZq,8g559tzcyHknHhGqS,2023-09-29T14:52:32Z,48.0,female,I didn't trust everyone to contribute so I felt best personal strategy was to keep my money to guarantee a payout as it was taking a lot of time. ,"yes but it did take a long time, I was worried as I have to leave in a while!",It all got a bit tense! ,high-school
2189,2189,DLo6XZqvSaGZGGw3A,rvh36thcTA2TEWD3r,8g559tzcyHknHhGqS,2023-09-29T14:53:37Z,34.0,Female,I tried to contributing nothing and then all. I noticed that no matter what I did there were deductions so in the end I contributed nothing for a while. When the chat started I decided to contribute everything to finish quickly. I didn't bother deducting from people to punish them.,"Based on bonus, yes. Based on standard Prolific survey time, no. I've never completely a survey before that has asked me to submit before finishing. This made me feel uneasy.",No issues.,bachelor
2190,2190,rg563uWxMCka4SjCk,jiGKZa4tw6b9kniJB,bj96xkDcJ5gjjmqRz,2023-09-29T14:56:36Z,56.0,Male,Not sure,Not sure,,master
2191,2191,gxDXbsj5nJB2xGK6j,ENGiCAgHywrEfJLz4,CTvcrHrFCpBQgc69c,2023-09-29T15:03:57Z,46.0,Female,Nothing to start then see what the others did,Yes,All ok,bachelor
2192,2192,iHsP242gXp7DF95ZJ,GS2XSEYbA3n5BoQq5,CTvcrHrFCpBQgc69c,2023-09-29T15:04:04Z,41.0,Female,I tried to contribute each time to encourage others to do the same.,Sure,,other
2193,2193,yrPdmKSQfFDHmMd2G,2khNMQHy9QjLvNQAf,CTvcrHrFCpBQgc69c,2023-09-29T15:04:10Z,48.0,male,"there was no strategy , just add coins and hope for the best","yes , payemtn was fine",,bachelor
2194,2194,aiKtQn4H9xw34jCgo,bFE3hpo2xqmKPPGXx,oGqLmDLq3k9iK2sax,2023-09-29T15:05:17Z,39.0,Male,Share and hope that everyone else does also for highest payout,Yes,,high-school
2195,2195,bRsPRb4kEi5mTtcXF,9xH2jgnXW7AQKBu3f,oGqLmDLq3k9iK2sax,2023-09-29T15:05:45Z,31.0,Female,"Trusted the others to not take anything and with us all contributing the maximum, it meant the payoff was also at its maximum",yes,,bachelor
2196,2196,cn2n3cKr5hYZC4n5D,8JiDhwfSpeBsWLXTH,oGqLmDLq3k9iK2sax,2023-09-29T15:05:46Z,27.0,Female,I was trying to be fair and add everything to the pot in the hopes that my other teammates would do the same.,Yes,No feedback,high-school
2197,2197,u6pD8Sk5HniTogiD9,xoHehT2MzfTbBiTAA,KjFifkLpfcJrH25Lo,2023-09-29T15:06:08Z,25.0,Female,Give an average amount to pot,Yes,,bachelor
2198,2198,dBauq6heg4DrBEE8p,apBCTcL4ZXLQEWs9e,KjFifkLpfcJrH25Lo,2023-09-29T15:06:13Z,31.0,female,go down the middle,yes,,high-school
2199,2199,gNz8t9YrvS949XX76,hQMiZB74Eftub6j3Y,KjFifkLpfcJrH25Lo,2023-09-29T15:06:14Z,34.0,Male,I always tried to reduce the coins I put in to keep some for myself,yes,,high-school
2200,2200,DN3cAP2TWD6LfiDJF,2YzrmJE2DejpuK8qK,KjFifkLpfcJrH25Lo,2023-09-29T15:06:18Z,40.0,Male,"Donate all, punish those who tried to deceive",yes,,high-school
2201,2201,YCRmJdwKnFom6tpsx,qoH5FPbPNzLbAhGFa,KjFifkLpfcJrH25Lo,2023-09-29T15:06:18Z,46.0,Male,To play fairly,"Yes, thanks",,bachelor
2202,2202,mTXZn9ppjEmBvcqMx,mFTz3nB98ijBCrCrD,KjFifkLpfcJrH25Lo,2023-09-29T15:06:18Z,31.0,MALE,"CONTRIBUTE MAX, AND PUNISH THOSE WHO DO NOT.",YES,,master
2203,2203,myHrrsz4JH5fgwHd4,w7BBgZ8C9AjXoFKXs,KjFifkLpfcJrH25Lo,2023-09-29T15:06:28Z,38.0,Male,team player,yes,"all good, worked really well",bachelor
2204,2204,7kRA6H2gb9RT5g5ZC,7yYMBsGJ9osHiEe7e,xXHeSXRJtfmgzyQZK,2023-09-29T15:06:29Z,27.0,Male,Contribute to the pot conservatively,Yes,,other
2205,2205,Tj9xgm6h3gppHuG5x,eNf2s7Ppke46CE2t5,KjFifkLpfcJrH25Lo,2023-09-29T15:06:30Z,31.0,Male,"Go in low, hoping other`s would go in higher",Yes,,master
2206,2206,9jfv4yBpDHKJtXiZx,4rcFoEN9Tamz3vA4n,xXHeSXRJtfmgzyQZK,2023-09-29T15:06:33Z,34.0,Male,Conservative,Not really,,bachelor
2207,2207,icydWFjHftWjiQDPi,tZSqXrR3ZeFcgZgp7,xXHeSXRJtfmgzyQZK,2023-09-29T15:06:40Z,52.0,Female,having fun,yes,,high-school
2208,2208,D9PCdA2C7Wuw2pzsM,MjWAtyJd8KA5fiquL,xXHeSXRJtfmgzyQZK,2023-09-29T15:06:46Z,53.0,Female,I gave only half of my coins to the main pot but didn't give an additional 2 coins to anyone else.,Yes,,high-school
2209,2209,GDHrmXTsWuhvNdG3k,vkTqPJEEjRwngtZXH,xXHeSXRJtfmgzyQZK,2023-09-29T15:06:47Z,51.0,Male,I gave everything to the pot as I felt it would give me and everyone else the best payout,Yes,,bachelor
2210,2210,NfqzgLGEcexALyGQ6,DTefFceemhejoQXEp,xXHeSXRJtfmgzyQZK,2023-09-29T15:06:52Z,39.0,Female,not sure,yes,no,bachelor
2211,2211,9uMqFoJqag3PeWSqv,X3T3gqp7DDS27ayG8,xXHeSXRJtfmgzyQZK,2023-09-29T15:06:56Z,33.0,Make,"The most logical thing with such a multiplier would be for everyone to put the full amount in, so i just put all 20 in and hoped people thought the same as me.",Yes.,,high-school
2212,2212,ne5vnGYrGdGvFjTpe,NfvkWohjARuDAbR4k,KjFifkLpfcJrH25Lo,2023-09-29T15:07:03Z,45.0,Male,I donated all I could to the pot.,Yes,Everything worked fine just spent time waiting on other players to join.,high-school
2213,2213,SXe6tFrirvCvoBig3,Bad9RpuLeQzqXyyt6,xXHeSXRJtfmgzyQZK,2023-09-29T15:07:17Z,51.0,Female,To share my full amount with the group - if we'd all shared the full amount we would have maximised profits overall,Yes - I would have liked to have played for longer,None I don't think - only I thought it would go on for longer. ,other
2214,2214,nQ4agGjuKgj7Grgsh,SZwbya3p2BsG5A35q,xXHeSXRJtfmgzyQZK,2023-09-29T15:07:24Z,18.0,Male,I just decided to go all in everytime. It made the most sense. Other players who did this influenced me.,Yes.,It went flawlessly ,
2215,2215,CLwnaTBRaySgrrong,gzH3pCZMAyzJs9SpE,XSBNh3n7r4FXve28j,2023-09-29T15:08:07Z,20.0,female,,,,bachelor
2216,2216,vDzrwh4aFjgTcqCDW,gzswZPAb66meLe2Xu,XSBNh3n7r4FXve28j,2023-09-29T15:08:08Z,34.0,M,always contribute,yes,,master
2217,2217,BQ6WDdQcBs6WL7wbw,d2zDdAYu4dL5Lk9TJ,XSBNh3n7r4FXve28j,2023-09-29T15:08:17Z,49.0,Male,contribute everything to the pot,yes,,master
2218,2218,LK4WT6ETcCTHY5t52,a6y26PyTLCJm6zCA9,XSBNh3n7r4FXve28j,2023-09-29T15:08:18Z,28.0,Male,Just contributed but didnt take,yeah,,high-school
2219,2219,k5z7NtooaWzW7NYH4,wKMHykZyRLoKYArjS,XSBNh3n7r4FXve28j,2023-09-29T15:08:20Z,46.0,female,,,,bachelor
2220,2220,Pf4F2PzosLhkvrL6f,WYhRZzAkfLnNRs5Rs,XSBNh3n7r4FXve28j,2023-09-29T15:08:23Z,46.0,Female,Random,Yes,No problems,other
2221,2221,pFxwXTyntsxe889iX,w6uP4vJEzJZWCERpF,XSBNh3n7r4FXve28j,2023-09-29T15:08:23Z,42.0,Male,"Always put in, take away from those who didn't",Yes,,master
2222,2222,FojpsoFyChYwb7H5v,Ykxe4AZNh745i4vH3,XSBNh3n7r4FXve28j,2023-09-29T15:08:30Z,40.0,Male,Fair distribution for all,Yes,,bachelor
2223,2223,8eSMBobiAifhXi2cc,riTN64QK43kMHaDYH,XSBNh3n7r4FXve28j,2023-09-29T15:08:32Z,47.0,female,To punish people for not contributing,yes,,bachelor
2224,2224,CZkSkAuW3suEGFp63,Nj7r33EN45pug3Emj,XSBNh3n7r4FXve28j,2023-09-29T15:08:38Z,21.0,Female,Donate everything to the pot and not deducting.,Yes,,high-school
2225,2225,k8YGgTJzMJrD7HxbM,F2h2T2J49wrJ9mkPT,XSBNh3n7r4FXve28j,2023-09-29T15:08:47Z,35.0,female,always give 20 coins ,yes,none,master
2226,2226,PqFT5qtctiXKreMht,ZF2Bh64cn93gPMCcv,XSBNh3n7r4FXve28j,2023-09-29T15:08:58Z,56.0,Female,pay in everyone benefits made a mistake on one round and everyone hated me for it.,not really,,bachelor
2227,2227,ShWazTXLmvAfafwPL,9S8aY52S7RmBaQKEQ,XSBNh3n7r4FXve28j,2023-09-29T15:09:01Z,35.0,Male,I tried always contributed to avoid deductions from others and hit others with deductions when they didn't contribute to encourage them to do so.,Yes,,high-school
2228,2228,vEHYMJ4euXoM9uNLN,6SDTk59PSihTMYqQm,XSBNh3n7r4FXve28j,2023-09-29T15:09:15Z,51.0,Male,Maximum contribution and punish those who gave zero.,Yes,Nothing to add thanks,bachelor
2229,2229,ybR34gmiMtJRtNXHN,9nPH5dRCTuvk6QypC,3tST6tuakPSj9tKTJ,2023-09-29T15:09:56Z,43.0,female,I contributed because I thought it benefitted everyone the most,Yes,,bachelor
2230,2230,raoTDSoP3T53egSoR,Aemmd3HNCJQ5dQWxN,3tST6tuakPSj9tKTJ,2023-09-29T15:09:58Z,43.0,Male,To keep adding as much as possible to the pot,yes,,master
2231,2231,6wDD73tP3GjmkrYWm,BhXXBzbsBLcepyeMB,3tST6tuakPSj9tKTJ,2023-09-29T15:09:59Z,37.0,Male,"I tried to start by adding all coins, then when I saw people weren't, I didn't either.",Yeah I think this was a fair compensation.,No additional feedback at this time.,bachelor
2232,2232,qEsSiZeM2wMXDm4sG,HbSTBd8AD5zu76sfN,3tST6tuakPSj9tKTJ,2023-09-29T15:10:01Z,26.0,male,contribute no matter what,reasonably ,none,bachelor
2233,2233,vJtGiGtSpRivqxKxd,X8nw86qLRcxXy6F4M,3tST6tuakPSj9tKTJ,2023-09-29T15:10:09Z,38.0,male,Contribute 100%,"Yes, I believe I was compensated fairly.",,high-school
2234,2234,BstkfopA7TbTdm8wE,6SHNjdpvz9q8jLTNp,3tST6tuakPSj9tKTJ,2023-09-29T15:10:10Z,41.0,Female,Not putting anything in to maximise my winnings,yes,,master
2235,2235,BfhByGuzAC7NvnXuG,5keCBFAdcX8fXzcmh,3tST6tuakPSj9tKTJ,2023-09-29T15:10:14Z,56.0,male,max contribution to get highest divided earnings,yes,,master
2236,2236,mZL3t22MJFK5922oi,Bor62MB22jAQSevkX,3tST6tuakPSj9tKTJ,2023-09-29T15:10:27Z,71.0,female,Contributed to the general pot,yes,Sometimes had problems with +/-,master
