metric,matched_mean,candidate_uniform_mean,candidate_uniform_sd,matched_minus_candidate_uniform,candidate_uniform_standardized_difference,unique_player_mean,unique_player_sd,matched_minus_unique_player,unique_player_standardized_difference
mean_contribution,18.408010057471266,16.208477011494256,4.908858019514701,2.1995330459770095,0.4480742847385224,16.28684318555008,4.641418838608287,2.1211668719211865,0.4570082868361027
mean_contribution_rate,0.9204005028735629,0.8104238505747126,0.24544290097573487,0.10997665229885034,0.44807428473852223,0.814342159277504,0.2320709419304144,0.10605834359605892,0.45700828683610084
first_contribution,16.957500000000003,15.23333333333334,6.671748063455501,1.7241666666666635,0.258428023700533,15.333333333333334,6.519811079159926,1.6241666666666692,0.24911253515584106
first_contribution_rate,0.8478750000000002,0.7616666666666673,0.33358740317277497,0.08620833333333289,0.25842802370053225,0.7666666666666667,0.3259905539579963,0.08120833333333344,0.249112535155841
final_contribution,18.5275,16.366666666666674,7.00230120904709,2.1608333333333256,0.3085890293524496,16.428571428571427,6.842245722758885,2.098928571428573,0.30676018612530287
final_contribution_rate,0.9263750000000004,0.8183333333333337,0.35011506045235424,0.1080416666666667,0.308589029352451,0.8214285714285714,0.3421122861379442,0.104946428571429,0.3067601861253039
contribution_sd,2.2271160205160117,3.766592024118779,3.6745332709343264,-1.5394760036027675,-0.41895824315432684,3.859106879348776,3.8458456429566046,-1.6319908588327645,-0.4243516277939134
zero_contribution_rate,0.026232040229885057,0.061063218390804606,0.09176300202204464,-0.034831178160919546,-0.3795775791266277,0.051211001642036125,0.08528751182352998,-0.024978961412151068,-0.29287947177818385
full_contribution_rate,0.8462679597701153,0.7086206896551724,0.35159769250684725,0.13764727011494282,0.3914908233143828,0.7046387520525451,0.3549476729751106,0.14162920771757015,0.3990143294375151
contribution_slope,0.019874750072442764,0.06152871148459388,0.3458825657254095,-0.041653961412151115,-0.1204280456425766,0.06391506602641059,0.36819805290944396,-0.044040315953967825,-0.11961039882196028
message_count,0.8927499999999998,0.7166666666666673,1.1415145884111857,0.17608333333333248,0.15425412440712968,0.9047619047619048,1.2688488185213551,-0.012011904761904946,-0.009466773808327254
messages_per_round,0.3397083333333333,0.27500000000000013,0.5484194461257635,0.06470833333333315,0.11799058875548012,0.373015873015873,0.6276367911037315,-0.033307539682539744,-0.05306817598115421
rounds_with_message_rate,0.21608333333333332,0.19166666666666676,0.3130273328498824,0.02441666666666656,0.07800170817152248,0.25396825396825395,0.3511848712672632,-0.03788492063492063,-0.10787742791485161
reward_given_units,9.254749999999998,7.2166666666666694,14.871776027839534,2.0380833333333284,0.13704370812995673,7.0,14.550405001727125,2.254749999999998,0.15496132236404142
reward_given_events,8.848500000000003,6.86666666666667,13.796698477856534,1.9818333333333333,0.14364547696060345,6.666666666666667,13.498971154211057,2.181833333333336,0.16162960187174744
reward_given_round_rate,0.4100258620689655,0.29626436781609217,0.3329093369597172,0.11376149425287335,0.3417191457944562,0.30596606458675424,0.327770546862088,0.10405979748221128,0.3174775722786198
reward_received_units,7.783750000000002,7.216666666666669,10.656909599983583,0.5670833333333336,0.053212737521411195,7.0,10.43802572100591,0.7837500000000022,0.07508603838968815
reward_received_events,7.355000000000001,6.866666666666668,9.886803775178755,0.4883333333333333,0.04939243707448863,6.666666666666667,9.682253443596265,0.6883333333333344,0.07109226559118739
reward_received_round_rate,0.531262931034483,0.5031609195402298,0.34952960387073356,0.028102011494253176,0.08039951747448018,0.5347564313081554,0.32744202259316224,-0.0034935002736724563,-0.010669065155430691
punish_given_units,33.85,27.366666666666678,93.51594635259931,6.483333333333324,0.06932863951232544,19.666666666666668,79.9710264993834,14.183333333333334,0.1773558994324362
punish_given_events,3.0300000000000002,2.166666666666667,5.125643591025635,0.8633333333333333,0.16843413280722888,1.6666666666666667,4.465031683707063,1.3633333333333335,0.3053356459503183
punish_given_round_rate,0.17171874999999998,0.1291666666666667,0.29445099573424627,0.04255208333333327,0.14451329406180108,0.10416666666666667,0.26258029762039015,0.0675520833333333,0.2572625743268549
punish_received_units,4.1225000000000005,27.36666666666666,95.97516461159232,-23.244166666666658,-0.2421893909818741,19.666666666666668,82.02283847652451,-15.544166666666667,-0.1895102261197107
punish_received_events,0.5675,2.1666666666666683,6.663749361699881,-1.5991666666666684,-0.239980014233118,1.6666666666666667,5.693215120887181,-1.0991666666666666,-0.19306606958062428
punish_received_round_rate,0.116015625,0.16249999999999998,0.28849465621856313,-0.04648437499999998,-0.16112733459015438,0.17559523809523808,0.27791946499830367,-0.059579613095238085,-0.2143772588782212
