player,most_aligned_count,most_aligned_share,top_k_probability_mass,top_k_probability_share
SLOTH,21,0.525,18.69,0.46725000000000005
GORILLA,7,0.175,7.129999999999999,0.17824999999999996
DUCK,7,0.175,8.249999999999998,0.20624999999999996
CHICKEN,5,0.125,5.78,0.14450000000000002
