game_id,treatment_name,n_requests,n_players,top1_unique_players,top1_effective_n,probability_unique_players,probability_effective_n,top_probability_player,top_probability_share
3Ce6KgbmNCQEwYBfk,VALIDATION_19_C,8,4,4,3.7467482975009925,4,3.6859571321374336,CHICKEN,0.33125
6sSM4xSyZQkaxyHav,VALIDATION_5_C,8,4,2,1.9378192408783848,4,2.6500795956787866,SLOTH,0.46249999999999997
JgQY6iNGkRDTwiYTC,VALIDATION_5_T,8,4,2,1.7547653506033232,4,3.0066046985325126,SLOTH,0.58375
T8RpnDhSrnavwJQL2,VALIDATION_8_T,8,6,2,1.7547653506033232,5,2.7022404079015963,SLOTH,0.6087499999999999
TvaK7RsiSd758hAmp,VALIDATION_1_T,8,3,2,1.7547653506033232,3,2.1306948476602408,GORILLA,0.5812499999999999
