experiment,cohort,stage,round,turn,participant,type,start,end,duration(ms),duration(s),turn duration(ms),turn duration(s),round duration(ms),round duration(s),game duration(ms),game duration(s)
🔵 3p1 (N= 54),g7-m5wp78,Second negotiation game-negotiation2_alternate_profile,1,1,peacock-purple-5231,proposal,1736875308590.0,1736875347692,39102.0,39.102,82677.0,82.677,203421.0,203.421,825204.0,825.204
🔵 3p1 (N= 54),g7-m5wp78,Second negotiation game-negotiation2_alternate_profile,1,1,badger-green-4722,response,1736875347692,1736875391439.0,43747.0,43.747,82677.0,82.677,203421.0,203.421,825204.0,825.204
🔵 3p1 (N= 54),g7-m5wp78,Second negotiation game-negotiation2_alternate_profile,1,1,unicorn-blue-7096,response,1736875347692,1736875356968.0,9276.0,9.276,82677.0,82.677,203421.0,203.421,825204.0,825.204
🔵 3p1 (N= 54),g7-m5wp78,Second negotiation game-negotiation2_alternate_profile,1,2,unicorn-blue-7096,proposal,1736875391439.0,1736875405413,13974.0,13.974,66615.0,66.615,203421.0,203.421,825204.0,825.204
🔵 3p1 (N= 54),g7-m5wp78,Second negotiation game-negotiation2_alternate_profile,1,2,peacock-purple-5231,response,1736875405413,1736875419469.0,14056.0,14.056,66615.0,66.615,203421.0,203.421,825204.0,825.204
🔵 3p1 (N= 54),g7-m5wp78,Second negotiation game-negotiation2_alternate_profile,1,2,badger-green-4722,response,1736875405413,1736875458283.0,52870.0,52.87,66615.0,66.615,203421.0,203.421,825204.0,825.204
🔵 3p1 (N= 54),g7-m5wp78,Second negotiation game-negotiation2_alternate_profile,2,0,badger-green-4722,proposal,1736875458501,1736875509155,50654,50.654,124754.0,124.754,243031.0,243.031,825204.0,825.204
🔵 3p1 (N= 54),g7-m5wp78,Second negotiation game-negotiation2_alternate_profile,2,0,peacock-purple-5231,response,1736875509155,1736875583255.0,74100.0,74.1,124754.0,124.754,243031.0,243.031,825204.0,825.204
🔵 3p1 (N= 54),g7-m5wp78,Second negotiation game-negotiation2_alternate_profile,2,0,unicorn-blue-7096,response,1736875509155,1736875516229.0,7074.0,7.074,124754.0,124.754,243031.0,243.031,825204.0,825.204
🔵 3p1 (N= 54),g7-m5wp78,Second negotiation game-negotiation2_alternate_profile,2,1,peacock-purple-5231,proposal,1736875583255.0,1736875603456,20201.0,20.201,52758.0,52.758,243031.0,243.031,825204.0,825.204
🔵 3p1 (N= 54),g7-m5wp78,Second negotiation game-negotiation2_alternate_profile,2,1,unicorn-blue-7096,response,1736875603456,1736875626555.0,23099.0,23.099,52758.0,52.758,243031.0,243.031,825204.0,825.204
🔵 3p1 (N= 54),g7-m5wp78,Second negotiation game-negotiation2_alternate_profile,2,1,badger-green-4722,response,1736875603456,1736875636273.0,32817.0,32.817,52758.0,52.758,243031.0,243.031,825204.0,825.204
🔵 3p1 (N= 54),g7-m5wp78,Second negotiation game-negotiation2_alternate_profile,2,2,unicorn-blue-7096,proposal,1736875636273.0,1736875653007,16734.0,16.734,65519.0,65.519,243031.0,243.031,825204.0,825.204
🔵 3p1 (N= 54),g7-m5wp78,Second negotiation game-negotiation2_alternate_profile,2,2,badger-green-4722,response,1736875653007,1736875701994.0,48987.0,48.987,65519.0,65.519,243031.0,243.031,825204.0,825.204
🔵 3p1 (N= 54),g7-m5wp78,Second negotiation game-negotiation2_alternate_profile,2,2,peacock-purple-5231,response,1736875653007,1736875664429.0,11422.0,11.422,65519.0,65.519,243031.0,243.031,825204.0,825.204
🔵 3p1 (N= 54),g8-m5wp79,First negotiation game-negotiation1,0,0,dog-orange-6603,proposal,1736873991875,1736874093476,101601,101.601,128291.0,128.291,408181.0,408.181,1013092.0,1013.092
🔵 3p1 (N= 54),g8-m5wp79,First negotiation game-negotiation1,0,0,owl-purple-3001,response,1736874093476,1736874113392.0,19916.0,19.916,128291.0,128.291,408181.0,408.181,1013092.0,1013.092
🔵 3p1 (N= 54),g8-m5wp79,First negotiation game-negotiation1,0,0,mouse-green-4201,response,1736874093476,1736874120166.0,26690.0,26.69,128291.0,128.291,408181.0,408.181,1013092.0,1013.092
🔵 3p1 (N= 54),g8-m5wp79,First negotiation game-negotiation1,0,1,mouse-green-4201,proposal,1736874120166.0,1736874249511,129345.0,129.345,171428.0,171.428,408181.0,408.181,1013092.0,1013.092
🔵 3p1 (N= 54),g8-m5wp79,First negotiation game-negotiation1,0,1,dog-orange-6603,response,1736874249511,1736874270095.0,20584.0,20.584,171428.0,171.428,408181.0,408.181,1013092.0,1013.092
🔵 3p1 (N= 54),g8-m5wp79,First negotiation game-negotiation1,0,1,owl-purple-3001,response,1736874249511,1736874291754.0,42243.0,42.243,171428.0,171.428,408181.0,408.181,1013092.0,1013.092
🔵 3p1 (N= 54),g8-m5wp79,First negotiation game-negotiation1,0,2,owl-purple-3001,proposal,1736874291754.0,1736874372582,80828.0,80.828,108462.0,108.462,408181.0,408.181,1013092.0,1013.092
🔵 3p1 (N= 54),g8-m5wp79,First negotiation game-negotiation1,0,2,mouse-green-4201,response,1736874372582,1736874378902.0,6320.0,6.32,108462.0,108.462,408181.0,408.181,1013092.0,1013.092
🔵 3p1 (N= 54),g8-m5wp79,First negotiation game-negotiation1,0,2,dog-orange-6603,response,1736874372582,1736874400372.0,27790.0,27.79,108462.0,108.462,408181.0,408.181,1013092.0,1013.092
🔵 3p1 (N= 54),g8-m5wp79,First negotiation game-negotiation1,1,0,dog-orange-6603,proposal,1736874400553,1736874452415,51862,51.862,100058.0,100.058,287274.0,287.274,1013092.0,1013.092
🔵 3p1 (N= 54),g8-m5wp79,First negotiation game-negotiation1,1,0,owl-purple-3001,response,1736874452415,1736874500611.0,48196.0,48.196,100058.0,100.058,287274.0,287.274,1013092.0,1013.092
🔵 3p1 (N= 54),g8-m5wp79,First negotiation game-negotiation1,1,0,mouse-green-4201,response,1736874452415,1736874462737.0,10322.0,10.322,100058.0,100.058,287274.0,287.274,1013092.0,1013.092
🔵 3p1 (N= 54),g8-m5wp79,First negotiation game-negotiation1,1,1,mouse-green-4201,proposal,1736874500611.0,1736874528531,27920.0,27.92,69947.0,69.947,287274.0,287.274,1013092.0,1013.092
🔵 3p1 (N= 54),g8-m5wp79,First negotiation game-negotiation1,1,1,owl-purple-3001,response,1736874528531,1736874570731.0,42200.0,42.2,69947.0,69.947,287274.0,287.274,1013092.0,1013.092
🔵 3p1 (N= 54),g8-m5wp79,First negotiation game-negotiation1,1,1,dog-orange-6603,response,1736874528531,1736874542833.0,14302.0,14.302,69947.0,69.947,287274.0,287.274,1013092.0,1013.092
🔵 3p1 (N= 54),g8-m5wp79,First negotiation game-negotiation1,1,2,owl-purple-3001,proposal,1736874570731.0,1736874667700,96969.0,96.969,117269.0,117.269,287274.0,287.274,1013092.0,1013.092
🔵 3p1 (N= 54),g8-m5wp79,First negotiation game-negotiation1,1,2,dog-orange-6603,response,1736874667700,1736874688152.0,20452.0,20.452,117269.0,117.269,287274.0,287.274,1013092.0,1013.092
🔵 3p1 (N= 54),g8-m5wp79,First negotiation game-negotiation1,1,2,mouse-green-4201,response,1736874667700,1736874673209.0,5509.0,5.509,117269.0,117.269,287274.0,287.274,1013092.0,1013.092
🔵 3p1 (N= 54),g8-m5wp79,First negotiation game-negotiation1,2,0,dog-orange-6603,proposal,1736874688333,1736874723776,35443,35.443,82919.0,82.919,317637.0,317.637,1013092.0,1013.092
🔵 3p1 (N= 54),g8-m5wp79,First negotiation game-negotiation1,2,0,owl-purple-3001,response,1736874723776,1736874771252.0,47476.0,47.476,82919.0,82.919,317637.0,317.637,1013092.0,1013.092
🔵 3p1 (N= 54),g8-m5wp79,First negotiation game-negotiation1,2,0,mouse-green-4201,response,1736874723776,1736874733182.0,9406.0,9.406,82919.0,82.919,317637.0,317.637,1013092.0,1013.092
🔵 3p1 (N= 54),g8-m5wp79,First negotiation game-negotiation1,2,1,mouse-green-4201,proposal,1736874771252.0,1736874850370,79118.0,79.118,116802.0,116.802,317637.0,317.637,1013092.0,1013.092
🔵 3p1 (N= 54),g8-m5wp79,First negotiation game-negotiation1,2,1,owl-purple-3001,response,1736874850370,1736874886848.0,36478.0,36.478,116802.0,116.802,317637.0,317.637,1013092.0,1013.092
🔵 3p1 (N= 54),g8-m5wp79,First negotiation game-negotiation1,2,1,dog-orange-6603,response,1736874850370,1736874888197.0,37827.0,37.827,116802.0,116.802,317637.0,317.637,1013092.0,1013.092
🔵 3p1 (N= 54),g8-m5wp79,First negotiation game-negotiation1,2,2,owl-purple-3001,proposal,1736874888197.0,1736874998566,110369.0,110.369,117916.0,117.916,317637.0,317.637,1013092.0,1013.092
🔵 3p1 (N= 54),g8-m5wp79,First negotiation game-negotiation1,2,2,dog-orange-6603,response,1736874998566,1736875006318.0,7752.0,7.752,117916.0,117.916,317637.0,317.637,1013092.0,1013.092
🔵 3p1 (N= 54),g8-m5wp79,First negotiation game-negotiation1,2,2,mouse-green-4201,response,1736874998566,1736875006022.0,7456.0,7.456,117916.0,117.916,317637.0,317.637,1013092.0,1013.092
🔵 3p1 (N= 54),g8-m5wp79,Second negotiation game-negotiation2_alternate_profile,0,0,dog-orange-6603,proposal,1736875122837,1736875175555,52718,52.718,146847.0,146.847,285044.0,285.044,1004857.0,1004.857
🔵 3p1 (N= 54),g8-m5wp79,Second negotiation game-negotiation2_alternate_profile,0,0,mouse-green-4201,response,1736875175555,1736875269684.0,94129.0,94.129,146847.0,146.847,285044.0,285.044,1004857.0,1004.857
🔵 3p1 (N= 54),g8-m5wp79,Second negotiation game-negotiation2_alternate_profile,0,0,owl-purple-3001,response,1736875175555,1736875237096.0,61541.0,61.541,146847.0,146.847,285044.0,285.044,1004857.0,1004.857
🔵 3p1 (N= 54),g8-m5wp79,Second negotiation game-negotiation2_alternate_profile,0,1,mouse-green-4201,proposal,1736875269684.0,1736875293478,23794.0,23.794,52191.0,52.191,285044.0,285.044,1004857.0,1004.857
🔵 3p1 (N= 54),g8-m5wp79,Second negotiation game-negotiation2_alternate_profile,0,1,dog-orange-6603,response,1736875293478,1736875297293.0,3815.0,3.815,52191.0,52.191,285044.0,285.044,1004857.0,1004.857
🔵 3p1 (N= 54),g8-m5wp79,Second negotiation game-negotiation2_alternate_profile,0,1,owl-purple-3001,response,1736875293478,1736875322099.0,28621.0,28.621,52191.0,52.191,285044.0,285.044,1004857.0,1004.857
🔵 3p1 (N= 54),g8-m5wp79,Second negotiation game-negotiation2_alternate_profile,0,2,owl-purple-3001,proposal,1736875322099.0,1736875374902,52803.0,52.803,86006.0,86.006,285044.0,285.044,1004857.0,1004.857
🔵 3p1 (N= 54),g8-m5wp79,Second negotiation game-negotiation2_alternate_profile,0,2,dog-orange-6603,response,1736875374902,1736875380396.0,5494.0,5.494,86006.0,86.006,285044.0,285.044,1004857.0,1004.857
🔵 3p1 (N= 54),g8-m5wp79,Second negotiation game-negotiation2_alternate_profile,0,2,mouse-green-4201,response,1736875374902,1736875408306.0,33404.0,33.404,86006.0,86.006,285044.0,285.044,1004857.0,1004.857
🔵 3p1 (N= 54),g8-m5wp79,Second negotiation game-negotiation2_alternate_profile,1,0,dog-orange-6603,proposal,1736875408520,1736875460383,51863,51.863,77721.0,77.721,491461.0,491.461,1004857.0,1004.857
🔵 3p1 (N= 54),g8-m5wp79,Second negotiation game-negotiation2_alternate_profile,1,0,owl-purple-3001,response,1736875460383,1736875486241.0,25858.0,25.858,77721.0,77.721,491461.0,491.461,1004857.0,1004.857
🔵 3p1 (N= 54),g8-m5wp79,Second negotiation game-negotiation2_alternate_profile,1,0,mouse-green-4201,response,1736875460383,1736875473759.0,13376.0,13.376,77721.0,77.721,491461.0,491.461,1004857.0,1004.857
🔵 3p1 (N= 54),g8-m5wp79,Second negotiation game-negotiation2_alternate_profile,1,1,mouse-green-4201,proposal,1736875486241.0,1736875514907,28666.0,28.666,75063.0,75.063,491461.0,491.461,1004857.0,1004.857
🔵 3p1 (N= 54),g8-m5wp79,Second negotiation game-negotiation2_alternate_profile,1,1,dog-orange-6603,response,1736875514907,1736875518571.0,3664.0,3.664,75063.0,75.063,491461.0,491.461,1004857.0,1004.857
🔵 3p1 (N= 54),g8-m5wp79,Second negotiation game-negotiation2_alternate_profile,1,1,owl-purple-3001,response,1736875514907,1736875561517.0,46610.0,46.61,75063.0,75.063,491461.0,491.461,1004857.0,1004.857
🔵 3p1 (N= 54),g8-m5wp79,Second negotiation game-negotiation2_alternate_profile,1,2,owl-purple-3001,proposal,1736875561517.0,1736875777980,216463.0,216.463,338677.0,338.677,491461.0,491.461,1004857.0,1004.857
🔵 3p1 (N= 54),g8-m5wp79,Second negotiation game-negotiation2_alternate_profile,1,2,mouse-green-4201,response,1736875777980,1736875900436.0,122456.0,122.456,338677.0,338.677,491461.0,491.461,1004857.0,1004.857
🔵 3p1 (N= 54),g8-m5wp79,Second negotiation game-negotiation2_alternate_profile,1,2,dog-orange-6603,response,1736875777980,1736875790736.0,12756.0,12.756,338677.0,338.677,491461.0,491.461,1004857.0,1004.857
🔵 3p1 (N= 54),g8-m5wp79,Second negotiation game-negotiation2_alternate_profile,2,0,dog-orange-6603,proposal,1736875900679,1736875946722,46043,46.043,86343.0,86.343,228352.0,228.352,1004857.0,1004.857
🔵 3p1 (N= 54),g8-m5wp79,Second negotiation game-negotiation2_alternate_profile,2,0,owl-purple-3001,response,1736875946722,1736875987022.0,40300.0,40.3,86343.0,86.343,228352.0,228.352,1004857.0,1004.857
🔵 3p1 (N= 54),g8-m5wp79,Second negotiation game-negotiation2_alternate_profile,2,0,mouse-green-4201,response,1736875946722,1736875956699.0,9977.0,9.977,86343.0,86.343,228352.0,228.352,1004857.0,1004.857
🔵 3p1 (N= 54),g8-m5wp79,Second negotiation game-negotiation2_alternate_profile,2,1,mouse-green-4201,proposal,1736875987022.0,1736876014156,27134.0,27.134,50453.0,50.453,228352.0,228.352,1004857.0,1004.857
🔵 3p1 (N= 54),g8-m5wp79,Second negotiation game-negotiation2_alternate_profile,2,1,dog-orange-6603,response,1736876014156,1736876035238.0,21082.0,21.082,50453.0,50.453,228352.0,228.352,1004857.0,1004.857
🔵 3p1 (N= 54),g8-m5wp79,Second negotiation game-negotiation2_alternate_profile,2,1,owl-purple-3001,response,1736876014156,1736876037779.0,23623.0,23.623,50453.0,50.453,228352.0,228.352,1004857.0,1004.857
🔵 3p1 (N= 54),g8-m5wp79,Second negotiation game-negotiation2_alternate_profile,2,2,owl-purple-3001,proposal,1736876037779.0,1736876076379,38600.0,38.6,91556.0,91.556,228352.0,228.352,1004857.0,1004.857
🔵 3p1 (N= 54),g8-m5wp79,Second negotiation game-negotiation2_alternate_profile,2,2,dog-orange-6603,response,1736876076379,1736876087982.0,11603.0,11.603,91556.0,91.556,228352.0,228.352,1004857.0,1004.857
🔵 3p1 (N= 54),g8-m5wp79,Second negotiation game-negotiation2_alternate_profile,2,2,mouse-green-4201,response,1736876076379,1736876129569.0,53190.0,53.19,91556.0,91.556,228352.0,228.352,1004857.0,1004.857
🔵 3p1 (N= 54),g9-m5wp79,First negotiation game-negotiation1,0,0,alligator-orange-6315,proposal,1736874073424,1736874106285,32861,32.861,42633.0,42.633,170723.0,170.723,515772.0,515.772
🔵 3p1 (N= 54),g9-m5wp79,First negotiation game-negotiation1,0,0,buffalo-purple-4069,response,1736874106285,1736874111509.0,5224.0,5.224,42633.0,42.633,170723.0,170.723,515772.0,515.772
🔵 3p1 (N= 54),g9-m5wp79,First negotiation game-negotiation1,0,0,rabbit-yellow-6681,response,1736874106285,1736874116057.0,9772.0,9.772,42633.0,42.633,170723.0,170.723,515772.0,515.772
🔵 3p1 (N= 54),g9-m5wp79,First negotiation game-negotiation1,0,1,buffalo-purple-4069,proposal,1736874116057.0,1736874147148,31091.0,31.091,72168.0,72.168,170723.0,170.723,515772.0,515.772
🔵 3p1 (N= 54),g9-m5wp79,First negotiation game-negotiation1,0,1,rabbit-yellow-6681,response,1736874147148,1736874188603.0,41455.0,41.455,72168.0,72.168,170723.0,170.723,515772.0,515.772
🔵 3p1 (N= 54),g9-m5wp79,First negotiation game-negotiation1,0,1,alligator-orange-6315,response,1736874147148,1736874161235.0,14087.0,14.087,72168.0,72.168,170723.0,170.723,515772.0,515.772
🔵 3p1 (N= 54),g9-m5wp79,First negotiation game-negotiation1,0,2,rabbit-yellow-6681,proposal,1736874188603.0,1736874224803,36200.0,36.2,55922.0,55.922,170723.0,170.723,515772.0,515.772
🔵 3p1 (N= 54),g9-m5wp79,First negotiation game-negotiation1,0,2,alligator-orange-6315,response,1736874224803,1736874244720.0,19917.0,19.917,55922.0,55.922,170723.0,170.723,515772.0,515.772
🔵 3p1 (N= 54),g9-m5wp79,First negotiation game-negotiation1,0,2,buffalo-purple-4069,response,1736874224803,1736874228580.0,3777.0,3.777,55922.0,55.922,170723.0,170.723,515772.0,515.772
🔵 3p1 (N= 54),g9-m5wp79,First negotiation game-negotiation1,1,0,alligator-orange-6315,proposal,1736874244925,1736874282367,37442,37.442,49714.0,49.714,167550.0,167.55,515772.0,515.772
🔵 3p1 (N= 54),g9-m5wp79,First negotiation game-negotiation1,1,0,rabbit-yellow-6681,response,1736874282367,1736874294639.0,12272.0,12.272,49714.0,49.714,167550.0,167.55,515772.0,515.772
🔵 3p1 (N= 54),g9-m5wp79,First negotiation game-negotiation1,1,0,buffalo-purple-4069,response,1736874282367,1736874287653.0,5286.0,5.286,49714.0,49.714,167550.0,167.55,515772.0,515.772
🔵 3p1 (N= 54),g9-m5wp79,First negotiation game-negotiation1,1,1,buffalo-purple-4069,proposal,1736874294639.0,1736874311338,16699.0,16.699,35038.0,35.038,167550.0,167.55,515772.0,515.772
🔵 3p1 (N= 54),g9-m5wp79,First negotiation game-negotiation1,1,1,alligator-orange-6315,response,1736874311338,1736874329961.0,18623.0,18.623,35038.0,35.038,167550.0,167.55,515772.0,515.772
🔵 3p1 (N= 54),g9-m5wp79,First negotiation game-negotiation1,1,1,rabbit-yellow-6681,response,1736874311338,1736874316985.0,5647.0,5.647,35038.0,35.038,167550.0,167.55,515772.0,515.772
🔵 3p1 (N= 54),g9-m5wp79,First negotiation game-negotiation1,1,2,rabbit-yellow-6681,proposal,1736874329961.0,1736874387753,57792.0,57.792,82798.0,82.798,167550.0,167.55,515772.0,515.772
🔵 3p1 (N= 54),g9-m5wp79,First negotiation game-negotiation1,1,2,alligator-orange-6315,response,1736874387753,1736874412961.0,25208.0,25.208,82798.0,82.798,167550.0,167.55,515772.0,515.772
🔵 3p1 (N= 54),g9-m5wp79,First negotiation game-negotiation1,1,2,buffalo-purple-4069,response,1736874387753,1736874391137.0,3384.0,3.384,82798.0,82.798,167550.0,167.55,515772.0,515.772
🔵 3p1 (N= 54),g9-m5wp79,First negotiation game-negotiation1,2,0,alligator-orange-6315,proposal,1736874413152,1736874436500,23348,23.348,29600.0,29.6,177499.0,177.499,515772.0,515.772
🔵 3p1 (N= 54),g9-m5wp79,First negotiation game-negotiation1,2,0,rabbit-yellow-6681,response,1736874436500,1736874442752.0,6252.0,6.252,29600.0,29.6,177499.0,177.499,515772.0,515.772
🔵 3p1 (N= 54),g9-m5wp79,First negotiation game-negotiation1,2,0,buffalo-purple-4069,response,1736874436500,1736874440371.0,3871.0,3.871,29600.0,29.6,177499.0,177.499,515772.0,515.772
🔵 3p1 (N= 54),g9-m5wp79,First negotiation game-negotiation1,2,1,buffalo-purple-4069,proposal,1736874442752.0,1736874482966,40214.0,40.214,53186.0,53.186,177499.0,177.499,515772.0,515.772
🔵 3p1 (N= 54),g9-m5wp79,First negotiation game-negotiation1,2,1,rabbit-yellow-6681,response,1736874482966,1736874485361.0,2395.0,2.395,53186.0,53.186,177499.0,177.499,515772.0,515.772
🔵 3p1 (N= 54),g9-m5wp79,First negotiation game-negotiation1,2,1,alligator-orange-6315,response,1736874482966,1736874496126.0,13160.0,13.16,53186.0,53.186,177499.0,177.499,515772.0,515.772
🔵 3p1 (N= 54),g9-m5wp79,First negotiation game-negotiation1,2,2,rabbit-yellow-6681,proposal,1736874496126.0,1736874548514,52388.0,52.388,94713.0,94.713,177499.0,177.499,515772.0,515.772
🔵 3p1 (N= 54),g9-m5wp79,First negotiation game-negotiation1,2,2,alligator-orange-6315,response,1736874548514,1736874591128.0,42614.0,42.614,94713.0,94.713,177499.0,177.499,515772.0,515.772
🔵 3p1 (N= 54),g9-m5wp79,First negotiation game-negotiation1,2,2,buffalo-purple-4069,response,1736874548514,1736874553434.0,4920.0,4.92,94713.0,94.713,177499.0,177.499,515772.0,515.772
🔵 3p1 (N= 54),g9-m5wp79,Second negotiation game-negotiation2_alternate_profile,0,0,alligator-orange-6315,proposal,1736874633468,1736874673347,39879,39.879,62467.0,62.467,122191.0,122.191,371027.0,371.027
🔵 3p1 (N= 54),g9-m5wp79,Second negotiation game-negotiation2_alternate_profile,0,0,rabbit-yellow-6681,response,1736874673347,1736874695935.0,22588.0,22.588,62467.0,62.467,122191.0,122.191,371027.0,371.027
🔵 3p1 (N= 54),g9-m5wp79,Second negotiation game-negotiation2_alternate_profile,0,0,buffalo-purple-4069,response,1736874673347,1736874678556.0,5209.0,5.209,62467.0,62.467,122191.0,122.191,371027.0,371.027
🔵 3p1 (N= 54),g9-m5wp79,Second negotiation game-negotiation2_alternate_profile,0,1,buffalo-purple-4069,proposal,1736874695935.0,1736874706261,10326.0,10.326,29510.0,29.51,122191.0,122.191,371027.0,371.027
🔵 3p1 (N= 54),g9-m5wp79,Second negotiation game-negotiation2_alternate_profile,0,1,rabbit-yellow-6681,response,1736874706261,1736874720371.0,14110.0,14.11,29510.0,29.51,122191.0,122.191,371027.0,371.027
🔵 3p1 (N= 54),g9-m5wp79,Second negotiation game-negotiation2_alternate_profile,0,1,alligator-orange-6315,response,1736874706261,1736874725598.0,19337.0,19.337,29510.0,29.51,122191.0,122.191,371027.0,371.027
🔵 3p1 (N= 54),g9-m5wp79,Second negotiation game-negotiation2_alternate_profile,0,2,rabbit-yellow-6681,proposal,1736874725598.0,1736874749329,23731.0,23.731,30214.0,30.214,122191.0,122.191,371027.0,371.027
🔵 3p1 (N= 54),g9-m5wp79,Second negotiation game-negotiation2_alternate_profile,0,2,buffalo-purple-4069,response,1736874749329,1736874753558.0,4229.0,4.229,30214.0,30.214,122191.0,122.191,371027.0,371.027
🔵 3p1 (N= 54),g9-m5wp79,Second negotiation game-negotiation2_alternate_profile,0,2,alligator-orange-6315,response,1736874749329,1736874756019.0,6690.0,6.69,30214.0,30.214,122191.0,122.191,371027.0,371.027
🔵 3p1 (N= 54),g9-m5wp79,Second negotiation game-negotiation2_alternate_profile,1,0,alligator-orange-6315,proposal,1736874756196,1736874775579,19383,19.383,41415.0,41.415,150893.0,150.893,371027.0,371.027
🔵 3p1 (N= 54),g9-m5wp79,Second negotiation game-negotiation2_alternate_profile,1,0,rabbit-yellow-6681,response,1736874775579,1736874797611.0,22032.0,22.032,41415.0,41.415,150893.0,150.893,371027.0,371.027
🔵 3p1 (N= 54),g9-m5wp79,Second negotiation game-negotiation2_alternate_profile,1,0,buffalo-purple-4069,response,1736874775579,1736874779015.0,3436.0,3.436,41415.0,41.415,150893.0,150.893,371027.0,371.027
🔵 3p1 (N= 54),g9-m5wp79,Second negotiation game-negotiation2_alternate_profile,1,1,buffalo-purple-4069,proposal,1736874797611.0,1736874815869,18258.0,18.258,29677.0,29.677,150893.0,150.893,371027.0,371.027
🔵 3p1 (N= 54),g9-m5wp79,Second negotiation game-negotiation2_alternate_profile,1,1,rabbit-yellow-6681,response,1736874815869,1736874827480.0,11611.0,11.611,29677.0,29.677,150893.0,150.893,371027.0,371.027
🔵 3p1 (N= 54),g9-m5wp79,Second negotiation game-negotiation2_alternate_profile,1,1,alligator-orange-6315,response,1736874815869,1736874827103.0,11234.0,11.234,29677.0,29.677,150893.0,150.893,371027.0,371.027
🔵 3p1 (N= 54),g9-m5wp79,Second negotiation game-negotiation2_alternate_profile,1,2,rabbit-yellow-6681,proposal,1736874827480.0,1736874852786,25306.0,25.306,79801.0,79.801,150893.0,150.893,371027.0,371.027
🔵 3p1 (N= 54),g9-m5wp79,Second negotiation game-negotiation2_alternate_profile,1,2,buffalo-purple-4069,response,1736874852786,1736874855818.0,3032.0,3.032,79801.0,79.801,150893.0,150.893,371027.0,371.027
🔵 3p1 (N= 54),g9-m5wp79,Second negotiation game-negotiation2_alternate_profile,1,2,alligator-orange-6315,response,1736874852786,1736874907447.0,54661.0,54.661,79801.0,79.801,150893.0,150.893,371027.0,371.027
🔵 3p1 (N= 54),g9-m5wp79,Second negotiation game-negotiation2_alternate_profile,2,0,alligator-orange-6315,proposal,1736874907622,1736874929158,21536,21.536,24742.0,24.742,97943.0,97.943,371027.0,371.027
🔵 3p1 (N= 54),g9-m5wp79,Second negotiation game-negotiation2_alternate_profile,2,0,rabbit-yellow-6681,response,1736874929158,1736874931012.0,1854.0,1.854,24742.0,24.742,97943.0,97.943,371027.0,371.027
🔵 3p1 (N= 54),g9-m5wp79,Second negotiation game-negotiation2_alternate_profile,2,0,buffalo-purple-4069,response,1736874929158,1736874932364.0,3206.0,3.206,24742.0,24.742,97943.0,97.943,371027.0,371.027
🔵 3p1 (N= 54),g9-m5wp79,Second negotiation game-negotiation2_alternate_profile,2,1,buffalo-purple-4069,proposal,1736874932364.0,1736874942623,10259.0,10.259,25863.0,25.863,97943.0,97.943,371027.0,371.027
🔵 3p1 (N= 54),g9-m5wp79,Second negotiation game-negotiation2_alternate_profile,2,1,alligator-orange-6315,response,1736874942623,1736874958402.0,15779.0,15.779,25863.0,25.863,97943.0,97.943,371027.0,371.027
🔵 3p1 (N= 54),g9-m5wp79,Second negotiation game-negotiation2_alternate_profile,2,1,rabbit-yellow-6681,response,1736874942623,1736874944716.0,2093.0,2.093,25863.0,25.863,97943.0,97.943,371027.0,371.027
🔵 3p1 (N= 54),g9-m5wp79,Second negotiation game-negotiation2_alternate_profile,2,2,rabbit-yellow-6681,proposal,1736874958402.0,1736874996951,38549.0,38.549,47338.0,47.338,97943.0,97.943,371027.0,371.027
🔵 3p1 (N= 54),g9-m5wp79,Second negotiation game-negotiation2_alternate_profile,2,2,alligator-orange-6315,response,1736874996951,1736875005946.0,8995.0,8.995,47338.0,47.338,97943.0,97.943,371027.0,371.027
🔵 3p1 (N= 54),g9-m5wp79,Second negotiation game-negotiation2_alternate_profile,2,2,buffalo-purple-4069,response,1736874996951,1736875005858.0,8907.0,8.907,47338.0,47.338,97943.0,97.943,371027.0,371.027
🔵 3p1 (N= 54),g11-m5wp7b,First negotiation game-negotiation1,0,0,cat-green-4185,proposal,1736874239376,1736874263929,24553,24.553,60859.0,60.859,250446.0,250.446,720764.0,720.764
🔵 3p1 (N= 54),g11-m5wp7b,First negotiation game-negotiation1,0,0,iguana-yellow-3262,response,1736874263929,1736874294469.0,30540.0,30.54,60859.0,60.859,250446.0,250.446,720764.0,720.764
🔵 3p1 (N= 54),g11-m5wp7b,First negotiation game-negotiation1,0,0,zebra-pink-2457,response,1736874263929,1736874300235.0,36306.0,36.306,60859.0,60.859,250446.0,250.446,720764.0,720.764
🔵 3p1 (N= 54),g11-m5wp7b,First negotiation game-negotiation1,0,1,iguana-yellow-3262,proposal,1736874300235.0,1736874338777,38542.0,38.542,66602.0,66.602,250446.0,250.446,720764.0,720.764
🔵 3p1 (N= 54),g11-m5wp7b,First negotiation game-negotiation1,0,1,zebra-pink-2457,response,1736874338777,1736874366979.0,28202.0,28.202,66602.0,66.602,250446.0,250.446,720764.0,720.764
🔵 3p1 (N= 54),g11-m5wp7b,First negotiation game-negotiation1,0,1,cat-green-4185,response,1736874338777,1736874350478.0,11701.0,11.701,66602.0,66.602,250446.0,250.446,720764.0,720.764
