metric,rmse,mae,r2,n_pairs
mean_contribution_rate,0.2537930228881041,0.22949097640997784,-9.878963466244754,18
punishment_rate,0.22085152075139725,0.13702397584831366,-6.2244672474318445,18
reward_rate,0.2063717754045245,0.13616033950085674,-1.5911786472708958,18
normalized_efficiency,0.3738104475568986,0.3165951798193837,-14.15403991783888,18
