metric,num_treatments,mae,rmse,spearman
final_round_normalized_efficiency,40,0.5628304095885125,0.633240939047256,0.23062488677775655
final_total_contribution_rate,40,0.5295637482404112,0.5826948719986664,0.27407929442793655
first_round_normalized_efficiency,40,0.12878021288620217,0.14883377891555963,0.6000000000000001
first_round_total_contribution_rate,40,0.12673612728341346,0.14226725320214695,0.6371141758138662
mean_round_normalized_efficiency,40,0.3209097115874635,0.377159195924569,0.05497185741088181
mean_total_contribution_rate,40,0.27874740857537217,0.32526955483639985,0.2654784240150094
