custom_id,record_id,unit_id,treatment_name,variant,model,num_days,num_trials_per_day,num_ratings
longitudinal_trust_game_ht863__615b1dd70ea29dab84a56e63,615b1dd70ea29dab84a56e63,615b1dd70ea29dab84a56e63,LONGITUDINAL_TRUST_PANEL,twin_sampled_unadjusted_seed_0,gpt-5.1,10,16,160
longitudinal_trust_game_ht863__615b4c49766af3c7e8cff5de,615b4c49766af3c7e8cff5de,615b4c49766af3c7e8cff5de,LONGITUDINAL_TRUST_PANEL,twin_sampled_unadjusted_seed_0,gpt-5.1,10,16,160
longitudinal_trust_game_ht863__615b623e5454cb07df212787,615b623e5454cb07df212787,615b623e5454cb07df212787,LONGITUDINAL_TRUST_PANEL,twin_sampled_unadjusted_seed_0,gpt-5.1,10,16,160
longitudinal_trust_game_ht863__615b72a19f06af41dfa354ff,615b72a19f06af41dfa354ff,615b72a19f06af41dfa354ff,LONGITUDINAL_TRUST_PANEL,twin_sampled_unadjusted_seed_0,gpt-5.1,10,16,160
longitudinal_trust_game_ht863__615bf214a1e078163ac4fc3b,615bf214a1e078163ac4fc3b,615bf214a1e078163ac4fc3b,LONGITUDINAL_TRUST_PANEL,twin_sampled_unadjusted_seed_0,gpt-5.1,10,16,160
longitudinal_trust_game_ht863__615c157bdaf8983f9035e9d2,615c157bdaf8983f9035e9d2,615c157bdaf8983f9035e9d2,LONGITUDINAL_TRUST_PANEL,twin_sampled_unadjusted_seed_0,gpt-5.1,10,16,160
longitudinal_trust_game_ht863__615c17dac17d529070394f43,615c17dac17d529070394f43,615c17dac17d529070394f43,LONGITUDINAL_TRUST_PANEL,twin_sampled_unadjusted_seed_0,gpt-5.1,10,16,160
longitudinal_trust_game_ht863__615c49ef513583533427c961,615c49ef513583533427c961,615c49ef513583533427c961,LONGITUDINAL_TRUST_PANEL,twin_sampled_unadjusted_seed_0,gpt-5.1,10,16,160
longitudinal_trust_game_ht863__615c849b48713c9f8fbd0e02,615c849b48713c9f8fbd0e02,615c849b48713c9f8fbd0e02,LONGITUDINAL_TRUST_PANEL,twin_sampled_unadjusted_seed_0,gpt-5.1,10,16,160
longitudinal_trust_game_ht863__615cbdbb3af3ad95e2f9ef73,615cbdbb3af3ad95e2f9ef73,615cbdbb3af3ad95e2f9ef73,LONGITUDINAL_TRUST_PANEL,twin_sampled_unadjusted_seed_0,gpt-5.1,10,16,160
longitudinal_trust_game_ht863__615dd4cefc17162af387f561,615dd4cefc17162af387f561,615dd4cefc17162af387f561,LONGITUDINAL_TRUST_PANEL,twin_sampled_unadjusted_seed_0,gpt-5.1,10,16,160
longitudinal_trust_game_ht863__615df2336a4398e7212d90d8,615df2336a4398e7212d90d8,615df2336a4398e7212d90d8,LONGITUDINAL_TRUST_PANEL,twin_sampled_unadjusted_seed_0,gpt-5.1,10,16,160
longitudinal_trust_game_ht863__615e067ade9fa5067a84b7f5,615e067ade9fa5067a84b7f5,615e067ade9fa5067a84b7f5,LONGITUDINAL_TRUST_PANEL,twin_sampled_unadjusted_seed_0,gpt-5.1,10,16,160
longitudinal_trust_game_ht863__615ec4f34cb81d7e58fa144c,615ec4f34cb81d7e58fa144c,615ec4f34cb81d7e58fa144c,LONGITUDINAL_TRUST_PANEL,twin_sampled_unadjusted_seed_0,gpt-5.1,10,16,160
longitudinal_trust_game_ht863__615ed10d0d5f13159d41df8c,615ed10d0d5f13159d41df8c,615ed10d0d5f13159d41df8c,LONGITUDINAL_TRUST_PANEL,twin_sampled_unadjusted_seed_0,gpt-5.1,10,16,160
longitudinal_trust_game_ht863__615ed991c284df94dbcc3e88,615ed991c284df94dbcc3e88,615ed991c284df94dbcc3e88,LONGITUDINAL_TRUST_PANEL,twin_sampled_unadjusted_seed_0,gpt-5.1,10,16,160
longitudinal_trust_game_ht863__615ef46dc297ea7d8d32c1b8,615ef46dc297ea7d8d32c1b8,615ef46dc297ea7d8d32c1b8,LONGITUDINAL_TRUST_PANEL,twin_sampled_unadjusted_seed_0,gpt-5.1,10,16,160
longitudinal_trust_game_ht863__615f2d67574095fe86bfe619,615f2d67574095fe86bfe619,615f2d67574095fe86bfe619,LONGITUDINAL_TRUST_PANEL,twin_sampled_unadjusted_seed_0,gpt-5.1,10,16,160
longitudinal_trust_game_ht863__615f351fd9dcdb5ae948f534,615f351fd9dcdb5ae948f534,615f351fd9dcdb5ae948f534,LONGITUDINAL_TRUST_PANEL,twin_sampled_unadjusted_seed_0,gpt-5.1,10,16,160
longitudinal_trust_game_ht863__615f374cefabec945b04b5e9,615f374cefabec945b04b5e9,615f374cefabec945b04b5e9,LONGITUDINAL_TRUST_PANEL,twin_sampled_unadjusted_seed_0,gpt-5.1,10,16,160
longitudinal_trust_game_ht863__615f3d317a2cc5451f67a9fa,615f3d317a2cc5451f67a9fa,615f3d317a2cc5451f67a9fa,LONGITUDINAL_TRUST_PANEL,twin_sampled_unadjusted_seed_0,gpt-5.1,10,16,160
longitudinal_trust_game_ht863__615f63604050148f6a3c2f37,615f63604050148f6a3c2f37,615f63604050148f6a3c2f37,LONGITUDINAL_TRUST_PANEL,twin_sampled_unadjusted_seed_0,gpt-5.1,10,16,160
longitudinal_trust_game_ht863__61601f0ddc31a716116888f1,61601f0ddc31a716116888f1,61601f0ddc31a716116888f1,LONGITUDINAL_TRUST_PANEL,twin_sampled_unadjusted_seed_0,gpt-5.1,10,16,160
longitudinal_trust_game_ht863__616032d21a16435a9ef61c93,616032d21a16435a9ef61c93,616032d21a16435a9ef61c93,LONGITUDINAL_TRUST_PANEL,twin_sampled_unadjusted_seed_0,gpt-5.1,10,16,160
longitudinal_trust_game_ht863__616049b131b4c14e2aa91023,616049b131b4c14e2aa91023,616049b131b4c14e2aa91023,LONGITUDINAL_TRUST_PANEL,twin_sampled_unadjusted_seed_0,gpt-5.1,10,16,160
longitudinal_trust_game_ht863__6160b7d85ad795c43cbd9530,6160b7d85ad795c43cbd9530,6160b7d85ad795c43cbd9530,LONGITUDINAL_TRUST_PANEL,twin_sampled_unadjusted_seed_0,gpt-5.1,10,16,160
longitudinal_trust_game_ht863__6160c92e9027d2e219dc975a,6160c92e9027d2e219dc975a,6160c92e9027d2e219dc975a,LONGITUDINAL_TRUST_PANEL,twin_sampled_unadjusted_seed_0,gpt-5.1,10,16,160
longitudinal_trust_game_ht863__61619dfa42d135d81f443935,61619dfa42d135d81f443935,61619dfa42d135d81f443935,LONGITUDINAL_TRUST_PANEL,twin_sampled_unadjusted_seed_0,gpt-5.1,10,16,160
longitudinal_trust_game_ht863__6161d2329a7b14fb4a336f73,6161d2329a7b14fb4a336f73,6161d2329a7b14fb4a336f73,LONGITUDINAL_TRUST_PANEL,twin_sampled_unadjusted_seed_0,gpt-5.1,10,16,160
longitudinal_trust_game_ht863__6161e9289e5e2f9c0840f65f,6161e9289e5e2f9c0840f65f,6161e9289e5e2f9c0840f65f,LONGITUDINAL_TRUST_PANEL,twin_sampled_unadjusted_seed_0,gpt-5.1,10,16,160
longitudinal_trust_game_ht863__61620ac8e2bd527aac44a634,61620ac8e2bd527aac44a634,61620ac8e2bd527aac44a634,LONGITUDINAL_TRUST_PANEL,twin_sampled_unadjusted_seed_0,gpt-5.1,10,16,160
longitudinal_trust_game_ht863__6162c650f52a251b60211e35,6162c650f52a251b60211e35,6162c650f52a251b60211e35,LONGITUDINAL_TRUST_PANEL,twin_sampled_unadjusted_seed_0,gpt-5.1,10,16,160
longitudinal_trust_game_ht863__6163f85ef1ba5916833c2e0c,6163f85ef1ba5916833c2e0c,6163f85ef1ba5916833c2e0c,LONGITUDINAL_TRUST_PANEL,twin_sampled_unadjusted_seed_0,gpt-5.1,10,16,160
longitudinal_trust_game_ht863__616422a381d6631da1ec2f59,616422a381d6631da1ec2f59,616422a381d6631da1ec2f59,LONGITUDINAL_TRUST_PANEL,twin_sampled_unadjusted_seed_0,gpt-5.1,10,16,160
longitudinal_trust_game_ht863__61644fb611c6cc3357cd781b,61644fb611c6cc3357cd781b,61644fb611c6cc3357cd781b,LONGITUDINAL_TRUST_PANEL,twin_sampled_unadjusted_seed_0,gpt-5.1,10,16,160
longitudinal_trust_game_ht863__61647688d6592403e31aa473,61647688d6592403e31aa473,61647688d6592403e31aa473,LONGITUDINAL_TRUST_PANEL,twin_sampled_unadjusted_seed_0,gpt-5.1,10,16,160
longitudinal_trust_game_ht863__61653785ff3b160656b83f60,61653785ff3b160656b83f60,61653785ff3b160656b83f60,LONGITUDINAL_TRUST_PANEL,twin_sampled_unadjusted_seed_0,gpt-5.1,10,16,160
