iteration,total_top1,candidate_identities,selected_identities,selected_identity_share,never_selected_identities,never_selected_identity_share,entropy_effective_n,entropy_effective_n_share,simpson_effective_n,simpson_effective_n_share,hhi,gini,top_1pct_share,top_5pct_share,top_10pct_share
2628,1536.0,144.0,144.0,1.0,0.0,0.0,139.1749109631895,0.9664924372443715,135.40495867768595,0.9403122130394858,0.00738525390625,0.14114040798611116,0.021484375,0.08072916666666667,0.14453125
2629,1536.0,144.0,144.0,1.0,0.0,0.0,139.61334014945737,0.9695370843712318,135.68530020703935,0.942259029215551,0.0073699951171875,0.1401005497685186,0.022135416666666668,0.083984375,0.14908854166666666
2630,1536.0,144.0,144.0,1.0,0.0,0.0,139.08660404631448,0.9658791947660728,134.73992004568817,0.9356938892061678,0.007421705457899306,0.14560727719907418,0.024739583333333332,0.087890625,0.15364583333333334
2631,1536.0,144.0,144.0,1.0,0.0,0.0,139.84135616759352,0.9711205289416216,136.28096118299447,0.9463955637707949,0.007337782118055555,0.13280345775462976,0.022135416666666668,0.08203125,0.14778645833333334
2632,1536.0,144.0,144.0,1.0,0.0,0.0,139.43207208749544,0.968278278385385,135.42050281253586,0.940420158420388,0.007384406195746528,0.14255099826388884,0.022786458333333332,0.08333333333333333,0.1484375
2633,1536.0,144.0,144.0,1.0,0.0,0.0,139.22889825774323,0.9668673490121057,135.20320916905445,0.9389111747851003,0.007396274142795139,0.14344618055555558,0.022135416666666668,0.083984375,0.150390625
2634,1536.0,144.0,144.0,1.0,0.0,0.0,139.59165960512615,0.9693865250355983,135.65409383624655,0.9420423183072677,0.007371690538194445,0.14047128182870372,0.022135416666666668,0.08203125,0.14908854166666666
2635,1536.0,144.0,144.0,1.0,0.0,0.0,139.64216134314097,0.96973723154959,135.888492109204,0.9436700840916945,0.007358974880642361,0.13618525752314814,0.022786458333333332,0.08333333333333333,0.14908854166666666
2636,1536.0,144.0,144.0,1.0,0.0,0.0,138.279572033872,0.9602748057907777,133.47454175152748,0.9269065399411631,0.0074920654296875,0.15990306712962976,0.022786458333333332,0.0859375,0.154296875
2637,1536.0,144.0,144.0,1.0,0.0,0.0,140.39440818390787,0.9749611679438046,137.04089219330854,0.9516728624535316,0.007297092013888889,0.12514467592592604,0.0234375,0.08268229166666667,0.14583333333333334
2638,1536.0,144.0,144.0,1.0,0.0,0.0,139.16974156585565,0.9664565386517753,135.0175117317157,0.9376216092480257,0.007406446668836805,0.14557110821759256,0.022786458333333332,0.083984375,0.150390625
2639,1536.0,144.0,144.0,1.0,0.0,0.0,139.98251344661986,0.9721007878237491,136.34396671289875,0.946833102172908,0.007334391276041667,0.13141999421296302,0.024088541666666668,0.08333333333333333,0.14908854166666666
2640,1536.0,144.0,144.0,1.0,0.0,0.0,140.94804091709955,0.9788058397020802,138.09974244907517,0.9590259892296886,0.007241143120659722,0.11460141782407418,0.022786458333333332,0.080078125,0.14322916666666666
2641,1536.0,144.0,144.0,1.0,0.0,0.0,139.5041602975819,0.9687788909554299,135.66969522714203,0.9421506612995975,0.007370842827690972,0.13962131076388884,0.021484375,0.08138020833333333,0.14908854166666666
2642,1536.0,144.0,144.0,1.0,0.0,0.0,139.20404246059178,0.9666947393096651,134.89399656946827,0.9367638650657519,0.007413228352864583,0.14752423321759256,0.022786458333333332,0.08463541666666667,0.15299479166666666
2643,1536.0,144.0,144.0,1.0,0.0,0.0,138.67259888263234,0.9630041589071691,134.20341296928328,0.9319681456200227,0.007451375325520833,0.14995659722222232,0.024088541666666668,0.087890625,0.15559895833333334
2644,1536.0,144.0,144.0,1.0,0.0,0.0,139.80535390256966,0.9708705132122893,136.09229349330872,0.9450853714813106,0.007347954644097222,0.13525390625,0.022135416666666668,0.08333333333333333,0.14973958333333334
2645,1536.0,144.0,144.0,1.0,0.0,0.0,139.85873343969402,0.9712412044423195,136.1079958463136,0.9451944155994,0.00734710693359375,0.13243272569444442,0.0234375,0.08463541666666667,0.15234375
2646,1536.0,144.0,144.0,1.0,0.0,0.0,140.6104865175854,0.9764617119276764,137.52016787129867,0.9550011657729074,0.007271660698784722,0.12272135416666674,0.021484375,0.07942708333333333,0.142578125
2647,1536.0,144.0,144.0,1.0,0.0,0.0,140.76228675821721,0.9775158802653974,137.88988895382818,0.9575686732904735,0.007252163357204861,0.11708803530092604,0.020833333333333332,0.07877604166666667,0.142578125
2648,1536.0,144.0,144.0,1.0,0.0,0.0,139.85790009046625,0.9712354172949045,136.26521889800162,0.9462862423472335,0.007338629828559028,0.13254123263888884,0.021484375,0.08203125,0.14973958333333334
2649,1536.0,144.0,144.0,1.0,0.0,0.0,138.69325579624,0.9631476096961111,134.1118690313779,0.9313324238290132,0.007456461588541667,0.1523799189814814,0.024739583333333332,0.08658854166666667,0.15494791666666666
2650,1536.0,144.0,144.0,1.0,0.0,0.0,139.19577726274778,0.9666373421024151,135.00205996795606,0.9375143053330282,0.007407294379340278,0.14389829282407418,0.024739583333333332,0.0859375,0.15104166666666666
2651,1536.0,144.0,144.0,1.0,0.0,0.0,140.43303806257234,0.9752294309900856,137.2002791346825,0.9527797162130729,0.007288614908854167,0.12424045138888884,0.022786458333333332,0.08203125,0.14583333333333334
2652,1536.0,144.0,144.0,1.0,0.0,0.0,139.6970152470871,0.9701181614381049,135.99815540696332,0.9444316347705786,0.007353040907118056,0.1355161313657407,0.022786458333333332,0.08268229166666667,0.14778645833333334
2653,1536.0,144.0,144.0,1.0,0.0,0.0,140.0648499043465,0.9726725687801839,136.48594238111767,0.9478190443133171,0.007326761881510417,0.13245985243055558,0.021484375,0.080078125,0.1484375
2654,1536.0,144.0,144.0,1.0,0.0,0.0,138.46541326921133,0.9615653699250787,133.83798502382572,0.9294304515543453,0.007471720377604167,0.1559516059027779,0.0234375,0.0859375,0.15364583333333334
2655,1536.0,144.0,144.0,1.0,0.0,0.0,139.34497429210407,0.967673432584056,135.35834767641995,0.9399885255306941,0.007387797037760417,0.13853624131944442,0.024739583333333332,0.08723958333333333,0.15169270833333334
2656,1536.0,144.0,144.0,1.0,0.0,0.0,138.48065004026375,0.961671180835165,134.00522549130977,0.9305918436896512,0.007462395562065972,0.15029116030092604,0.022786458333333332,0.08723958333333333,0.15690104166666666
2657,1536.0,144.0,144.0,1.0,0.0,0.0,139.61151529213075,0.969524411750908,135.73213669313083,0.9425842825911863,0.007367451985677083,0.13862666377314814,0.022786458333333332,0.08463541666666667,0.14973958333333334
2658,1536.0,144.0,144.0,1.0,0.0,0.0,140.89851921114118,0.9784619389662582,138.14826092048247,0.959362923058906,0.007238599989149306,0.11572265625,0.020182291666666668,0.076171875,0.13997395833333334
2659,1536.0,144.0,144.0,1.0,0.0,0.0,140.31719626749523,0.974424974079828,137.16837209302327,0.9525581395348838,0.007290310329861111,0.12309208622685186,0.022786458333333332,0.080078125,0.142578125
2660,1536.0,144.0,144.0,1.0,0.0,0.0,138.67894983931902,0.9630482627730488,134.21868244396404,0.9320741836386391,0.007450527615017361,0.15341977719907418,0.021484375,0.08333333333333333,0.15169270833333334
2661,1536.0,144.0,144.0,1.0,0.0,0.0,139.8216542480083,0.9709837100556131,136.24948024948026,0.9461769461769463,0.0073394775390625,0.13198061342592604,0.022786458333333332,0.08203125,0.14778645833333334
2662,1536.0,144.0,144.0,1.0,0.0,0.0,140.06536384623274,0.9726761378210607,136.48594238111767,0.9478190443133171,0.007326761881510417,0.1327763310185186,0.022135416666666668,0.08268229166666667,0.14713541666666666
2663,1536.0,144.0,144.0,1.0,0.0,0.0,138.87613550322885,0.9644176076613115,134.66301369863012,0.935159817351598,0.007425944010416667,0.14678276909722232,0.0234375,0.08463541666666667,0.15169270833333334
2664,1536.0,144.0,144.0,1.0,0.0,0.0,138.57495603637653,0.9623260835859482,133.8683613254653,0.929641398093509,0.007470024956597222,0.15368200231481488,0.024739583333333332,0.08919270833333333,0.15625
2665,1536.0,144.0,144.0,1.0,0.0,0.0,139.44656451283365,0.9683789202280114,135.49827705031012,0.9409602572938203,0.007380167643229167,0.13990162037037046,0.0234375,0.08463541666666667,0.14973958333333334
2666,1536.0,144.0,144.0,1.0,0.0,0.0,139.6930208600662,0.9700904226393487,135.91980642931213,0.943887544648001,0.007357279459635417,0.13491030092592604,0.0234375,0.08463541666666667,0.15169270833333334
2667,1536.0,144.0,144.0,1.0,0.0,0.0,139.56154248530854,0.9691773783701981,135.73213669313083,0.9425842825911863,0.007367451985677083,0.13411458333333326,0.024088541666666668,0.08723958333333333,0.15234375
2668,1536.0,144.0,144.0,1.0,0.0,0.0,138.83177856868718,0.964109573393661,134.5554921866089,0.9344131401847839,0.007431877983940972,0.14975766782407418,0.022786458333333332,0.08268229166666667,0.1484375
2669,1536.0,144.0,144.0,1.0,0.0,0.0,139.79335225676624,0.9707871684497655,136.1079958463136,0.9451944155994,0.00734710693359375,0.13520869502314814,0.022786458333333332,0.08268229166666667,0.1484375
2670,1536.0,144.0,144.0,1.0,0.0,0.0,138.74057209091418,0.963476195075793,134.18814696849049,0.9318621317256284,0.007452223036024306,0.15100549768518512,0.0234375,0.087890625,0.15559895833333334
2671,1536.0,144.0,144.0,1.0,0.0,0.0,139.56685534195333,0.9692142732080092,135.48271505685082,0.9408521878947974,0.007381015353732639,0.1413935908564814,0.022135416666666668,0.08528645833333333,0.15364583333333334
2672,1536.0,144.0,144.0,1.0,0.0,0.0,139.8657479152021,0.9712899160777924,136.34396671289875,0.946833102172908,0.007334391276041667,0.1334906684027779,0.020833333333333332,0.080078125,0.14518229166666666
2673,1536.0,144.0,144.0,1.0,0.0,0.0,138.78842897966769,0.9638085345810256,134.46346745697025,0.9337740795622934,0.007436964246961806,0.1511411313657407,0.022135416666666668,0.08268229166666667,0.14973958333333334
2674,1536.0,144.0,144.0,1.0,0.0,0.0,137.96301838216655,0.9580765165428233,132.72367236723673,0.9216921692169218,0.007534450954861111,0.16550021701388884,0.0234375,0.08919270833333333,0.15950520833333334
2675,1536.0,144.0,144.0,1.0,0.0,0.0,139.65498317853516,0.9698262720731609,135.841547673883,0.943344081068632,0.007361518012152778,0.13827401620370372,0.022135416666666668,0.08333333333333333,0.1484375
2676,1536.0,144.0,144.0,1.0,0.0,0.0,139.31631427227111,0.9674744046685494,135.21870701513066,0.9390187987161851,0.007395426432291667,0.14371744791666674,0.022786458333333332,0.08463541666666667,0.150390625
2677,1536.0,144.0,144.0,1.0,0.0,0.0,140.29467883585627,0.9742686030267796,136.8977602413833,0.9506788905651619,0.007304721408420139,0.12782118055555558,0.022135416666666668,0.08268229166666667,0.14713541666666666
2678,1536.0,144.0,144.0,1.0,0.0,0.0,139.0172420244503,0.9653975140586826,134.7553118574366,0.9358007767877541,0.007420857747395833,0.14570674189814814,0.0234375,0.087890625,0.15299479166666666
2679,1536.0,144.0,144.0,1.0,0.0,0.0,138.42261846601366,0.9612681837917615,133.74693877551022,0.9287981859410431,0.007476806640625,0.15420645254629628,0.0234375,0.08854166666666667,0.158203125
2680,1536.0,144.0,144.0,1.0,0.0,0.0,138.9418919398848,0.9648742495825334,134.54014598540144,0.9343065693430656,0.007432725694444445,0.1489438657407407,0.022786458333333332,0.08723958333333333,0.15494791666666666
2681,1536.0,144.0,144.0,1.0,0.0,0.0,139.67618911739882,0.9699735355374918,135.95113518497178,0.9441051054511929,0.007355584038628472,0.13736979166666674,0.021484375,0.08072916666666667,0.14713541666666666
2682,1536.0,144.0,144.0,1.0,0.0,0.0,140.07711474173846,0.9727577412620726,136.51753269297535,0.9480384214789955,0.007325066460503472,0.13060619212962976,0.022135416666666668,0.08203125,0.1484375
2683,1536.0,144.0,144.0,1.0,0.0,0.0,139.23741692896238,0.9669265064511277,135.26522187822496,0.9393418185987845,0.00739288330078125,0.14263237847222232,0.022135416666666668,0.08203125,0.14908854166666666
2684,1536.0,144.0,144.0,1.0,0.0,0.0,139.03100995167514,0.9654931246644107,134.60155180282976,0.9347329986307622,0.007429334852430556,0.14761465567129628,0.024088541666666668,0.087890625,0.15625
2685,1536.0,144.0,144.0,1.0,0.0,0.0,140.61471341662704,0.9764910653932434,137.55223880597015,0.9552238805970149,0.007269965277777778,0.1203070746527779,0.022135416666666668,0.08072916666666667,0.14453125
2686,1536.0,144.0,144.0,1.0,0.0,0.0,140.04678921231599,0.9725471473077499,136.45436668594564,0.9475997686524003,0.007328457302517361,0.13094979745370372,0.022786458333333332,0.08463541666666667,0.14973958333333334
2687,1536.0,144.0,144.0,1.0,0.0,0.0,140.33689879556906,0.9745617971914518,137.00905923344948,0.951451800232288,0.007298787434895833,0.12777596932870372,0.021484375,0.08072916666666667,0.14583333333333334
2688,1536.0,144.0,144.0,1.0,0.0,0.0,139.59477599904812,0.9694081666600565,135.79463566248418,0.9430183032116957,0.007364061143663194,0.13684534143518512,0.024739583333333332,0.08333333333333333,0.14713541666666666
2689,1536.0,144.0,144.0,1.0,0.0,0.0,140.1416754008738,0.9732060791727347,136.73907499710214,0.9495769097020982,0.007313198513454861,0.12749565972222232,0.022786458333333332,0.08268229166666667,0.146484375
2690,1536.0,144.0,144.0,1.0,0.0,0.0,139.18493701704344,0.9665620626183572,135.03296703296704,0.9377289377289377,0.007405598958333333,0.14641203703703698,0.022135416666666668,0.08333333333333333,0.14908854166666666
2691,1536.0,144.0,144.0,1.0,0.0,0.0,139.32962041891707,0.9675668084647019,135.24971336849347,0.939234120614538,0.007393731011284722,0.14389829282407418,0.022135416666666668,0.08268229166666667,0.15104166666666666
2692,1536.0,144.0,144.0,1.0,0.0,0.0,139.54246314574448,0.9690448829565589,135.6073111851937,0.9417174387860674,0.007374233669704861,0.13956705729166674,0.022786458333333332,0.083984375,0.14973958333333334
2693,1536.0,144.0,144.0,1.0,0.0,0.0,138.26875941383918,0.9601997181516609,133.4443438914027,0.9266968325791853,0.007493760850694445,0.15749782986111116,0.0234375,0.087890625,0.158203125
2694,1536.0,144.0,144.0,1.0,0.0,0.0,140.5848440917347,0.9762836395259354,137.47208950005827,0.9546672881948491,0.007274203830295139,0.12245912905092604,0.022135416666666668,0.08072916666666667,0.14322916666666666
2695,1536.0,144.0,144.0,1.0,0.0,0.0,140.14429184426302,0.9732242489184932,136.62821403752605,0.9488070419272643,0.007319132486979167,0.1252079716435186,0.024739583333333332,0.0859375,0.14973958333333334
2696,1536.0,144.0,144.0,1.0,0.0,0.0,140.07431854125068,0.9727383232031297,136.6440403104367,0.9489169466002549,0.007318284776475694,0.1262387876157407,0.0234375,0.083984375,0.14973958333333334
2697,1536.0,144.0,144.0,1.0,0.0,0.0,140.0673524409965,0.9726899475069202,136.69154113557357,0.9492468134414831,0.007315741644965278,0.13042534722222232,0.020833333333333332,0.07942708333333333,0.14388020833333334
2698,1536.0,144.0,144.0,1.0,0.0,0.0,139.62559867934658,0.9696222130510179,135.71652093879428,0.942475839852738,0.007368299696180556,0.13982024016203698,0.022135416666666668,0.08333333333333333,0.150390625
2699,1536.0,144.0,144.0,1.0,0.0,0.0,140.5592779500792,0.9761060968755501,137.42404473438955,0.9543336439888164,0.007276746961805556,0.1229926215277779,0.021484375,0.080078125,0.14453125
2700,1536.0,144.0,144.0,1.0,0.0,0.0,139.0509248755416,0.9656314227468167,134.66301369863012,0.935159817351598,0.007425944010416667,0.14834707754629628,0.022786458333333332,0.0859375,0.154296875
2701,1536.0,144.0,144.0,1.0,0.0,0.0,140.09968219614782,0.972914459695471,136.6440403104367,0.9489169466002549,0.007318284776475694,0.1322880497685186,0.020833333333333332,0.07942708333333333,0.14322916666666666
2702,1536.0,144.0,144.0,1.0,0.0,0.0,138.7492875696418,0.9635367192336237,134.20341296928328,0.9319681456200227,0.007451375325520833,0.15294958043981488,0.0234375,0.08658854166666667,0.154296875
2703,1536.0,144.0,144.0,1.0,0.0,0.0,140.15252400078867,0.9732814166721435,136.75492696498955,0.9496869928124274,0.007312350802951389,0.12822808159722232,0.022786458333333332,0.08138020833333333,0.14518229166666666
2704,1536.0,144.0,144.0,1.0,0.0,0.0,139.3118832564543,0.9674436337253771,135.35834767641995,0.9399885255306941,0.007387797037760417,0.14029947916666674,0.022786458333333332,0.08528645833333333,0.15234375
2705,1536.0,144.0,144.0,1.0,0.0,0.0,138.79947803790537,0.9638852641521206,134.57084188911705,0.9345197353410906,0.0074310302734375,0.1494502314814814,0.022135416666666668,0.08333333333333333,0.14973958333333334
2706,1536.0,144.0,144.0,1.0,0.0,0.0,140.35023691793347,0.9746544230412046,137.2002791346825,0.9527797162130729,0.007288614908854167,0.1249638310185186,0.021484375,0.07942708333333333,0.14322916666666666
2707,1536.0,144.0,144.0,1.0,0.0,0.0,140.29959736053635,0.9743027594481691,136.96133751306166,0.9511203993962616,0.00730133056640625,0.12797489872685186,0.020833333333333332,0.08072916666666667,0.14518229166666666
2708,1536.0,144.0,144.0,1.0,0.0,0.0,139.90819558058908,0.9715846915318687,136.15512465373962,0.9455216989843029,0.007344563802083333,0.13416883680555558,0.022786458333333332,0.083984375,0.150390625
2709,1536.0,144.0,144.0,1.0,0.0,0.0,138.51582140452297,0.9619154264202984,133.79244641034367,0.9291142111829421,0.007474263509114583,0.15388093171296302,0.025390625,0.08854166666666667,0.15690104166666666
2710,1536.0,144.0,144.0,1.0,0.0,0.0,138.96682869320827,0.965047421480613,134.6322757361333,0.9349463592787034,0.007427639431423611,0.14711733217592604,0.0234375,0.08658854166666667,0.15364583333333334
2711,1536.0,144.0,144.0,1.0,0.0,0.0,139.87710567369103,0.9713687894006322,136.29670710571924,0.9465049104563836,0.007336934407552083,0.13484700520833326,0.021484375,0.080078125,0.14518229166666666
2712,1536.0,144.0,144.0,1.0,0.0,0.0,138.18011957787903,0.959584163735271,133.24839037614367,0.9253360442787755,0.007504781087239584,0.15812174479166674,0.025390625,0.08984375,0.15559895833333334
2713,1536.0,144.0,144.0,1.0,0.0,0.0,140.01579718078347,0.9723319248665518,136.4385843164469,0.9474901688642147,0.007329305013020833,0.13285771122685186,0.022135416666666668,0.08268229166666667,0.14778645833333334
2714,1536.0,144.0,144.0,1.0,0.0,0.0,138.67419328420084,0.9630152311402836,133.944362438969,0.9301691836039514,0.007465786404079861,0.1547670717592593,0.024088541666666668,0.08658854166666667,0.15559895833333334
2715,1536.0,144.0,144.0,1.0,0.0,0.0,140.24775028294263,0.9739427102982128,136.8342419672892,0.9502377914395083,0.007308112250434028,0.12939453125,0.021484375,0.08203125,0.14583333333333334
2716,1536.0,144.0,144.0,1.0,0.0,0.0,139.39360055407812,0.9680111149588758,135.3738811108561,0.9400963966031674,0.007386949327256944,0.13995587384259256,0.024088541666666668,0.0859375,0.15234375
2717,1536.0,144.0,144.0,1.0,0.0,0.0,140.53647518190914,0.9759477443188135,137.4881118881119,0.9547785547785548,0.007273356119791667,0.12159107349537046,0.020833333333333332,0.07942708333333333,0.14322916666666666
2718,1536.0,144.0,144.0,1.0,0.0,0.0,139.35673404469344,0.9677550975325934,135.24971336849347,0.939234120614538,0.007393731011284722,0.1427860966435186,0.022786458333333332,0.0859375,0.15299479166666666
2719,1536.0,144.0,144.0,1.0,0.0,0.0,139.43031785289463,0.9682660962006572,135.42050281253586,0.940420158420388,0.007384406195746528,0.13957609953703698,0.024088541666666668,0.08528645833333333,0.15104166666666666
2720,1536.0,144.0,144.0,1.0,0.0,0.0,139.12499629393747,0.966145807596788,134.95572588948633,0.9371925408992107,0.007409837510850694,0.14388020833333326,0.0234375,0.08658854166666667,0.15364583333333334
2721,1536.0,144.0,144.0,1.0,0.0,0.0,139.7516899578263,0.9704978469293493,136.09229349330872,0.9450853714813106,0.007347954644097222,0.13321940104166674,0.0234375,0.083984375,0.1484375
2722,1536.0,144.0,144.0,1.0,0.0,0.0,138.61538727789392,0.9626068560964856,134.14236979758928,0.9315442347054811,0.007454766167534722,0.15436017071759256,0.022786458333333332,0.08138020833333333,0.14713541666666666
2723,1536.0,144.0,144.0,1.0,0.0,0.0,139.0659587127585,0.9657358243941562,134.89399656946827,0.9367638650657519,0.007413228352864583,0.1457338686342593,0.0234375,0.08528645833333333,0.14908854166666666
2724,1536.0,144.0,144.0,1.0,0.0,0.0,140.27119915293042,0.9741055496731279,136.88187514504526,0.9505685773961476,0.007305569118923611,0.12785734953703698,0.022135416666666668,0.08268229166666667,0.146484375
2725,1536.0,144.0,144.0,1.0,0.0,0.0,138.69491524030428,0.9631591336132241,134.32566613527672,0.9328171259394217,0.007444593641493055,0.15271448206018512,0.020833333333333332,0.08268229166666667,0.150390625
2726,1536.0,144.0,144.0,1.0,0.0,0.0,139.64711788834285,0.9697716520023809,135.9668049792531,0.9442139234670355,0.007354736328125,0.13535337094907418,0.022786458333333332,0.08268229166666667,0.146484375
2727,1536.0,144.0,144.0,1.0,0.0,0.0,140.7664793086657,0.9775449951990675,138.0028076743098,0.9583528310715957,0.007246229383680555,0.11675347222222232,0.020182291666666668,0.076171875,0.13671875
2728,1536.0,144.0,144.0,1.0,0.0,0.0,140.77862494149505,0.9776293398714935,137.90600888473227,0.9576806172550852,0.007251315646701389,0.1171694155092593,0.020833333333333332,0.07942708333333333,0.142578125
2729,1536.0,144.0,144.0,1.0,0.0,0.0,140.2621045344009,0.9740423926000061,136.86599373477202,0.9504582898248057,0.007306416829427083,0.12919560185185186,0.020833333333333332,0.08072916666666667,0.146484375
2730,1536.0,144.0,144.0,1.0,0.0,0.0,138.0979905469662,0.9590138232428208,133.45944111324812,0.9268016743975563,0.007492913140190972,0.1586371527777779,0.022135416666666668,0.08463541666666667,0.15299479166666666
2731,1536.0,144.0,144.0,1.0,0.0,0.0,140.0852133983211,0.9728139819327853,136.73907499710214,0.9495769097020982,0.007313198513454861,0.1296205873842593,0.020833333333333332,0.080078125,0.14453125
2732,1536.0,144.0,144.0,1.0,0.0,0.0,139.61987741558278,0.9695824820526582,135.8728403593642,0.9435613913844736,0.007359822591145833,0.13584165219907418,0.024088541666666668,0.08268229166666667,0.146484375
2733,1536.0,144.0,144.0,1.0,0.0,0.0,139.23457726731056,0.9669067865785456,135.01751173171567,0.9376216092480255,0.007406446668836806,0.14606843171296302,0.0234375,0.083984375,0.15104166666666666
2734,1536.0,144.0,144.0,1.0,0.0,0.0,139.25362684240739,0.9670390752944957,135.06388825280513,0.9379436684222578,0.007403903537326389,0.14264142071759256,0.024739583333333332,0.08723958333333333,0.15299479166666666
2735,1536.0,144.0,144.0,1.0,0.0,0.0,139.86301619149364,0.9712709457742614,136.34396671289875,0.946833102172908,0.007334391276041667,0.13320131655092604,0.022135416666666668,0.08072916666666667,0.14453125
2736,1536.0,144.0,144.0,1.0,0.0,0.0,139.86413935458438,0.9712787455179471,136.06089965397922,0.944867358708189,0.007349650065104167,0.13554325810185186,0.022786458333333332,0.08528645833333333,0.150390625
2737,1536.0,144.0,144.0,1.0,0.0,0.0,139.46412154908762,0.9685008440908862,135.28073394495414,0.9394495412844037,0.007392035590277778,0.14162868923611116,0.0234375,0.08723958333333333,0.15364583333333334
2738,1536.0,144.0,144.0,1.0,0.0,0.0,139.7714482648907,0.9706350573950743,136.06089965397922,0.944867358708189,0.007349650065104167,0.13413266782407418,0.0234375,0.08463541666666667,0.150390625
2739,1536.0,144.0,144.0,1.0,0.0,0.0,139.11664085475698,0.9660877837135902,134.95572588948633,0.9371925408992107,0.007409837510850694,0.14666521990740744,0.022786458333333332,0.08203125,0.1484375
2740,1536.0,144.0,144.0,1.0,0.0,0.0,140.0389613806294,0.9724927873654818,136.3754913294798,0.9470520231213874,0.007332695855034722,0.13293909143518512,0.021484375,0.08268229166666667,0.15104166666666666
2741,1536.0,144.0,144.0,1.0,0.0,0.0,140.11043533329342,0.9729891342589821,136.75492696498955,0.9496869928124274,0.007312350802951389,0.12704354745370372,0.022786458333333332,0.08268229166666667,0.14713541666666666
2742,1536.0,144.0,144.0,1.0,0.0,0.0,138.5254946951485,0.9619826020496424,134.09662384903945,0.9312265545072184,0.007457309299045139,0.15062572337962976,0.024088541666666668,0.08658854166666667,0.15364583333333334
2743,1536.0,144.0,144.0,1.0,0.0,0.0,140.5593298273034,0.9761064571340514,137.36003726129485,0.9538891476478809,0.007280137803819444,0.1240234375,0.021484375,0.08138020833333333,0.14583333333333334
2744,1536.0,144.0,144.0,1.0,0.0,0.0,139.55078626291424,0.9691026823813489,135.79463566248418,0.9430183032116957,0.007364061143663194,0.13781286168981488,0.022135416666666668,0.08268229166666667,0.14713541666666666
2745,1536.0,144.0,144.0,1.0,0.0,0.0,138.83754219483228,0.9641495985752242,134.2339553937187,0.9321802457897133,0.007449679904513889,0.14946831597222232,0.025390625,0.08919270833333333,0.15755208333333334
2746,1536.0,144.0,144.0,1.0,0.0,0.0,139.18589307112015,0.9665687018827788,135.15673693858847,0.9385884509624199,0.007398817274305555,0.14151114004629628,0.0234375,0.0859375,0.15169270833333334
2747,1536.0,144.0,144.0,1.0,0.0,0.0,139.7132322053388,0.9702307792037418,135.98247838616714,0.9443227665706052,0.007353888617621528,0.13415075231481488,0.0234375,0.08528645833333333,0.150390625
2748,1536.0,144.0,144.0,1.0,0.0,0.0,140.09028945941915,0.9728492323570774,136.59657248726262,0.9485873089393237,0.007320827907986111,0.1271791811342593,0.024088541666666668,0.08463541666666667,0.14908854166666666
2749,1536.0,144.0,144.0,1.0,0.0,0.0,139.4780934249339,0.9685978710064853,135.54498448810756,0.941284614500747,0.00737762451171875,0.13970269097222232,0.022786458333333332,0.08463541666666667,0.150390625
2750,1536.0,144.0,144.0,1.0,0.0,0.0,140.02427162000777,0.9723907751389428,136.51753269297535,0.9480384214789955,0.007325066460503472,0.13282154224537046,0.020833333333333332,0.07942708333333333,0.14322916666666666
2751,1536.0,144.0,144.0,1.0,0.0,0.0,139.6151811254807,0.9695498689269493,135.8259067357513,0.9432354634427172,0.00736236572265625,0.13879846643518512,0.022135416666666668,0.08203125,0.14778645833333334
2752,1536.0,144.0,144.0,1.0,0.0,0.0,139.9644187827766,0.9719751304359485,136.3754913294798,0.9470520231213874,0.007332695855034722,0.133056640625,0.0234375,0.08138020833333333,0.14518229166666666
2753,1536.0,144.0,144.0,1.0,0.0,0.0,139.5539777075784,0.9691248451915168,135.81026939903293,0.9431268708266176,0.007363213433159722,0.1374330873842593,0.022135416666666668,0.08203125,0.1484375
2754,1536.0,144.0,144.0,1.0,0.0,0.0,139.5907241729664,0.9693800289789333,135.841547673883,0.943344081068632,0.007361518012152778,0.13738787615740744,0.022786458333333332,0.08138020833333333,0.146484375
2755,1536.0,144.0,144.0,1.0,0.0,0.0,140.39164974993153,0.9749420121523023,137.13647988839804,0.9523366658916531,0.007292005750868056,0.12680844907407418,0.020833333333333332,0.080078125,0.14388020833333334
2756,1536.0,144.0,144.0,1.0,0.0,0.0,138.62705259194905,0.9626878652218684,133.79244641034367,0.9291142111829421,0.007474263509114583,0.15292245370370372,0.026041666666666668,0.08984375,0.15755208333333334
2757,1536.0,144.0,144.0,1.0,0.0,0.0,139.34061694816248,0.9676431732511284,135.15673693858844,0.9385884509624197,0.007398817274305556,0.14492910879629628,0.022786458333333332,0.08333333333333333,0.14973958333333334
2758,1536.0,144.0,144.0,1.0,0.0,0.0,138.02719299619514,0.9585221735846885,133.0530115046244,0.9239792465598917,0.007515801323784722,0.16075303819444442,0.024088541666666668,0.087890625,0.15885416666666666
2759,1536.0,144.0,144.0,1.0,0.0,0.0,140.0346584465774,0.9724629058790097,136.40703052728955,0.9472710453283997,0.007331000434027778,0.1316098813657407,0.022786458333333332,0.08528645833333333,0.150390625
2760,1536.0,144.0,144.0,1.0,0.0,0.0,140.37393275684232,0.9748189774780717,136.96133751306166,0.9511203993962616,0.00730133056640625,0.12688078703703698,0.022786458333333332,0.08333333333333333,0.1484375
2761,1536.0,144.0,144.0,1.0,0.0,0.0,139.39389030812578,0.9680131271397623,135.43605051664753,0.9405281285878301,0.007383558485243056,0.14237919560185186,0.021484375,0.08203125,0.14973958333333334
