metric,num_treatments,mae,rmse,spearman
final_round_normalized_efficiency,40,0.493967938892952,0.5545432186237744,0.1050656660412758
final_total_contribution_rate,40,0.4254688077277075,0.4690738631295474,0.301125703564728
first_round_normalized_efficiency,40,0.13752140041134525,0.16789998215334312,0.5575984990619137
first_round_total_contribution_rate,40,0.1333572992096841,0.1498578913515875,0.7179848015761329
mean_round_normalized_efficiency,40,0.322441194349982,0.37362897184646277,0.039212007504690435
mean_total_contribution_rate,40,0.27414806956300464,0.3155938869646046,0.2739212007504691
