custom_id,persona_pid,game_id,treatment_name,metric,matched_value,candidate_uniform_value,diff
persona_match__pid_1096__game_6sSM4xSyZQkaxyHav__p002__g031,1096,6sSM4xSyZQkaxyHav,VALIDATION_5_C,mean_contribution_rate,0.8416666666666668,0.9166666666666659,-0.07499999999999907
persona_match__pid_1096__game_7FQezekfKk3zctLN8__p002__g018,1096,7FQezekfKk3zctLN8,VALIDATION_17_T,mean_contribution_rate,0.09999999999999999,0.763157894736835,-0.6631578947368351
persona_match__pid_1096__game_7Y6PBvgZNqtriKzaZ__p002__g038,1096,7Y6PBvgZNqtriKzaZ,VALIDATION_8_T,mean_contribution_rate,0.64875,0.8083333333333322,-0.1595833333333322
persona_match__pid_1096__game_7oRFMBwqmesGX7t3H__p002__g013,1096,7oRFMBwqmesGX7t3H,VALIDATION_15_C,mean_contribution_rate,0.42142857142857143,0.8021978021978063,-0.3807692307692349
persona_match__pid_1096__game_7tfDsTHHnxsgrhE3d__p002__g016,1096,7tfDsTHHnxsgrhE3d,VALIDATION_16_T,mean_contribution_rate,0.7999999999999999,0.9066666666666627,-0.1066666666666628
persona_match__pid_1096__game_7ywewvEuctuz4Rq8j__p002__g027,1096,7ywewvEuctuz4Rq8j,VALIDATION_3_C,mean_contribution_rate,0.5300961538461538,0.7054487179487176,-0.17535256410256372
persona_match__pid_1096__game_8GneB6qmtDLSnbcJT__p002__g030,1096,8GneB6qmtDLSnbcJT,VALIDATION_4_T,mean_contribution_rate,0.22999999999999998,0.6071428571428583,-0.37714285714285833
persona_match__pid_1096__game_925LF9k9CXpz8KjQm__p002__g006,1096,925LF9k9CXpz8KjQm,VALIDATION_11_T,mean_contribution_rate,0.38653846153846155,0.7884615384615422,-0.40192307692308066
persona_match__pid_1096__game_9oyspxPncwXdAkruR__p002__g025,1096,9oyspxPncwXdAkruR,VALIDATION_2_C,mean_contribution_rate,0.58025,0.6062499999999995,-0.025999999999999468
persona_match__pid_1096__game_AJ4ikZuWJeJcEXhgZ__p002__g028,1096,AJ4ikZuWJeJcEXhgZ,VALIDATION_3_T,mean_contribution_rate,0.8346153846153846,0.9352564102564096,-0.10064102564102495
persona_match__pid_1096__game_ASQtYBWx6cGN27KxL__p002__g007,1096,ASQtYBWx6cGN27KxL,VALIDATION_12_C,mean_contribution_rate,0.7166666666666667,0.9027777777777766,-0.1861111111111099
persona_match__pid_1096__game_Aj2G7CTuhLZ7Z2SPK__p002__g033,1096,Aj2G7CTuhLZ7Z2SPK,VALIDATION_6_C,mean_contribution_rate,0.28700000000000003,0.7478365384615412,-0.46083653846154116
persona_match__pid_1096__game_AyQkFs97hRTki5zWR__p002__g012,1096,AyQkFs97hRTki5zWR,VALIDATION_14_T,mean_contribution_rate,0.5157894736842106,0.8728070175438585,-0.3570175438596479
persona_match__pid_1096__game_C5Cd8Yq5dDbdycXKB__p002__g011,1096,C5Cd8Yq5dDbdycXKB,VALIDATION_14_C,mean_contribution_rate,0.7364473684210526,0.7697368421052614,-0.03328947368420876
persona_match__pid_1096__game_CbDvrXGkphmfGtH3G__p002__g009,1096,CbDvrXGkphmfGtH3G,VALIDATION_13_C,mean_contribution_rate,0.9705882352941176,0.9674632352941201,0.003124999999997491
persona_match__pid_1096__game_CoHyYysb84APn5gDE__p002__g020,1096,CoHyYysb84APn5gDE,VALIDATION_18_T,mean_contribution_rate,0.06739130434782609,0.14130434782608697,-0.07391304347826089
persona_match__pid_1096__game_DYFJDsdGg8bppBJ7P__p002__g008,1096,DYFJDsdGg8bppBJ7P,VALIDATION_12_T,mean_contribution_rate,0.5208333333333333,0.6249999999999976,-0.1041666666666643
persona_match__pid_1096__game_FAuuG8S2iw8wkGRnA__p002__g034,1096,FAuuG8S2iw8wkGRnA,VALIDATION_6_T,mean_contribution_rate,0.8319374999999999,0.8305288461538495,0.0014086538461504094
persona_match__pid_1096__game_Fm7uYc98E2b6kcoDE__p002__g024,1096,Fm7uYc98E2b6kcoDE,VALIDATION_1_T,mean_contribution_rate,0.8424999999999999,0.7145833333333346,0.12791666666666535
persona_match__pid_1096__game_FvbM5EM5aB5pcjLpA__p002__g010,1096,FvbM5EM5aB5pcjLpA,VALIDATION_13_T,mean_contribution_rate,0.9999999999999999,0.9669117647058847,0.0330882352941152
persona_match__pid_1096__game_HmA52oSS75D5Z2W8a__p002__g039,1096,HmA52oSS75D5Z2W8a,VALIDATION_9_C,mean_contribution_rate,0.31916666666666665,0.5996296296296324,-0.28046296296296575
persona_match__pid_1096__game_PmcxhmDRj2tN3cECC__p002__g005,1096,PmcxhmDRj2tN3cECC,VALIDATION_11_C,mean_contribution_rate,0.3769230769230769,0.753205128205132,-0.37628205128205505
persona_match__pid_1096__game_PrfKWppTZdvPhe4oN__p002__g022,1096,PrfKWppTZdvPhe4oN,VALIDATION_19_T,mean_contribution_rate,0.7758620689655172,0.7189655172413794,0.05689655172413788
persona_match__pid_1096__game_SFohXkBYvScM7Y7rC__p002__g035,1096,SFohXkBYvScM7Y7rC,VALIDATION_7_C,mean_contribution_rate,0.99,0.9805263157894706,0.00947368421052941
persona_match__pid_1096__game_fMhhGrfpZH9ign2AK__p002__g014,1096,fMhhGrfpZH9ign2AK,VALIDATION_15_T,mean_contribution_rate,0.8964285714285715,0.9560439560439595,-0.05961538461538807
persona_match__pid_1096__game_i7C4Y4NiesraiSwwb__p002__g015,1096,i7C4Y4NiesraiSwwb,VALIDATION_16_C,mean_contribution_rate,0.9433333333333332,0.959999999999998,-0.01666666666666472
persona_match__pid_1096__game_r7Bk7fEwX3HSRrXMZ__p002__g017,1096,r7Bk7fEwX3HSRrXMZ,VALIDATION_17_C,mean_contribution_rate,0.22,0.6263157894736756,-0.40631578947367564
persona_match__pid_1097__game_2KKC9nMd8nRXfgH5G__p007__g021,1097,2KKC9nMd8nRXfgH5G,VALIDATION_19_C,mean_contribution_rate,0.502155172413793,0.4594827586206894,0.04267241379310366
persona_match__pid_1097__game_2TDnnb4wn9rwy3CYZ__p007__g026,1097,2TDnnb4wn9rwy3CYZ,VALIDATION_2_T,mean_contribution_rate,0.6209,0.5037500000000001,0.11714999999999987
persona_match__pid_1097__game_2TquMDieEiixty8AN__p007__g002,1097,2TquMDieEiixty8AN,VALIDATION_0_T,mean_contribution_rate,1.0,0.9166666666666646,0.08333333333333537
persona_match__pid_1097__game_2khRAszouj8vP8ZfP__p007__g019,1097,2khRAszouj8vP8ZfP,VALIDATION_18_C,mean_contribution_rate,0.9660869565217391,0.9565217391304345,0.00956521739130467
persona_match__pid_1097__game_3EG5RaDj4z7hkT2JD__p007__g004,1097,3EG5RaDj4z7hkT2JD,VALIDATION_10_T,mean_contribution_rate,0.7966666666666666,0.7277777777777789,0.06888888888888778
persona_match__pid_1097__game_3EQGxadfbmAKaACgZ__p007__g032,1097,3EQGxadfbmAKaACgZ,VALIDATION_5_T,mean_contribution_rate,0.9933333333333333,0.9166666666666659,0.07666666666666744
persona_match__pid_1097__game_3v9ji6wNY7sXHe8cM__p007__g029,1097,3v9ji6wNY7sXHe8cM,VALIDATION_4_C,mean_contribution_rate,0.6625,0.4285714285714297,0.23392857142857026
persona_match__pid_1097__game_5R7YRmti4R5GiJKpi__p007__g036,1097,5R7YRmti4R5GiJKpi,VALIDATION_7_T,mean_contribution_rate,0.9707894736842105,0.9613157894736803,0.009473684210530187
persona_match__pid_1097__game_5mhtM66ewYHNxSp4q__p007__g001,1097,5mhtM66ewYHNxSp4q,VALIDATION_0_C,mean_contribution_rate,0.9833333333333333,0.6833333333333295,0.3000000000000038
persona_match__pid_1097__game_65crAkEscRbHNJXbW__p007__g003,1097,65crAkEscRbHNJXbW,VALIDATION_10_C,mean_contribution_rate,0.9645833333333333,0.7083333333333341,0.2562499999999992
persona_match__pid_1097__game_6BxRfLcBtXYodAS8h__p007__g037,1097,6BxRfLcBtXYodAS8h,VALIDATION_8_C,mean_contribution_rate,0.875,0.6333333333333321,0.24166666666666792
persona_match__pid_1097__game_6Pxb9DsQpyk22cJNr__p007__g023,1097,6Pxb9DsQpyk22cJNr,VALIDATION_1_C,mean_contribution_rate,0.7688125,0.638541666666668,0.130270833333332
persona_match__pid_1097__game_6pQRuemJv5faRcZft__p007__g040,1097,6pQRuemJv5faRcZft,VALIDATION_9_T,mean_contribution_rate,0.9416666666666667,0.6218518518518544,0.3198148148148122
persona_match__pid_1097__game_6sSM4xSyZQkaxyHav__p007__g031,1097,6sSM4xSyZQkaxyHav,VALIDATION_5_C,mean_contribution_rate,0.9916666666666666,0.9166666666666659,0.07500000000000073
persona_match__pid_1097__game_7FQezekfKk3zctLN8__p007__g018,1097,7FQezekfKk3zctLN8,VALIDATION_17_T,mean_contribution_rate,1.0,0.763157894736835,0.23684210526316496
persona_match__pid_1097__game_7Y6PBvgZNqtriKzaZ__p007__g038,1097,7Y6PBvgZNqtriKzaZ,VALIDATION_8_T,mean_contribution_rate,0.8725,0.8083333333333322,0.06416666666666782
persona_match__pid_1097__game_7oRFMBwqmesGX7t3H__p007__g013,1097,7oRFMBwqmesGX7t3H,VALIDATION_15_C,mean_contribution_rate,0.9857142857142858,0.8021978021978063,0.18351648351647942
persona_match__pid_1097__game_7tfDsTHHnxsgrhE3d__p007__g016,1097,7tfDsTHHnxsgrhE3d,VALIDATION_16_T,mean_contribution_rate,0.94,0.9066666666666627,0.03333333333333721
persona_match__pid_1097__game_7ywewvEuctuz4Rq8j__p007__g027,1097,7ywewvEuctuz4Rq8j,VALIDATION_3_C,mean_contribution_rate,0.8861538461538461,0.7054487179487176,0.18070512820512852
persona_match__pid_1097__game_8GneB6qmtDLSnbcJT__p007__g030,1097,8GneB6qmtDLSnbcJT,VALIDATION_4_T,mean_contribution_rate,0.8625,0.6071428571428583,0.25535714285714173
persona_match__pid_1097__game_925LF9k9CXpz8KjQm__p007__g006,1097,925LF9k9CXpz8KjQm,VALIDATION_11_T,mean_contribution_rate,0.8615384615384615,0.7884615384615422,0.07307692307691926
persona_match__pid_1097__game_9oyspxPncwXdAkruR__p007__g025,1097,9oyspxPncwXdAkruR,VALIDATION_2_C,mean_contribution_rate,0.6495,0.6062499999999995,0.043250000000000455
persona_match__pid_1097__game_AJ4ikZuWJeJcEXhgZ__p007__g028,1097,AJ4ikZuWJeJcEXhgZ,VALIDATION_3_T,mean_contribution_rate,0.9966346153846154,0.9352564102564096,0.0613782051282058
persona_match__pid_1097__game_ASQtYBWx6cGN27KxL__p007__g007,1097,ASQtYBWx6cGN27KxL,VALIDATION_12_C,mean_contribution_rate,1.0,0.9027777777777766,0.09722222222222343
persona_match__pid_1097__game_Aj2G7CTuhLZ7Z2SPK__p007__g033,1097,Aj2G7CTuhLZ7Z2SPK,VALIDATION_6_C,mean_contribution_rate,0.93375,0.7478365384615412,0.18591346153845878
persona_match__pid_1097__game_AyQkFs97hRTki5zWR__p007__g012,1097,AyQkFs97hRTki5zWR,VALIDATION_14_T,mean_contribution_rate,1.0,0.8728070175438585,0.12719298245614152
persona_match__pid_1097__game_C5Cd8Yq5dDbdycXKB__p007__g011,1097,C5Cd8Yq5dDbdycXKB,VALIDATION_14_C,mean_contribution_rate,0.8157894736842104,0.7697368421052614,0.04605263157894901
persona_match__pid_1097__game_CbDvrXGkphmfGtH3G__p007__g009,1097,CbDvrXGkphmfGtH3G,VALIDATION_13_C,mean_contribution_rate,0.9773529411764704,0.9674632352941201,0.009889705882350275
persona_match__pid_1097__game_CoHyYysb84APn5gDE__p007__g020,1097,CoHyYysb84APn5gDE,VALIDATION_18_T,mean_contribution_rate,0.20869565217391306,0.14130434782608697,0.06739130434782609
persona_match__pid_1097__game_DYFJDsdGg8bppBJ7P__p007__g008,1097,DYFJDsdGg8bppBJ7P,VALIDATION_12_T,mean_contribution_rate,0.6291666666666667,0.6249999999999976,0.004166666666669094
persona_match__pid_1097__game_FAuuG8S2iw8wkGRnA__p007__g034,1097,FAuuG8S2iw8wkGRnA,VALIDATION_6_T,mean_contribution_rate,0.9357812499999999,0.8305288461538495,0.10525240384615042
persona_match__pid_1097__game_Fm7uYc98E2b6kcoDE__p007__g024,1097,Fm7uYc98E2b6kcoDE,VALIDATION_1_T,mean_contribution_rate,0.8728125,0.7145833333333346,0.15822916666666542
persona_match__pid_1097__game_FvbM5EM5aB5pcjLpA__p007__g010,1097,FvbM5EM5aB5pcjLpA,VALIDATION_13_T,mean_contribution_rate,1.0,0.9669117647058847,0.03308823529411531
persona_match__pid_1097__game_HmA52oSS75D5Z2W8a__p007__g039,1097,HmA52oSS75D5Z2W8a,VALIDATION_9_C,mean_contribution_rate,0.8754444444444445,0.5996296296296324,0.27581481481481207
persona_match__pid_1097__game_PmcxhmDRj2tN3cECC__p007__g005,1097,PmcxhmDRj2tN3cECC,VALIDATION_11_C,mean_contribution_rate,0.9999999999999999,0.753205128205132,0.24679487179486792
persona_match__pid_1097__game_PrfKWppTZdvPhe4oN__p007__g022,1097,PrfKWppTZdvPhe4oN,VALIDATION_19_T,mean_contribution_rate,0.8355172413793104,0.7189655172413794,0.11655172413793102
persona_match__pid_1097__game_SFohXkBYvScM7Y7rC__p007__g035,1097,SFohXkBYvScM7Y7rC,VALIDATION_7_C,mean_contribution_rate,1.0,0.9805263157894706,0.01947368421052942
persona_match__pid_1097__game_fMhhGrfpZH9ign2AK__p007__g014,1097,fMhhGrfpZH9ign2AK,VALIDATION_15_T,mean_contribution_rate,0.9821428571428571,0.9560439560439595,0.026098901098897564
persona_match__pid_1097__game_i7C4Y4NiesraiSwwb__p007__g015,1097,i7C4Y4NiesraiSwwb,VALIDATION_16_C,mean_contribution_rate,0.9600000000000001,0.959999999999998,2.1094237467877974e-15
persona_match__pid_1097__game_r7Bk7fEwX3HSRrXMZ__p007__g017,1097,r7Bk7fEwX3HSRrXMZ,VALIDATION_17_C,mean_contribution_rate,1.0,0.6263157894736756,0.3736842105263244
persona_match__pid_1099__game_2KKC9nMd8nRXfgH5G__p019__g021,1099,2KKC9nMd8nRXfgH5G,VALIDATION_19_C,mean_contribution_rate,0.3840689655172414,0.4594827586206894,-0.07541379310344798
persona_match__pid_1099__game_2TDnnb4wn9rwy3CYZ__p019__g026,1099,2TDnnb4wn9rwy3CYZ,VALIDATION_2_T,mean_contribution_rate,0.26775,0.5037500000000001,-0.23600000000000015
persona_match__pid_1099__game_2TquMDieEiixty8AN__p019__g002,1099,2TquMDieEiixty8AN,VALIDATION_0_T,mean_contribution_rate,0.6166666666666667,0.9166666666666646,-0.29999999999999793
persona_match__pid_1099__game_2khRAszouj8vP8ZfP__p019__g019,1099,2khRAszouj8vP8ZfP,VALIDATION_18_C,mean_contribution_rate,0.8891304347826087,0.9565217391304345,-0.06739130434782581
persona_match__pid_1099__game_3EG5RaDj4z7hkT2JD__p019__g004,1099,3EG5RaDj4z7hkT2JD,VALIDATION_10_T,mean_contribution_rate,0.6821666666666667,0.7277777777777789,-0.04561111111111216
persona_match__pid_1099__game_3EQGxadfbmAKaACgZ__p019__g032,1099,3EQGxadfbmAKaACgZ,VALIDATION_5_T,mean_contribution_rate,0.8500000000000001,0.9166666666666659,-0.06666666666666576
persona_match__pid_1099__game_3v9ji6wNY7sXHe8cM__p019__g029,1099,3v9ji6wNY7sXHe8cM,VALIDATION_4_C,mean_contribution_rate,0.15625,0.4285714285714297,-0.2723214285714297
persona_match__pid_1099__game_5R7YRmti4R5GiJKpi__p019__g036,1099,5R7YRmti4R5GiJKpi,VALIDATION_7_T,mean_contribution_rate,0.9688157894736842,0.9613157894736803,0.007500000000003837
persona_match__pid_1099__game_5mhtM66ewYHNxSp4q__p019__g001,1099,5mhtM66ewYHNxSp4q,VALIDATION_0_C,mean_contribution_rate,0.2,0.6833333333333295,-0.48333333333332945
persona_match__pid_1099__game_65crAkEscRbHNJXbW__p019__g003,1099,65crAkEscRbHNJXbW,VALIDATION_10_C,mean_contribution_rate,0.5666666666666667,0.7083333333333341,-0.1416666666666675
persona_match__pid_1099__game_6BxRfLcBtXYodAS8h__p019__g037,1099,6BxRfLcBtXYodAS8h,VALIDATION_8_C,mean_contribution_rate,0.29000000000000004,0.6333333333333321,-0.34333333333333205
persona_match__pid_1099__game_6Pxb9DsQpyk22cJNr__p019__g023,1099,6Pxb9DsQpyk22cJNr,VALIDATION_1_C,mean_contribution_rate,0.5762499999999999,0.638541666666668,-0.06229166666666808
persona_match__pid_1099__game_6pQRuemJv5faRcZft__p019__g040,1099,6pQRuemJv5faRcZft,VALIDATION_9_T,mean_contribution_rate,0.23,0.6218518518518544,-0.39185185185185445
persona_match__pid_1099__game_6sSM4xSyZQkaxyHav__p019__g031,1099,6sSM4xSyZQkaxyHav,VALIDATION_5_C,mean_contribution_rate,0.85,0.9166666666666659,-0.06666666666666587
persona_match__pid_1099__game_7FQezekfKk3zctLN8__p019__g018,1099,7FQezekfKk3zctLN8,VALIDATION_17_T,mean_contribution_rate,0.09999999999999999,0.763157894736835,-0.6631578947368351
persona_match__pid_1099__game_7Y6PBvgZNqtriKzaZ__p019__g038,1099,7Y6PBvgZNqtriKzaZ,VALIDATION_8_T,mean_contribution_rate,0.6464999999999999,0.8083333333333322,-0.16183333333333239
persona_match__pid_1099__game_7oRFMBwqmesGX7t3H__p019__g013,1099,7oRFMBwqmesGX7t3H,VALIDATION_15_C,mean_contribution_rate,0.7642857142857142,0.8021978021978063,-0.03791208791209211
persona_match__pid_1099__game_7tfDsTHHnxsgrhE3d__p019__g016,1099,7tfDsTHHnxsgrhE3d,VALIDATION_16_T,mean_contribution_rate,0.8800000000000001,0.9066666666666627,-0.02666666666666262
persona_match__pid_1099__game_7ywewvEuctuz4Rq8j__p019__g027,1099,7ywewvEuctuz4Rq8j,VALIDATION_3_C,mean_contribution_rate,0.3665384615384615,0.7054487179487176,-0.33891025641025607
persona_match__pid_1099__game_8GneB6qmtDLSnbcJT__p019__g030,1099,8GneB6qmtDLSnbcJT,VALIDATION_4_T,mean_contribution_rate,0.17500000000000002,0.6071428571428583,-0.43214285714285827
persona_match__pid_1099__game_925LF9k9CXpz8KjQm__p019__g006,1099,925LF9k9CXpz8KjQm,VALIDATION_11_T,mean_contribution_rate,0.8980769230769231,0.7884615384615422,0.1096153846153809
persona_match__pid_1099__game_9oyspxPncwXdAkruR__p019__g025,1099,9oyspxPncwXdAkruR,VALIDATION_2_C,mean_contribution_rate,0.589,0.6062499999999995,-0.017249999999999543
persona_match__pid_1099__game_AJ4ikZuWJeJcEXhgZ__p019__g028,1099,AJ4ikZuWJeJcEXhgZ,VALIDATION_3_T,mean_contribution_rate,0.8100961538461539,0.9352564102564096,-0.12516025641025574
persona_match__pid_1099__game_ASQtYBWx6cGN27KxL__p019__g007,1099,ASQtYBWx6cGN27KxL,VALIDATION_12_C,mean_contribution_rate,0.9999999999999999,0.9027777777777766,0.09722222222222332
persona_match__pid_1099__game_Aj2G7CTuhLZ7Z2SPK__p019__g033,1099,Aj2G7CTuhLZ7Z2SPK,VALIDATION_6_C,mean_contribution_rate,0.25843750000000004,0.7478365384615412,-0.48939903846154115
persona_match__pid_1099__game_AyQkFs97hRTki5zWR__p019__g012,1099,AyQkFs97hRTki5zWR,VALIDATION_14_T,mean_contribution_rate,0.5539473684210526,0.8728070175438585,-0.31885964912280584
persona_match__pid_1099__game_C5Cd8Yq5dDbdycXKB__p019__g011,1099,C5Cd8Yq5dDbdycXKB,VALIDATION_14_C,mean_contribution_rate,0.7618421052631579,0.7697368421052614,-0.007894736842103511
persona_match__pid_1099__game_CbDvrXGkphmfGtH3G__p019__g009,1099,CbDvrXGkphmfGtH3G,VALIDATION_13_C,mean_contribution_rate,0.9764705882352941,0.9674632352941201,0.00900735294117394
persona_match__pid_1099__game_CoHyYysb84APn5gDE__p019__g020,1099,CoHyYysb84APn5gDE,VALIDATION_18_T,mean_contribution_rate,0.16086956521739132,0.14130434782608697,0.019565217391304346
persona_match__pid_1099__game_DYFJDsdGg8bppBJ7P__p019__g008,1099,DYFJDsdGg8bppBJ7P,VALIDATION_12_T,mean_contribution_rate,0.5116666666666667,0.6249999999999976,-0.11333333333333084
persona_match__pid_1099__game_FAuuG8S2iw8wkGRnA__p019__g034,1099,FAuuG8S2iw8wkGRnA,VALIDATION_6_T,mean_contribution_rate,0.84425,0.8305288461538495,0.013721153846150469
persona_match__pid_1099__game_Fm7uYc98E2b6kcoDE__p019__g024,1099,Fm7uYc98E2b6kcoDE,VALIDATION_1_T,mean_contribution_rate,0.47775,0.7145833333333346,-0.23683333333333456
persona_match__pid_1099__game_FvbM5EM5aB5pcjLpA__p019__g010,1099,FvbM5EM5aB5pcjLpA,VALIDATION_13_T,mean_contribution_rate,0.9801470588235295,0.9669117647058847,0.013235294117644791
persona_match__pid_1099__game_HmA52oSS75D5Z2W8a__p019__g039,1099,HmA52oSS75D5Z2W8a,VALIDATION_9_C,mean_contribution_rate,0.26416666666666666,0.5996296296296324,-0.33546296296296574
persona_match__pid_1099__game_PmcxhmDRj2tN3cECC__p019__g005,1099,PmcxhmDRj2tN3cECC,VALIDATION_11_C,mean_contribution_rate,0.651923076923077,0.753205128205132,-0.10128205128205492
persona_match__pid_1099__game_PrfKWppTZdvPhe4oN__p019__g022,1099,PrfKWppTZdvPhe4oN,VALIDATION_19_T,mean_contribution_rate,0.6917241379310346,0.7189655172413794,-0.02724137931034476
persona_match__pid_1099__game_SFohXkBYvScM7Y7rC__p019__g035,1099,SFohXkBYvScM7Y7rC,VALIDATION_7_C,mean_contribution_rate,0.9650000000000001,0.9805263157894706,-0.015526315789470502
persona_match__pid_1099__game_fMhhGrfpZH9ign2AK__p019__g014,1099,fMhhGrfpZH9ign2AK,VALIDATION_15_T,mean_contribution_rate,0.9142857142857143,0.9560439560439595,-0.041758241758245274
persona_match__pid_1099__game_i7C4Y4NiesraiSwwb__p019__g015,1099,i7C4Y4NiesraiSwwb,VALIDATION_16_C,mean_contribution_rate,0.9133333333333333,0.959999999999998,-0.046666666666664636
persona_match__pid_1099__game_r7Bk7fEwX3HSRrXMZ__p019__g017,1099,r7Bk7fEwX3HSRrXMZ,VALIDATION_17_C,mean_contribution_rate,0.17,0.6263157894736756,-0.45631578947367557
persona_match__pid_1252__game_2KKC9nMd8nRXfgH5G__p026__g021,1252,2KKC9nMd8nRXfgH5G,VALIDATION_19_C,mean_contribution_rate,0.4232758620689655,0.4594827586206894,-0.03620689655172388
persona_match__pid_1252__game_2TDnnb4wn9rwy3CYZ__p026__g026,1252,2TDnnb4wn9rwy3CYZ,VALIDATION_2_T,mean_contribution_rate,0.63475,0.5037500000000001,0.1309999999999999
persona_match__pid_1252__game_2TquMDieEiixty8AN__p026__g002,1252,2TquMDieEiixty8AN,VALIDATION_0_T,mean_contribution_rate,1.0,0.9166666666666646,0.08333333333333537
persona_match__pid_1252__game_2khRAszouj8vP8ZfP__p026__g019,1252,2khRAszouj8vP8ZfP,VALIDATION_18_C,mean_contribution_rate,0.9543478260869566,0.9565217391304345,-0.0021739130434779153
persona_match__pid_1252__game_3EG5RaDj4z7hkT2JD__p026__g004,1252,3EG5RaDj4z7hkT2JD,VALIDATION_10_T,mean_contribution_rate,0.9133333333333333,0.7277777777777789,0.18555555555555447
persona_match__pid_1252__game_3EQGxadfbmAKaACgZ__p026__g032,1252,3EQGxadfbmAKaACgZ,VALIDATION_5_T,mean_contribution_rate,1.0,0.9166666666666659,0.08333333333333415
persona_match__pid_1252__game_3v9ji6wNY7sXHe8cM__p026__g029,1252,3v9ji6wNY7sXHe8cM,VALIDATION_4_C,mean_contribution_rate,0.8174999999999999,0.4285714285714297,0.3889285714285702
persona_match__pid_1252__game_5R7YRmti4R5GiJKpi__p026__g036,1252,5R7YRmti4R5GiJKpi,VALIDATION_7_T,mean_contribution_rate,0.9718947368421054,0.9613157894736803,0.010578947368425018
persona_match__pid_1252__game_5mhtM66ewYHNxSp4q__p026__g001,1252,5mhtM66ewYHNxSp4q,VALIDATION_0_C,mean_contribution_rate,0.8333333333333335,0.6833333333333295,0.15000000000000402
persona_match__pid_1252__game_65crAkEscRbHNJXbW__p026__g003,1252,65crAkEscRbHNJXbW,VALIDATION_10_C,mean_contribution_rate,0.6041666666666666,0.7083333333333341,-0.10416666666666752
persona_match__pid_1252__game_6BxRfLcBtXYodAS8h__p026__g037,1252,6BxRfLcBtXYodAS8h,VALIDATION_8_C,mean_contribution_rate,0.7125,0.6333333333333321,0.07916666666666794
persona_match__pid_1252__game_6Pxb9DsQpyk22cJNr__p026__g023,1252,6Pxb9DsQpyk22cJNr,VALIDATION_1_C,mean_contribution_rate,0.7225,0.638541666666668,0.08395833333333202
persona_match__pid_1252__game_6pQRuemJv5faRcZft__p026__g040,1252,6pQRuemJv5faRcZft,VALIDATION_9_T,mean_contribution_rate,0.7652777777777778,0.6218518518518544,0.1434259259259234
persona_match__pid_1252__game_6sSM4xSyZQkaxyHav__p026__g031,1252,6sSM4xSyZQkaxyHav,VALIDATION_5_C,mean_contribution_rate,0.9916666666666666,0.9166666666666659,0.07500000000000073
