tag,cluster_id,cluster_title,config_feature,config_value_0,config_value_1,n_rows_0,n_rows_1,dominant_outcome_0,dominant_outcome_1,dominant_share_0,dominant_share_1,dominant_outcome_changes,total_variation_distance,always_full_gap,always_zero_gap,binary_0_20_gap,other_gap
COMMUNICATION,6,Assertive Norm Enforcers in Group Dynamics,CONFIG_showPunishmentId,False,True,101,83,always_full,always_full,0.5247524752475248,0.5542168674698795,False,0.13264940951926518,0.02946439222235475,-0.009900990099009901,0.10318501729691043,-0.1227484194202553
COMMUNICATION,6,Assertive Norm Enforcers in Group Dynamics,CONFIG_showOtherSummaries,False,True,92,92,always_full,always_full,0.5978260869565217,0.4782608695652174,False,0.13043478260869565,-0.11956521739130432,-0.010869565217391304,0.05434782608695651,0.07608695652173914
COMMUNICATION,0,Silent Participants in Communication Dynamics,CONFIG_punishmentExists,False,True,45,84,always_full,other,0.37777777777777777,0.47619047619047616,True,0.11349206349206349,0.015079365079365081,-0.05476190476190476,-0.058730158730158744,0.0984126984126984
COMMUNICATION,1,Silent Observers in Social Dynamics,CONFIG_showOtherSummaries,False,True,172,178,other,other,0.37209302325581395,0.39325842696629215,False,0.1117062973608571,0.0752547687483669,0.015286124902012019,-0.11170629736085708,0.021165403710478203
COMMUNICATION,2,Quietly Cooperative Social Participants,CONFIG_defaultContribProp,0,1,130,127,always_full,binary_0_20,0.36153846153846153,0.3779527559055118,True,0.10908540278619021,-0.07807389460932768,0.00036341611144760644,0.10872198667474259,-0.031011508176862546
COMMUNICATION,0,Silent Participants in Communication Dynamics,CONFIG_rewardExists,False,True,63,66,other,always_full,0.4603174603174603,0.4393939393939394,True,0.10606060606060605,0.10606060606060608,-0.032467532467532464,-0.037518037518037506,-0.03607503607503604
COMMUNICATION,4,Subtle Contributors in Cooperative Settings,CONFIG_rewardExists,False,True,121,133,always_full,always_full,0.512396694214876,0.5639097744360902,False,0.1057602684396943,0.05151308022121426,0.0,0.05424718821848007,-0.10576026843969427
COMMUNICATION,4,Subtle Contributors in Cooperative Settings,CONFIG_defaultContribProp,0,1,136,118,always_full,always_full,0.5,0.5847457627118644,False,0.10206879361914256,0.0847457627118644,0.0,0.01732303090727816,-0.10206879361914256
COMMUNICATION,2,Quietly Cooperative Social Participants,CONFIG_rewardExists,False,True,170,87,binary_0_20,other,0.35294117647058826,0.3793103448275862,True,0.09472616632860043,0.03306288032454363,-0.006152805949966193,-0.08857336037863422,0.061663286004056794
COMMUNICATION,6,Assertive Norm Enforcers in Group Dynamics,CONFIG_showNRounds,False,True,93,91,always_full,always_full,0.5268817204301075,0.5494505494505495,False,0.09322935129386746,0.022568829020441994,0.01098901098901099,0.05967151128441453,-0.09322935129386742
COMMUNICATION,1,Silent Observers in Social Dynamics,CONFIG_showNRounds,False,True,106,244,always_full,other,0.33962264150943394,0.4098360655737705,True,0.08908134859263843,-0.0486390349520569,-0.003325085060315501,-0.037117228580266004,0.08908134859263844
COMMUNICATION,5,Engaged Social Coordinators,CONFIG_rewardExists,False,True,208,152,always_full,always_full,0.4182692307692308,0.506578947368421,False,0.08830971659919024,0.08830971659919024,-0.009615384615384616,-0.019230769230769218,-0.05946356275303641
COMMUNICATION,3,Minimalist Communicators in Group Dynamics,CONFIG_defaultContribProp,0,1,108,117,binary_0_20,binary_0_20,0.3425925925925926,0.41025641025641024,False,0.08262108262108259,-0.03205128205128205,0.01495726495726496,0.06766381766381763,-0.05056980056980054
COMMUNICATION,6,Assertive Norm Enforcers in Group Dynamics,CONFIG_defaultContribProp,0,1,98,86,always_full,always_full,0.5102040816326531,0.5697674418604651,False,0.08068343616516374,0.05956336022781206,-0.01020408163265306,0.021120075937351684,-0.07047935453251067
COMMUNICATION,4,Subtle Contributors in Cooperative Settings,CONFIG_showNRounds,False,True,113,141,always_full,always_full,0.584070796460177,0.5035460992907801,False,0.08052469716939688,-0.08052469716939692,0.0,0.06408083851126592,0.016443858658130917
COMMUNICATION,5,Engaged Social Coordinators,CONFIG_defaultContribProp,0,1,187,173,always_full,always_full,0.43315508021390375,0.4797687861271676,False,0.07981206145095976,0.04661370591326386,0.011560693641618497,-0.07981206145095976,0.02163766189607741
COMMUNICATION,5,Engaged Social Coordinators,CONFIG_showNRounds,False,True,221,139,always_full,always_full,0.47058823529411764,0.4316546762589928,False,0.07754158664019012,-0.038933559035124854,0.014388489208633094,-0.03860802760506529,0.063153097431557
COMMUNICATION,2,Quietly Cooperative Social Participants,CONFIG_showNRounds,False,True,115,142,binary_0_20,other,0.3652173913043478,0.352112676056338,True,0.07648499693815063,0.01794243723208816,0.028169014084507043,-0.07648499693815064,0.03037354562155542
COMMUNICATION,5,Engaged Social Coordinators,CONFIG_punishmentExists,False,True,184,176,always_full,always_full,0.41847826086956524,0.4943181818181818,False,0.07608695652173914,0.07583992094861658,0.00024703557312252995,-0.06620553359683798,-0.009881422924901184
COMMUNICATION,4,Subtle Contributors in Cooperative Settings,CONFIG_punishmentExists,False,True,108,146,always_full,always_full,0.5,0.5684931506849316,False,0.06849315068493153,0.06849315068493156,0.0,-0.06227803145611366,-0.006215119228817845
COMMUNICATION,1,Silent Observers in Social Dynamics,CONFIG_showRewardId,False,True,208,142,other,other,0.3557692307692308,0.4225352112676056,False,0.06676598049837487,-0.016725352112676062,-0.008396533044420375,-0.04164409534127847,0.06676598049837484
COMMUNICATION,1,Silent Observers in Social Dynamics,CONFIG_showPunishmentId,False,True,208,142,other,other,0.3557692307692308,0.4225352112676056,False,0.06676598049837487,-0.016725352112676062,-0.008396533044420375,-0.04164409534127847,0.06676598049837484
COMMUNICATION,3,Minimalist Communicators in Group Dynamics,CONFIG_showRewardId,False,True,116,109,binary_0_20,binary_0_20,0.3793103448275862,0.3761467889908257,False,0.06303385004745334,-0.04428978171464726,-0.015580512496045557,-0.003163555836760479,0.06303385004745338
COMMUNICATION,3,Minimalist Communicators in Group Dynamics,CONFIG_showPunishmentId,False,True,116,109,binary_0_20,binary_0_20,0.3793103448275862,0.3761467889908257,False,0.06303385004745334,-0.04428978171464726,-0.015580512496045557,-0.003163555836760479,0.06303385004745338
COMMUNICATION,4,Subtle Contributors in Cooperative Settings,CONFIG_showOtherSummaries,False,True,110,144,always_full,always_full,0.5636363636363636,0.5208333333333334,False,0.05593434343434339,-0.04280303030303023,0.0,0.05593434343434345,-0.013131313131313105
COMMUNICATION,6,Assertive Norm Enforcers in Group Dynamics,CONFIG_punishmentExists,False,True,103,81,always_full,always_full,0.5242718446601942,0.5555555555555556,False,0.043629389907707095,0.031283710895361416,0.012345679012345678,-0.017859283231451528,-0.025770106676255566
COMMUNICATION,1,Silent Observers in Social Dynamics,CONFIG_defaultContribProp,0,1,164,186,other,other,0.4024390243902439,0.3655913978494624,False,0.037962234461054296,0.0015735641227380137,-0.0011146079202727505,0.036388670338316276,-0.03684762654078155
COMMUNICATION,5,Engaged Social Coordinators,CONFIG_showRewardId,False,True,190,170,always_full,always_full,0.45263157894736844,0.4588235294117647,False,0.03529411764705882,0.006191950464396245,-0.010526315789473684,0.029102167182662564,-0.024767801857585148
COMMUNICATION,5,Engaged Social Coordinators,CONFIG_showPunishmentId,False,True,190,170,always_full,always_full,0.45263157894736844,0.4588235294117647,False,0.03529411764705882,0.006191950464396245,-0.010526315789473684,0.029102167182662564,-0.024767801857585148
COMMUNICATION,2,Quietly Cooperative Social Participants,CONFIG_punishmentExists,False,True,171,86,other,binary_0_20,0.3391812865497076,0.3372093023255814,True,0.0329797361621107,-0.031007751937984496,0.011559907520739834,0.021419828641370875,-0.0019719842241261998
COMMUNICATION,2,Quietly Cooperative Social Participants,CONFIG_showRewardId,False,True,147,110,binary_0_20,other,0.3333333333333333,0.35454545454545455,True,0.03259121830550402,-0.008348794063079756,0.004576376004947433,-0.024242424242424232,0.02801484230055662
COMMUNICATION,2,Quietly Cooperative Social Participants,CONFIG_showPunishmentId,False,True,147,110,binary_0_20,other,0.3333333333333333,0.35454545454545455,True,0.03259121830550402,-0.008348794063079756,0.004576376004947433,-0.024242424242424232,0.02801484230055662
COMMUNICATION,6,Assertive Norm Enforcers in Group Dynamics,CONFIG_rewardExists,False,True,120,64,always_full,always_full,0.5416666666666666,0.53125,False,0.03229166666666665,-0.01041666666666663,-0.008333333333333333,0.03229166666666666,-0.013541666666666674
COMMUNICATION,1,Silent Observers in Social Dynamics,CONFIG_rewardExists,False,True,179,171,other,other,0.3687150837988827,0.39766081871345027,False,0.028945734914567617,-0.003169002580940272,-0.0032343428403410757,-0.022542389493286297,0.02894573491456759
COMMUNICATION,4,Subtle Contributors in Cooperative Settings,CONFIG_showRewardId,False,True,139,115,always_full,always_full,0.539568345323741,0.5391304347826087,False,0.009946825148576768,-0.00043791054113229144,0.0,0.009946825148576782,-0.009508914607444463
COMMUNICATION,4,Subtle Contributors in Cooperative Settings,CONFIG_showPunishmentId,False,True,139,115,always_full,always_full,0.539568345323741,0.5391304347826087,False,0.009946825148576768,-0.00043791054113229144,0.0,0.009946825148576782,-0.009508914607444463
PUNISHMENT,4,Selective Punishers with High Thresholds,CONFIG_allOrNothing,False,True,135,130,other,binary_0_20,0.8888888888888888,0.6076923076923076,True,0.8888888888888888,0.288034188034188,0.015384615384615385,0.5854700854700854,-0.8888888888888888
PUNISHMENT,6,Proactive Punishers with Norm Enforcement,CONFIG_allOrNothing,False,True,128,146,other,binary_0_20,0.765625,0.5684931506849316,True,0.765625,0.1950984589041096,0.0410958904109589,0.5294306506849316,-0.765625
PUNISHMENT,0,Consistent Non-Punishers in Cooperative Settings,CONFIG_allOrNothing,False,True,105,124,other,binary_0_20,0.7523809523809524,0.5887096774193549,True,0.7523809523809524,0.18195084485407068,0.029339477726574498,0.5410906298003073,-0.7523809523809524
PUNISHMENT,1,Consistent Non-Punishers with Strong Aversion,CONFIG_allOrNothing,False,True,152,122,other,binary_0_20,0.7302631578947368,0.5819672131147541,True,0.7302631578947368,0.15336496980155304,0.02124676445211389,0.5556514236410699,-0.7302631578947368
PUNISHMENT,3,Selective Punishers with Norm-Based Strategies,CONFIG_allOrNothing,False,True,75,109,other,always_full,0.6533333333333333,0.4954128440366973,True,0.6533333333333333,0.17541284403669727,0.01834862385321101,0.4595718654434251,-0.6533333333333333
PUNISHMENT,5,Targeted Punishers of Low Contributors,CONFIG_allOrNothing,False,True,86,97,other,always_full,0.6162790697674418,0.5463917525773195,True,0.6162790697674418,0.1859266362982498,0.020618556701030927,0.40973387676816114,-0.6162790697674418
PUNISHMENT,2,Reluctant Non-Punishers in Competitive Environments,CONFIG_allOrNothing,False,True,137,150,other,always_full,0.5328467153284672,0.7,True,0.5328467153284672,0.283941605839416,0.012068126520681267,0.2368369829683698,-0.5328467153284672
PUNISHMENT,3,Selective Punishers with Norm-Based Strategies,CONFIG_showNRounds,False,True,89,95,always_full,binary_0_20,0.5617977528089888,0.4,True,0.2670609107037257,-0.2670609107037257,0.021052631578947368,0.20898876404494385,0.03701951507983442
PUNISHMENT,3,Selective Punishers with Norm-Based Strategies,CONFIG_chat,False,True,46,138,binary_0_20,always_full,0.43478260869565216,0.4782608695652174,True,0.2246376811594203,0.2173913043478261,-0.043478260869565216,-0.18115942028985504,0.007246376811594235
PUNISHMENT,1,Consistent Non-Punishers with Strong Aversion,CONFIG_chat,False,True,201,73,other,always_full,0.4527363184079602,0.4246575342465753,True,0.1970967082396238,0.18087643971921213,0.016220268520411637,-0.01833299257138965,-0.17876371566823418
PUNISHMENT,4,Selective Punishers with High Thresholds,CONFIG_chat,False,True,203,62,other,other,0.4433497536945813,0.4838709677419355,False,0.17233433974257112,0.09955506117908788,0.03225806451612903,-0.17233433974257112,0.040521214047354204
PUNISHMENT,1,Consistent Non-Punishers with Strong Aversion,CONFIG_showOtherSummaries,False,True,151,123,always_full,other,0.3443708609271523,0.4959349593495935,True,0.16480913153502394,-0.11672858450438808,-0.008722338879017931,-0.039358208151617946,0.1648091315350239
PUNISHMENT,0,Consistent Non-Punishers in Cooperative Settings,CONFIG_rewardExists,False,True,142,87,other,binary_0_20,0.36619718309859156,0.4367816091954023,True,0.15509146835033186,-0.06143759106362309,-0.0378015217743241,0.15509146835033188,-0.055852355512384655
PUNISHMENT,1,Consistent Non-Punishers with Strong Aversion,CONFIG_defaultContribProp,0,1,150,124,other,always_full,0.4666666666666667,0.3629032258064516,True,0.14516129032258068,0.1295698924731183,-0.00913978494623656,0.015591397849462396,-0.1360215053763441
PUNISHMENT,3,Selective Punishers with Norm-Based Strategies,CONFIG_rewardExists,False,True,116,68,always_full,always_full,0.39655172413793105,0.47058823529411764,False,0.14148073022312374,0.07403651115618659,-0.017241379310344827,-0.12423935091277893,0.06744421906693712
PUNISHMENT,1,Consistent Non-Punishers with Strong Aversion,CONFIG_showRewardId,False,True,168,106,other,other,0.35714285714285715,0.4811320754716981,False,0.13791554357592095,-0.0915318957771788,0.013926325247079964,-0.046383647798742156,0.12398921832884097
PUNISHMENT,1,Consistent Non-Punishers with Strong Aversion,CONFIG_showPunishmentId,False,True,168,106,other,other,0.35714285714285715,0.4811320754716981,False,0.13791554357592095,-0.0915318957771788,0.013926325247079964,-0.046383647798742156,0.12398921832884097
PUNISHMENT,6,Proactive Punishers with Norm Enforcement,CONFIG_defaultContribProp,0,1,149,125,other,binary_0_20,0.4161073825503356,0.384,True,0.13412080536912754,-0.006013422818791969,0.01857718120805369,0.11554362416107383,-0.1281073825503356
PUNISHMENT,0,Consistent Non-Punishers in Cooperative Settings,CONFIG_chat,False,True,73,156,binary_0_20,other,0.3835616438356164,0.3333333333333333,True,0.10862311204776956,0.10862311204776959,-0.009044608359676853,-0.06304882332279588,-0.0365296803652968
PUNISHMENT,5,Targeted Punishers of Low Contributors,CONFIG_showNRounds,False,True,65,118,always_full,always_full,0.49230769230769234,0.4406779661016949,False,0.10821382007822687,-0.05162972620599743,0.01694915254237288,-0.056584093872229485,0.09126466753585394
PUNISHMENT,5,Targeted Punishers of Low Contributors,CONFIG_showOtherSummaries,False,True,73,110,always_full,always_full,0.5205479452054794,0.41818181818181815,False,0.10697384806973848,-0.10236612702366127,-0.00460772104607721,0.058156911581569104,0.04881693648816937
PUNISHMENT,1,Consistent Non-Punishers with Strong Aversion,CONFIG_showNRounds,False,True,161,113,other,other,0.40372670807453415,0.40707964601769914,False,0.10531523113285333,-0.10531523113285332,0.010553509591601166,0.09140878359808718,0.003352937943164991
PUNISHMENT,5,Targeted Punishers of Low Contributors,CONFIG_showRewardId,False,True,91,92,always_full,always_full,0.4065934065934066,0.5108695652173914,False,0.10427615862398473,0.10427615862398476,-0.00011944577161968582,-0.04634495938843766,-0.05781175346392736
PUNISHMENT,5,Targeted Punishers of Low Contributors,CONFIG_showPunishmentId,False,True,91,92,always_full,always_full,0.4065934065934066,0.5108695652173914,False,0.10427615862398473,0.10427615862398476,-0.00011944577161968582,-0.04634495938843766,-0.05781175346392736
PUNISHMENT,6,Proactive Punishers with Norm Enforcement,CONFIG_chat,False,True,205,69,other,always_full,0.375609756097561,0.37681159420289856,True,0.10364086249558147,0.10364086249558147,-0.00989749027925062,-0.0224814422057264,-0.07126193001060444
PUNISHMENT,6,Proactive Punishers with Norm Enforcement,CONFIG_showOtherSummaries,False,True,148,126,other,other,0.34459459459459457,0.373015873015873,False,0.09856284856284858,-0.09856284856284855,0.003539253539253537,0.06660231660231664,0.02842127842127845
PUNISHMENT,3,Selective Punishers with Norm-Based Strategies,CONFIG_showRewardId,False,True,84,100,always_full,always_full,0.47619047619047616,0.38,False,0.0980952380952381,-0.09619047619047616,-0.001904761904761904,0.09000000000000002,0.0080952380952381
PUNISHMENT,3,Selective Punishers with Norm-Based Strategies,CONFIG_showPunishmentId,False,True,84,100,always_full,always_full,0.47619047619047616,0.38,False,0.0980952380952381,-0.09619047619047616,-0.001904761904761904,0.09000000000000002,0.0080952380952381
PUNISHMENT,3,Selective Punishers with Norm-Based Strategies,CONFIG_showOtherSummaries,False,True,75,109,always_full,always_full,0.4,0.44036697247706424,False,0.09480122324159022,0.04036697247706422,-0.004159021406727829,0.054434250764526015,-0.09064220183486238
PUNISHMENT,4,Selective Punishers with High Thresholds,CONFIG_rewardExists,False,True,144,121,other,other,0.4791666666666667,0.4214876033057851,False,0.09349173553719009,0.09349173553719009,-0.013888888888888888,-0.021923783287419618,-0.05767906336088158
PUNISHMENT,4,Selective Punishers with High Thresholds,CONFIG_defaultContribProp,0,1,147,118,other,other,0.48299319727891155,0.4152542372881356,False,0.09085668165571315,0.07390752911334025,0.01694915254237288,-0.023117721664937196,-0.06773895999077595
PUNISHMENT,6,Proactive Punishers with Norm Enforcement,CONFIG_showRewardId,False,True,134,140,binary_0_20,other,0.3358208955223881,0.4,True,0.08656716417910447,-0.0423240938166311,-0.01556503198294243,-0.028678038379530923,0.08656716417910448
PUNISHMENT,6,Proactive Punishers with Norm Enforcement,CONFIG_showPunishmentId,False,True,134,140,binary_0_20,other,0.3358208955223881,0.4,True,0.08656716417910447,-0.0423240938166311,-0.01556503198294243,-0.028678038379530923,0.08656716417910448
PUNISHMENT,2,Reluctant Non-Punishers in Competitive Environments,CONFIG_chat,False,True,66,221,always_full,always_full,0.5,0.583710407239819,False,0.08371040723981901,0.08371040723981904,-0.03187988482106129,-0.02797202797202797,-0.023858494446729717
PUNISHMENT,0,Consistent Non-Punishers in Cooperative Settings,CONFIG_showOtherSummaries,False,True,91,138,binary_0_20,other,0.38461538461538464,0.3695652173913043,True,0.08337314859053988,-0.010351966873705987,0.021500238891543236,-0.07302118171683392,0.061872909698996614
PUNISHMENT,2,Reluctant Non-Punishers in Competitive Environments,CONFIG_showNRounds,False,True,123,164,always_full,always_full,0.5528455284552846,0.573170731707317,False,0.07317073170731703,0.020325203252032464,-0.006097560975609758,0.052845528455284535,-0.0670731707317073
PUNISHMENT,0,Consistent Non-Punishers in Cooperative Settings,CONFIG_showRewardId,False,True,124,105,binary_0_20,other,0.33064516129032256,0.37142857142857144,True,0.07058371735791094,-0.058832565284178184,-0.011751152073732719,0.02173579109062984,0.04884792626728113
PUNISHMENT,0,Consistent Non-Punishers in Cooperative Settings,CONFIG_showPunishmentId,False,True,124,105,binary_0_20,other,0.33064516129032256,0.37142857142857144,True,0.07058371735791094,-0.058832565284178184,-0.011751152073732719,0.02173579109062984,0.04884792626728113
PUNISHMENT,0,Consistent Non-Punishers in Cooperative Settings,CONFIG_showNRounds,False,True,115,114,other,binary_0_20,0.3391304347826087,0.35964912280701755,True,0.0674294431731503,-0.0674294431731503,0.017772692601067886,0.03790999237223497,0.01174675819984744
PUNISHMENT,5,Targeted Punishers of Low Contributors,CONFIG_chat,False,True,48,135,always_full,always_full,0.4166666666666667,0.4740740740740741,False,0.05740740740740742,0.05740740740740741,-0.041666666666666664,-0.012962962962962954,-0.0027777777777778234
PUNISHMENT,6,Proactive Punishers with Norm Enforcement,CONFIG_showNRounds,False,True,131,143,binary_0_20,other,0.33587786259541985,0.38461538461538464,True,0.056371109806224326,-0.026263812523354524,-0.001921742379757646,-0.028185554903112142,0.05637110980622434
PUNISHMENT,2,Reluctant Non-Punishers in Competitive Environments,CONFIG_rewardExists,False,True,93,194,always_full,always_full,0.6021505376344086,0.5463917525773195,False,0.05575878505708905,-0.05575878505708909,0.015020507704245647,0.014410819199645264,0.02632745815319809
PUNISHMENT,4,Selective Punishers with High Thresholds,CONFIG_showOtherSummaries,False,True,134,131,other,other,0.4253731343283582,0.48091603053435117,False,0.055542896205992946,-0.03252819870115073,-0.014925373134328358,-0.00808932437051385,0.05554289620599295
PUNISHMENT,2,Reluctant Non-Punishers in Competitive Environments,CONFIG_showOtherSummaries,False,True,156,131,always_full,always_full,0.5897435897435898,0.5343511450381679,False,0.0553924447054218,-0.05539244470542182,0.003669994128009394,0.028136621648072013,0.023585828929340386
PUNISHMENT,5,Targeted Punishers of Low Contributors,CONFIG_rewardExists,False,True,77,106,always_full,always_full,0.4675324675324675,0.4528301886792453,False,0.051580494976721375,-0.014702278853222228,-0.003553050722862045,-0.03332516540063707,0.0515804949767214
PUNISHMENT,2,Reluctant Non-Punishers in Competitive Environments,CONFIG_showRewardId,False,True,110,177,always_full,always_full,0.5636363636363636,0.5649717514124294,False,0.0496661530559836,0.0013353877760657884,0.004417051874678994,-0.04966615305598357,0.043913713405238836
PUNISHMENT,2,Reluctant Non-Punishers in Competitive Environments,CONFIG_showPunishmentId,False,True,110,177,always_full,always_full,0.5636363636363636,0.5649717514124294,False,0.0496661530559836,0.0013353877760657884,0.004417051874678994,-0.04966615305598357,0.043913713405238836
PUNISHMENT,2,Reluctant Non-Punishers in Competitive Environments,CONFIG_defaultContribProp,0,1,148,139,always_full,always_full,0.581081081081081,0.5467625899280576,False,0.04695702897141742,-0.034318491153023434,-0.012638537818393934,0.024013221854948474,0.022943807116468984
PUNISHMENT,0,Consistent Non-Punishers in Cooperative Settings,CONFIG_defaultContribProp,0,1,123,106,other,other,0.35772357723577236,0.330188679245283,False,0.046939714680165674,0.04172419082681389,0.005215523853351736,-0.019404816689676363,-0.02753489799048936
PUNISHMENT,4,Selective Punishers with High Thresholds,CONFIG_showRewardId,False,True,126,139,other,other,0.4523809523809524,0.45323741007194246,False,0.046077423775265504,-0.04533516044307409,-0.0007422633321913889,0.04522096608427545,0.0008564576909900756
PUNISHMENT,4,Selective Punishers with High Thresholds,CONFIG_showPunishmentId,False,True,126,139,other,other,0.4523809523809524,0.45323741007194246,False,0.046077423775265504,-0.04533516044307409,-0.0007422633321913889,0.04522096608427545,0.0008564576909900756
PUNISHMENT,3,Selective Punishers with Norm-Based Strategies,CONFIG_defaultContribProp,0,1,92,92,always_full,always_full,0.41304347826086957,0.43478260869565216,False,0.04347826086956522,0.021739130434782594,0.021739130434782608,-0.03260869565217395,-0.010869565217391297
PUNISHMENT,1,Consistent Non-Punishers with Strong Aversion,CONFIG_rewardExists,False,True,156,118,other,other,0.3974358974358974,0.4152542372881356,False,0.040851803563667986,0.023033463711429836,-0.021512385919165582,-0.019339417644502366,0.017818339852238185
PUNISHMENT,6,Proactive Punishers with Norm Enforcement,CONFIG_rewardExists,False,True,156,118,other,other,0.34615384615384615,0.3728813559322034,False,0.026727509778357243,-0.004671881790525856,-0.008691873098652759,-0.013363754889178625,0.02672750977835725
PUNISHMENT,5,Targeted Punishers of Low Contributors,CONFIG_defaultContribProp,0,1,88,95,always_full,always_full,0.4659090909090909,0.45263157894736844,False,0.02452153110047845,-0.013277511961722444,0.021052631578947368,0.0034688995215310936,-0.011244019138756
