metric,rmse,mae,r2,n_pairs
mean_contribution_rate,0.2142316057985949,0.17051919372036656,-8.136212268312502,14
punishment_rate,0.12701295949018035,0.07600040142742007,-2.5227993523415573,14
reward_rate,0.5460270234825221,0.3841145495856087,-17.467862170390887,14
normalized_efficiency,0.508545699539246,0.3790129399623481,-24.546173611908195,14
