CONFIG_configId,CONFIG_playerCount,CONFIG_numRounds,CONFIG_showNRounds,CONFIG_endowment,CONFIG_multiplier,CONFIG_allOrNothing,CONFIG_chat,CONFIG_defaultContribProp,CONFIG_punishmentCost,CONFIG_punishmentMagnitude,CONFIG_rewardExists,CONFIG_rewardCost,CONFIG_rewardMagnitude,CONFIG_showOtherSummaries,CONFIG_showPunishmentId,CONFIG_showRewardId,CONFIG_contributionDuration,CONFIG_outcomeDuration,CONFIG_summaryDuration,CONFIG_basePay,CONFIG_conversionRate,CONFIG_punishmentTech,CONFIG_MPCR,CONFIG_scaledPunishmentCost,CONFIG_rewardTech,treatment_itt_efficiency,treatment_itt_relative_efficiency,control_itt_efficiency,control_itt_relative_efficiency,treatment_effect,positive_treatment_effect
135,5,27,False,20,2.0,False,False,1,1,2.0,False,1,1.0,True,True,True,45,45,45,2.7,300,2.0,0.4,0.05,1.0,0.7,0.4000022222139918,0.8344444444444444,0.6688901152217954,-0.13444444444444448,0
134,13,5,True,20,5.9,True,True,0,4,15.0,True,4,4.0,False,False,False,45,45,45,0.5,300,3.75,0.45,0.2,1.0,0.8869621903520208,0.8638934632755678,0.8944530046224961,0.8729130372670922,-0.007490814270475266,0
152,4,6,True,20,2.4,True,False,1,3,9.0,True,3,4.0,True,False,False,45,45,45,0.6,300,3.0,0.6,0.15,1.33,0.8090277777777778,0.6726239192869153,0.9210069444444444,0.864585348432315,-0.11197916666666663,0
128,3,4,False,20,1.3,True,True,1,2,3.0,True,2,2.0,False,False,False,45,45,45,0.4,300,1.5,0.43,0.1,1.0,0.75,-0.08318289126510206,1.0,1.0,-0.25,0
143,3,20,True,20,1.2,True,True,1,4,5.0,False,4,3.0,True,False,False,45,45,45,2.0,300,1.25,0.4,0.2,0.75,0.9944444444444445,0.9666680554976876,0.8805555555555555,0.28336319320028336,0.11388888888888893,1
127,3,20,True,20,1.7,True,True,1,3,12.0,True,3,3.0,True,False,False,45,45,45,2.0,300,4.0,0.57,0.15,1.0,1.0,1.0,0.8936274509803922,0.7416697420268806,0.1063725490196078,1
144,4,12,False,20,2.0,False,True,1,2,8.0,True,2,2.0,True,True,True,45,45,45,1.2,300,4.0,0.5,0.1,1.0,0.790625,0.5812543619337298,0.85625,0.7125029947604713,-0.06562499999999993,0
145,14,20,True,20,4.8,True,False,0,3,6.0,False,3,4.0,False,False,False,45,45,45,2.0,300,2.0,0.34,0.15,1.33,0.6387962962962963,0.5437429568754639,0.9163690476190476,0.8943609518980489,-0.2775727513227513,0
160,2,10,True,20,1.3,True,False,0,1,4.0,True,1,1.0,True,True,True,45,45,45,1.0,300,4.0,0.65,0.05,1.0,0.8653846153846154,0.41671527372718936,0.9884615384615385,0.9500041663194734,-0.12307692307692308,0
159,2,25,True,20,1.4,False,True,1,3,11.0,False,3,2.0,False,True,True,45,45,45,2.5,300,3.67,0.7,0.15,0.67,0.9335714285714286,0.7675058123546912,0.9992857142857143,0.9975000624984376,-0.06571428571428573,0
156,11,9,False,20,4.0,True,True,1,4,11.0,False,4,3.0,True,True,True,45,45,45,0.9,300,2.75,0.36,0.2,0.75,0.7291666666666666,0.6388895576119303,0.9842171717171717,0.9789562643833933,-0.2550505050505051,0
172,9,13,True,20,2.9,False,False,0,3,8.0,False,3,3.0,True,True,True,45,45,45,1.3,300,2.67,0.32,0.15,1.0,0.7007073386383731,0.5431859127622295,0.46783819628647216,0.1877550917128246,0.23286914235190093,1
125,16,29,True,20,9.2,True,False,0,2,3.0,False,2,2.0,True,True,True,45,45,45,2.9,300,1.5,0.57,0.1,1.0,0.877723876725122,0.8628121743389933,0.7273191993112355,0.6940654893042911,0.15040467741388652,1
138,20,1,True,20,7.5,False,True,0,2,5.0,False,2,1.0,False,False,False,45,45,45,0.1,300,2.5,0.38,0.1,0.5,0.6357894736842106,0.5797587864016744,0.7166666666666667,0.6730781804685366,-0.0808771929824561,0
165,18,27,True,20,12.1,False,False,1,3,7.0,True,3,2.0,False,True,True,45,45,45,2.7,300,2.33,0.67,0.15,0.67,0.8220925080429212,0.8060648264280197,0.7930263270000852,0.7743800763466987,0.02906618104283598,1
173,17,21,False,20,7.9,True,True,1,2,3.0,True,2,3.0,False,False,False,45,45,45,2.1,300,1.5,0.46,0.1,1.5,0.8342659771534424,0.8102465954739759,0.8564337127255965,0.83562703778934,-0.022167735572154124,0
130,16,9,False,20,2.6,True,False,0,3,10.0,False,3,4.0,False,True,True,45,45,45,0.9,300,3.33,0.16,0.15,1.33,0.5803952991452992,0.31814384083367875,0.7176434676434676,0.5411717728874681,-0.13724816849816845,0
167,5,22,True,20,2.4,False,True,0,2,6.0,False,2,2.0,False,False,False,45,45,45,2.2,300,3.0,0.48,0.1,1.0,0.8899621212121213,0.811364248817374,0.9971590909090909,0.9951298859419287,-0.10719696969696968,0
163,11,26,False,20,1.9,False,False,0,2,6.0,True,2,2.0,False,True,True,45,45,45,2.6,300,3.0,0.17,0.1,1.0,0.6986962819893772,0.36391599409787434,0.6859835759611795,0.3370777441336798,0.012712706028197629,1
180,7,11,False,20,4.3,False,True,0,2,3.0,False,2,3.0,False,True,True,45,45,45,1.1,300,1.5,0.61,0.1,1.5,0.564935064935065,0.43309832133348813,0.8887043189368771,0.8549786403411249,-0.3237692540018121,0
129,15,26,True,20,7.8,False,False,0,4,11.0,False,4,5.0,True,True,True,45,45,45,2.6,300,2.75,0.52,0.2,1.25,0.7970142602495544,0.7671634619448997,0.6120808678500986,0.5550340205441138,0.18493339239945572,1
141,18,29,True,20,4.7,True,False,0,2,8.0,True,2,2.0,True,True,True,45,45,45,2.9,300,4.0,0.26,0.1,1.0,0.7172030364588902,0.6407715466618407,0.763729769048918,0.6998730365346971,-0.04652673259002782,0
154,19,15,True,20,8.9,True,True,0,2,4.0,False,2,1.0,True,True,True,45,45,45,1.5,300,2.0,0.47,0.1,0.5,0.853144096195545,0.8345547780246996,0.6482209737827715,0.6036920876339431,0.20492312241277344,1
169,12,23,True,20,1.5,True,False,1,1,1.0,False,1,1.0,False,True,True,45,45,45,2.3,300,1.0,0.12,0.05,1.0,0.7722438391699092,0.31673417613161037,0.7776470588235294,0.3329437923772848,-0.005403219653620117,0
179,10,19,False,20,6.9,True,False,0,1,2.0,True,1,1.0,True,False,False,45,45,45,1.9,300,2.0,0.69,0.05,1.0,0.9343125734430082,0.9231791465052008,0.8108314263920672,0.778769054964739,0.12348114705094104,1
174,14,8,True,20,3.1,False,True,1,1,2.0,True,1,1.0,True,False,False,45,45,45,0.8,300,2.0,0.22,0.05,1.0,0.8034274193548387,0.709822045446332,0.8877171215880894,0.8342494637145977,-0.08428970223325061,0
148,7,3,True,20,1.6,False,False,1,1,3.0,False,1,1.0,True,False,False,45,45,45,0.3,300,3.0,0.23,0.05,1.0,0.7976190476190477,0.46033887544145075,0.875,0.6666798936550137,-0.07738095238095233,0
147,9,29,True,20,1.2,True,True,1,2,6.0,True,2,1.0,False,True,True,45,45,45,2.9,300,3.0,0.13,0.1,0.5,0.9859756097560975,0.9158546846989671,0.9022988505747126,0.4137994202648678,0.08367675918138495,1
166,13,14,False,20,4.4,True,False,1,4,7.0,True,4,3.0,True,True,True,45,45,45,1.4,300,1.75,0.34,0.2,0.75,0.6546266233766234,0.5530466097281077,0.6450708382526563,0.5406803469439009,0.009555785123967042,1
175,4,30,False,20,2.4,True,False,0,3,10.0,False,3,2.0,False,True,True,45,45,45,3.0,300,3.33,0.6,0.15,0.67,0.9140625,0.8526790098838992,0.9270833333333334,0.8750003720227023,-0.01302083333333337,0
133,18,21,False,20,1.2,False,True,0,3,9.0,True,3,2.0,True,False,False,45,45,45,2.1,300,3.0,0.07,0.15,0.67,0.8882882882882883,0.3297342585523071,0.903293918918919,0.419768414118124,-0.01500563063063065,0
146,17,7,False,20,11.3,False,False,0,3,4.0,False,3,4.0,True,False,False,45,45,45,0.7,300,1.33,0.66,0.15,1.33,0.7975756674351155,0.7779229102052254,0.6687365211571353,0.6365751666088085,0.1288391462779802,1
162,16,5,True,20,9.6,True,True,1,3,3.0,False,3,4.0,True,False,False,45,45,45,0.5,300,1.0,0.6,0.15,1.33,0.7634320175438597,0.7359243146233824,0.6649305555555556,0.6259692821943549,0.09850146198830412,1
170,19,11,False,20,7.9,False,False,1,2,4.0,False,2,2.0,True,True,True,45,45,45,1.1,300,2.0,0.42,0.1,1.0,0.8000744601638123,0.7710998255541966,0.6270668039488826,0.5730186627076268,0.17300765621492975,1
178,17,12,True,20,1.1,False,True,1,4,13.0,False,4,6.0,False,True,True,45,45,45,1.2,300,3.25,0.06,0.2,1.5,0.8923796791443849,-0.1837945148403221,0.9820574162679426,0.8026367727165075,-0.08967773712355775,0
