metric,rmse,mae,r2,n_pairs
mean_contribution_rate,0.29176449675515376,0.26312754629055995,-30.45873014716755,11
punishment_rate,0.4347349062242574,0.2519074312705906,-38.93863739243004,11
reward_rate,0.4374256431939163,0.2724747474747475,-10.255033593386935,11
normalized_efficiency,0.7745614655613412,0.5533572826811648,-58.412953311751124,11
