cluster,mean_mass,top_share
cluster_1_prob,0.12031708562727474,0.12039877300613497
cluster_2_prob,0.1512300636987022,0.15056237218813906
cluster_3_prob,0.03502044989775051,0.03502044989775051
cluster_4_prob,0.0743336939915988,0.07438650306748466
cluster_5_prob,0.16056471995939064,0.1607873210633947
cluster_6_prob,0.20492913490009584,0.20526584867075665
cluster_7_prob,0.15051401189395203,0.15081799591002046
cluster_8_prob,0.10309084003123556,0.10276073619631902
