tau,mean_top_weight,mean_effective_support,mean_l1_vs_actual_cluster_mix,mean_js_vs_actual_cluster_mix,top_cluster_match_rate
0.02,0.3592775056989569,6.975206777885657,0.6889253699055689,0.12933164556958054,0.65
0.03,0.2007193139871066,16.032408222251554,0.6149772915968121,0.10743237468640732,0.675
0.05,0.07730608361149434,53.326802231790836,0.5190051826877192,0.0826590606419346,0.7
0.07,0.0376250956231128,121.37679521814457,0.46427859723712095,0.07369799480899605,0.675
0.1,0.017019647758386307,285.41065053386717,0.43738523219711567,0.07475995376388456,0.7
0.15,0.007044786867365717,685.1606889292414,0.501359621957928,0.08984628009360204,0.7
0.2,0.003925761540737098,1143.5771902823615,0.5859015977765836,0.10754161138222851,0.675
