metric_family,metric,distance_kind,bootstrap_mean,bootstrap_median,bootstrap_p05,bootstrap_p95,n_treatments,model_score,median_value
distribution_distance,final_surplus_ratio,wasserstein_1d,0.08573799766178934,0.07886331503466365,0.05034397696507474,0.13792019164614008,2,0.2748225371390026,0.2748225371390026
distribution_distance,proposer_net_surplus,wasserstein_1d,0.2515439814814815,0.2422664141414141,0.15528829966329957,0.37067445286195255,2,1.0888257575757576,1.0888257575757576
distribution_distance,trade_ratio,wasserstein_1d,0.06190521242517771,0.059536460838544185,0.03826698699962587,0.09561340504916893,2,0.200048183555128,0.200048183555128
distribution_distance,acceptance_rate,wasserstein_1d,0.04569234006734007,0.04135101010101014,0.010290404040404029,0.09771675084175079,2,0.08059764309764308,0.08059764309764308
distribution_distance,accepted_proposer_net_surplus,wasserstein_1d,0.2587684118621456,0.24996617305962512,0.15695889589717996,0.38684124017601146,2,0.8546733786281853,0.8546733786281853
distribution_distance,declined_proposer_net_surplus,wasserstein_1d,0.3533375265041716,0.33933782423055037,0.20058972271501394,0.5438893223094204,2,1.3147044235366456,1.3147044235366456
distribution_distance,accepted_trade_ratio,wasserstein_1d,0.08102272780581458,0.07768735354832651,0.04499360722115901,0.12247405996524385,2,0.18594299560524402,0.18594299560524402
distribution_distance,declined_trade_ratio,wasserstein_1d,0.07265653784316134,0.06967984819781732,0.03892982281496531,0.11535736671030378,2,0.23719762365175484,0.23719762365175484
distribution_distance,final_total_surplus,wasserstein_1d,1.8230378787878785,1.7204545454545448,1.138437500000001,2.924299242424241,2,4.190151515151516,4.190151515151516
distribution_distance,mean_player_final_surplus,wasserstein_1d,0.6076792929292929,0.5734848484848483,0.3794791666666671,0.9747664141414137,2,1.3967171717171718,1.3967171717171718
