question_id,question,variable_code,variable_label,cond1_label,cond2_label,left_role,right_role,left_treatments,right_treatments,direction,cond1_mean,cond1_sd,cond1_n,cond2_mean,cond2_sd,cond2_n,effect,supports_direction
Q1,Does interacting with AI decrease payoffs?,WI,payoff index,AI in TRU,Human in TRU,AI,human,['TRU'],['TRU'],less,0.33586005830903787,0.1926858489752922,49,0.7591836734693876,0.11692149041401632,49,-0.4233236151603498,True
Q2,Is opaque delegation more frequent?,DI,delegation frequency,Support in ODU/ODP,Support in TDU/TDP,support,support,"['ODU', 'ODP']","['TDU', 'TDP']",greater,0.5242857142857141,0.14649762564184163,100,0.4757142857142857,0.1723579903866775,100,0.04857142857142843,True
Q3,Does opaque interaction decrease payoffs?,WI,payoff index,Unknown in ODU,Human in TRU,unknown,human,['ODU'],['TRU'],less,0.8287619047619046,0.07290638401545936,50,0.7591836734693876,0.11692149041401632,49,0.06957823129251695,False
Q4,Does delegation crowd-out prosociality?,PSI,prosociality index,AI in TDU,AI in TRU,AI,AI,['TDU'],['TRU'],less,0.46988888888888886,0.22763280049661114,50,0.3251700680272109,0.17754651494801466,49,0.14471882086167798,False
Q5,Does personalizing the AI restore payoffs?,WI,payoff index,AI in TRP,AI in TRU,AI,AI,['TRP'],['TRU'],greater,0.3717201166180758,0.2243016544803708,49,0.33586005830903787,0.1926858489752922,49,0.035860058309037934,True
Q6,Does personalizing the AI increase delegation?,DI,delegation frequency,Support in TDP/ODP,Support in TDU/ODU,support,support,"['TDP', 'ODP']","['TDU', 'ODU']",greater,0.5485714285714285,0.16080605044147397,100,0.45142857142857146,0.14743040593062023,100,0.09714285714285703,True
Q7,Does personalizing the AI change payoffs if delegation is opaque?,WI,payoff index,Unknown in ODP,Unknown in ODU,unknown,unknown,['ODP'],['ODU'],greater,0.8252380952380953,0.06964903455363411,50,0.8287619047619046,0.07290638401545936,50,-0.0035238095238092626,False
Q8,Does personalizing the AI change prosocial behavior?,PSI,prosociality index,AI in TDP,AI in TDU,AI,AI,['TDP'],['TDU'],greater,0.4716666666666666,0.24375611704245703,50,0.46988888888888886,0.22763280049661114,50,0.001777777777777767,True
