metric,num_treatments,mae,rmse,spearman
final_round_normalized_efficiency,40,0.33987441612045854,0.42991538295123477,0.07204502814258913
final_total_contribution_rate,40,0.28666312830722546,0.3522954971227362,0.15244617494138374
first_round_normalized_efficiency,40,0.10484321412971886,0.12834888734640032,0.4420262664165104
first_round_total_contribution_rate,40,0.09171567484963866,0.11370201772886915,0.34269900126823055
mean_round_normalized_efficiency,40,0.1438836588216365,0.1920112442101723,0.021013133208255163
mean_total_contribution_rate,40,0.1310563136439869,0.16049223048869576,-0.005816135084427768
