metric,num_treatments,mean_sd_ratio,median_sd_ratio,mean_abs_log_sd_ratio,mean_iqr_ratio,median_iqr_ratio,mean_abs_log_iqr_ratio
final_round_normalized_efficiency,40,0.7556792258726164,0.5373175599304252,1.6232490487005697,1.183407148674371,0.9970100867465592,0.623763079640378
final_total_contribution_rate,40,1.411349462503002,1.3380006231128516,0.5463136171845744,1.6554528895085743,1.1671545667447305,0.6532063434718305
first_round_normalized_efficiency,40,1.04688479732328,0.8741591815407885,0.43839038285172727,1.1180588061618006,0.8834610472541504,0.5378847666570177
first_round_total_contribution_rate,40,1.2232381213578125,1.0118518940142294,0.42765634636576505,1.2451520579291429,1.0,0.4271719612785486
mean_round_normalized_efficiency,40,0.9090153460022338,0.7884835547387118,0.6245961105829034,1.156772272249232,0.9080451869415957,0.6585960234558408
mean_total_contribution_rate,40,1.3211742915345215,1.222312642910301,0.491143320119005,1.4725815881892577,1.1394169802258007,0.5774823971188631
