simbench_row_id,dataset_name,group_size,tvd_baseline,tvd_twin,jsd_baseline,jsd_twin,predicted_entropy_baseline,predicted_entropy_twin,normalized_predicted_entropy_baseline,normalized_predicted_entropy_twin,modal_match_baseline,modal_match_twin
simbenchpop_000307,Choices13k,16,0.2375,0.37890625,0.0302713420214944,0.0743928317788463,0.6931471805599453,0.6526047949775426,1.0,0.9415097013744596,0.0,0
simbenchpop_000308,Choices13k,15,0.4466666666666667,0.5708854166666667,0.1390961651528351,0.2051320520118228,0.6931471805599453,0.6619610189541905,1.0,0.9550078793070156,0.0,0
simbenchpop_000309,Choices13k,15,0.0333333333333333,0.1786458333333333,0.0005562771410977,0.0162525938482911,0.6931471805599453,0.6503001921956162,1.0,0.9381848623697552,0.0,0
simbenchpop_000310,Choices13k,16,0.2749999999999999,0.12421875,0.0416875447934051,0.0094803754901313,0.6931471805599453,0.6469616727595651,1.0,0.9333683969354528,1.0,1
simbenchpop_000311,Choices13k,15,0.4066666666666666,0.5308854166666666,0.1063484506784544,0.1666387874657192,0.6931471805599453,0.6619610189541905,1.0,0.9550078793070156,0.0,0
simbenchpop_000312,Choices13k,16,0.25,0.3734375,0.0338220755686052,0.0727709564540832,0.6931471805599453,0.6623561977438686,1.0,0.9555780017871488,0.0,0
simbenchpop_000313,Choices13k,19,0.4263157894736844,0.5575657894736844,0.1211931687811441,0.1882838566828872,0.6931471805599453,0.6582870565375478,1.0,0.949707471948113,0.0,0
simbenchpop_000314,Choices13k,15,0.2066666666666665,0.3433854166666665,0.0225086690910876,0.0605027516564427,0.6931471805599453,0.6552827741875504,1.0,0.9453732087003416,0.0,0
simbenchpop_000315,Choices13k,16,0.1625000000000001,0.3062500000000001,0.0136300853539872,0.0476747317267739,0.6931471805599453,0.6512300148949404,1.0,0.9395263129669764,0.0,0
simbenchpop_000316,Choices13k,17,0.0999999999999999,0.03828125,0.0050593899289875,0.0007770839168785,0.6931471805599453,0.6544006955522966,1.0,0.9441006382275868,1.0,1
simbenchpop_000317,Choices13k,16,0.0374999999999999,0.1781249999999999,0.0007042814469646,0.0161254414875787,0.6931471805599453,0.6530577442776866,1.0,0.9421631690835512,0.0,0
simbenchpop_000318,Choices13k,19,0.1526315789473684,0.2870065789473685,0.0119785619298378,0.0417862907316758,0.6931471805599453,0.6565861079287088,1.0,0.9472535218253338,0.0,0
simbenchpop_000319,Choices13k,16,0.25,0.37890625,0.0338220755686052,0.0748621215949007,0.6931471805599453,0.6595352278211644,1.0,0.9515082024691666,0.0,0
simbenchpop_000320,Choices13k,16,0.1374999999999999,0.2781249999999999,0.0096689227938141,0.0391918978796411,0.6931471805599453,0.6530577442776866,1.0,0.9421631690835512,0.0,0
simbenchpop_000321,Choices13k,16,0.175,0.0367187499999999,0.0158914450913191,0.0007477640493143,0.6931471805599453,0.6544006955522966,1.0,0.9441006382275868,1.0,1
simbenchpop_000322,Choices13k,17,0.1941176470588235,0.3355238970588234,0.0197294513617115,0.0575717308442742,0.6931471805599453,0.6526047949775426,1.0,0.9415097013744596,0.0,0
simbenchpop_000323,Choices13k,16,0.275,0.13125,0.0416875447934052,0.0105134216291177,0.6931471805599453,0.6512300148949404,1.0,0.9395263129669764,1.0,1
