participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.finished,participant.in_deception,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.name,session.config.real_world_currency_per_point,session.config.simulated_play_time,session.config.participation_fee,session.prolific_completion_url,introduction.1.player.id_in_group,introduction.1.player.role,introduction.1.player.payoff,introduction.1.player.q1,introduction.1.player.q2,introduction.1.player.q3,introduction.1.player.q4,introduction.1.player.q5,introduction.1.group.id_in_subsession,introduction.1.subsession.round_number,bonus_game.1.player.id_in_group,bonus_game.1.player.role,bonus_game.1.player.payoff,bonus_game.1.player.time_spent,bonus_game.1.player.potential_payoff,bonus_game.1.player.decision,bonus_game.1.player.in_deception,bonus_game.1.group.id_in_subsession,bonus_game.1.subsession.round_number,bonus_game.2.player.id_in_group,bonus_game.2.player.role,bonus_game.2.player.payoff,bonus_game.2.player.time_spent,bonus_game.2.player.potential_payoff,bonus_game.2.player.decision,bonus_game.2.player.in_deception,bonus_game.2.group.id_in_subsession,bonus_game.2.subsession.round_number,bonus_game.3.player.id_in_group,bonus_game.3.player.role,bonus_game.3.player.payoff,bonus_game.3.player.time_spent,bonus_game.3.player.potential_payoff,bonus_game.3.player.decision,bonus_game.3.player.in_deception,bonus_game.3.group.id_in_subsession,bonus_game.3.subsession.round_number,bonus_game.4.player.id_in_group,bonus_game.4.player.role,bonus_game.4.player.payoff,bonus_game.4.player.time_spent,bonus_game.4.player.potential_payoff,bonus_game.4.player.decision,bonus_game.4.player.in_deception,bonus_game.4.group.id_in_subsession,bonus_game.4.subsession.round_number,bonus_game.5.player.id_in_group,bonus_game.5.player.role,bonus_game.5.player.payoff,bonus_game.5.player.time_spent,bonus_game.5.player.potential_payoff,bonus_game.5.player.decision,bonus_game.5.player.in_deception,bonus_game.5.group.id_in_subsession,bonus_game.5.subsession.round_number,bonus_game.6.player.id_in_group,bonus_game.6.player.role,bonus_game.6.player.payoff,bonus_game.6.player.time_spent,bonus_game.6.player.potential_payoff,bonus_game.6.player.decision,bonus_game.6.player.in_deception,bonus_game.6.group.id_in_subsession,bonus_game.6.subsession.round_number,bonus_game.7.player.id_in_group,bonus_game.7.player.role,bonus_game.7.player.payoff,bonus_game.7.player.time_spent,bonus_game.7.player.potential_payoff,bonus_game.7.player.decision,bonus_game.7.player.in_deception,bonus_game.7.group.id_in_subsession,bonus_game.7.subsession.round_number,bonus_game.8.player.id_in_group,bonus_game.8.player.role,bonus_game.8.player.payoff,bonus_game.8.player.time_spent,bonus_game.8.player.potential_payoff,bonus_game.8.player.decision,bonus_game.8.player.in_deception,bonus_game.8.group.id_in_subsession,bonus_game.8.subsession.round_number,bonus_game.9.player.id_in_group,bonus_game.9.player.role,bonus_game.9.player.payoff,bonus_game.9.player.time_spent,bonus_game.9.player.potential_payoff,bonus_game.9.player.decision,bonus_game.9.player.in_deception,bonus_game.9.group.id_in_subsession,bonus_game.9.subsession.round_number,bonus_game.10.player.id_in_group,bonus_game.10.player.role,bonus_game.10.player.payoff,bonus_game.10.player.time_spent,bonus_game.10.player.potential_payoff,bonus_game.10.player.decision,bonus_game.10.player.in_deception,bonus_game.10.group.id_in_subsession,bonus_game.10.subsession.round_number,bonus_game.11.player.id_in_group,bonus_game.11.player.role,bonus_game.11.player.payoff,bonus_game.11.player.time_spent,bonus_game.11.player.potential_payoff,bonus_game.11.player.decision,bonus_game.11.player.in_deception,bonus_game.11.group.id_in_subsession,bonus_game.11.subsession.round_number,bret.1.player.id_in_group,bret.1.player.role,bret.1.player.payoff,bret.1.player.bomb,bret.1.player.bomb_row,bret.1.player.bomb_col,bret.1.player.boxes_collected,bret.1.player.pay_this_round,bret.1.player.round_result,bret.1.group.id_in_subsession,bret.1.subsession.round_number,debrief.1.player.id_in_group,debrief.1.player.role,debrief.1.player.payoff,debrief.1.player.debrief,debrief.1.player.debrief2,debrief.1.group.id_in_subsession,debrief.1.subsession.round_number,thanks.1.player.id_in_group,thanks.1.player.role,thanks.1.player.payoff,thanks.1.group.id_in_subsession,thanks.1.subsession.round_number
1190,qeeteu13,5c9ade667bc68a00134ceca8,0,2,44,introduction,Instructions_points,2022-08-31 11:13:17.861301,1,,,0.0,,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,1190,,0.0,,,,,,1,1,1190,,0.0,,,,,1,1,1190,,0.0,,,,,1,2,1190,,0.0,,,,,1,3,1190,,0.0,,,,,1,4,1190,,0.0,,,,,1,5,1190,,0.0,,,,,1,6,1190,,0.0,,,,,1,7,1190,,0.0,,,,,1,8,1190,,0.0,,,,,1,9,1190,,0.0,,,,,1,10,1190,,0.0,,,,,1,11,1190,,0.0,,,,,,,1,1,1190,,0.0,,,1,1,1190,,0.0,1,1
1191,3a4mzliy,5f0a414ff08fe631710e3ce8,0,6,44,introduction,Start_game,2022-08-31 11:13:21.130533,1,,,0.0,,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,1191,,0.0,,,,,,1,1,1191,,0.0,,,,,1,1,1191,,0.0,,,,,1,2,1191,,0.0,,,,,1,3,1191,,0.0,,,,,1,4,1191,,0.0,,,,,1,5,1191,,0.0,,,,,1,6,1191,,0.0,,,,,1,7,1191,,0.0,,,,,1,8,1191,,0.0,,,,,1,9,1191,,0.0,,,,,1,10,1191,,0.0,,,,,1,11,1191,,0.0,,,,,,,1,1,1191,,0.0,,,1,1,1191,,0.0,1,1
1192,wxwhsiiz,6278270bfb2439bf3abf192d,0,44,44,thanks,Thanks,2022-08-31 11:13:25.753046,1,,,181.0,1,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,1192,,0.0,1,8,2,1,1,1,1,1192,,0.0,158.0,0.0,A,0,1,1,1192,,0.0,547.0,84.0,A,0,1,2,1192,,0.0,110.0,88.0,B,0,1,3,1192,,0.0,150.0,60.0,A,0,1,4,1192,,0.0,149.0,96.0,A,0,1,5,1192,,0.0,88.0,100.0,A,0,1,6,1192,,0.0,99.0,104.0,A,0,1,7,1192,,0.0,134.0,108.0,A,0,1,8,1192,,0.0,132.0,112.0,A,0,1,9,1192,,116.0,94.0,116.0,A,0,1,10,1192,,0.0,90.0,116.0,A,0,1,11,1192,,65.0,0,8,5,65,1,65.0,1,1,1192,,0.0,only_c,random,1,1,1192,,0.0,1,1
1193,s2jfxxan,5c4a061161db8c00015e4fb0,0,44,44,thanks,Thanks,2022-08-31 11:13:26.775203,1,,,132.0,1,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,1193,,0.0,1,8,2,1,1,1,1,1193,,0.0,158.0,0.0,B,1,1,1,1193,,0.0,73.0,20.0,A,1,1,2,1193,,0.0,80.0,88.0,B,1,1,3,1193,,0.0,43.0,60.0,B,1,1,4,1193,,80.0,133.0,80.0,B,1,1,5,1193,,0.0,77.0,100.0,A,1,1,6,1193,,0.0,98.0,104.0,A,1,1,7,1193,,0.0,93.0,108.0,A,1,1,8,1193,,0.0,31.0,112.0,A,1,1,9,1193,,0.0,80.0,116.0,A,1,1,10,1193,,0.0,55.0,116.0,A,1,1,11,1193,,52.0,0,8,10,52,1,52.0,1,1,1193,,0.0,majority,majority,1,1,1193,,0.0,1,1
1194,oy8kbpmz,5ac93d86e734400001da5f30,0,44,44,thanks,Thanks,2022-08-31 11:13:27.088997,1,,,140.0,1,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,1194,,0.0,1,8,2,1,1,1,1,1194,,0.0,102.0,0.0,A,0,1,1,1194,,0.0,87.0,84.0,A,0,1,2,1194,,0.0,79.0,88.0,B,0,1,3,1194,,0.0,37.0,60.0,A,0,1,4,1194,,0.0,60.0,96.0,B,0,1,5,1194,,0.0,76.0,100.0,B,0,1,6,1194,,0.0,50.0,120.0,B,0,1,7,1194,,140.0,58.0,140.0,B,0,1,8,1194,,0.0,54.0,160.0,B,0,1,9,1194,,0.0,28.0,180.0,B,0,1,10,1194,,0.0,56.0,180.0,B,0,1,11,1194,,0.0,1,1,4,60,1,0.0,1,1,1194,,0.0,minority,majority,1,1,1194,,0.0,1,1
1195,35ijno4k,5ea07fc202b8bd05bb59bc38,0,44,44,thanks,Thanks,2022-08-31 11:13:27.219122,1,,,104.0,1,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,1195,,0.0,1,8,2,1,1,1,1,1195,,0.0,159.0,0.0,A,1,1,1,1195,,0.0,70.0,84.0,A,1,1,2,1195,,0.0,65.0,88.0,A,1,1,3,1195,,0.0,70.0,92.0,A,1,1,4,1195,,0.0,88.0,96.0,B,1,1,5,1195,,0.0,58.0,100.0,A,1,1,6,1195,,104.0,72.0,104.0,B,1,1,7,1195,,0.0,111.0,140.0,B,1,1,8,1195,,0.0,52.0,160.0,B,1,1,9,1195,,0.0,96.0,180.0,B,1,1,10,1195,,0.0,70.0,180.0,A,1,1,11,1195,,0.0,1,10,4,100,1,0.0,1,1,1195,,0.0,only_c,majority,1,1,1195,,0.0,1,1
1196,ysuvcxzq,5d70e0d4b5e62a0018d24309,0,44,44,thanks,Thanks,2022-08-31 11:13:35.734963,1,,,140.0,1,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,1196,,0.0,1,8,2,1,1,1,1,1196,,0.0,120.0,0.0,A,0,1,1,1196,,0.0,150.0,84.0,B,0,1,2,1196,,0.0,112.0,40.0,B,0,1,3,1196,,0.0,153.0,60.0,B,0,1,4,1196,,0.0,39.0,80.0,A,0,1,5,1196,,100.0,52.0,100.0,A,0,1,6,1196,,0.0,36.0,104.0,A,0,1,7,1196,,0.0,36.0,108.0,A,0,1,8,1196,,0.0,134.0,112.0,B,0,1,9,1196,,0.0,112.0,180.0,B,0,1,10,1196,,0.0,29.0,180.0,B,0,1,11,1196,,40.0,0,5,10,40,1,40.0,1,1,1196,,0.0,only_d,majority,1,1,1196,,0.0,1,1
1197,8k2esue4,5a6f3f01fab9ca000166cade,0,44,44,thanks,Thanks,2022-08-31 11:13:37.781301,1,,,227.0,1,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,1197,,0.0,1,8,2,1,1,1,1,1197,,0.0,178.0,0.0,A,1,1,1,1197,,0.0,171.0,84.0,A,1,1,2,1197,,0.0,56.0,88.0,A,1,1,3,1197,,0.0,113.0,92.0,B,1,1,4,1197,,0.0,99.0,80.0,B,1,1,5,1197,,0.0,247.0,100.0,B,1,1,6,1197,,0.0,65.0,120.0,B,1,1,7,1197,,0.0,29.0,140.0,B,1,1,8,1197,,0.0,28.0,160.0,B,1,1,9,1197,,180.0,33.0,180.0,B,1,1,10,1197,,0.0,42.0,180.0,B,1,1,11,1197,,47.0,0,8,7,47,1,47.0,1,1,1197,,0.0,minority,majority,1,1,1197,,0.0,1,1
1198,hr7sa148,62fb79a060f92702f85d1e35,0,44,44,thanks,Thanks,2022-08-31 11:13:51.288990,1,,,163.0,1,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,1198,,0.0,1,8,2,1,1,1,1,1198,,0.0,83.0,0.0,A,0,1,1,1198,,0.0,67.0,84.0,A,0,1,2,1198,,0.0,62.0,88.0,A,0,1,3,1198,,0.0,28.0,92.0,A,0,1,4,1198,,0.0,77.0,96.0,A,0,1,5,1198,,100.0,24.0,100.0,A,0,1,6,1198,,0.0,18.0,104.0,A,0,1,7,1198,,0.0,20.0,108.0,A,0,1,8,1198,,0.0,90.0,112.0,B,0,1,9,1198,,0.0,42.0,180.0,B,0,1,10,1198,,0.0,36.0,180.0,B,0,1,11,1198,,63.0,0,10,5,63,1,63.0,1,1,1198,,0.0,only_c,random,1,1,1198,,0.0,1,1
1199,9cxehxon,5c58244f62290e00012fa64c,0,44,44,thanks,Thanks,2022-08-31 11:13:52.771675,1,,,133.0,1,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,1199,,0.0,1,8,2,1,1,1,1,1199,,0.0,55.0,0.0,A,1,1,1,1199,,0.0,130.0,84.0,A,1,1,2,1199,,0.0,28.0,88.0,A,1,1,3,1199,,0.0,22.0,92.0,A,1,1,4,1199,,96.0,16.0,96.0,A,1,1,5,1199,,0.0,20.0,100.0,A,1,1,6,1199,,0.0,21.0,104.0,A,1,1,7,1199,,0.0,49.0,108.0,A,1,1,8,1199,,0.0,14.0,112.0,A,1,1,9,1199,,0.0,18.0,116.0,A,1,1,10,1199,,0.0,18.0,116.0,A,1,1,11,1199,,37.0,0,8,8,37,1,37.0,1,1,1199,,0.0,only_c,majority,1,1,1199,,0.0,1,1
1200,j7aw1k7j,5dab79a5525a7600139cd31e,0,44,44,thanks,Thanks,2022-08-31 11:14:00.567850,1,,,128.0,1,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,1200,,0.0,1,8,2,1,1,1,1,1200,,0.0,64.0,0.0,A,0,1,1,1200,,0.0,108.0,84.0,A,0,1,2,1200,,0.0,55.0,88.0,B,0,1,3,1200,,0.0,28.0,60.0,A,0,1,4,1200,,0.0,23.0,96.0,A,0,1,5,1200,,0.0,29.0,100.0,B,0,1,6,1200,,120.0,29.0,120.0,A,0,1,7,1200,,0.0,49.0,108.0,A,0,1,8,1200,,0.0,22.0,112.0,B,0,1,9,1200,,0.0,38.0,180.0,A,0,1,10,1200,,0.0,36.0,116.0,A,0,1,11,1200,,8.0,0,6,8,8,1,8.0,1,1,1200,,0.0,only_c,only_c,1,1,1200,,0.0,1,1
1201,mgpl4qh1,5e29c3e65570910297dbf70d,0,44,44,thanks,Thanks,2022-08-31 11:14:06.654431,1,,,180.0,1,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,1201,,0.0,1,8,2,1,1,1,1,1201,,0.0,269.0,0.0,B,1,1,1,1201,,0.0,87.0,20.0,B,1,1,2,1201,,0.0,183.0,40.0,B,1,1,3,1201,,0.0,47.0,60.0,B,1,1,4,1201,,0.0,56.0,80.0,B,1,1,5,1201,,0.0,142.0,100.0,B,1,1,6,1201,,0.0,122.0,120.0,A,1,1,7,1201,,0.0,36.0,108.0,A,1,1,8,1201,,0.0,28.0,112.0,A,1,1,9,1201,,0.0,73.0,116.0,B,1,1,10,1201,,180.0,144.0,180.0,A,1,1,11,1201,,0.0,1,2,3,100,1,0.0,1,1,1201,,0.0,majority,majority,1,1,1201,,0.0,1,1
1202,sid5llh2,6282460190106706da93b23f,0,44,44,thanks,Thanks,2022-08-31 11:14:06.857144,1,,,96.0,1,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,1202,,0.0,1,8,2,1,1,1,1,1202,,0.0,105.0,0.0,A,0,1,1,1202,,0.0,56.0,84.0,A,0,1,2,1202,,0.0,33.0,88.0,A,0,1,3,1202,,0.0,57.0,92.0,A,0,1,4,1202,,96.0,54.0,96.0,A,0,1,5,1202,,0.0,95.0,100.0,B,0,1,6,1202,,0.0,106.0,120.0,A,0,1,7,1202,,0.0,66.0,108.0,A,0,1,8,1202,,0.0,101.0,112.0,A,0,1,9,1202,,0.0,144.0,116.0,A,0,1,10,1202,,0.0,26.0,116.0,B,0,1,11,1202,,0.0,1,3,4,50,1,0.0,1,1,1202,,0.0,only_c,only_c,1,1,1202,,0.0,1,1
1203,qxkw2oba,62ea20aa13d454052ce714e1,0,44,44,thanks,Thanks,2022-08-31 11:14:08.627363,1,,,98.0,1,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,1203,,0.0,1,8,2,1,1,1,1,1203,,0.0,210.0,0.0,A,1,1,1,1203,,0.0,89.0,84.0,A,1,1,2,1203,,0.0,148.0,88.0,A,1,1,3,1203,,92.0,175.0,92.0,B,1,1,4,1203,,0.0,241.0,80.0,B,1,1,5,1203,,0.0,113.0,100.0,B,1,1,6,1203,,0.0,141.0,120.0,B,1,1,7,1203,,0.0,62.0,140.0,B,1,1,8,1203,,0.0,76.0,160.0,B,1,1,9,1203,,0.0,91.0,180.0,B,1,1,10,1203,,0.0,61.0,180.0,B,1,1,11,1203,,6.0,0,10,7,6,1,6.0,1,1,1203,,0.0,only_d,only_c,1,1,1203,,0.0,1,1
1204,tf9gu9rb,590660a604ddca0001c8b18b,0,44,44,thanks,Thanks,2022-08-31 11:14:12.435163,1,,,60.0,1,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,1204,,0.0,1,8,2,1,1,1,1,1204,,0.0,75.0,0.0,A,0,1,1,1204,,0.0,77.0,84.0,A,0,1,2,1204,,0.0,54.0,88.0,B,0,1,3,1204,,60.0,22.0,60.0,A,0,1,4,1204,,0.0,37.0,96.0,B,0,1,5,1204,,0.0,38.0,100.0,A,0,1,6,1204,,0.0,38.0,104.0,A,0,1,7,1204,,0.0,23.0,108.0,A,0,1,8,1204,,0.0,17.0,112.0,A,0,1,9,1204,,0.0,28.0,116.0,A,0,1,10,1204,,0.0,20.0,116.0,A,0,1,11,1204,,0.0,1,4,7,55,1,0.0,1,1,1204,,0.0,only_c,sophisticated,1,1,1204,,0.0,1,1
1205,0nz7ibqq,59d395800118340001369be1,0,44,44,thanks,Thanks,2022-08-31 11:14:12.978913,1,,,116.0,1,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,1205,,0.0,1,8,2,1,1,1,1,1205,,0.0,120.0,0.0,A,1,1,1,1205,,0.0,71.0,84.0,B,1,1,2,1205,,0.0,47.0,40.0,A,1,1,3,1205,,0.0,25.0,92.0,A,1,1,4,1205,,0.0,29.0,96.0,A,1,1,5,1205,,0.0,24.0,100.0,A,1,1,6,1205,,0.0,24.0,104.0,A,1,1,7,1205,,0.0,15.0,108.0,A,1,1,8,1205,,0.0,18.0,112.0,A,1,1,9,1205,,116.0,20.0,116.0,A,1,1,10,1205,,0.0,18.0,116.0,A,1,1,11,1205,,0.0,1,5,7,71,1,0.0,1,1,1205,,0.0,only_c,random,1,1,1205,,0.0,1,1
1206,81kzdw7q,5ce15b0ea7b516001828c646,0,44,44,thanks,Thanks,2022-08-31 11:14:16.544615,1,,,116.0,1,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,1206,,0.0,1,8,2,1,1,1,1,1206,,0.0,109.0,0.0,A,0,1,1,1206,,0.0,85.0,84.0,A,0,1,2,1206,,0.0,73.0,88.0,B,0,1,3,1206,,0.0,141.0,60.0,A,0,1,4,1206,,0.0,64.0,96.0,A,0,1,5,1206,,0.0,44.0,100.0,A,0,1,6,1206,,0.0,86.0,104.0,A,0,1,7,1206,,0.0,51.0,108.0,A,0,1,8,1206,,0.0,38.0,112.0,A,0,1,9,1206,,116.0,34.0,116.0,A,0,1,10,1206,,0.0,60.0,116.0,A,0,1,11,1206,,0.0,1,2,1,50,1,0.0,1,1,1206,,0.0,only_c,only_c,1,1,1206,,0.0,1,1
1207,ihsbq2fh,5ec152936af680420e2f7084,0,44,44,thanks,Thanks,2022-08-31 11:14:17.878165,1,,,116.0,1,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,1207,,0.0,1,8,2,1,1,1,1,1207,,0.0,186.0,0.0,B,1,1,1,1207,,0.0,78.0,20.0,A,1,1,2,1207,,0.0,67.0,88.0,A,1,1,3,1207,,0.0,42.0,92.0,A,1,1,4,1207,,0.0,82.0,96.0,A,1,1,5,1207,,0.0,119.0,100.0,B,1,1,6,1207,,0.0,53.0,120.0,A,1,1,7,1207,,0.0,55.0,108.0,A,1,1,8,1207,,0.0,93.0,112.0,A,1,1,9,1207,,116.0,43.0,116.0,A,1,1,10,1207,,0.0,54.0,116.0,B,1,1,11,1207,,0.0,1,2,3,75,1,0.0,1,1,1207,,0.0,only_c,only_c,1,1,1207,,0.0,1,1
1208,vstte4bj,62b070730945013eca54db16,0,44,44,thanks,Thanks,2022-08-31 11:14:19.117755,1,,,139.0,1,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,1208,,0.0,1,8,2,1,1,1,1,1208,,0.0,137.0,0.0,A,0,1,1,1208,,0.0,47.0,84.0,B,0,1,2,1208,,0.0,30.0,40.0,B,0,1,3,1208,,0.0,223.0,60.0,A,0,1,4,1208,,0.0,380.0,96.0,A,0,1,5,1208,,100.0,57.0,100.0,B,0,1,6,1208,,0.0,28.0,120.0,B,0,1,7,1208,,0.0,154.0,140.0,B,0,1,8,1208,,0.0,223.0,160.0,B,0,1,9,1208,,0.0,29.0,180.0,B,0,1,10,1208,,0.0,83.0,180.0,B,0,1,11,1208,,39.0,0,9,5,39,1,39.0,1,1,1208,,0.0,sophisticated,sophisticated,1,1,1208,,0.0,1,1
1209,tq2oyktg,606451b5aab2ec4afaae10f4,0,44,44,thanks,Thanks,2022-08-31 11:14:19.547493,1,,,96.0,1,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,1209,,0.0,1,8,2,1,1,1,1,1209,,0.0,209.0,0.0,A,1,1,1,1209,,0.0,160.0,84.0,A,1,1,2,1209,,0.0,65.0,88.0,A,1,1,3,1209,,0.0,31.0,92.0,A,1,1,4,1209,,96.0,56.0,96.0,A,1,1,5,1209,,0.0,30.0,100.0,B,1,1,6,1209,,0.0,18.0,120.0,B,1,1,7,1209,,0.0,14.0,140.0,B,1,1,8,1209,,0.0,12.0,160.0,B,1,1,9,1209,,0.0,14.0,180.0,B,1,1,10,1209,,0.0,16.0,180.0,B,1,1,11,1209,,0.0,1,6,8,58,1,0.0,1,1,1209,,0.0,majority,majority,1,1,1209,,0.0,1,1
1210,ki1gm3lk,5fb242a8b0c0e17bad2840f4,0,44,44,thanks,Thanks,2022-08-31 11:14:20.101148,1,,,84.0,1,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,1210,,0.0,1,8,2,1,1,1,1,1210,,0.0,72.0,0.0,A,0,1,1,1210,,84.0,22.0,84.0,A,0,1,2,1210,,0.0,38.0,88.0,A,0,1,3,1210,,0.0,30.0,92.0,A,0,1,4,1210,,0.0,26.0,96.0,A,0,1,5,1210,,0.0,20.0,100.0,A,0,1,6,1210,,0.0,21.0,104.0,A,0,1,7,1210,,0.0,31.0,108.0,A,0,1,8,1210,,0.0,23.0,112.0,A,0,1,9,1210,,0.0,22.0,116.0,A,0,1,10,1210,,0.0,17.0,116.0,A,0,1,11,1210,,0.0,1,2,3,28,1,0.0,1,1,1210,,0.0,only_c,sophisticated,1,1,1210,,0.0,1,1
1211,ueic6qif,62fbaaa0457426a1c8a74629,0,44,44,thanks,Thanks,2022-08-31 11:14:26.127402,1,,,165.0,1,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,1211,,0.0,1,8,2,1,1,1,1,1211,,0.0,105.0,0.0,A,1,1,1,1211,,0.0,136.0,84.0,A,1,1,2,1211,,0.0,120.0,88.0,B,1,1,3,1211,,0.0,50.0,60.0,A,1,1,4,1211,,0.0,30.0,96.0,A,1,1,5,1211,,0.0,41.0,100.0,A,1,1,6,1211,,0.0,74.0,104.0,B,1,1,7,1211,,140.0,30.0,140.0,B,1,1,8,1211,,0.0,23.0,160.0,B,1,1,9,1211,,0.0,16.0,180.0,A,1,1,10,1211,,0.0,27.0,116.0,B,1,1,11,1211,,25.0,0,8,8,25,1,25.0,1,1,1211,,0.0,minority,majority,1,1,1211,,0.0,1,1
1212,boiodys0,62fb7c8712ac8e7884f1fd51,0,44,44,thanks,Thanks,2022-08-31 11:14:26.271538,1,,,88.0,1,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,1212,,0.0,1,8,2,1,1,1,1,1212,,0.0,119.0,0.0,A,0,1,1,1212,,0.0,101.0,84.0,A,0,1,2,1212,,88.0,73.0,88.0,A,0,1,3,1212,,0.0,98.0,92.0,B,0,1,4,1212,,0.0,49.0,80.0,A,0,1,5,1212,,0.0,31.0,100.0,A,0,1,6,1212,,0.0,19.0,104.0,B,0,1,7,1212,,0.0,25.0,140.0,B,0,1,8,1212,,0.0,15.0,160.0,B,0,1,9,1212,,0.0,20.0,180.0,B,0,1,10,1212,,0.0,66.0,180.0,A,0,1,11,1212,,0.0,1,6,4,75,1,0.0,1,1,1212,,0.0,majority,only_c,1,1,1212,,0.0,1,1
1213,h31dy1wr,62e023c7db57b4c80cdc09ae,0,44,44,thanks,Thanks,2022-08-31 11:14:27.189738,1,,,100.0,1,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,1213,,0.0,1,8,2,1,1,1,1,1213,,0.0,163.0,0.0,B,1,1,1,1213,,0.0,165.0,20.0,A,1,1,2,1213,,0.0,37.0,88.0,A,1,1,3,1213,,0.0,38.0,92.0,A,1,1,4,1213,,0.0,23.0,96.0,A,1,1,5,1213,,100.0,83.0,100.0,A,1,1,6,1213,,0.0,15.0,104.0,A,1,1,7,1213,,0.0,16.0,108.0,A,1,1,8,1213,,0.0,9.0,112.0,A,1,1,9,1213,,0.0,24.0,116.0,A,1,1,10,1213,,0.0,34.0,116.0,A,1,1,11,1213,,0.0,1,1,7,14,1,0.0,1,1,1213,,0.0,only_c,sophisticated,1,1,1213,,0.0,1,1
1214,2aa58jg1,61fa95425719bc09cb835166,0,44,44,thanks,Thanks,2022-08-31 11:14:27.576598,1,,,147.0,1,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,1214,,0.0,1,8,2,1,1,1,1,1214,,0.0,114.0,0.0,A,0,1,1,1214,,0.0,71.0,84.0,A,0,1,2,1214,,0.0,82.0,88.0,A,0,1,3,1214,,0.0,77.0,92.0,A,0,1,4,1214,,96.0,75.0,96.0,A,0,1,5,1214,,0.0,34.0,100.0,A,0,1,6,1214,,0.0,87.0,104.0,A,0,1,7,1214,,0.0,101.0,108.0,A,0,1,8,1214,,0.0,34.0,112.0,B,0,1,9,1214,,0.0,64.0,180.0,B,0,1,10,1214,,0.0,122.0,180.0,A,0,1,11,1214,,51.0,0,8,9,51,1,51.0,1,1,1214,,0.0,only_c,only_c,1,1,1214,,0.0,1,1
