Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Total rejections,Approval rate,Negotiation experience,Highest education level completed,Deception,Charitable giving,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
630f36833742de51ded6cdc9,5ced7e9f3cad8c00179175af,AWAITING REVIEW,2022-08-31T10:27:37.977000Z,2022-08-31T10:36:30.058000Z,,2022-08-31T10:36:30.395391Z,533,4BC08866,1200,4,100,Not Applicable,Undergraduate degree (BA/BSc/other),"Yes, I would be comfortable to take part in such a study",£1-£50,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
630f369f890ea1ad65cff247,5bc6618e54b3bc0001a30ffa,AWAITING REVIEW,2022-08-31T10:23:27.540000Z,2022-08-31T10:35:43.742000Z,,2022-08-31T10:35:44.133305Z,737,4BC08866,893,18,95,Yes,Undergraduate degree (BA/BSc/other),"Yes, I would be comfortable to take part in such a study",£1-£50,67,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
630f36bb1dfca535f7b36228,5e6e6497d33339419afd90f9,AWAITING REVIEW,2022-08-31T10:23:55.318000Z,2022-08-31T10:30:48.805000Z,,2022-08-31T10:30:49.187676Z,414,4BC08866,453,9,97,Yes,Undergraduate degree (BA/BSc/other),"Yes, I would be comfortable to take part in such a study",£75-£100,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
630f36c40f784b284910283e,5ca606a5614b7b0015be495e,AWAITING REVIEW,2022-08-31T10:24:07.274000Z,2022-08-31T10:30:37.042000Z,,2022-08-31T10:30:37.436077Z,390,4BC08866,1334,8,99,No,Undergraduate degree (BA/BSc/other),"Yes, I would be comfortable to take part in such a study",£101-£200,47,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
630f36d6b12c0c04fd35ce37,5f24956d52c72509677c5d85,AWAITING REVIEW,2022-08-31T10:24:23.958000Z,2022-08-31T10:29:55.233000Z,,2022-08-31T10:29:55.622101Z,332,4BC08866,141,1,100,No,Undergraduate degree (BA/BSc/other),"Yes, I would be comfortable to take part in such a study",£1-£50,21,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
630f36d78ec00983a03aae9d,58c26f473977190001f54116,AWAITING REVIEW,2022-08-31T10:24:46.106000Z,2022-08-31T10:32:08.742000Z,,2022-08-31T10:32:09.046625Z,443,4BC08866,347,4,99,No,Undergraduate degree (BA/BSc/other),"Yes, I would be comfortable to take part in such a study",£501+,41,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
630f3715a4d3a890edcea7fc,5df7f2a06aab7c59c3dc3b9e,AWAITING REVIEW,2022-08-31T10:25:27.541000Z,2022-08-31T10:33:15.732000Z,,2022-08-31T10:33:16.109889Z,469,4BC08866,237,2,100,Yes,Technical/community college,"Yes, I would be comfortable to take part in such a study",£1-£50,27,Female,White,Slovakia,United Kingdom,Slovakia,Slovak,Yes,Full-Time
630f371dfba41b9130ff37d5,62d6defa1986d536fcf8c525,AWAITING REVIEW,2022-08-31T10:25:37.169000Z,2022-08-31T10:51:34.126000Z,,2022-08-31T10:51:34.533984Z,1557,4BC08866,50,0,100,No,Technical/community college,"Yes, I would be comfortable to take part in such a study",£1-£50,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
630f371f8ec00983a03aaea0,5f59209be2e8b9128d9652b8,AWAITING REVIEW,2022-08-31T10:25:35.746000Z,2022-08-31T10:32:28.704000Z,,2022-08-31T10:32:29.171405Z,413,4BC08866,580,5,99,No,Graduate degree (MA/MSc/MPhil/other),"Yes, I would be comfortable to take part in such a study",£201-£500,52,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
630f372e60546efa827483e0,5e6ec0b3b0939647aa5cfd10,AWAITING REVIEW,2022-08-31T10:25:59.767000Z,2022-08-31T10:36:47.133000Z,,2022-08-31T10:36:47.798788Z,648,4BC08866,768,5,99,No,Undergraduate degree (BA/BSc/other),"Yes, I would be comfortable to take part in such a study",£1-£50,65,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
630f37596e5f785cfecee12d,60573ad6a05c46bb3568f16f,AWAITING REVIEW,2022-08-31T10:26:38.447000Z,2022-08-31T10:34:30.016000Z,,2022-08-31T10:34:30.376268Z,472,4BC08866,118,1,100,No,Technical/community college,"Yes, I would be comfortable to take part in such a study",£1-£50,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
630f375da0dd892a78ab5eb5,62da8bf26fb0a7aea8197c48,AWAITING REVIEW,2022-08-31T10:26:37.699000Z,2022-08-31T10:38:01.966000Z,,2022-08-31T10:38:02.402275Z,685,4BC08866,66,1,100,Yes,Doctorate degree (PhD/other),"Yes, I would be comfortable to take part in such a study",£50-£75,32,Male,White,United Kingdom,United Kingdom,Turkey,English,Yes,Full-Time
630f3760cd0e1867f503b4b7,571dd9b913b1b70009be2d86,AWAITING REVIEW,2022-08-31T10:26:44.265000Z,2022-08-31T10:41:24.831000Z,,2022-08-31T10:41:25.293909Z,881,4BC08866,2026,10,100,Yes,High school diploma/A-levels,"Yes, I would be comfortable to take part in such a study",£1-£50,53,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
630f376f35b854f44ad1020d,629f179af36ad0236785986c,AWAITING REVIEW,2022-08-31T10:26:58.857000Z,2022-08-31T10:33:48.142000Z,,2022-08-31T10:33:48.493840Z,410,4BC08866,75,1,100,No,Undergraduate degree (BA/BSc/other),"Yes, I would be comfortable to take part in such a study",£1-£50,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
630f377be3ff182694eee936,604604bf082da501e40808c3,AWAITING REVIEW,2022-08-31T10:27:09.962000Z,2022-08-31T10:35:46.939000Z,,2022-08-31T10:35:47.319772Z,517,4BC08866,457,5,99,No,Undergraduate degree (BA/BSc/other),"Yes, I would be comfortable to take part in such a study",£75-£100,42,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
630f377e0c3d2d37e7b77488,61487f15ed600720f3ad240b,AWAITING REVIEW,2022-08-31T10:27:10.962000Z,2022-08-31T10:34:07.763000Z,,2022-08-31T10:34:08.150297Z,417,4BC08866,279,3,99,No,Graduate degree (MA/MSc/MPhil/other),"Yes, I would be comfortable to take part in such a study",£0,30,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
630f377f11a59462baeed043,5dc860e9dcc83f5d2d85ec67,AWAITING REVIEW,2022-08-31T10:27:14.704000Z,2022-08-31T10:34:21.226000Z,,2022-08-31T10:34:21.606843Z,427,4BC08866,726,5,100,No,Undergraduate degree (BA/BSc/other),"Yes, I would be comfortable to take part in such a study",£0,40,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
630f379a11a59462baeed046,61693b21fbf953323ceadf35,AWAITING REVIEW,2022-08-31T10:27:41.215000Z,2022-08-31T10:34:44.229000Z,,2022-08-31T10:34:44.617301Z,424,4BC08866,121,2,99,No,Undergraduate degree (BA/BSc/other),"Yes, I would be comfortable to take part in such a study",£1-£50,22,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
630f37ac0a6c2a6519afeb65,61207c2c56bc4e4694910776,AWAITING REVIEW,2022-08-31T10:27:58.936000Z,2022-08-31T10:33:24.064000Z,,2022-08-31T10:33:24.465720Z,326,4BC08866,337,5,97,Yes,Technical/community college,"Yes, I would be comfortable to take part in such a study",£1-£50,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
630f37b631cd5eb2cccc413e,5d45ed2a23a1260018201b2c,AWAITING REVIEW,2022-08-31T10:28:08.588000Z,2022-08-31T10:35:43.334000Z,,2022-08-31T10:35:43.694352Z,455,4BC08866,361,1,100,Yes,Technical/community college,"Yes, I would be comfortable to take part in such a study",£0,25,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
630f37ba8f53db6b90018052,62c836b4ac581a6d7d8ce1ef,AWAITING REVIEW,2022-08-31T10:29:04.056000Z,2022-08-31T10:39:02.249000Z,,2022-08-31T10:39:02.607184Z,599,4BC08866,25,2,97,Yes,Undergraduate degree (BA/BSc/other),"Yes, I would be comfortable to take part in such a study",£1-£50,29,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
630f37c2a8c64385bbbcff5a,603e0323293b95bb25fc2934,AWAITING REVIEW,2022-08-31T10:28:21.094000Z,2022-08-31T10:35:53.547000Z,,2022-08-31T10:35:53.906925Z,453,4BC08866,134,1,100,No,High school diploma/A-levels,"Yes, I would be comfortable to take part in such a study",£1-£50,21,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
630f37c4ec5f3089d6ab5ed5,6012e3ec177ded0d2a006b92,AWAITING REVIEW,2022-08-31T10:28:25.573000Z,2022-08-31T10:37:41.226000Z,,2022-08-31T10:37:41.620082Z,556,4BC08866,288,0,100,No,Undergraduate degree (BA/BSc/other),"Yes, I would be comfortable to take part in such a study",£1-£50,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
630f37c96a796d96d8b92962,5ee369875fc35f0357c679b0,AWAITING REVIEW,2022-08-31T10:28:29.584000Z,2022-08-31T10:35:52.443000Z,,2022-08-31T10:35:52.815080Z,443,4BC08866,327,2,100,No,Undergraduate degree (BA/BSc/other),"Yes, I would be comfortable to take part in such a study",£1-£50,45,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
630f37cd95d51f70ab2a020a,62d6df510222de3e8cfc8880,AWAITING REVIEW,2022-08-31T10:28:34.069000Z,2022-08-31T10:36:51.301000Z,,2022-08-31T10:36:51.718805Z,498,4BC08866,40,0,100,Yes,Secondary education (e.g. GED/GCSE),"Yes, I would be comfortable to take part in such a study",£0,36,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
630f37daece45087b5199fa6,5a903b9e4eecca0001dd10ec,AWAITING REVIEW,2022-08-31T10:28:47.463000Z,2022-08-31T10:38:52.204000Z,,2022-08-31T10:38:52.613537Z,605,4BC08866,633,6,99,No,High school diploma/A-levels,"Yes, I would be comfortable to take part in such a study",£1-£50,40,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
630f37df816555c19a472860,5ee91ec5a99ee029a3bc0d51,AWAITING REVIEW,2022-08-31T10:28:48.687000Z,2022-08-31T10:34:11.517000Z,,2022-08-31T10:34:11.860740Z,323,4BC08866,152,2,100,Yes,Graduate degree (MA/MSc/MPhil/other),"Yes, I would be comfortable to take part in such a study",£1-£50,34,Male,White,India,United Kingdom,United Kingdom,English,No,Full-Time
630f37f1cb6bdfeaa737ad51,5ed69d3e9ef2ea0e828d06b6,AWAITING REVIEW,2022-08-31T10:29:05.509000Z,2022-08-31T10:35:54.465000Z,,2022-08-31T10:35:54.789041Z,409,4BC08866,972,6,99,No,High school diploma/A-levels,"Yes, I would be comfortable to take part in such a study",£1-£50,26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
630f37f1f864009c7224206a,5ef647ec3ce68a1178780f5a,AWAITING REVIEW,2022-08-31T10:29:07.801000Z,2022-08-31T10:44:37.247000Z,,2022-08-31T10:44:37.620180Z,930,4BC08866,723,1,100,No,High school diploma/A-levels,"Yes, I would be comfortable to take part in such a study",£1-£50,45,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
630f37f35856cf513db92928,5889b8527f238e000133bacb,AWAITING REVIEW,2022-08-31T10:29:07.335000Z,2022-08-31T10:36:40.354000Z,,2022-08-31T10:36:40.818253Z,454,4BC08866,754,10,99,No,Graduate degree (MA/MSc/MPhil/other),"Yes, I would be comfortable to take part in such a study",£1-£50,28,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
630f37f6a4413515abcb9f66,5983095e9bf4fe0001071115,AWAITING REVIEW,2022-08-31T10:29:16.168000Z,2022-08-31T10:37:47.969000Z,,2022-08-31T10:37:48.398642Z,512,4BC08866,1018,10,98,Not Applicable,Secondary education (e.g. GED/GCSE),"Yes, I would be comfortable to take part in such a study",£1-£50,52,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
630f37fa6902f1ea8fd6cddf,5f28196752b92a0a83d7a9db,AWAITING REVIEW,2022-08-31T10:29:21.825000Z,2022-08-31T10:49:12.957000Z,,2022-08-31T10:49:13.331608Z,1192,4BC08866,374,1,100,No,Undergraduate degree (BA/BSc/other),"Yes, I would be comfortable to take part in such a study",£1-£50,30,Female,White,Latvia,United Kingdom,Latvia,Russian,No,Full-Time
630f37fd0a6c2a6519afeb6d,552ea52afdf99b5142b6f9fb,AWAITING REVIEW,2022-08-31T10:29:20.599000Z,2022-08-31T10:37:12.348000Z,,2022-08-31T10:37:12.858227Z,472,4BC08866,1351,9,100,Yes,Undergraduate degree (BA/BSc/other),"Yes, I would be comfortable to take part in such a study",£1-£50,50,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
630f3806569ee452c903b4b7,5921b3f32b529b00013f32e1,AWAITING REVIEW,2022-08-31T10:29:30.518000Z,2022-08-31T10:48:14.644000Z,,2022-08-31T10:48:15.039113Z,1125,4BC08866,1235,30,94,Yes,Undergraduate degree (BA/BSc/other),"Yes, I would be comfortable to take part in such a study",£1-£50,42,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
630f380d396934b55b8b3983,559a78a5fdf99b76964a0ddd,AWAITING REVIEW,2022-08-31T10:29:33.363000Z,2022-08-31T10:50:40.878000Z,,2022-08-31T10:50:41.182854Z,1268,4BC08866,1085,17,97,No,High school diploma/A-levels,"Yes, I would be comfortable to take part in such a study",£1-£50,42,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
630f3810d920bba30911a09d,5a70b6b882968f0001a6b12f,AWAITING REVIEW,2022-08-31T10:29:43.597000Z,2022-08-31T10:42:41.402000Z,,2022-08-31T10:42:41.846860Z,778,4BC08866,218,5,97,Yes,Undergraduate degree (BA/BSc/other),"Yes, I would be comfortable to take part in such a study",£1-£50,49,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
630f381d85bdf23ebb03b49f,5d64dab1f1c6780001fff01e,AWAITING REVIEW,2022-08-31T10:30:05.794000Z,2022-08-31T10:37:50.466000Z,,2022-08-31T10:37:50.877946Z,465,4BC08866,43,0,100,No,High school diploma/A-levels,"Yes, I would be comfortable to take part in such a study",£1-£50,41,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Due to start a new job within the next month
630f3824fbbe8119126b9dfe,5f9f2e59fd1500562480c96b,AWAITING REVIEW,2022-08-31T10:30:00.956000Z,2022-08-31T10:37:15.684000Z,,2022-08-31T10:37:16.040039Z,435,4BC08866,159,1,100,No,Graduate degree (MA/MSc/MPhil/other),"Yes, I would be comfortable to take part in such a study",£75-£100,50,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
630f38257f23c1c0e2108e48,55a8dc81fdf99b51ef3ab182,AWAITING REVIEW,2022-08-31T10:30:00.618000Z,2022-08-31T10:43:57.236000Z,,2022-08-31T10:43:57.560105Z,837,4BC08866,796,6,100,No,Undergraduate degree (BA/BSc/other),"Yes, I would be comfortable to take part in such a study",£1-£50,41,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
630f38273eb6bd6a26bbbd68,6294c2dbf7758205264a0ae9,AWAITING REVIEW,2022-08-31T10:30:02.688000Z,2022-08-31T10:36:58.784000Z,,2022-08-31T10:36:59.109981Z,417,4BC08866,121,3,98,Yes,High school diploma/A-levels,"Yes, I would be comfortable to take part in such a study",£0,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
630f3829039deee2a1b774b1,5e45f2a9954b010de2947f3e,AWAITING REVIEW,2022-08-31T10:30:05.539000Z,2022-08-31T10:37:35.526000Z,,2022-08-31T10:37:36.029482Z,450,4BC08866,96,2,99,No,High school diploma/A-levels,"Yes, I would be comfortable to take part in such a study",£50-£75,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
630f38355e0f88601629a969,5a69d956111b250001e342b3,AWAITING REVIEW,2022-08-31T10:30:16.717000Z,2022-08-31T10:39:29.227000Z,,2022-08-31T10:39:29.632818Z,553,4BC08866,1131,2,100,No,Undergraduate degree (BA/BSc/other),"Yes, I would be comfortable to take part in such a study",£50-£75,66,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
630f385616e5191644464151,5b2bc4d30ec82d0001d299e1,AWAITING REVIEW,2022-08-31T10:30:48.152000Z,2022-08-31T10:38:13.762000Z,,2022-08-31T10:38:14.242035Z,446,4BC08866,602,8,98,No,Graduate degree (MA/MSc/MPhil/other),"Yes, I would be comfortable to take part in such a study",£75-£100,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
630f3863fe6a0008776b5a12,5681739dc5767f00051de427,AWAITING REVIEW,2022-08-31T10:31:04.045000Z,2022-08-31T10:40:58.217000Z,,2022-08-31T10:40:58.608979Z,595,4BC08866,1244,4,100,No,Undergraduate degree (BA/BSc/other),"Yes, I would be comfortable to take part in such a study",£0,55,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
630f38650a6c2a6519afeb78,607713f930627fc4d4e42906,AWAITING REVIEW,2022-08-31T10:31:03.275000Z,2022-08-31T10:37:52.603000Z,,2022-08-31T10:37:52.960961Z,410,4BC08866,542,2,100,No,Undergraduate degree (BA/BSc/other),"Yes, I would be comfortable to take part in such a study",£0,29,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
630f3865cd0e1867f503b4d7,5f820c9582cd6831fd0dc26d,AWAITING REVIEW,2022-08-31T10:31:06.255000Z,2022-08-31T10:38:36.492000Z,,2022-08-31T10:38:36.943673Z,451,4BC08866,66,0,100,No,High school diploma/A-levels,"Yes, I would be comfortable to take part in such a study",£0,41,Female,White,Spain,United Kingdom,Spain,Spanish,No,Unemployed (and job seeking)
630f3874e0e02e7fd2fbb9e3,5a6ccf4c9d65ec00017e940a,AWAITING REVIEW,2022-08-31T10:31:25.535000Z,2022-08-31T10:39:38.946000Z,,2022-08-31T10:39:39.274936Z,494,4BC08866,1217,6,100,Yes,Undergraduate degree (BA/BSc/other),"Yes, I would be comfortable to take part in such a study",£1-£50,56,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
630f387da157a3425bcff23f,5ab819f11667e40001d7d22b,AWAITING REVIEW,2022-08-31T10:31:29.208000Z,2022-08-31T10:38:14.714000Z,,2022-08-31T10:38:15.087545Z,406,4BC08866,410,4,99,Yes,Undergraduate degree (BA/BSc/other),"Yes, I would be comfortable to take part in such a study",£1-£50,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
630f387de3ff182694eee949,604ba270a45e5c0d71f95b44,AWAITING REVIEW,2022-08-31T10:31:25.877000Z,2022-08-31T10:43:05.125000Z,,2022-08-31T10:43:05.533788Z,700,4BC08866,341,0,100,Yes,Doctorate degree (PhD/other),"Yes, I would be comfortable to take part in such a study",£50-£75,31,Female,White,Germany,United Kingdom,Germany,German,No,Full-Time
630f38985e0f88601629a976,5ca3805f5c01df0013af4fe1,AWAITING REVIEW,2022-08-31T10:31:55.222000Z,2022-08-31T10:49:42.173000Z,,2022-08-31T10:49:42.516869Z,1067,4BC08866,622,9,97,No,Graduate degree (MA/MSc/MPhil/other),"Yes, I would be comfortable to take part in such a study",£50-£75,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
630f38a7af6b9d7f4b102805,62d59c3622d8f45cf2fdf2c9,AWAITING REVIEW,2022-08-31T10:32:07.827000Z,2022-08-31T10:42:53.353000Z,,2022-08-31T10:42:53.743375Z,646,4BC08866,73,0,100,No,Undergraduate degree (BA/BSc/other),"Yes, I would be comfortable to take part in such a study",£1-£50,22,Male,White,Ireland,United Kingdom,Ireland,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
630f38b5f8a463d5dd018040,5e8f49e5cb8d6321556f8e8e,AWAITING REVIEW,2022-08-31T10:32:23.888000Z,2022-08-31T10:38:12.608000Z,,2022-08-31T10:38:12.960796Z,349,4BC08866,532,8,98,No,High school diploma/A-levels,"Yes, I would be comfortable to take part in such a study",£1-£50,20,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
630f38c10cd0e72f42d56f18,5dbdda11d54c4930595eb98c,AWAITING REVIEW,2022-08-31T10:32:37.626000Z,2022-08-31T10:39:40.137000Z,,2022-08-31T10:39:40.518936Z,423,4BC08866,491,0,100,Yes,Undergraduate degree (BA/BSc/other),"Yes, I would be comfortable to take part in such a study",£101-£200,23,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
630f38cadf02848bf07d5358,611d3faadea138dec9219e19,AWAITING REVIEW,2022-08-31T10:32:44.322000Z,2022-08-31T10:39:12.318000Z,,2022-08-31T10:39:12.815402Z,388,4BC08866,533,3,100,No,Graduate degree (MA/MSc/MPhil/other),"Yes, I would be comfortable to take part in such a study",£101-£200,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
630f38cc8f53db6b90018073,577a1ba12ed4a60001ad55dc,AWAITING REVIEW,2022-08-31T10:32:54.677000Z,2022-08-31T10:44:03.512000Z,,2022-08-31T10:44:03.841862Z,669,4BC08866,885,1,100,Yes,Secondary education (e.g. GED/GCSE),"Yes, I would be comfortable to take part in such a study",£1-£50,60,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
630f38d3f6b3b4b94fc82d52,5f020de061fa1138a77c5c00,AWAITING REVIEW,2022-08-31T10:32:55.891000Z,2022-08-31T10:40:26.872000Z,,2022-08-31T10:40:28.505013Z,451,4BC08866,598,3,100,Yes,Doctorate degree (PhD/other),"Yes, I would be comfortable to take part in such a study",£1-£50,37,Male,White,United Kingdom,United Kingdom,Ireland,English,No,Full-Time
630f38d4cd5ca772302a025b,6166b88b068f6ea62e353c6c,AWAITING REVIEW,2022-08-31T10:33:00.681000Z,2022-08-31T10:43:46.432000Z,,2022-08-31T10:43:46.801068Z,646,4BC08866,218,0,100,No,Graduate degree (MA/MSc/MPhil/other),"Yes, I would be comfortable to take part in such a study",£50-£75,30,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
630f38db83b01a7078fbb98c,61570025bf9e3875244786c5,AWAITING REVIEW,2022-08-31T10:33:02.585000Z,2022-08-31T10:39:33.245000Z,,2022-08-31T10:39:33.711587Z,391,4BC08866,217,0,100,No,Undergraduate degree (BA/BSc/other),"Yes, I would be comfortable to take part in such a study",£0,24,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
630f38e639f225ec8beee90e,5981d55b04ebec0001aaadde,AWAITING REVIEW,2022-08-31T10:33:31.871000Z,2022-08-31T10:43:07.126000Z,,2022-08-31T10:43:07.519167Z,576,4BC08866,1125,23,96,Yes,High school diploma/A-levels,"Yes, I would be comfortable to take part in such a study",£1-£50,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
630f38eddf66ed5643b774be,606cb493430bb0d95a005687,AWAITING REVIEW,2022-08-31T10:33:19.195000Z,2022-08-31T10:40:35.232000Z,,2022-08-31T10:40:35.625660Z,437,4BC08866,295,0,100,Yes,Graduate degree (MA/MSc/MPhil/other),"Yes, I would be comfortable to take part in such a study",£75-£100,27,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
630f39094a06fa6b31108e50,57d0db6cf7bcd90001cd47bc,AWAITING REVIEW,2022-08-31T10:33:56.544000Z,2022-08-31T10:49:06.595000Z,,2022-08-31T10:49:07.021891Z,911,4BC08866,1522,5,100,Not Applicable,Secondary education (e.g. GED/GCSE),"Yes, I would be comfortable to take part in such a study",£101-£200,48,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
630f39156d2d711058afeba0,5b9a802d72eca000017ffc03,AWAITING REVIEW,2022-08-31T10:33:57.547000Z,2022-08-31T10:38:49.628000Z,,2022-08-31T10:38:50.021317Z,293,4BC08866,332,7,97,No,Undergraduate degree (BA/BSc/other),"Yes, I would be comfortable to take part in such a study",£101-£200,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
630f39204eaa63bb9435ce74,62a33c5d8f47c63e4911c390,AWAITING REVIEW,2022-08-31T10:34:16.855000Z,2022-08-31T10:42:22.745000Z,,2022-08-31T10:42:23.172019Z,486,4BC08866,95,0,100,Yes,Undergraduate degree (BA/BSc/other),"Yes, I would be comfortable to take part in such a study",£501+,41,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
630f39237ce4e18b74a40ae1,5c07b5aeb65da90001a90c7b,AWAITING REVIEW,2022-08-31T10:34:12.712000Z,2022-08-31T10:41:33.661000Z,,2022-08-31T10:41:33.988116Z,441,4BC08866,371,0,100,No,Doctorate degree (PhD/other),"Yes, I would be comfortable to take part in such a study",£1-£50,35,Male,White,France,United Kingdom,France,French,No,Full-Time
630f3924bf6d183ba529a93a,5fa3f95e37e424055200c834,AWAITING REVIEW,2022-08-31T10:34:17.341000Z,2022-08-31T10:40:37.013000Z,,2022-08-31T10:40:37.424232Z,380,4BC08866,551,3,100,Yes,Graduate degree (MA/MSc/MPhil/other),"Yes, I would be comfortable to take part in such a study",£201-£500,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
630f3925e49d8a94bc472863,5e4e7d733af5db000a6a41a8,AWAITING REVIEW,2022-08-31T10:34:13.665000Z,2022-08-31T10:43:41.509000Z,,2022-08-31T10:43:41.941488Z,568,4BC08866,486,3,100,Yes,Technical/community college,"Yes, I would be comfortable to take part in such a study",£75-£100,44,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
630f39278f53db6b9001807b,5f06282f742e9b156c3967db,AWAITING REVIEW,2022-08-31T10:34:21.108000Z,2022-08-31T10:41:48.746000Z,,2022-08-31T10:41:49.158136Z,448,4BC08866,834,1,100,No,Technical/community college,"Yes, I would be comfortable to take part in such a study",£1-£50,51,Female,White,Germany,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
630f392f7b34f55e1aafeb8e,5f6a4047329c8d0c75b791f5,AWAITING REVIEW,2022-08-31T10:34:31.504000Z,2022-08-31T10:44:27.004000Z,,2022-08-31T10:44:27.369748Z,596,4BC08866,257,7,95,Yes,Undergraduate degree (BA/BSc/other),"Yes, I would be comfortable to take part in such a study",£1-£50,59,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
630f3932800ffdb765242039,5bf1de1556a321000106fae0,AWAITING REVIEW,2022-08-31T10:34:28.103000Z,2022-08-31T10:48:09.367000Z,,2022-08-31T10:48:09.742147Z,822,4BC08866,1366,0,100,Yes,Secondary education (e.g. GED/GCSE),"Yes, I would be comfortable to take part in such a study",£201-£500,51,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
