metric,num_treatments,mae,rmse,spearman
final_round_normalized_efficiency,40,0.38206646144175493,0.44940158206932423,0.19418386491557227
final_total_contribution_rate,40,0.29973253869703054,0.3492884417261588,0.31632270168855536
first_round_normalized_efficiency,40,0.08487146507356538,0.10087463704281031,0.6105065666041276
first_round_total_contribution_rate,40,0.06216778807814991,0.07843528423695077,0.7034101044372277
mean_round_normalized_efficiency,40,0.19057841915856458,0.24370419354373998,0.06622889305816136
mean_total_contribution_rate,40,0.1433763578419991,0.19783163495315326,0.23621013133208257
