metric,num_treatments,mean_sd_ratio,median_sd_ratio,mean_abs_log_sd_ratio,mean_iqr_ratio,median_iqr_ratio,mean_abs_log_iqr_ratio
final_round_normalized_efficiency,40,0.702834080397707,0.5254871240617777,0.730053713035795,1.1000852899200393,0.8284030241626279,0.618087102887353
final_total_contribution_rate,40,1.410012156264811,1.0927850518909925,0.5214502449964449,1.561346427792315,1.2619264266216046,0.7308081838239641
first_round_normalized_efficiency,40,0.8191709546857133,0.7563635608403881,0.39787069580181605,0.8713320765319175,0.7963800904977376,0.4367782453867676
first_round_total_contribution_rate,40,0.8736220662272128,0.7808576737814908,0.3241726432803542,1.085711434223369,0.9257936507936517,0.42971330295477006
mean_round_normalized_efficiency,40,0.7450135623219294,0.6292886874336476,0.6449490039446768,0.9281460366139678,0.6723129307199722,0.64757854905524
mean_total_contribution_rate,40,1.0669820412141646,0.9026266073936047,0.3851715345423331,1.22551984734897,0.9548217416715366,0.5501782009598113
