metric,n_records,no_persona_mean_diff,twin_mean_diff,no_minus_twin,record_boot_ci_low,record_boot_ci_high,paired_sign_p
final_surplus,48,0.4813750000000003,0.29038248697916696,0.1909925130208333,-0.007079231770833431,0.4101269791666665,0.05946337525377032
final_welfare,48,1.0533819444444463,0.5019579210069466,0.5514240234374995,0.17770503580729108,0.9246891861979164,0.013283281562245008
proposer_mean_net_surplus,48,0.0367754629629631,-0.066364945023148,0.10314040798611111,0.00426786566840275,0.2158556206597221,0.013283281562245008
proposer_acceptance_rate,48,0.04798611111111115,0.0676649305555556,-0.019678819444444447,-0.05245453559027777,0.012752332899305555,0.4708790136217118
proposer_mean_trade_ratio,48,-0.002720260838622692,0.014511769099825747,-0.01723202993844844,-0.06931003513318729,0.027716347365341596,0.2912152365458951
response_acceptance_rate,48,-0.02621527777777777,-0.009405381944444428,-0.016809895833333335,-0.03672235785590276,0.002527398003472217,0.38169339766321286
response_mean_net_surplus_if_accepted,48,0.11271726190476196,0.02412365346375106,0.08859360844101087,-0.01719627944379818,0.18560466156729788,0.765991824244793
received_trade_rate,48,-0.025868055555555543,0.0006575520833333462,-0.026525607638888903,-0.04676413302951389,-0.008057617187500003,0.11140289106101875
