metric,n_games,no_persona_mean_diff,twin_mean_diff,no_minus_twin,game_boot_ci_low,game_boot_ci_high,paired_sign_p
mean_contribution_rate,40,0.10524568952988919,0.07735174883341978,0.027893940696469388,0.005956170111395819,0.05086841031857821,0.006426576095691416
full_contribution_rate,40,0.1086306538604199,0.0888967647549644,0.01973388910545549,-0.019578754646656232,0.05596832142379314,0.01658900337497471
zero_contribution_rate,40,-0.07316164960737007,-0.05173549091902583,-0.021426158688344223,-0.03951367651106685,-0.006422685729991049,4.12575900554657e-05
contribution_sd,40,-1.40030190356903,-1.1419662028135096,-0.2583357007555202,-0.7958676097318187,0.2729514549170081,0.1538599441628321
messages_per_round,40,0.06504847161389933,0.04209851130177974,0.02294996031211958,-0.003248235833247084,0.055679858603995706,1
reward_given_round_rate,40,0.07695329785473373,0.036205439316419556,0.0407478585383142,0.008447961840254224,0.0770418256034763,0.0783538818359375
punish_given_round_rate,40,0.026902019178329954,0.011420863843843767,0.015481155334486185,-0.00877064963250501,0.041428293187981344,0.454498291015625
punish_received_round_rate,40,-0.035973674946074743,-0.02204000059874455,-0.013933674347330186,-0.024990720641342744,-0.004323698223131418,0.076812744140625
