metric,rmse,mae,r2,n_pairs
mean_contribution_rate,0.3355274365870531,0.2980767572629249,-11.656251788078126,40
punishment_rate,0.2471507277651697,0.13040831635728048,-5.9676877584950505,40
reward_rate,0.4007276057934034,0.2598621595973225,-9.26233255625381,40
normalized_efficiency,1.6483606785597713,0.676154748769237,-252.39814495018993,40
