config_feature,config_value,n_games,mean_slope_per_unit_progress,median_slope_per_unit_progress,mean_last_minus_first,median_last_minus_first,share_negative_slope,share_last_below_first,delta_vs_overall_mean_slope
CONFIG_MPCR,0.3,12,-1.7633436822785795,0.2157411553963275,-0.9243871868871868,-0.8571428571428568,0.4166666666666667,0.5833333333333334,-2.005753331750615
CONFIG_MPCR,0.31,2,-0.9282852564102594,-0.9282852564102594,1.1423611111111107,1.1423611111111107,0.5,0.0,-1.1706949058822946
CONFIG_MPCR,0.32,8,-1.492168455590937,-0.9967842035919807,-0.988956766917293,-1.6349206349206344,0.75,0.75,-1.734578105062972
CONFIG_MPCR,0.34,8,-0.17339143990929817,-0.34422123015872746,-0.6261675824175827,-0.12886904761904905,0.5,0.5,-0.4158010893813334
CONFIG_MPCR,0.36,14,1.0129437229437217,1.803030303030297,1.505359719645434,0.833333333333333,0.42857142857142855,0.35714285714285715,0.7705340734716865
CONFIG_MPCR,0.37,4,-9.647783251231528,-9.036124794745483,-8.333333333333334,-8.333333333333334,1.0,0.75,-9.890192900703564
CONFIG_MPCR,0.38,4,0.6694069088806073,1.1401756138598425,0.3461538461538458,1.8461538461538458,0.25,0.25,0.426997259408572
CONFIG_MPCR,0.4,18,-0.37327898816869465,0.08216619981325353,-0.9804279054279055,0.0,0.5,0.4444444444444444,-0.6156886376407299
CONFIG_MPCR,0.41,2,-0.6758241758241846,-0.6758241758241846,-0.989010989010989,-0.989010989010989,0.5,0.5,-0.9182338252962199
CONFIG_MPCR,0.42,10,3.3707501652973813,2.4728641456582627,4.374098727210182,4.695906432748537,0.4,0.3,3.128340515825346
CONFIG_MPCR,0.43,4,-1.5109649122807096,0.15476190476189366,-1.0606725146198832,0.5277777777777768,0.5,0.25,-1.7533745617527448
CONFIG_MPCR,0.44,4,1.0635589715395264,1.0175941335552365,1.8777882205513783,1.8198621553884706,0.25,0.5,0.8211493220674911
CONFIG_MPCR,0.45,8,1.4710948296028932,2.0275208662305406,1.297494172494173,1.041666666666667,0.5,0.25,1.228685180130858
CONFIG_MPCR,0.46,10,0.7500182800392858,0.9607142857142792,2.1313200280112046,2.125,0.3,0.2,0.5076086305672506
CONFIG_MPCR,0.47,4,0.9145743823845299,2.095596133190116,0.48966165413533913,0.6691729323308282,0.25,0.25,0.6721647329124947
CONFIG_MPCR,0.48,8,4.736751289228907,4.665966386554617,7.852083333333334,7.875,0.0,0.0,4.494341639756872
CONFIG_MPCR,0.49,2,2.84246522708061,2.84246522708061,-0.4259906759906764,-0.4259906759906764,0.5,0.5,2.600055577608575
CONFIG_MPCR,0.5,10,1.405656843156844,2.615663322185066,2.8333333333333335,4.7,0.3,0.2,1.1632471936848088
CONFIG_MPCR,0.51,4,-1.9834092993922707,-1.3076482054810197,-2.428513071895424,-1.8954248366013067,1.0,1.0,-2.225818948864306
CONFIG_MPCR,0.52,8,0.8709200358230524,1.173931623931616,-0.24444444444444424,0.4833333333333334,0.375,0.375,0.6285103863510172
CONFIG_MPCR,0.54,10,0.13256551635498956,-0.1754385964912324,-0.09273182957393473,0.07142857142857117,0.6,0.4,-0.10984413311704566
CONFIG_MPCR,0.55,8,-0.968730035873998,-0.30882352941177105,-2.2273284313725497,0.0,0.625,0.375,-1.2111396853460332
CONFIG_MPCR,0.56,8,0.1424971093129668,0.19066293183940472,1.059780578898226,1.5090909090909088,0.5,0.25,-0.09991254015906842
CONFIG_MPCR,0.57,4,-0.5917613995200208,-0.6777756726032607,-1.3026556776556772,-1.0576923076923075,0.75,0.5,-0.8341710489920561
CONFIG_MPCR,0.58,4,1.6835836577215872,1.71901661556834,5.3813131313131315,5.373737373737374,0.0,0.0,1.441174008249552
CONFIG_MPCR,0.59,8,1.694428863960114,1.665541130982307,2.05922619047619,2.928571428571429,0.25,0.25,1.4520192144880788
CONFIG_MPCR,0.6,8,0.1899961597542199,2.843010752688167,-0.1002976190476188,3.375,0.375,0.25,-0.052413489717815315
CONFIG_MPCR,0.61,4,3.0406248163601197,2.8100263706881448,4.821428571428571,5.8928571428571415,0.25,0.25,2.7982151668880846
CONFIG_MPCR,0.62,8,1.662497663244275,3.559685426802311,3.1266447368421058,5.131578947368421,0.375,0.25,1.4200880137722398
CONFIG_MPCR,0.63,12,2.379240222247773,1.741840995037919,2.864614280055457,3.595959595959596,0.16666666666666666,0.08333333333333333,2.1368305727757377
CONFIG_MPCR,0.64,4,0.9980113636363657,1.7250000000000014,1.807291666666667,1.958333333333334,0.25,0.25,0.7556017141643304
CONFIG_MPCR,0.65,7,-1.6579516974253732,1.660144638232638e-14,-4.273809523809524,0.0,0.42857142857142855,0.42857142857142855,-1.9003613468974083
CONFIG_MPCR,0.66,6,1.8501565627658358,2.123567608861727,2.2753124641669533,2.2222222222222223,0.3333333333333333,0.16666666666666666,1.6077469132938007
CONFIG_MPCR,0.67,4,0.803321130640805,1.2799210930163265,0.5202686202686202,1.1294261294261299,0.25,0.25,0.5609114811687698
CONFIG_MPCR,0.68,6,0.2771825875274146,0.8794761273209555,-0.037587412587412494,-1.2692307692307683,0.3333333333333333,0.6666666666666666,0.03477293805537937
CONFIG_MPCR,0.69,6,-0.4955128205128136,0.5603238866396889,-1.403846153846154,0.0,0.3333333333333333,0.3333333333333333,-0.7379224699848488
CONFIG_MPCR,0.7,6,3.1545617962284656,2.3941798941798953,4.083333333333333,2.416666666666667,0.0,0.0,2.9121521467564304
CONFIG_allOrNothing,False,177,0.8096591732109909,1.111538461538454,1.8680893257826932,2.333333333333334,0.3559322033898305,0.2994350282485876,0.5672495237389557
CONFIG_allOrNothing,True,183,-0.30624152922629894,1.660144638232638e-14,-0.66258813275765,0.0,0.4808743169398907,0.4426229508196721,-0.5486511786983341
CONFIG_chat,False,180,-1.207796908812431,-0.14735868527077825,-1.159187204813495,-0.3142660573001126,0.5333333333333333,0.5222222222222223,-1.450206558284466
