n_games_with_slope,mean_slope_per_unit_progress,median_slope_per_unit_progress,std_slope_per_unit_progress,p10_slope_per_unit_progress,p25_slope_per_unit_progress,p75_slope_per_unit_progress,p90_slope_per_unit_progress,share_negative_slope,share_positive_slope,mean_last_minus_first,median_last_minus_first,share_last_below_first,share_last_above_first
360,0.24240964947203522,0.5629414064196756,4.896224875108119,-5.900355731225306,-2.172446072446073,3.029210372960372,5.966745718050069,0.41944444444444445,0.5805555555555556,0.581661617691352,0.916666666666667,0.37222222222222223,0.5361111111111111
