experiment,cohort,stage,round,turn,participant,type,start,end,duration(ms),duration(s),turn duration(ms),turn duration(s),round duration(ms),round duration(s),game duration(ms),game duration(s)
🟣 4p1 (n=20),Cohort 08-m7xm7k,Second negotiation game-negotiation2_alternate_profile,0,1,dolphin-green-2899,response,1741282379556,1741282390633.0,11077.0,11.077,31987.0,31.987,88790.0,88.79,262562.0,262.562
🟣 4p1 (n=20),Cohort 08-m7xm7k,Second negotiation game-negotiation2_alternate_profile,0,2,dolphin-green-2899,proposal,1741282390633.0,1741282415282,24649.0,24.649,29477.0,29.477,88790.0,88.79,262562.0,262.562
🟣 4p1 (n=20),Cohort 08-m7xm7k,Second negotiation game-negotiation2_alternate_profile,0,2,swan-green-4000,response,1741282415282,1741282420422.0,5140.0,5.14,29477.0,29.477,88790.0,88.79,262562.0,262.562
🟣 4p1 (n=20),Cohort 08-m7xm7k,Second negotiation game-negotiation2_alternate_profile,0,2,zebra-pink-6926,response,1741282415282,1741282419468.0,4186.0,4.186,29477.0,29.477,88790.0,88.79,262562.0,262.562
🟣 4p1 (n=20),Cohort 08-m7xm7k,Second negotiation game-negotiation2_alternate_profile,1,0,zebra-pink-6926,proposal,1741282420737,1741282438422,17685,17.685,26096.0,26.096,84696.0,84.696,262562.0,262.562
🟣 4p1 (n=20),Cohort 08-m7xm7k,Second negotiation game-negotiation2_alternate_profile,1,0,swan-green-4000,response,1741282438422,1741282443028.0,4606.0,4.606,26096.0,26.096,84696.0,84.696,262562.0,262.562
🟣 4p1 (n=20),Cohort 08-m7xm7k,Second negotiation game-negotiation2_alternate_profile,1,0,dolphin-green-2899,response,1741282438422,1741282446833.0,8411.0,8.411,26096.0,26.096,84696.0,84.696,262562.0,262.562
🟣 4p1 (n=20),Cohort 08-m7xm7k,Second negotiation game-negotiation2_alternate_profile,1,1,swan-green-4000,proposal,1741282446833.0,1741282463358,16525.0,16.525,26030.0,26.03,84696.0,84.696,262562.0,262.562
🟣 4p1 (n=20),Cohort 08-m7xm7k,Second negotiation game-negotiation2_alternate_profile,1,1,zebra-pink-6926,response,1741282463358,1741282472874.0,9516.0,9.516,26030.0,26.03,84696.0,84.696,262562.0,262.562
🟣 4p1 (n=20),Cohort 08-m7xm7k,Second negotiation game-negotiation2_alternate_profile,1,1,dolphin-green-2899,response,1741282463358,1741282473120.0,9762.0,9.762,26030.0,26.03,84696.0,84.696,262562.0,262.562
🟣 4p1 (n=20),Cohort 08-m7xm7k,Second negotiation game-negotiation2_alternate_profile,1,2,dolphin-green-2899,proposal,1741282473120.0,1741282496521,23401.0,23.401,32570.0,32.57,84696.0,84.696,262562.0,262.562
🟣 4p1 (n=20),Cohort 08-m7xm7k,Second negotiation game-negotiation2_alternate_profile,1,2,zebra-pink-6926,response,1741282496521,1741282505933.0,9412.0,9.412,32570.0,32.57,84696.0,84.696,262562.0,262.562
🟣 4p1 (n=20),Cohort 08-m7xm7k,Second negotiation game-negotiation2_alternate_profile,1,2,swan-green-4000,response,1741282496521,1741282502248.0,5727.0,5.727,32570.0,32.57,84696.0,84.696,262562.0,262.562
🟣 4p1 (n=20),Cohort 08-m7xm7k,Second negotiation game-negotiation2_alternate_profile,2,0,zebra-pink-6926,proposal,1741282506245,1741282537335,31090,31.09,40123.0,40.123,89076.0,89.076,262562.0,262.562
🟣 4p1 (n=20),Cohort 08-m7xm7k,Second negotiation game-negotiation2_alternate_profile,2,0,dolphin-green-2899,response,1741282537335,1741282546368.0,9033.0,9.033,40123.0,40.123,89076.0,89.076,262562.0,262.562
🟣 4p1 (n=20),Cohort 08-m7xm7k,Second negotiation game-negotiation2_alternate_profile,2,0,swan-green-4000,response,1741282537335,1741282540993.0,3658.0,3.658,40123.0,40.123,89076.0,89.076,262562.0,262.562
🟣 4p1 (n=20),Cohort 08-m7xm7k,Second negotiation game-negotiation2_alternate_profile,2,1,swan-green-4000,proposal,1741282546368.0,1741282564992,18624.0,18.624,23258.0,23.258,89076.0,89.076,262562.0,262.562
🟣 4p1 (n=20),Cohort 08-m7xm7k,Second negotiation game-negotiation2_alternate_profile,2,1,zebra-pink-6926,response,1741282564992,1741282568573.0,3581.0,3.581,23258.0,23.258,89076.0,89.076,262562.0,262.562
🟣 4p1 (n=20),Cohort 08-m7xm7k,Second negotiation game-negotiation2_alternate_profile,2,1,dolphin-green-2899,response,1741282564992,1741282570408.0,5416.0,5.416,23258.0,23.258,89076.0,89.076,262562.0,262.562
🟣 4p1 (n=20),Cohort 08-m7xm7k,Second negotiation game-negotiation2_alternate_profile,2,2,dolphin-green-2899,proposal,1741282570408.0,1741282590512,20104.0,20.104,25695.0,25.695,89076.0,89.076,262562.0,262.562
🟣 4p1 (n=20),Cohort 08-m7xm7k,Second negotiation game-negotiation2_alternate_profile,2,2,swan-green-4000,response,1741282590512,1741282594600.0,4088.0,4.088,25695.0,25.695,89076.0,89.076,262562.0,262.562
🟣 4p1 (n=20),Cohort 08-m7xm7k,Second negotiation game-negotiation2_alternate_profile,2,2,zebra-pink-6926,response,1741282590512,1741282596401.0,5889.0,5.889,25695.0,25.695,89076.0,89.076,262562.0,262.562
🟣 4p2,Cohort 02-m89542,First negotiation game-negotiation1,0,0,otter-yellow-9944,proposal,1741979131267,1741979157952,26685,26.685,101339.0,101.339,275387.0,275.387,623871.0,623.871
🟣 4p2,Cohort 02-m89542,First negotiation game-negotiation1,0,0,dog-red-9959,response,1741979157952,1741979164013.0,6061.0,6.061,101339.0,101.339,275387.0,275.387,623871.0,623.871
🟣 4p2,Cohort 02-m89542,First negotiation game-negotiation1,0,0,bear-blue-8468,response,1741979157952,1741979232606.0,74654.0,74.654,101339.0,101.339,275387.0,275.387,623871.0,623.871
🟣 4p2,Cohort 02-m89542,First negotiation game-negotiation1,0,1,bear-blue-8468,proposal,1741979232606.0,1741979283864,51258.0,51.258,59224.0,59.224,275387.0,275.387,623871.0,623.871
🟣 4p2,Cohort 02-m89542,First negotiation game-negotiation1,0,1,dog-red-9959,response,1741979283864,1741979292854.0,8990.0,8.99,59224.0,59.224,275387.0,275.387,623871.0,623.871
🟣 4p2,Cohort 02-m89542,First negotiation game-negotiation1,0,1,otter-yellow-9944,response,1741979283864,1741979288854.0,4990.0,4.99,59224.0,59.224,275387.0,275.387,623871.0,623.871
🟣 4p2,Cohort 02-m89542,First negotiation game-negotiation1,0,2,dog-red-9959,proposal,1741979292854.0,1741979342976,50122.0,50.122,114824.0,114.824,275387.0,275.387,623871.0,623.871
🟣 4p2,Cohort 02-m89542,First negotiation game-negotiation1,0,2,bear-blue-8468,response,1741979342976,1741979407924.0,64948.0,64.948,114824.0,114.824,275387.0,275.387,623871.0,623.871
🟣 4p2,Cohort 02-m89542,First negotiation game-negotiation1,0,2,otter-yellow-9944,response,1741979342976,1741979357546.0,14570.0,14.57,114824.0,114.824,275387.0,275.387,623871.0,623.871
🟣 4p2,Cohort 02-m89542,First negotiation game-negotiation1,1,0,otter-yellow-9944,proposal,1741979408238,1741979431085,22847,22.847,48032.0,48.032,199143.0,199.143,623871.0,623.871
🟣 4p2,Cohort 02-m89542,First negotiation game-negotiation1,1,0,bear-blue-8468,response,1741979431085,1741979456270.0,25185.0,25.185,48032.0,48.032,199143.0,199.143,623871.0,623.871
🟣 4p2,Cohort 02-m89542,First negotiation game-negotiation1,1,0,dog-red-9959,response,1741979431085,1741979441851.0,10766.0,10.766,48032.0,48.032,199143.0,199.143,623871.0,623.871
🟣 4p2,Cohort 02-m89542,First negotiation game-negotiation1,1,1,bear-blue-8468,proposal,1741979456270.0,1741979549232,92962.0,92.962,101120.0,101.12,199143.0,199.143,623871.0,623.871
🟣 4p2,Cohort 02-m89542,First negotiation game-negotiation1,1,1,otter-yellow-9944,response,1741979549232,1741979554778.0,5546.0,5.546,101120.0,101.12,199143.0,199.143,623871.0,623.871
🟣 4p2,Cohort 02-m89542,First negotiation game-negotiation1,1,1,dog-red-9959,response,1741979549232,1741979557654.0,8422.0,8.422,101120.0,101.12,199143.0,199.143,623871.0,623.871
🟣 4p2,Cohort 02-m89542,First negotiation game-negotiation1,1,2,dog-red-9959,proposal,1741979557654.0,1741979589609,31955.0,31.955,49991.0,49.991,199143.0,199.143,623871.0,623.871
🟣 4p2,Cohort 02-m89542,First negotiation game-negotiation1,1,2,otter-yellow-9944,response,1741979589609,1741979596669.0,7060.0,7.06,49991.0,49.991,199143.0,199.143,623871.0,623.871
🟣 4p2,Cohort 02-m89542,First negotiation game-negotiation1,1,2,bear-blue-8468,response,1741979589609,1741979607956.0,18347.0,18.347,49991.0,49.991,199143.0,199.143,623871.0,623.871
🟣 4p2,Cohort 02-m89542,First negotiation game-negotiation1,2,0,otter-yellow-9944,proposal,1741979608250,1741979628152,19902,19.902,57474.0,57.474,149341.0,149.341,623871.0,623.871
🟣 4p2,Cohort 02-m89542,First negotiation game-negotiation1,2,0,bear-blue-8468,response,1741979628152,1741979665724.0,37572.0,37.572,57474.0,57.474,149341.0,149.341,623871.0,623.871
🟣 4p2,Cohort 02-m89542,First negotiation game-negotiation1,2,0,dog-red-9959,response,1741979628152,1741979635443.0,7291.0,7.291,57474.0,57.474,149341.0,149.341,623871.0,623.871
🟣 4p2,Cohort 02-m89542,First negotiation game-negotiation1,2,1,bear-blue-8468,proposal,1741979665724.0,1741979698343,32619.0,32.619,53967.0,53.967,149341.0,149.341,623871.0,623.871
🟣 4p2,Cohort 02-m89542,First negotiation game-negotiation1,2,1,otter-yellow-9944,response,1741979698343,1741979720006.0,21663.0,21.663,53967.0,53.967,149341.0,149.341,623871.0,623.871
🟣 4p2,Cohort 02-m89542,First negotiation game-negotiation1,2,1,dog-red-9959,response,1741979698343,1741979707348.0,9005.0,9.005,53967.0,53.967,149341.0,149.341,623871.0,623.871
🟣 4p2,Cohort 02-m89542,First negotiation game-negotiation1,2,2,dog-red-9959,proposal,1741979720006.0,1741979753240,33234.0,33.234,37900.0,37.9,149341.0,149.341,623871.0,623.871
🟣 4p2,Cohort 02-m89542,First negotiation game-negotiation1,2,2,otter-yellow-9944,response,1741979753240,1741979758578.0,5338.0,5.338,37900.0,37.9,149341.0,149.341,623871.0,623.871
🟣 4p2,Cohort 02-m89542,First negotiation game-negotiation1,2,2,bear-blue-8468,response,1741979753240,1741979757713.0,4473.0,4.473,37900.0,37.9,149341.0,149.341,623871.0,623.871
🟣 4p2,Cohort 02-m89542,Second negotiation game-negotiation2_alternate_profile,0,0,bear-blue-8468,proposal,1741979799410,1741979889827,90417,90.417,109827.0,109.827,215537.0,215.537,505684.0,505.684
🟣 4p2,Cohort 02-m89542,Second negotiation game-negotiation2_alternate_profile,0,0,otter-yellow-9944,response,1741979889827,1741979909237.0,19410.0,19.41,109827.0,109.827,215537.0,215.537,505684.0,505.684
🟣 4p2,Cohort 02-m89542,Second negotiation game-negotiation2_alternate_profile,0,0,dog-red-9959,response,1741979889827,1741979896104.0,6277.0,6.277,109827.0,109.827,215537.0,215.537,505684.0,505.684
🟣 4p2,Cohort 02-m89542,Second negotiation game-negotiation2_alternate_profile,0,1,otter-yellow-9944,proposal,1741979909237.0,1741979937416,28179.0,28.179,55574.0,55.574,215537.0,215.537,505684.0,505.684
🟣 4p2,Cohort 02-m89542,Second negotiation game-negotiation2_alternate_profile,0,1,dog-red-9959,response,1741979937416,1741979942967.0,5551.0,5.551,55574.0,55.574,215537.0,215.537,505684.0,505.684
🟣 4p2,Cohort 02-m89542,Second negotiation game-negotiation2_alternate_profile,0,1,bear-blue-8468,response,1741979937416,1741979965058.0,27642.0,27.642,55574.0,55.574,215537.0,215.537,505684.0,505.684
🟣 4p2,Cohort 02-m89542,Second negotiation game-negotiation2_alternate_profile,0,2,dog-red-9959,proposal,1741979965058.0,1741980005459,40401.0,40.401,50136.0,50.136,215537.0,215.537,505684.0,505.684
🟣 4p2,Cohort 02-m89542,Second negotiation game-negotiation2_alternate_profile,0,2,otter-yellow-9944,response,1741980005459,1741980010784.0,5325.0,5.325,50136.0,50.136,215537.0,215.537,505684.0,505.684
🟣 4p2,Cohort 02-m89542,Second negotiation game-negotiation2_alternate_profile,0,2,bear-blue-8468,response,1741980005459,1741980015456.0,9997.0,9.997,50136.0,50.136,215537.0,215.537,505684.0,505.684
🟣 4p2,Cohort 02-m89542,Second negotiation game-negotiation2_alternate_profile,1,0,bear-blue-8468,proposal,1741980015710,1741980050697,34987,34.987,42839.0,42.839,128331.0,128.331,505684.0,505.684
🟣 4p2,Cohort 02-m89542,Second negotiation game-negotiation2_alternate_profile,1,0,otter-yellow-9944,response,1741980050697,1741980055930.0,5233.0,5.233,42839.0,42.839,128331.0,128.331,505684.0,505.684
🟣 4p2,Cohort 02-m89542,Second negotiation game-negotiation2_alternate_profile,1,0,dog-red-9959,response,1741980050697,1741980058549.0,7852.0,7.852,42839.0,42.839,128331.0,128.331,505684.0,505.684
🟣 4p2,Cohort 02-m89542,Second negotiation game-negotiation2_alternate_profile,1,1,otter-yellow-9944,proposal,1741980058549.0,1741980079085,20536.0,20.536,39912.0,39.912,128331.0,128.331,505684.0,505.684
🟣 4p2,Cohort 02-m89542,Second negotiation game-negotiation2_alternate_profile,1,1,dog-red-9959,response,1741980079085,1741980088293.0,9208.0,9.208,39912.0,39.912,128331.0,128.331,505684.0,505.684
🟣 4p2,Cohort 02-m89542,Second negotiation game-negotiation2_alternate_profile,1,1,bear-blue-8468,response,1741980079085,1741980098703.0,19618.0,19.618,39912.0,39.912,128331.0,128.331,505684.0,505.684
🟣 4p2,Cohort 02-m89542,Second negotiation game-negotiation2_alternate_profile,1,2,dog-red-9959,proposal,1741980098703.0,1741980128829,30126.0,30.126,45580.0,45.58,128331.0,128.331,505684.0,505.684
🟣 4p2,Cohort 02-m89542,Second negotiation game-negotiation2_alternate_profile,1,2,bear-blue-8468,response,1741980128829,1741980144512.0,15683.0,15.683,45580.0,45.58,128331.0,128.331,505684.0,505.684
🟣 4p2,Cohort 02-m89542,Second negotiation game-negotiation2_alternate_profile,1,2,otter-yellow-9944,response,1741980128829,1741980132048.0,3219.0,3.219,45580.0,45.58,128331.0,128.331,505684.0,505.684
🟣 4p2,Cohort 02-m89542,Second negotiation game-negotiation2_alternate_profile,2,0,bear-blue-8468,proposal,1741980144768,1741980188336,43568,43.568,53543.0,53.543,161816.0,161.816,505684.0,505.684
🟣 4p2,Cohort 02-m89542,Second negotiation game-negotiation2_alternate_profile,2,0,otter-yellow-9944,response,1741980188336,1741980198311.0,9975.0,9.975,53543.0,53.543,161816.0,161.816,505684.0,505.684
🟣 4p2,Cohort 02-m89542,Second negotiation game-negotiation2_alternate_profile,2,0,dog-red-9959,response,1741980188336,1741980194596.0,6260.0,6.26,53543.0,53.543,161816.0,161.816,505684.0,505.684
🟣 4p2,Cohort 02-m89542,Second negotiation game-negotiation2_alternate_profile,2,1,otter-yellow-9944,proposal,1741980198311.0,1741980229440,31129.0,31.129,53954.0,53.954,161816.0,161.816,505684.0,505.684
🟣 4p2,Cohort 02-m89542,Second negotiation game-negotiation2_alternate_profile,2,1,bear-blue-8468,response,1741980229440,1741980240685.0,11245.0,11.245,53954.0,53.954,161816.0,161.816,505684.0,505.684
🟣 4p2,Cohort 02-m89542,Second negotiation game-negotiation2_alternate_profile,2,1,dog-red-9959,response,1741980229440,1741980252514.0,23074.0,23.074,53954.0,53.954,161816.0,161.816,505684.0,505.684
🟣 4p2,Cohort 02-m89542,Second negotiation game-negotiation2_alternate_profile,2,2,dog-red-9959,proposal,1741980252514.0,1741980297889,45375.0,45.375,54319.0,54.319,161816.0,161.816,505684.0,505.684
🟣 4p2,Cohort 02-m89542,Second negotiation game-negotiation2_alternate_profile,2,2,otter-yellow-9944,response,1741980297889,1741980302214.0,4325.0,4.325,54319.0,54.319,161816.0,161.816,505684.0,505.684
🟣 4p2,Cohort 02-m89542,Second negotiation game-negotiation2_alternate_profile,2,2,bear-blue-8468,response,1741980297889,1741980307099.0,9210.0,9.21,54319.0,54.319,161816.0,161.816,505684.0,505.684
🟣 4p2,Cohort 04-m89542,First negotiation game-negotiation1,0,0,butterfly-yellow-2785,proposal,1741979682726,1741979706053,23327,23.327,51955.0,51.955,218696.0,218.696,562289.0,562.289
🟣 4p2,Cohort 04-m89542,First negotiation game-negotiation1,0,0,cat-pink-5829,response,1741979706053,1741979734681.0,28628.0,28.628,51955.0,51.955,218696.0,218.696,562289.0,562.289
🟣 4p2,Cohort 04-m89542,First negotiation game-negotiation1,0,0,badger-blue-8654,response,1741979706053,1741979716380.0,10327.0,10.327,51955.0,51.955,218696.0,218.696,562289.0,562.289
🟣 4p2,Cohort 04-m89542,First negotiation game-negotiation1,0,1,badger-blue-8654,proposal,1741979734681.0,1741979775414,40733.0,40.733,77482.0,77.482,218696.0,218.696,562289.0,562.289
🟣 4p2,Cohort 04-m89542,First negotiation game-negotiation1,0,1,butterfly-yellow-2785,response,1741979775414,1741979811867.0,36453.0,36.453,77482.0,77.482,218696.0,218.696,562289.0,562.289
🟣 4p2,Cohort 04-m89542,First negotiation game-negotiation1,0,1,cat-pink-5829,response,1741979775414,1741979812426.0,37012.0,37.012,77482.0,77.482,218696.0,218.696,562289.0,562.289
🟣 4p2,Cohort 04-m89542,First negotiation game-negotiation1,0,2,cat-pink-5829,proposal,1741979812426.0,1741979884961,72535.0,72.535,89259.0,89.259,218696.0,218.696,562289.0,562.289
🟣 4p2,Cohort 04-m89542,First negotiation game-negotiation1,0,2,badger-blue-8654,response,1741979884961,1741979891185.0,6224.0,6.224,89259.0,89.259,218696.0,218.696,562289.0,562.289
🟣 4p2,Cohort 04-m89542,First negotiation game-negotiation1,0,2,butterfly-yellow-2785,response,1741979884961,1741979901914.0,16953.0,16.953,89259.0,89.259,218696.0,218.696,562289.0,562.289
🟣 4p2,Cohort 04-m89542,First negotiation game-negotiation1,1,0,butterfly-yellow-2785,proposal,1741979902192,1741979941830,39638,39.638,64683.0,64.683,191204.0,191.204,562289.0,562.289
🟣 4p2,Cohort 04-m89542,First negotiation game-negotiation1,1,0,cat-pink-5829,response,1741979941830,1741979966875.0,25045.0,25.045,64683.0,64.683,191204.0,191.204,562289.0,562.289
🟣 4p2,Cohort 04-m89542,First negotiation game-negotiation1,1,0,badger-blue-8654,response,1741979941830,1741979946412.0,4582.0,4.582,64683.0,64.683,191204.0,191.204,562289.0,562.289
🟣 4p2,Cohort 04-m89542,First negotiation game-negotiation1,1,1,badger-blue-8654,proposal,1741979966875.0,1741980011749,44874.0,44.874,71562.0,71.562,191204.0,191.204,562289.0,562.289
🟣 4p2,Cohort 04-m89542,First negotiation game-negotiation1,1,1,butterfly-yellow-2785,response,1741980011749,1741980038670.0,26921.0,26.921,71562.0,71.562,191204.0,191.204,562289.0,562.289
🟣 4p2,Cohort 04-m89542,First negotiation game-negotiation1,1,1,cat-pink-5829,response,1741980011749,1741980032405.0,20656.0,20.656,71562.0,71.562,191204.0,191.204,562289.0,562.289
🟣 4p2,Cohort 04-m89542,First negotiation game-negotiation1,1,2,cat-pink-5829,proposal,1741980038670.0,1741980083253,44583.0,44.583,54959.0,54.959,191204.0,191.204,562289.0,562.289
🟣 4p2,Cohort 04-m89542,First negotiation game-negotiation1,1,2,butterfly-yellow-2785,response,1741980083253,1741980093899.0,10646.0,10.646,54959.0,54.959,191204.0,191.204,562289.0,562.289
🟣 4p2,Cohort 04-m89542,First negotiation game-negotiation1,1,2,badger-blue-8654,response,1741980083253,1741980093621.0,10368.0,10.368,54959.0,54.959,191204.0,191.204,562289.0,562.289
🟣 4p2,Cohort 04-m89542,First negotiation game-negotiation1,2,0,butterfly-yellow-2785,proposal,1741980094131,1741980137435,43304,43.304,68087.0,68.087,152389.0,152.389,562289.0,562.289
🟣 4p2,Cohort 04-m89542,First negotiation game-negotiation1,2,0,cat-pink-5829,response,1741980137435,1741980162218.0,24783.0,24.783,68087.0,68.087,152389.0,152.389,562289.0,562.289
🟣 4p2,Cohort 04-m89542,First negotiation game-negotiation1,2,0,badger-blue-8654,response,1741980137435,1741980142414.0,4979.0,4.979,68087.0,68.087,152389.0,152.389,562289.0,562.289
🟣 4p2,Cohort 04-m89542,First negotiation game-negotiation1,2,1,badger-blue-8654,proposal,1741980162218.0,1741980195892,33674.0,33.674,49780.0,49.78,152389.0,152.389,562289.0,562.289
🟣 4p2,Cohort 04-m89542,First negotiation game-negotiation1,2,1,butterfly-yellow-2785,response,1741980195892,1741980199664.0,3772.0,3.772,49780.0,49.78,152389.0,152.389,562289.0,562.289
🟣 4p2,Cohort 04-m89542,First negotiation game-negotiation1,2,1,cat-pink-5829,response,1741980195892,1741980212273.0,16381.0,16.381,49780.0,49.78,152389.0,152.389,562289.0,562.289
🟣 4p2,Cohort 04-m89542,First negotiation game-negotiation1,2,2,cat-pink-5829,proposal,1741980212273.0,1741980242531,30258.0,30.258,34522.0,34.522,152389.0,152.389,562289.0,562.289
🟣 4p2,Cohort 04-m89542,First negotiation game-negotiation1,2,2,butterfly-yellow-2785,response,1741980242531,1741980247029.0,4498.0,4.498,34522.0,34.522,152389.0,152.389,562289.0,562.289
🟣 4p2,Cohort 04-m89542,First negotiation game-negotiation1,2,2,badger-blue-8654,response,1741980242531,1741980246956.0,4425.0,4.425,34522.0,34.522,152389.0,152.389,562289.0,562.289
🟣 4p2,Cohort 04-m89542,Second negotiation game-negotiation2_alternate_profile,0,0,butterfly-yellow-2785,proposal,1741980322800,1741980351327,28527,28.527,37001.0,37.001,91333.0,91.333,478356.0,478.356
🟣 4p2,Cohort 04-m89542,Second negotiation game-negotiation2_alternate_profile,0,0,cat-pink-5829,response,1741980351327,1741980359801.0,8474.0,8.474,37001.0,37.001,91333.0,91.333,478356.0,478.356
🟣 4p2,Cohort 04-m89542,Second negotiation game-negotiation2_alternate_profile,0,0,badger-blue-8654,response,1741980351327,1741980355963.0,4636.0,4.636,37001.0,37.001,91333.0,91.333,478356.0,478.356
🟣 4p2,Cohort 04-m89542,Second negotiation game-negotiation2_alternate_profile,0,1,badger-blue-8654,proposal,1741980359801.0,1741980384077,24276.0,24.276,31095.0,31.095,91333.0,91.333,478356.0,478.356
🟣 4p2,Cohort 04-m89542,Second negotiation game-negotiation2_alternate_profile,0,1,cat-pink-5829,response,1741980384077,1741980391113.0,7036.0,7.036,31095.0,31.095,91333.0,91.333,478356.0,478.356
🟣 4p2,Cohort 04-m89542,Second negotiation game-negotiation2_alternate_profile,0,1,butterfly-yellow-2785,response,1741980384077,1741980387005.0,2928.0,2.928,31095.0,31.095,91333.0,91.333,478356.0,478.356
🟣 4p2,Cohort 04-m89542,Second negotiation game-negotiation2_alternate_profile,0,2,cat-pink-5829,proposal,1741980391113.0,1741980410776,19663.0,19.663,23237.0,23.237,91333.0,91.333,478356.0,478.356
🟣 4p2,Cohort 04-m89542,Second negotiation game-negotiation2_alternate_profile,0,2,badger-blue-8654,response,1741980410776,1741980414566.0,3790.0,3.79,23237.0,23.237,91333.0,91.333,478356.0,478.356
🟣 4p2,Cohort 04-m89542,Second negotiation game-negotiation2_alternate_profile,0,2,butterfly-yellow-2785,response,1741980410776,1741980414501.0,3725.0,3.725,23237.0,23.237,91333.0,91.333,478356.0,478.356
🟣 4p2,Cohort 04-m89542,Second negotiation game-negotiation2_alternate_profile,1,0,butterfly-yellow-2785,proposal,1741980414693,1741980458861,44168,44.168,85895.0,85.895,236775.0,236.775,478356.0,478.356
🟣 4p2,Cohort 04-m89542,Second negotiation game-negotiation2_alternate_profile,1,0,cat-pink-5829,response,1741980458861,1741980500588.0,41727.0,41.727,85895.0,85.895,236775.0,236.775,478356.0,478.356
🟣 4p2,Cohort 04-m89542,Second negotiation game-negotiation2_alternate_profile,1,0,badger-blue-8654,response,1741980458861,1741980463945.0,5084.0,5.084,85895.0,85.895,236775.0,236.775,478356.0,478.356
🟣 4p2,Cohort 04-m89542,Second negotiation game-negotiation2_alternate_profile,1,1,badger-blue-8654,proposal,1741980500588.0,1741980540825,40237.0,40.237,81112.0,81.112,236775.0,236.775,478356.0,478.356
🟣 4p2,Cohort 04-m89542,Second negotiation game-negotiation2_alternate_profile,1,1,butterfly-yellow-2785,response,1741980540825,1741980544508.0,3683.0,3.683,81112.0,81.112,236775.0,236.775,478356.0,478.356
🟣 4p2,Cohort 04-m89542,Second negotiation game-negotiation2_alternate_profile,1,1,cat-pink-5829,response,1741980540825,1741980581964.0,41139.0,41.139,81112.0,81.112,236775.0,236.775,478356.0,478.356
🟣 4p2,Cohort 04-m89542,Second negotiation game-negotiation2_alternate_profile,1,2,cat-pink-5829,proposal,1741980581964.0,1741980645100,63136.0,63.136,69768.0,69.768,236775.0,236.775,478356.0,478.356
🟣 4p2,Cohort 04-m89542,Second negotiation game-negotiation2_alternate_profile,1,2,butterfly-yellow-2785,response,1741980645100,1741980647343.0,2243.0,2.243,69768.0,69.768,236775.0,236.775,478356.0,478.356
🟣 4p2,Cohort 04-m89542,Second negotiation game-negotiation2_alternate_profile,1,2,badger-blue-8654,response,1741980645100,1741980651982.0,6882.0,6.882,69768.0,69.768,236775.0,236.775,478356.0,478.356
🟣 4p2,Cohort 04-m89542,Second negotiation game-negotiation2_alternate_profile,2,0,butterfly-yellow-2785,proposal,1741980652298,1741980696679,44381,44.381,56714.0,56.714,150248.0,150.248,478356.0,478.356
🟣 4p2,Cohort 04-m89542,Second negotiation game-negotiation2_alternate_profile,2,0,cat-pink-5829,response,1741980696679,1741980709012.0,12333.0,12.333,56714.0,56.714,150248.0,150.248,478356.0,478.356
🟣 4p2,Cohort 04-m89542,Second negotiation game-negotiation2_alternate_profile,2,0,badger-blue-8654,response,1741980696679,1741980700436.0,3757.0,3.757,56714.0,56.714,150248.0,150.248,478356.0,478.356
🟣 4p2,Cohort 04-m89542,Second negotiation game-negotiation2_alternate_profile,2,1,badger-blue-8654,proposal,1741980709012.0,1741980745924,36912.0,36.912,42100.0,42.1,150248.0,150.248,478356.0,478.356
🟣 4p2,Cohort 04-m89542,Second negotiation game-negotiation2_alternate_profile,2,1,cat-pink-5829,response,1741980745924,1741980751362.0,5438.0,5.438,42100.0,42.1,150248.0,150.248,478356.0,478.356
🟣 4p2,Cohort 04-m89542,Second negotiation game-negotiation2_alternate_profile,2,1,butterfly-yellow-2785,response,1741980745924,1741980748217.0,2293.0,2.293,42100.0,42.1,150248.0,150.248,478356.0,478.356
🟣 4p2,Cohort 04-m89542,Second negotiation game-negotiation2_alternate_profile,2,2,cat-pink-5829,proposal,1741980751362.0,1741980780286,28924.0,28.924,51434.0,51.434,150248.0,150.248,478356.0,478.356
🟣 4p2,Cohort 04-m89542,Second negotiation game-negotiation2_alternate_profile,2,2,badger-blue-8654,response,1741980780286,1741980803035.0,22749.0,22.749,51434.0,51.434,150248.0,150.248,478356.0,478.356
🟣 4p2,Cohort 04-m89542,Second negotiation game-negotiation2_alternate_profile,2,2,butterfly-yellow-2785,response,1741980780286,1741980784865.0,4579.0,4.579,51434.0,51.434,150248.0,150.248,478356.0,478.356
🟣 4p2,Cohort 05-m89542,First negotiation game-negotiation1,0,0,ram-purple-8899,proposal,1741979995132,1741980034137,39005,39.005,48553.0,48.553,130551.0,130.551,396283.0,396.283
🟣 4p2,Cohort 05-m89542,First negotiation game-negotiation1,0,0,owl-yellow-9160,response,1741980034137,1741980043685.0,9548.0,9.548,48553.0,48.553,130551.0,130.551,396283.0,396.283
🟣 4p2,Cohort 05-m89542,First negotiation game-negotiation1,0,0,lion-yellow-9203,response,1741980034137,1741980042491.0,8354.0,8.354,48553.0,48.553,130551.0,130.551,396283.0,396.283
🟣 4p2,Cohort 05-m89542,First negotiation game-negotiation1,0,1,lion-yellow-9203,proposal,1741980043685.0,1741980081820,38135.0,38.135,47772.0,47.772,130551.0,130.551,396283.0,396.283
