StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q7,Q38_1,Q38_2,Q56_1,Q56_2,Q54_1,Q54_2,Q91_1,Q91_2,Q88_1,Q88_2,Q94_1,Q94_2,1_Q38,1_Q25_First Click,1_Q25_Last Click,1_Q25_Page Submit,1_Q25_Click Count,2_Q38,2_Q25_First Click,2_Q25_Last Click,2_Q25_Page Submit,2_Q25_Click Count,3_Q38,3_Q25_First Click,3_Q25_Last Click,3_Q25_Page Submit,3_Q25_Click Count,4_Q38,4_Q25_First Click,4_Q25_Last Click,4_Q25_Page Submit,4_Q25_Click Count,5_Q38,5_Q25_First Click,5_Q25_Last Click,5_Q25_Page Submit,5_Q25_Click Count,6_Q38,6_Q25_First Click,6_Q25_Last Click,6_Q25_Page Submit,6_Q25_Click Count,7_Q38,7_Q25_First Click,7_Q25_Last Click,7_Q25_Page Submit,7_Q25_Click Count,8_Q38,8_Q25_First Click,8_Q25_Last Click,8_Q25_Page Submit,8_Q25_Click Count,9_Q38,9_Q25_First Click,9_Q25_Last Click,9_Q25_Page Submit,9_Q25_Click Count,10_Q38,10_Q25_First Click,10_Q25_Last Click,10_Q25_Page Submit,10_Q25_Click Count,11_Q38,11_Q25_First Click,11_Q25_Last Click,11_Q25_Page Submit,11_Q25_Click Count,12_Q38,12_Q25_First Click,12_Q25_Last Click,12_Q25_Page Submit,12_Q25_Click Count,13_Q38,13_Q25_First Click,13_Q25_Last Click,13_Q25_Page Submit,13_Q25_Click Count,14_Q38,14_Q25_First Click,14_Q25_Last Click,14_Q25_Page Submit,14_Q25_Click Count,15_Q38,15_Q25_First Click,15_Q25_Last Click,15_Q25_Page Submit,15_Q25_Click Count,16_Q38,16_Q25_First Click,16_Q25_Last Click,16_Q25_Page Submit,16_Q25_Click Count,Q60,Q61,Q62,Q52,CurrentTrial,totalGains,totalBonus,GamePlayed,Cooperated,NumGames,ErrorTraining,NumTraining,PROLIFIC_PID,Completion_URL,responses
2021-10-12 19:50:05,2021-10-12 19:57:29,IP Address,82.132.235.78,100,443,True,2021-10-12 19:57:29,R_qyAaeSuEtKywORP,,,,,51.5095062255859375,-0.0955047607421875,anonymous,EN,"Read, understood and approved",5,5,0,10,10,0,5,5,0,20,10,5,4,3.574,6.73,6.786,4,2,0.859,1.215,1.268,2,6,0.994,1.467,1.522,2,7,1.078,2.243,2.3,3,2,1.396,2.6,2.659,2,7,3.478,13.193,13.251,6,5,1.208,1.893,1.95,2,7,0.247,8.894,8.952,6,3,1.513,2.017,2.074,2,4,2.311,3.415,3.469,3,4,1.291,2.353,2.301,2,7,1.369,1.792,1.849,2,2,1.108,1.557,1.619,2,2,0.999,2.105,2.158,2,5,1.965,2.432,2.489,2,4,1.31,1.795,1.841,2,4,3,2,6149a58511a024afe31a7443,0,0,0,1,0,16,1,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,4
2021-10-12 19:52:12,2021-10-12 19:57:39,IP Address,82.26.206.249,100,327,True,2021-10-12 19:57:39,R_32W0u7FCEjzsMSB,,,,,51.35369873046875,0.5287017822265625,anonymous,EN,"Read, understood and approved",5,5,5,5,10,10,5,5,0,15,10,10,7,1.006,2.224,2.284,2,7,0.819,2.071,2.132,2,7,0.832,2.898,2.961,2,8,0.999,2.444,2.401,4,6,1.482,2.818,2.874,2,7,0.887,2.069,2.129,2,5,3.063,4.122,4.185,2,7,3.198,5.91,5.973,3,5,0.714,2.321,2.378,2,5,1.121,2.021,2.082,2,6,1.014,1.924,1.986,2,7,1.752,2.651,2.6,2,7,0.146,7.039,7.001,6,5,0.962,2.98,3.042,3,4,0.688,1.58,1.641,2,4,0.796,1.637,1.701,2,2,3,6,5dcac55bdcc83f79286c8104,0,5,0.5,0,0,16,1,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,7
2021-10-12 19:51:33,2021-10-12 19:57:48,IP Address,92.40.172.196,100,374,True,2021-10-12 19:57:48,R_1IN7et6zRFspmts,,,,,51.49639892578125,-0.122406005859375,anonymous,EN,"Read, understood and approved",15,15,0,20,7,7,5,5,0,20,10,10,7,8.209,8.209,8.233,1,7,6.146,6.146,6.158,1,Extremely,1.802,1.802,1.815,1,8,2.189,2.189,2.201,1,8,1.194,1.194,1.22,1,7,2.089,2.089,2.001,1,6,2.13,2.13,2.155,1,6,1.654,1.654,1.686,1,7,2.19,2.19,2.11,1,8,2.82,3.461,3.474,2,6,1.944,1.944,1.955,1,5,2.621,2.621,2.634,1,8,2.146,2.426,2.441,2,7,2.287,2.287,2.305,1,5,1.271,1.71,1.724,2,5,2.23,2.23,2.242,1,5,4,6,6160c92e9027d2e219dc975a,0,6,0.59999999999999997779553950749686919152736663818359375,1,1,16,0,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,7
2021-10-12 19:51:18,2021-10-12 19:58:08,IP Address,81.178.176.221,100,409,True,2021-10-12 19:58:08,R_OjlSr4ipD1kGoZX,,,,,53.565093994140625,-0.6374969482421875,anonymous,EN,"Read, understood and approved",5,5,0,5,5,10,5,5,0,20,10,10,6,3.056,3.056,3.067,1,6,2.525,2.525,2.535,1,7,5.281,5.281,5.297,1,7,4.422,4.422,4.433,1,6,2.075,2.075,2.086,1,4,3.57,3.57,3.582,1,5,2.456,2.456,2.468,1,6,2.338,2.338,2.354,1,3,3.794,3.794,3.7,1,4,3.016,3.016,3.026,1,5,7.018,7.018,7.028,1,5,8.738,8.738,8.749,1,4,3.535,3.535,3.547,1,5,10.207,10.207,10.22,1,5,3.975,3.975,3.987,1,3,3.196,3.196,3.101,1,6,6,6,5f16c3aa4862ae8532b4216e,0,5,0.5,0,0,16,0,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,6
2021-10-12 19:56:26,2021-10-12 19:58:49,IP Address,2.25.165.46,100,142,True,2021-10-12 19:58:49,R_2CWhiVK8TTMuXZK,,,,,51.60040283203125,-0.1168060302734375,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,Extremely,1.351,1.351,1.369,1,Extremely,0.888,0.888,0.8,1,Extremely,0.89,0.89,0.801,1,Extremely,0.869,0.869,0.887,1,Extremely,1.102,1.102,1.12,1,Extremely,1.692,1.692,1.601,1,Extremely,1.122,1.122,1.136,1,Extremely,0.888,0.888,0.8,1,Extremely,2.606,2.606,2.623,1,Extremely,1.386,1.386,1.303,1,Extremely,1.343,1.343,1.361,1,Extremely,0.978,0.978,0.996,1,Extremely,2.069,2.069,2.087,1,Extremely,1.36,1.36,1.378,1,Extremely,0.942,0.942,0.961,1,Extremely,1.378,1.378,1.397,1,8,7,5,60e35b7b602e153ddf1d841f,0,5,0.5,0,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,9
2021-10-12 19:44:04,2021-10-12 19:59:08,IP Address,213.205.194.50,100,903,True,2021-10-12 19:59:08,R_2CqBkBPB9D4Dpmn,,,,,51.502593994140625,-0.0659942626953125,anonymous,EN,"Read, understood and approved",4,8,0,10,10,10,5,5,0,15,10,10,7,1.541,3.201,3.334,4,7,1.212,2.6,2.747,3,7,2.781,4.478,4.401,3,8,12.919,15.225,15.255,4,7,5.748,10.696,10.719,5,6,7.039,15.752,15.786,7,7,5.119,9.16,9.19,4,6,6.821,10.352,10.379,4,5,5.125,9.531,9.559,6,4,1.317,4.101,4.242,4,6,3.748,6.335,6.362,4,5,3.894,9.329,9.359,5,4,1.809,3.303,3.339,3,3,1.457,2.8,3.017,3,4,8.533,10.929,10.956,3,4,2,5.7,5.874,5,2,2,2,5eff6ae361fa1102b360e5ea,0,10,1,1,1,16,1,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,7
2021-10-12 19:49:10,2021-10-12 19:59:20,IP Address,82.18.163.91,100,609,True,2021-10-12 19:59:20,R_3mfWmXFYfR21Dl7,,,,,51.435302734375,-0.309600830078125,anonymous,EN,"Read, understood and approved",5,5,0,10,5,5,5,5,0,20,10,10,2,1.256,2.752,2.7,2,4,1.811,2.887,2.983,2,2,1.287,11.62,11.687,3,Not at all,1.654,2.695,2.602,2,8,1.806,4.992,4.904,2,3,1.47,4.253,4.201,2,4,1.123,4.685,4.602,2,Not at all,1.563,3.486,3.509,3,6,2.132,3.741,3.702,2,6,1.483,2.756,2.774,2,6,1.318,4.397,4.467,2,6,8.049,20.096,20.123,4,8,1.621,2.5,2.568,2,Extremely,1.805,3.727,3.757,2,8,1.407,2.182,2.101,2,6,5.916,9.559,9.602,3,7,6,6,6140c9c0cca2ec55cf59f8fb,0,5,0.5,0,0,16,0,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,2
2021-10-12 19:54:03,2021-10-12 20:00:25,IP Address,146.199.106.100,100,381,True,2021-10-12 20:00:25,R_1M6Z09xEDXynmBS,,,,,51.65179443359375,-0.19329833984375,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,8,2.369,2.369,2.378,1,7,2.851,2.851,2.861,1,Not at all,1.27,1.27,1.281,1,Not at all,2.02,2.02,2.031,1,Extremely,4.079,4.079,4.089,1,Extremely,6.865,6.865,6.879,1,Not at all,2.657,2.657,2.665,1,Not at all,2.384,2.384,2.394,1,6,4.892,4.892,4.8,1,6,3.589,3.589,3.6,1,Not at all,1.544,1.544,1.555,1,Not at all,4.581,4.581,4.591,1,5,3.026,3.026,3.038,1,Not at all,2.737,2.737,2.75,1,Not at all,2.335,2.335,2.342,1,Not at all,1.111,1.111,1.124,1,8,7,6,615f374cefabec945b04b5e9,0,3,0.299999999999999988897769753748434595763683319091796875,1,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,8
2021-10-12 19:53:49,2021-10-12 20:00:28,IP Address,82.132.186.46,100,398,True,2021-10-12 20:00:28,R_2cBqprhakSZDUnq,,,,,53.459503173828125,-2.95379638671875,anonymous,EN,"Read, understood and approved",5,5,0,10,10,10,5,5,0,20,10,10,7,2.272,4.788,4.701,5,Extremely,1.991,6.486,6.401,5,7,1.344,2.947,2.979,4,8,1.233,2.509,2.538,3,4,1.233,2.711,2.739,2,5,1.384,3.254,3.286,4,5,1.36,2.777,2.7,4,7,4.086,9.551,9.582,5,Extremely,1.521,6.842,6.88,5,3,1.712,3.709,3.738,3,2,1.563,2.754,2.785,3,5,1.477,3.081,3.112,3,3,1.589,2.399,2.427,3,2,1.954,3.298,3.329,3,3,1.226,3.139,3.168,4,4,1.992,5.241,5.268,4,you can’t be too careful,4,2,61470ea6d44fa390418c61c6,0,5,0.5,0,0,16,0,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,7
2021-10-12 19:52:44,2021-10-12 20:00:29,IP Address,86.175.156.119,100,464,True,2021-10-12 20:00:29,R_33rTBSOEdhq28sD,,,,,52.6378936767578125,-0.385498046875,anonymous,EN,"Read, understood and approved",8,4,0,20,5,5,5,5,0,20,10,10,Not at all,4.433,4.433,4.402,1,3,1.836,13.136,13.102,4,6,1.142,2.767,2.834,2,Extremely,0.231,8.569,8.633,3,4,6.106,6.106,6.18,1,3,2.353,2.353,2.3,1,8,1.585,1.585,1.654,1,Extremely,0.254,3.875,3.95,2,8,0.631,10.426,10.491,4,6,3.54,3.54,3.611,1,8,3.604,3.604,3.677,1,Extremely,1.551,4.389,4.467,2,7,2.451,2.451,2.533,1,3,1.181,3.401,3.493,3,8,2.942,2.942,3.002,1,Extremely,3.309,3.309,3.379,1,most people can be trusted,most people would try to be fair,people mostly try to be helpful,615ed10d0d5f13159d41df8c,0,5,0.5,0,0,16,0,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,1
2021-10-12 19:54:44,2021-10-12 20:00:42,IP Address,151.230.105.94,100,358,True,2021-10-12 20:00:42,R_3ETioVhkNf44Uyr,,,,,51.4806060791015625,0.1548004150390625,anonymous,EN,"Read, understood and approved",5,5,0,10,10,10,5,5,0,20,10,10,8,3.878,5.496,5.555,2,5,1.623,2.472,2.531,2,3,1.551,2.395,2.454,2,5,4.905,8.453,8.401,5,8,1.371,2.727,2.799,3,8,1.241,2.582,2.639,2,4,0.846,1.98,2.041,2,4,1.461,2.445,2.402,2,6,2.699,3.647,3.6,2,7,0.876,2.045,2.002,2,5,1.261,2.935,3.001,3,4,1.729,2.546,2.5,2,6,2.424,4.466,4.533,2,8,1.455,3.154,3.101,4,2,1.203,3.228,3.287,2,2,2.223,2.591,2.649,2,2,3,2,598b6c01716a2c000187cd46,0,10,1,1,1,16,0,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,8
2021-10-12 19:53:53,2021-10-12 20:00:50,IP Address,82.47.140.115,100,416,True,2021-10-12 20:00:50,R_3pBRQO4CNN3Uy1r,,,,,52.322998046875,-1.89520263671875,anonymous,EN,"Read, understood and approved",5,1,0,10,10,10,5,5,0,20,10,10,Extremely,0.928,2.589,2.647,3,Extremely,1.818,15.914,15.981,7,Extremely,1.082,4.872,4.933,5,Extremely,1.795,4.625,4.692,5,7,0.943,2.956,2.902,2,7,1.531,4.003,4.061,3,8,0.854,3.836,3.895,4,Extremely,0.818,2.869,2.927,2,3,1.052,2.74,2.798,2,6,2.506,6.129,6.19,4,6,0.832,2.359,2.416,3,7,1.313,2.94,3,2,6,1.495,6.005,6.062,3,6,1.441,3.354,3.3,2,5,2.428,11.112,11.174,4,5,1.264,3.028,3.088,2,4,4,6,616303198537db70860a5171,0,6,0.59999999999999997779553950749686919152736663818359375,1,1,16,0,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,9
2021-10-12 19:45:53,2021-10-12 20:01:25,IP Address,90.213.115.190,100,931,True,2021-10-12 20:01:26,R_2uBq48Kf9JRzhfu,,,,,50.264801025390625,-5.0576019287109375,anonymous,EN,"Read, understood and approved",5,5,0,5,5,5,5,5,0,20,10,10,5,5.787,5.787,5.7,1,Not at all,3.249,3.249,3.3,1,8,7.641,7.641,7.698,1,8,4.939,4.939,4.982,1,4,3.456,3.456,3.401,1,4,2.897,2.897,2.8,1,5,2.127,2.127,2.173,1,6,4.494,4.494,4.401,1,4,5.359,5.359,5.301,1,4,35.269,35.269,35.201,1,4,9.765,9.765,9.701,1,5,3.063,3.063,3,1,2,2.256,2.256,2.298,1,4,3.015,3.015,3.058,1,4,3.157,3.157,3.199,1,4,6.476,6.476,6.401,1,you can’t be too careful,3,people mostly look out for themselves,6159e7b37fa10a67e006ea1d,0,5,0.5,0,0,16,0,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,5
2021-10-12 19:54:53,2021-10-12 20:01:30,IP Address,86.7.17.84,100,396,True,2021-10-12 20:01:30,R_2fxMBGOc54iDTQn,,,,,52.6049041748046875,-1.1488037109375,anonymous,EN,"Read, understood and approved",5,1,0,20,0,10,5,5,0,20,5,5,6,2.577,11.441,11.401,3,4,3.578,4.923,4.982,2,Not at all,1.155,2.491,2.558,2,Extremely,1.937,3.387,3.456,2,3,0.992,1.889,1.958,2,3,2.239,4.038,4.001,3,4,1.242,2.204,2.265,2,5,1.569,2.441,2.5,2,2,2.715,3.095,3.159,2,3,1.626,3.012,3.076,2,4,1.258,3.598,3.656,2,6,0.834,1.87,1.944,2,3,0.442,3.761,3.821,3,3,1.156,2.234,2.2,2,2,2.474,3.38,3.441,2,5,1.228,5.169,5.225,2,you can’t be too careful,most people would try to take advantage of me,4,615ec4f34cb81d7e58fa144c,0,5,0.5,0,0,16,1,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,6
2021-10-12 19:55:30,2021-10-12 20:01:48,IP Address,90.221.65.67,100,378,True,2021-10-12 20:01:48,R_2DOk8F8wfy5JkvP,,,,,55.96319580078125,-3.2545928955078125,anonymous,EN,"Read, understood and approved",5,5,2,10,10,10,5,5,0,20,10,10,5,1.293,3.267,3.333,4,8,1.364,2.541,2.608,3,8,2.009,3.31,3.483,3,Extremely,1.055,2.104,2.168,2,3,1.367,3.776,3.837,3,7,1.318,3.442,3.504,4,8,1.051,2.208,2.279,2,Extremely,1.158,2.516,2.571,3,2,1.097,1.571,1.649,2,5,1.367,2.126,2.19,2,7,1.209,2.409,2.585,3,7,1.039,2.155,2.116,2,7,3.811,6.836,6.905,4,5,1.494,3.362,3.425,3,6,2.637,5.911,6.103,4,7,1.677,2.877,2.947,3,3,5,3,6147ac70b4c3e7df01f2eb72,0,6,0.59999999999999997779553950749686919152736663818359375,1,1,16,0,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,5
2021-10-12 19:50:10,2021-10-12 20:01:57,IP Address,94.193.103.37,100,706,True,2021-10-12 20:01:57,R_UEmoPkFuthq7Wx3,,,,,52.0276031494140625,-0.731201171875,anonymous,EN,"Read, understood and approved",5,5,0,10,4,4,5,5,0,20,10,10,Not at all,1.189,3.633,3.646,3,2,7.159,13.185,13.2,2,4,4.554,6.44,6.454,2,3,1.221,2.542,2.558,2,3,1.927,4.316,4.328,2,3,1.044,3.45,3.462,3,4,1.537,2.936,2.949,2,4,1.261,2.152,2.164,2,Not at all,1.093,2.185,2.197,2,3,1.95,4.715,4.73,2,4,1.162,2.573,2.585,2,4,1.529,3.599,3.616,2,Not at all,1.69,3.02,3.031,2,3,1.803,2.848,2.862,2,4,1.909,3.149,3.163,2,5,2.678,3.849,3.861,2,7,5,7,596404adb4a49e00017110f7,0,9,0.90000000000000002220446049250313080847263336181640625,1,1,16,0,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,1
2021-10-12 19:56:55,2021-10-12 20:02:12,IP Address,86.133.224.20,100,317,True,2021-10-12 20:02:13,R_2BbQvEvYLBATOgB,,,,,53.2799072265625,-3.3983001708984375,anonymous,EN,"Read, understood and approved",5,5,0,10,5,5,5,5,0,20,10,10,Extremely,1.47,2.837,2.919,2,Extremely,3.11,4.562,4.52,2,Extremely,1.756,2.709,2.903,2,Extremely,1.152,2.17,2.241,2,Extremely,1.234,2.384,2.471,2,Extremely,2.887,4.701,4.774,3,Extremely,1.101,2.467,2.413,2,Extremely,1.434,2.569,2.51,2,Extremely,4.665,6.215,6.284,3,Extremely,2.199,3.599,3.676,3,Extremely,1.437,3.004,3.06,2,Extremely,1.225,2.362,2.321,2,Extremely,1.214,2.351,2.419,2,Extremely,1.312,2.678,2.607,3,Extremely,1.646,3.527,3.597,3,Extremely,1.51,3.363,3.436,3,4,5,people mostly try to be helpful,5c75bdc1142fa40001700b7c,0,6,0.59999999999999997779553950749686919152736663818359375,1,1,16,0,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,9
2021-10-12 19:56:06,2021-10-12 20:02:20,IP Address,86.28.157.209,100,373,True,2021-10-12 20:02:20,R_2SqPNnnL9Nw4JsC,,,,,54.9662933349609375,-1.6092987060546875,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,8,1.151,2.301,2.473,4,8,1,2.339,2.399,3,3,5.789,12.465,12.525,3,5,3.542,5.066,5.123,2,8,1.532,2.97,3.03,3,8,6.532,8.166,8.222,2,4,1.672,3.061,3.117,2,2,2.089,6.408,6.472,2,6,2.116,3.18,3.243,2,7,1.119,4.844,4.801,5,5,3.072,4.192,4.257,2,2,1.706,3.391,3.453,2,6,2.111,5.701,5.759,5,7,2.332,3.433,3.489,2,4,1.688,2.42,2.481,2,2,1.759,2.266,2.332,2,1,2,3,615c849b48713c9f8fbd0e02,0,5,0.5,0,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,8
2021-10-12 19:54:01,2021-10-12 20:02:30,IP Address,92.18.85.225,100,509,True,2021-10-12 20:02:30,R_3HB3yPEsCW88Lj2,,,,,56.117401123046875,-3.5345001220703125,anonymous,EN,"Read, understood and approved",5,5,0,10,10,10,5,5,20,0,10,10,Extremely,0.934,2.134,2.191,2,4,3.163,4.201,4.373,2,2,1.303,2.065,2.124,2,2,13.576,14.919,14.98,2,Extremely,1.591,2.7,2.769,2,7,2.816,4.391,4.463,2,5,5.779,9.739,9.703,4,Not at all,1.462,3.04,3.001,2,Extremely,0.919,5.156,5.101,3,3,4.377,4.767,4.823,2,5,1.103,1.828,1.885,2,Not at all,1.724,1.724,1.781,1,Extremely,1.958,3.108,3.17,2,4,0.818,5.518,5.581,4,3,1.05,1.907,1.965,2,Not at all,1.305,1.305,1.357,1,8,most people would try to be fair,8,615b1dd70ea29dab84a56e63,0,5,0.5,0,0,16,1,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,9
2021-10-12 19:55:14,2021-10-12 20:02:59,IP Address,109.249.185.1,100,465,True,2021-10-12 20:02:59,R_2uJJdsIM5thWZLK,,,,,51.4091033935546875,-0.3090972900390625,anonymous,EN,"Read, understood and approved",5,5,0,10,10,10,5,5,0,20,10,10,Not at all,1.385,1.627,1.602,2,3,1.953,2.681,2.753,2,5,0.136,9.914,9.978,8,6,3.81,5.914,5.982,3,Not at all,2.354,2.354,2.414,1,3,1.087,2.079,2.14,2,4,1.06,4.39,4.445,6,7,4.333,4.333,4.397,1,Not at all,3.278,9.098,9.165,3,4,1.555,3.845,3.802,4,4,0.765,1.651,1.731,2,7,1.326,2.728,2.791,2,Not at all,1.42,1.42,1.482,1,3,2.816,3.728,3.788,3,4,1.083,3.142,3.101,3,7,1.095,6.202,6.374,3,6,7,9,615948751c9f4e7d93db2a77,0,5,0.5,0,0,16,0,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,1
2021-10-12 19:59:27,2021-10-12 20:03:31,IP Address,94.6.105.175,100,243,True,2021-10-12 20:03:32,R_3isE7FAIBvM81tp,,,,,55.9152984619140625,-3.19769287109375,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,Extremely,1.946,3.368,3.428,2,8,1.416,2.586,2.648,2,8,1.049,2.328,2.393,3,7,1.382,3.056,3.004,3,Extremely,1.299,2.754,2.701,2,Extremely,1.145,3.178,3.234,3,8,2.7,5.459,5.401,3,8,0.223,4.642,4.701,3,6,1.122,2.429,2.485,2,7,1.145,2.157,2.219,2,8,1.337,3.045,3.001,4,6,1.032,2.512,2.572,2,6,1.197,3.062,3.12,2,7,2.168,3.305,3.367,2,6,1.446,4.709,4.766,3,5,1.223,2.186,2.244,2,7,6,5,5fd9ebe208162009df0fe81f,0,6,0.59999999999999997779553950749686919152736663818359375,1,1,16,0,1,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,9
2021-10-12 19:52:25,2021-10-12 20:03:34,IP Address,85.255.234.62,100,668,True,2021-10-12 20:03:34,R_OruqphJYN2FbC6J,,,,,51.49639892578125,-0.122406005859375,anonymous,EN,"Read, understood and approved",5,5,0,10,7,7,5,5,0,20,10,10,7,1.39,3.301,3.471,4,Extremely,1.27,3.14,3.101,4,5,2.456,8.114,8.101,5,7,1.061,2.897,2.801,4,2,1.129,14.453,14.402,14,7,2.325,5.888,5.8,6,Extremely,1.153,14.801,14.999,18,Extremely,1.336,4.422,4.401,5,7,1.168,7.755,7.7,7,4,1.767,1.998,2.101,2,5,2.065,4.3,4.364,4,4,2.336,2.541,2.5,2,3,1.135,3.499,3.582,4,2,2.439,6.087,6.001,4,3,1.424,3.614,3.6,4,2,0.016,10.691,10.796,13,5,7,7,615b72a19f06af41dfa354ff,0,7,0.6999999999999999555910790149937383830547332763671875,1,1,16,0,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,7
2021-10-12 19:57:20,2021-10-12 20:04:00,IP Address,154.62.242.179,100,399,True,2021-10-12 20:04:01,R_2f40xCSJ1BwSugF,,,,,36.7689056396484375,-2.61529541015625,anonymous,EN,"Read, understood and approved",5,15,0,10,10,10,5,5,0,20,10,10,Not at all,1.416,2.488,2.417,2,Not at all,1.665,2.634,2.675,2,8,5.025,6.68,6.601,2,7,1.863,2.823,2.873,2,Not at all,1.978,3.024,3.068,2,7,3.346,4.594,4.507,2,8,1.501,2.636,2.674,2,8,1.194,2.579,2.503,2,Not at all,2.223,3.303,3.339,2,Extremely,2.496,5.761,5.798,2,7,1.531,2.604,2.643,2,6,4.664,8.296,8.201,2,Not at all,1.141,2.125,2.171,2,Not at all,1.794,3.266,3.202,2,6,1.574,2.887,2.801,2,6,2.457,3.796,3.704,2,7,8,3,60bf48e972fd3e8f018b6e2b,0,5,0.5,0,0,16,0,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,1
2021-10-12 20:01:32,2021-10-12 20:04:44,IP Address,88.104.129.3,100,192,True,2021-10-12 20:04:45,R_pmhUXpxDQnj0r0R,,,,,51.4203033447265625,-0.11749267578125,anonymous,EN,"Read, understood and approved",5,15,5,5,10,10,5,5,5,20,10,10,Extremely,1.117,1.117,1.13,1,Extremely,1.239,1.239,1.251,1,7,1.68,1.68,1.691,1,Not at all,1.562,1.562,1.572,1,Extremely,1.295,1.295,1.201,1,Extremely,1.03,1.03,1.04,1,Extremely,1.276,1.276,1.288,1,6,1.501,1.501,1.512,1,Extremely,0.949,0.949,0.96,1,Extremely,1.021,1.021,1.031,1,Extremely,1.027,1.027,1.039,1,5,1.647,1.647,1.659,1,Extremely,6.888,6.888,6.899,1,Extremely,1.48,1.48,1.49,1,5,1.221,1.221,1.234,1,4,5.306,5.306,5.319,1,5,3,5,5c0ff72009e7c20001f1e289,0,7,0.6999999999999999555910790149937383830547332763671875,1,1,16,1,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,9
2021-10-12 19:52:21,2021-10-12 20:04:48,IP Address,86.155.3.167,100,746,True,2021-10-12 20:04:48,R_1PSEPiNPMTpIPyO,,,,,53.576202392578125,-0.739105224609375,anonymous,EN,"Read, understood and approved",5,5,2,10,10,10,5,5,0,15,10,10,5,1.993,2.784,2.843,2,2,1.907,2.245,2.294,2,5,1.424,2.109,2.276,2,Extremely,2.546,4.037,4.094,2,2,3.607,3.607,3.771,1,6,1.14,9.887,9.949,4,8,2.402,3.601,3.66,3,6,2.173,3.08,3.006,2,4,2.531,3.324,3.386,2,3,3.338,3.338,3.398,1,3,1.613,2.172,2.233,2,5,1.373,2.282,2.341,2,8,6.995,9.835,9.899,2,5,1.286,2.285,2.347,2,4,2.369,2.369,2.308,1,5,1.288,2.277,2.207,2,8,8,8,5d52840bf4b95e00157719f4,0,5,0.5,0,0,16,1,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,5
2021-10-12 19:58:28,2021-10-12 20:05:13,IP Address,90.248.248.185,100,404,True,2021-10-12 20:05:14,R_DBmy1hgW2RiH0Ah,,,,,51.5032958984375,-0.6894073486328125,anonymous,EN,"Read, understood and approved",5,5,0,10,5,5,5,5,0,20,10,10,3,4.428,4.428,4.443,1,4,2.405,2.405,2.421,1,8,1.837,1.837,1.854,1,Extremely,2.191,2.191,2.205,1,4,5.629,5.629,5.645,1,3,1.869,1.869,1.894,1,8,6.894,6.894,6.909,1,7,1.933,1.933,1.949,1,4,2.585,2.585,2.597,1,6,4.003,4.003,4.02,1,6,3.703,3.703,3.722,1,7,2.347,2.347,2.36,1,3,2.024,2.024,2.041,1,6,1.744,9.932,9.95,2,7,2.674,2.674,2.689,1,8,2.253,2.253,2.268,1,7,7,9,614a31b8fbf332c1b6dc9ae6,0,5,0.5,0,0,16,0,2,,https://app.prolific.co/submissions/complete?cc=5EB7F1AD,3
