question_id,question,variable_code,variable_label,cond1_label,cond2_label,left_role,right_role,left_treatments,right_treatments,direction,cond1_mean,cond1_sd,cond1_n,cond2_mean,cond2_sd,cond2_n,effect,supports_direction
Q1,Does interacting with AI decrease payoffs?,WI,payoff index,AI in TRU,Human in TRU,AI,human,['TRU'],['TRU'],less,0.6442857142857144,0.16944170383680854,50,0.7092380952380951,0.14406811008469378,50,-0.06495238095238076,True
Q2,Is opaque delegation more frequent?,DI,delegation frequency,Support in ODU/ODP,Support in TDU/TDP,support,support,"['ODU', 'ODP']","['TDU', 'TDP']",greater,0.43285714285714294,0.3226200460041101,100,0.37285714285714294,0.2934697776777444,100,0.06,True
Q3,Does opaque interaction decrease payoffs?,WI,payoff index,Unknown in ODU,Human in TRU,unknown,human,['ODU'],['TRU'],less,0.6865714285714286,0.1699664730804308,50,0.7092380952380951,0.14406811008469378,50,-0.022666666666666502,True
Q4,Does delegation crowd-out prosociality?,PSI,prosociality index,AI in TDU,AI in TRU,AI,AI,['TDU'],['TRU'],less,0.5107777777777777,0.1792716781677923,50,0.5436666666666666,0.1910507537974687,50,-0.03288888888888897,True
Q5,Does personalizing the AI restore payoffs?,WI,payoff index,AI in TRP,AI in TRU,AI,AI,['TRP'],['TRU'],greater,0.6461904761904762,0.1931906916573661,50,0.6442857142857144,0.16944170383680854,50,0.0019047619047618536,True
Q6,Does personalizing the AI increase delegation?,DI,delegation frequency,Support in TDP/ODP,Support in TDU/ODU,support,support,"['TDP', 'ODP']","['TDU', 'ODU']",greater,0.3671428571428571,0.30743886538176557,100,0.4385714285714286,0.3081086530329832,100,-0.07142857142857151,False
Q7,Does personalizing the AI change payoffs if delegation is opaque?,WI,payoff index,Unknown in ODP,Unknown in ODU,unknown,unknown,['ODP'],['ODU'],greater,0.707904761904762,0.17383477591232574,50,0.6865714285714286,0.1699664730804308,50,0.021333333333333426,True
Q8,Does personalizing the AI change prosocial behavior?,PSI,prosociality index,AI in TDP,AI in TDU,AI,AI,['TDP'],['TDU'],greater,0.5411111111111111,0.23683263106530353,50,0.5107777777777777,0.1792716781677923,50,0.030333333333333434,True
