question_id,question,variable_code,variable_label,cond1_label,cond2_label,left_role,right_role,left_treatments,right_treatments,direction,cond1_mean,cond1_sd,cond1_n,cond2_mean,cond2_sd,cond2_n,effect,supports_direction
Q1,Does interacting with AI decrease payoffs?,WI,payoff index,AI in TRU,Human in TRU,AI,human,['TRU'],['TRU'],less,0.618095238095238,0.2333434930202683,45,0.7463492063492064,0.19566893650987152,45,-0.1282539682539684,True
Q2,Is opaque delegation more frequent?,DI,delegation frequency,Support in ODU/ODP,Support in TDU/TDP,support,support,"['ODU', 'ODP']","['TDU', 'TDP']",greater,0.23857142857142852,0.22615515787147056,100,0.21571428571428566,0.2389551570892899,100,0.022857142857142854,True
Q3,Does opaque interaction decrease payoffs?,WI,payoff index,Unknown in ODU,Human in TRU,unknown,human,['ODU'],['TRU'],less,0.7204761904761905,0.20019253539693915,50,0.7463492063492064,0.19566893650987152,45,-0.025873015873015937,True
Q4,Does delegation crowd-out prosociality?,PSI,prosociality index,AI in TDU,AI in TRU,AI,AI,['TDU'],['TRU'],less,0.6629999999999999,0.25081527433402895,50,0.6166666666666667,0.23639466040029075,45,0.046333333333333226,False
Q5,Does personalizing the AI restore payoffs?,WI,payoff index,AI in TRP,AI in TRU,AI,AI,['TRP'],['TRU'],greater,0.6684903748733535,0.20454404412708507,47,0.618095238095238,0.2333434930202683,45,0.05039513677811547,True
Q6,Does personalizing the AI increase delegation?,DI,delegation frequency,Support in TDP/ODP,Support in TDU/ODU,support,support,"['TDP', 'ODP']","['TDU', 'ODU']",greater,0.2571428571428571,0.23328473740792172,100,0.19714285714285712,0.2286255347216884,100,0.06,True
Q7,Does personalizing the AI change payoffs if delegation is opaque?,WI,payoff index,Unknown in ODP,Unknown in ODU,unknown,unknown,['ODP'],['ODU'],greater,0.7583809523809525,0.17335012573641728,50,0.7204761904761905,0.20019253539693915,50,0.037904761904762,True
Q8,Does personalizing the AI change prosocial behavior?,PSI,prosociality index,AI in TDP,AI in TDU,AI,AI,['TDP'],['TDU'],greater,0.7062222222222222,0.21010213595626231,50,0.6629999999999999,0.25081527433402895,50,0.04322222222222227,True
