metric_id,metric_label_human,variable_code_human,cond1_label_human,cond2_label_human,direction_human,cond1_mean_human,cond1_sd_human,cond1_n_human,cond2_mean_human,cond2_sd_human,cond2_n_human,effect_human,supports_direction_human,metric_label_model,variable_code_model,cond1_label_model,cond2_label_model,direction_model,cond1_mean_model,cond1_sd_model,cond1_n_model,cond2_mean_model,cond2_sd_model,cond2_n_model,effect_model,supports_direction_model,effect_abs_error,cond1_mean_abs_error,cond2_mean_abs_error,direction_match
trust_in_llm,Less trust in LLM,TGSender_raw,AgainstAI,AgainstHuman,less,0.595,0.4921238966441698,200,0.725,0.44763476677098085,200,-0.13,True,Less trust in LLM,TGSender_raw,AgainstAI,AgainstHuman,less,0.6510416666666666,0.47788688264101753,192,0.8385416666666666,0.3689151470045038,192,-0.1875,True,0.057499999999999996,0.056041666666666656,0.11354166666666665,True
trustworthy_against_llm,Less trustworthy against LLM,TGReceiver_raw,AgainstAI,AgainstHuman,less,2.245,1.567565407417713,200,2.48,1.438731993369062,200,-0.23499999999999988,True,Less trustworthy against LLM,TGReceiver_raw,AgainstAI,AgainstHuman,less,2.34375,1.1379059024945504,192,2.5625,1.119204092669036,192,-0.21875,True,0.016249999999999876,0.0987499999999999,0.08250000000000002,True
pd_against_llm,Less cooperation in PD,PD_raw,AgainstAI,AgainstHuman,less,0.475,0.5006277466376767,200,0.56,0.4976325863071806,200,-0.08500000000000008,True,Less cooperation in PD,PD_raw,AgainstAI,AgainstHuman,less,0.7395833333333334,0.4400093208595485,192,0.8802083333333334,0.32556669615835987,192,-0.140625,True,0.055624999999999925,0.2645833333333334,0.3202083333333333,True
sh_against_llm,Less cooperation in SH,SH_raw,AgainstAI,AgainstHuman,less,0.685,0.4656815397698429,200,0.79,0.4083303421761706,200,-0.10499999999999998,True,Less cooperation in SH,SH_raw,AgainstAI,AgainstHuman,less,0.7395833333333334,0.4400093208595485,192,0.7916666666666666,0.40717817514894744,192,-0.05208333333333326,True,0.05291666666666672,0.05458333333333332,0.0016666666666665941,True
coordination_against_llm,Less predictability in C,Earth,AgainstAI,AgainstHuman,less,0.58,0.4947970499134116,200,0.69,0.46365383032156576,200,-0.10999999999999999,True,Less predictability in C,Earth,AgainstAI,AgainstHuman,less,0.9895833333333334,0.10179454378723671,192,1.0,0.0,192,-0.01041666666666663,True,0.09958333333333336,0.4095833333333334,0.31000000000000005,True
ug_offer_against_llm,Lower offers against LLM,UGProposer_raw,AgainstAI,AgainstHuman,less,4.405,1.6748134224444198,200,4.715,1.183545053841365,200,-0.3099999999999996,True,Lower offers against LLM,UGProposer_raw,AgainstAI,AgainstHuman,less,3.9739583333333335,1.25924807545308,192,4.395833333333333,1.1254241007867938,192,-0.42187499999999956,True,0.11187499999999995,0.43104166666666677,0.3191666666666668,True
ug_threshold_against_llm,Tolerate less inequality,UGResponder_raw,AgainstAI,AgainstHuman,less,3.93,1.6396776248908937,200,4.02,1.619479412601221,200,-0.08999999999999941,True,Tolerate less inequality,UGResponder_raw,AgainstAI,AgainstHuman,less,1.65625,1.1516264392142888,192,1.9270833333333333,1.2128870983888171,192,-0.27083333333333326,True,0.18083333333333385,2.27375,2.0929166666666665,True
