order,label,final_round_normalized_efficiency,final_total_contribution_rate,first_round_normalized_efficiency,first_round_total_contribution_rate,mean_round_normalized_efficiency,mean_total_contribution_rate
0,Baseline,0.6619579569413095,0.5374852668662642,0.1414558391135146,0.1360667896765758,0.3539256346075455,0.2939994141777877
1,Full Twin sampled,0.4712251859148558,0.3264931008231355,0.0994062931338817,0.0722338148571701,0.2436109652924535,0.1785785120394195
2,Background only,0.6075699884633916,0.4678924382973085,0.146143671347539,0.1347395182485643,0.3359657996164894,0.2698215042795421
3,Direct social only,0.5655672426710273,0.4263715855054852,0.1535870573910986,0.1417549293573142,0.3432121156061624,0.2801562225286982
4,Self-report social only,0.3804547833426634,0.2232999712036078,0.1677406498866102,0.1540901642065293,0.1925496137569072,0.1240064372990203
5,Non-social econ only,0.5578493198923867,0.4235503098178445,0.118751771524148,0.1015920029957859,0.3069742803219252,0.2412784992518807
6,Cognitive only,0.5950006798531481,0.458550429568593,0.125348630970141,0.1115762519339822,0.3288904342498383,0.2682961166316921
7,Misc heuristics/pricing/text only,0.6024036786632747,0.4660033822540583,0.1703288872652776,0.1618566873854703,0.3569713631192472,0.292350927589286
