target,n_benchmarks,text_mae,raw_mae,delta_abs_error_raw_minus_text,delta_abs_error_ci_lo,delta_abs_error_ci_hi,delta_abs_error_perm_p,text_rmse,raw_rmse,delta_sq_error_raw_minus_text,delta_sq_error_ci_lo,delta_sq_error_ci_hi,delta_sq_error_perm_p,text_corr,raw_corr,delta_corr_text_minus_raw,delta_corr_ci_lo,delta_corr_ci_hi,delta_corr_boot_p
normalized_efficiency,40,0.07756987108764836,0.08364944580596387,0.006079574718315522,-0.010262425926215658,0.02333236645981846,0.4920253987300635,0.0961458421755203,0.10370108547252864,0.0015098921605406345,-0.002244597096490394,0.005528167691481003,0.46782660866956655,0.5620379496685471,0.37204434757402655,0.1899936020945206,-0.03449135905271531,0.403910166623634,0.0966
mean_contribution_rate,40,0.06395643182172205,0.07203206132993989,0.008075629508217852,-0.00389842404902553,0.020497340563416767,0.21143942802859858,0.08239690454713887,0.08669288186424283,0.0007264058869772508,-0.001499651671684958,0.0027983354649941563,0.5325733713314335,0.5438619486264659,0.4602291871934017,0.08363276143306414,-0.0514151674466923,0.22217525399858623,0.2221
