label,variant_label,row_count,delta_mean_simbench_score,pvalue_paired_t_simbench_score,delta_mean_tvd,delta_mean_jsd,delta_modal_match_rate
background_only,Background,2694,4.027158962528324,5.7655145098683105e-06,0.0021287726009162,-0.0073412777153344,0.1332590942835931
full_card,Full profile,2694,0.8602361084252219,0.2763744652089682,0.0137075615747878,-0.0020981140282211,0.1269487750556792
misc_heuristics_pricing_text_only,Misc/pricing/text,2694,0.0354087372823147,0.9675782568668364,0.0185567983853229,0.0002366155711598,0.0356347438752783
cognitive_only,Cognitive,2694,-2.238281126825033,0.0070583638809982,0.0247914482090731,0.0021828582903075,0.0482553823311061
self_report_social_only,Self-report social,2694,-3.217926557720514,0.0001206875204325,0.0275514862554506,0.0023661001612805,0.0374907201187824
direct_social_only,Direct social,2694,-3.363913016535893,4.986440963253489e-05,0.0290603701560163,0.0046402320827579,0.0497401633259094
non_social_econ_only,Non-social econ,2694,-3.652044531967745,5.450134697302911e-06,0.0294586165718508,0.0043406479892269,0.0330363771343726
