model,folds_ok,fit_eval_seconds_mean,pred_true_cosine_mean_mean,pred_true_cosine_mean_std,retrieved_true_cosine_mean_mean,retrieved_true_cosine_mean_std,oracle_true_cosine_mean_mean,oracle_true_cosine_mean_std,retrieval_cosine_regret_mean_mean,retrieval_cosine_regret_mean_std,oracle_hit_at_1_mean,oracle_hit_at_1_std,oracle_hit_at_5_mean,oracle_hit_at_5_std,embedding_mse_mean_mean,embedding_mse_mean_std
elastic_net,5,5.74988,0.9174833416938781,0.0018513804965252898,0.8807769775390625,0.0008656457544140053,0.9209599971771241,0.0007972777606111924,0.04018300399184227,0.0009600190554724828,0.025,0.007071067811865476,0.07899999999999999,0.02177154105707724,0.00010301415168214589,2.2153682894519828e-06
mlp,5,277.50186,0.8184348702430725,0.007695451454391546,0.8769046664237976,0.0015668432289635136,0.9209599971771241,0.0007972777606111924,0.04405530467629433,0.0016719764919944679,0.018,0.00812403840463596,0.05800000000000001,0.01805547008526779,0.0002540085813961923,2.3739569751768782e-05
